losses/clipfrac,losses/entropy,charts/learning_rate,losses/explained_variance,losses/approx_kl,charts/episodic_return,charts/SPS,_runtime,losses/old_approx_kl,losses/policy_loss,_step,global_step,_timestamp,losses/value_loss,charts/episodic_length
0.0,0.5508501529693604,0.00021505376207642257,0.014715254306793213,0.00037792976945638657,,520.0,301.34739780426025,0.005071408115327358,-0.004249438643455505,1612,141696,1763260391.8316438,0.0004654015356209129,
0.0,0.5383030772209167,0.00021420890698209405,0.12832456827163696,6.688851863145828e-05,,521.0,303.1050729751587,-0.0008184732869267464,-0.0030918382108211517,1626,143104,1763260393.589319,0.000902595289517194,
,,,,,500.0,,304.8284466266632,,,1638,144354,1763260395.3126926,,500.0
0.0,0.5155318975448608,0.00021067587658762932,0.04835617542266846,0.00011496711522340775,,526.0,312.1322102546692,-0.002238360233604908,0.0009810477495193481,1687,148992,1763260402.6164563,314.3929138183594,
0.0,0.4500924348831177,0.00020798771583940834,-5.250551700592041,0.0012075155973434448,,528.0,319.25848507881165,-0.011355845257639885,-0.016096267849206924,1732,153472,1763260409.742731,0.0005749823176302016,
0.0,0.4229721128940582,0.00020721966575365514,-1.2301335334777832,0.00046120956540107727,,530.0,320.80828166007996,-0.011074524372816086,0.0026154816150665283,1745,154752,1763260411.2925277,0.004138262011110783,
,,,,,500.0,,322.0909731388092,,,1753,155569,1763260412.5752192,,500.0
0.0,0.4797399044036865,0.0002066820306936279,-5.8531761169433594e-05,0.0002949228510260582,,530.0,322.30503964424133,0.0008911518380045891,0.004378601908683777,1754,155648,1763260412.7892857,641.9352416992188,
0.0,0.42619115114212036,0.00020599078561645,0.18713170289993286,0.00037236325442790985,,531.0,324.19120168685913,0.009035427123308182,-0.009139953181147575,1765,156800,1763260414.6754477,0.004878159612417221,
,,,,,500.0,,324.49104928970337,,,1768,157069,1763260414.9752953,,500.0
,,,,,500.0,,325.59592843055725,,,1777,158069,1763260416.0801744,,500.0
0.0,0.509994626045227,0.00020276497525628656,2.110004425048828e-05,1.6505829989910126e-05,,537.0,330.6638026237488,0.0009137885645031929,-0.0011649727821350098,1818,162176,1763260421.1480486,360.72979736328125,
0.0,0.46588242053985596,0.00020245775522198528,-0.00030171871185302734,0.00023247767239809036,,538.0,331.2533972263336,-0.002982153557240963,-0.0028329193592071533,1823,162688,1763260421.7376432,231.39776611328125,
,,,,,500.0,,334.9440407752991,,,1851,165569,1763260425.4282868,,500.0
,,,,,500.0,,335.8493709564209,,,1856,166069,1763260426.333617,,500.0
0.0,0.4700252413749695,0.00019969277491327375,-1.940713882446289,0.00010299216955900192,,541.0,338.1644444465637,7.386039942502975e-05,-9.632110595703125e-05,1868,167296,1763260428.6486905,0.004527824930846691,
0.0,0.5070106387138367,0.00019938555487897247,0.10256749391555786,0.00028085242956876755,,541.0,339.0896830558777,-0.006171251647174358,-0.004904264584183693,1873,167808,1763260429.573929,0.004381626844406128,
0.0,0.5078409314155579,0.0001991551398532465,4.9591064453125e-05,0.0009564757347106934,,541.0,339.8229184150696,-0.0047082919627428055,0.00019479170441627502,1877,168192,1763260430.3071644,110.05716705322266,
0.0,0.5092452764511108,0.00019861750479321927,0.00036662817001342773,0.000619993545114994,,541.0,341.41590666770935,0.000924362801015377,-0.0019186697900295258,1886,169088,1763260431.9001527,261.9769287109375,
,,,,,500.0,,343.0938136577606,,,1895,170069,1763260433.5780597,,500.0
0.0,0.5555321574211121,0.00019754224922508,-0.06744539737701416,0.0016470951959490776,,541.0,344.6649878025055,0.0062160799279809,-0.014820672571659088,1903,170880,1763260435.1492338,0.0011155218817293644,
0.0,0.5962570309638977,0.00019738863920792937,-3.719329833984375e-05,0.0010896231979131699,,541.0,345.07017850875854,0.00740145705640316,-0.016462132334709167,1906,171136,1763260435.5544245,529.055908203125,
0.0,0.4640660285949707,0.00019662058912217617,0.24533158540725708,0.0007371613755822182,,542.0,346.6527428627014,-0.0023912163451313972,-0.005557464435696602,1918,172416,1763260437.1369889,0.0002475063956808299,
,,,,,500.0,,346.817351102829,,,1920,172569,1763260437.301597,,500.0
0.0,0.44602662324905396,0.00019500768394209445,-5.161762237548828e-05,0.0001223776489496231,,545.0,350.0162570476532,0.0008922368288040161,-0.002761268988251686,1945,175104,1763260440.500503,657.5535278320312,
,,,,,500.0,,352.74581933021545,,,1959,176569,1763260443.2300653,,500.0
0.005859375,0.483667254447937,0.00019324116874486208,-0.002642393112182617,0.001369064673781395,,545.0,355.5123233795166,0.015803193673491478,-0.012181606143712997,1973,178048,1763260445.9965694,0.0003418803680688143,
0.0,0.48240816593170166,0.0001925499236676842,0.00026470422744750977,0.00033480487763881683,,545.0,357.6008698940277,0.0022544432431459427,-0.004261378198862076,1985,179200,1763260448.085116,0.006368843838572502,
0.0,0.5042464137077332,0.0001921658986248076,0.04636728763580322,0.001340850256383419,,545.0,358.719952583313,0.008817081339657307,-0.0034240353852510452,1991,179840,1763260449.2041986,0.00032792898127809167,
0.0,0.5327268838882446,0.00019147465354762971,0.13533174991607666,0.0011928249150514603,,545.0,360.9317617416382,0.004220092669129372,0.0028423930052667856,2002,180992,1763260451.4160078,0.00024979247245937586,
0.0,0.5017390847206116,0.00019116743351332843,-0.6256958246231079,0.00125142652541399,,545.0,361.89582347869873,-0.012388818897306919,0.007230848073959351,2007,181504,1763260452.3800695,0.0002391804155195132,
0.0,0.5481070280075073,0.0001906297984533012,-0.1287480592727661,0.0009576426818966866,,545.0,363.5758202075958,-0.0026960810646414757,-0.004379242658615112,2016,182400,1763260454.0600662,0.0002947069879155606,
0.0,0.575878381729126,0.00019047618843615055,-0.00012755393981933594,0.0009080544114112854,,545.0,364.07821011543274,0.007073700428009033,0.005266837775707245,2019,182656,1763260454.5624561,483.4224853515625,
0.0,0.5235470533370972,0.00019016896840184927,-0.00016570091247558594,0.00015442445874214172,,545.0,365.0336604118347,-0.00077066570520401,0.004136338829994202,2024,183168,1763260455.5179064,539.673095703125,
0.0,0.4935190677642822,0.0001899385533761233,-2.0587825775146484,0.0008895630016922951,,545.0,365.7303457260132,-0.0006001191213726997,0.0128563791513443,2027,183552,1763260456.2145917,0.00023032411991152912,
0.0,0.5117703676223755,0.000189861748367548,-0.00023055076599121094,0.00014151912182569504,,544.0,366.021817445755,0.002152307890355587,0.0009509623050689697,2029,183680,1763260456.5060635,474.62353515625,
0.0,0.513874888420105,0.0001895545283332467,-0.00012004375457763672,0.00041326507925987244,,544.0,367.00499987602234,0.004051335155963898,-0.0013393573462963104,2034,184192,1763260457.489246,531.7832641601562,
0.0,0.5141769647598267,0.00018886328325606883,-0.05041825771331787,3.6835670471191406e-05,,545.0,368.8711791038513,0.0002945847809314728,-0.0008273795247077942,2045,185344,1763260459.3554251,0.00032876667683012784,
0.00390625,0.5041660070419312,0.00018847925821319222,0.0873187780380249,0.0025150123983621597,,545.0,369.6351411342621,-0.01345632690936327,-0.023959685117006302,2051,185984,1763260460.1193871,0.0002993945963680744,
,,,,,500.0,,369.6773715019226,,,2052,186069,1763260460.1616175,,500.0
0.0,0.5293490290641785,0.00018732718308456242,0.10385775566101074,0.0003451230004429817,,547.0,371.8953785896301,0.0010127974674105644,0.0007989443838596344,2070,187904,1763260462.3796246,0.0003353024076204747,
0.0,0.5506012439727783,0.00018694315804168582,-0.362163782119751,0.0023211780935525894,,548.0,372.6443634033203,0.006442038342356682,-0.02050004154443741,2076,188544,1763260463.1286094,0.000211400882108137,
0.0,0.5226392149925232,0.00018594470748212188,-0.518592119216919,0.0004460671916604042,,550.0,374.69650530815125,0.002143179066479206,-0.0020242519676685333,2093,190208,1763260465.1807513,0.0036738933995366096,
0.0,0.4785049855709076,0.00018586790247354656,-0.0804365873336792,4.7188252210617065e-05,,550.0,374.82820868492126,0.004292991012334824,-0.0012594126164913177,2094,190336,1763260465.3124547,0.00029231063672341406,
0.0,0.5201273560523987,0.0001844854123191908,5.245208740234375e-06,6.742402911186218e-05,,552.0,377.5175726413727,-0.0018942039459943771,0.0002476722002029419,2117,192640,1763260468.0018187,615.5576782226562,
0.0,0.5364347100257874,0.00018302611715625972,0.00025922060012817383,0.00032244622707366943,,555.0,380.2388119697571,-0.005381576716899872,0.000872243195772171,2141,195072,1763260470.723058,621.5567016601562,
0.0,0.5268967151641846,0.00018271889712195843,-0.00036466121673583984,0.000649171881377697,,555.0,380.83446431159973,-0.0021850457414984703,-4.849955439567566e-05,2146,195584,1763260471.3187103,548.1288452148438,
0.0,0.5961965918540955,0.00018264209211338311,-0.2910498380661011,0.0008384287357330322,,555.0,380.9785487651825,0.0155679602175951,-0.002495311200618744,2147,195712,1763260471.4627948,0.005305031314492226,
0.0,0.5597424507141113,0.0001825652871048078,-0.04438364505767822,0.0006965827196836472,,556.0,381.12043166160583,-0.00022623315453529358,-0.008563611656427383,2148,195840,1763260471.6046777,0.00044932481250725687,
,,,,,500.0,,381.9169828891754,,,2155,196569,1763260472.401229,,500.0
0.0,0.5483475923538208,0.0001811059919418767,-0.00828564167022705,0.000941951759159565,,558.0,383.94962906837463,0.002540665678679943,-0.0037636607885360718,2172,198272,1763260474.433875,0.004831918980926275,
,,,,,500.0,,385.3729679584503,,,2185,199569,1763260475.857214,,500.0
0.0,0.605934739112854,0.00017987711180467159,-0.09373211860656738,0.00010845065116882324,,560.0,386.24256920814514,0.0010140612721443176,-0.003438170999288559,2192,200320,1763260476.7268152,0.0025149104185402393,
0.0,0.5481887459754944,0.00017949308676179498,-0.009189605712890625,0.0005967719480395317,,561.0,386.9601628780365,-0.005580124445259571,-0.0035255067050457,2198,200960,1763260477.444409,0.00016453504213131964,
,,,,,500.0,,387.0103871822357,,,2199,201069,1763260477.4946332,,500.0
0.0,0.5560542345046997,0.00017872503667604178,-0.1761772632598877,0.0013849018141627312,,562.0,388.4291286468506,-0.0021960632875561714,0.003970980644226074,2211,202240,1763260478.9133747,0.005471442360430956,
,,,,,79.0,,388.6277515888214,,,2214,202414,1763260479.1119976,,79.0
0.0,0.5845415592193604,0.00017826420662458986,0.0002758502960205078,0.0001294715330004692,,563.0,389.33543491363525,-0.0004958128556609154,0.0026016831398010254,2220,203008,1763260479.819681,398.31805419921875,
0.0,0.5437789559364319,0.0001780337915988639,0.059737324714660645,0.00017389096319675446,,563.0,389.7233462333679,-0.004716867581009865,0.003693615086376667,2223,203392,1763260480.2075922,0.0004601356922648847,
0.0,0.5950997471809387,0.00017795698659028858,-8.308887481689453e-05,2.484302967786789e-05,,563.0,389.87515330314636,-0.001533891074359417,0.0009514372795820236,2225,203520,1763260480.3593993,162.1162872314453,
0.0,0.5655181407928467,0.00017788018158171326,-0.04997265338897705,0.0010061562061309814,,564.0,390.01490211486816,-0.00540660135447979,-0.0021088644862174988,2226,203648,1763260480.4991481,0.006058352999389172,
0.0,0.47986993193626404,0.00017780337657313794,0.03411448001861572,7.772352546453476e-05,,564.0,390.159202337265,0.0013970518484711647,0.0007150955498218536,2227,203776,1763260480.6434484,0.0006169613334350288,
0.0,0.5384482741355896,0.00017757296154741198,-0.130590558052063,0.0002317223697900772,,564.0,390.5947709083557,0.0027217138558626175,-0.003975924104452133,2231,204160,1763260481.079017,0.006220499984920025,
0.0,0.5399514436721802,0.00017734254652168602,-0.07515442371368408,0.0025343960151076317,,564.0,391.0317289829254,0.009271237067878246,-0.027107417583465576,2235,204544,1763260481.515975,0.008133337832987309,
0.005859375,0.45012736320495605,0.00017695852147880942,-0.862397313117981,0.004176310263574123,,565.0,391.7926938533783,0.0007173176854848862,-0.002739937976002693,2241,205184,1763260482.2769399,0.0005652927211485803,
,,,,,500.0,,392.57984828948975,,,2248,205914,1763260483.0640943,,500.0
0.0,0.49119725823402405,0.00017642088641878217,-0.5706202983856201,0.0007034819573163986,,566.0,392.854811668396,-0.007425390183925629,-0.002297665923833847,2250,206080,1763260483.3390577,0.00498963100835681,
,,,,,500.0,,393.1936604976654,,,2253,206414,1763260483.6779065,,500.0
0.0,0.5384097099304199,0.0001750383962644264,0.4902588725090027,0.0014508021995425224,,568.0,395.7968294620514,-0.005454677157104015,0.011243321001529694,2272,208384,1763260486.2810755,0.000296405894914642,
0.0,0.5365066528320312,0.0001745775662129745,0.046785593032836914,0.0001585753634572029,,568.0,396.68163990974426,-0.0011200187727808952,-0.0007369015365839005,2280,209152,1763260487.165886,0.0029564891010522842,
0.001953125,0.5401834845542908,0.00017365592066198587,-0.14590954780578613,0.001237192191183567,,570.0,398.4597375392914,0.008285810239613056,-0.014382025226950645,2295,210688,1763260488.9439836,0.0003405660972930491,
0.0,0.5748910903930664,0.00017350231064483523,-2.7894973754882812e-05,0.00042095407843589783,,570.0,398.76419258117676,0.0017336662858724594,0.006324790418148041,2298,210944,1763260489.2484386,354.9510803222656,
0.0,0.5519614815711975,0.00017273426055908203,0.016748547554016113,0.001911187544465065,,571.0,400.54746437072754,0.0040580760687589645,-0.01542474702000618,2310,212224,1763260491.0317104,0.0003264972474426031,
,,,,,500.0,,400.8023416996002,,,2312,212414,1763260491.2865877,,500.0
0.0,0.4637940526008606,0.0001722734305076301,0.0005298256874084473,0.0005932627245783806,,571.0,401.8863699436188,-0.0017935661599040031,-0.004095952957868576,2318,212992,1763260492.370616,598.4974975585938,
,,,,,500.0,,402.55508971214294,,,2322,213414,1763260493.0393357,,500.0
0.0,0.5315630435943604,0.0001718894054647535,-0.008448600769042969,0.00043466873466968536,,571.0,402.9428753852844,-0.0007554981857538223,-0.004214491695165634,2324,213632,1763260493.4271214,0.005778039805591106,
0.0,0.5476058721542358,0.00017158218543045223,-0.1775606870651245,3.669504076242447e-05,,571.0,403.5228819847107,0.0008174935355782509,-0.001156531274318695,2329,214144,1763260494.007128,0.005056081805378199,
0.0,0.530232310295105,0.00017096774536184967,-0.1053997278213501,6.77742063999176e-05,,572.0,404.9815192222595,0.0014300849288702011,0.004809264093637466,2339,215168,1763260495.4657652,0.0002726941602304578,
0.0,0.5710654258728027,0.0001707373303361237,0.027834177017211914,0.0009815813973546028,,572.0,405.68217062950134,-0.00025082100182771683,-0.01098497211933136,2343,215552,1763260496.1664166,0.005092537961900234,
0.0,0.5709008574485779,0.00017043011030182242,-0.06226646900177002,0.00026227906346321106,,572.0,406.49341773986816,-0.004338007420301437,-0.007297951728105545,2348,216064,1763260496.9776638,0.005644591525197029,
0.0,0.5310338735580444,0.00017004608525894582,0.42870521545410156,0.000948009081184864,,572.0,407.59373450279236,0.008487035520374775,0.0049827732145786285,2354,216704,1763260498.0779805,0.00029953764169476926,
0.0,0.5456420183181763,0.00016950845019891858,-0.25857532024383545,0.00043030641973018646,,572.0,408.92121744155884,-0.003840748220682144,-0.009433552622795105,2363,217600,1763260499.4054635,0.004598485771566629,
0.0,0.4751937687397003,0.00016789554501883686,-0.17263221740722656,0.0011843834072351456,,575.0,411.9464530944824,0.002102244645357132,-0.018539946526288986,2389,220288,1763260502.430699,0.00025969825219362974,
0.0,0.5791531801223755,0.00016758832498453557,-0.10427308082580566,0.0008334619924426079,,575.0,412.54064869880676,0.004683428443968296,0.004753664135932922,2394,220800,1763260503.0248947,0.0002614137774799019,
0.001953125,0.5497856736183167,0.00016666666488163173,0.0818098783493042,0.0005149990320205688,,577.0,414.2252790927887,-0.005888104438781738,-0.004111364483833313,2409,222336,1763260504.709525,0.00038268481148406863,
0.0,0.5217335820198059,0.00016566819977015257,0.00022405385971069336,3.390759229660034e-05,,578.0,416.08034563064575,-0.0023699812591075897,0.0026798993349075317,2426,224000,1763260506.5645916,635.4027099609375,
,,,,,500.0,,416.51045298576355,,,2430,224414,1763260506.994699,,500.0
,,,,,500.0,,418.65409421920776,,,2449,226414,1763260509.1383402,,500.0
0.0,0.4326174259185791,0.00016328724450431764,0.00021278858184814453,0.00036241672933101654,,582.0,420.387170791626,0.006458615884184837,0.007651589810848236,2465,227968,1763260510.8714168,466.1722106933594,
0.0,0.5268273949623108,0.00016167435387615114,-1.5142271518707275,0.0006386479362845421,,584.0,423.27313137054443,0.0009472602978348732,0.0042089130729436874,2491,230656,1763260513.7573774,0.0022137719206511974,
0.0,0.5749680995941162,0.0001615207438590005,-1.1489946842193604,0.0004961211234331131,,585.0,423.5452663898468,-0.0014137867838144302,-0.005974713712930679,2493,230912,1763260514.0295124,0.00024943696917034686,
0.0,0.4651741683483124,0.0001607526937732473,-0.4272935390472412,0.0004238178953528404,,586.0,425.15236592292786,-0.004527692683041096,0.0019562989473342896,2506,232192,1763260515.636612,0.00032464961986988783,
0.0,0.5371403694152832,0.00016029186372179538,6.16312026977539e-05,0.0007316842675209045,,586.0,425.99105978012085,-0.0057829078286886215,-0.009273767471313477,2514,232960,1763260516.4753058,626.1934204101562,
0.0,0.5003713965415955,0.00016021505871322006,0.5526965856552124,0.0005206624045968056,,586.0,426.12126898765564,0.011007114313542843,-0.010575760155916214,2515,233088,1763260516.605515,0.003272196976467967,
0.0,0.5214688181877136,0.00015990783867891878,-0.514965295791626,2.3220665752887726e-05,,587.0,426.67128443717957,-0.00021180976182222366,0.0002628713846206665,2520,233600,1763260517.1555305,0.0038051437586545944,
,,,,,500.0,,428.09820342063904,,,2533,234914,1763260518.5824494,,500.0
0.0,0.4958726763725281,0.00015867895854171365,0.013497889041900635,0.00010953657329082489,,589.0,428.91848516464233,-0.002163521945476532,-8.563697338104248e-05,2540,235648,1763260519.4027312,0.004610483534634113,
,,,,,500.0,,429.67644596099854,,,2547,236414,1763260520.160692,,500.0
0.005859375,0.5501799583435059,0.00015683563833590597,-0.8326965570449829,0.0025805942714214325,,591.0,432.3910930156708,-0.005026785656809807,-0.012887261807918549,2570,238720,1763260522.875339,0.00032435095636174083,
0.0,0.5597068667411804,0.00015675883332733065,-0.29940199851989746,0.0004429928958415985,,591.0,432.52276587486267,-0.001281658187508583,0.003364764153957367,2571,238848,1763260523.007012,0.00014595217362511903,
0.0,0.57105952501297,0.00015645161329302937,0.07058000564575195,0.0008785463869571686,,592.0,433.09721517562866,0.0009203292429447174,-0.0008979886770248413,2576,239360,1763260523.5814612,0.00013768396456725895,
,,,,,500.0,,433.1287705898285,,,2577,239414,1763260523.6130166,,500.0
0.0,0.5446481108665466,0.00015453148807864636,-1.2979850769042969,0.00017383135855197906,,595.0,436.55866622924805,0.002038484439253807,-0.0035165920853614807,2608,242560,1763260527.0429122,0.004707461688667536,
0.0,0.5274215936660767,0.00015445468307007104,0.009372889995574951,0.0003309827297925949,,595.0,436.7165586948395,-0.002438897266983986,-0.005164172500371933,2610,242688,1763260527.2008047,453.47381591796875,
0.0,0.521513819694519,0.00015322580293286592,2.9802322387695312e-05,0.00027827825397253036,,597.0,438.8811318874359,-0.0023374436423182487,0.008510952815413475,2630,244736,1763260529.365378,129.33602905273438,
0.0,0.5111494660377502,0.00015284177788998932,-0.1966407299041748,0.0007194103673100471,,597.0,439.4536554813385,0.0032312655821442604,-0.009143168106675148,2636,245376,1763260529.9379015,0.00026962364790961146,
0.0,0.5279035568237305,0.00015222733782138675,0.43042802810668945,0.0002454333007335663,,598.0,440.4595911502838,0.0036120377480983734,-0.004144599661231041,2646,246400,1763260530.9438372,0.00027490523643791676,
0.00390625,0.48251089453697205,0.00015215053281281143,-1.4321999549865723,0.002289815805852413,,598.0,440.5833172798157,-0.006022457964718342,-0.0049261972308158875,2647,246528,1763260531.0675633,0.00029075529891997576,
,,,,,500.0,,440.61181569099426,,,2648,246614,1763260531.0960617,,500.0
,,,,,500.0,,442.9002161026001,,,2668,248614,1763260533.384462,,500.0
,,,,,500.0,,443.48050713539124,,,2673,249114,1763260533.9647532,,500.0
,,,,,500.0,,444.6004374027252,,,2683,250114,1763260535.0846834,,500.0
,,,,,500.0,,445.0390169620514,,,2687,250614,1763260535.523263,,500.0
0.0,0.5311620235443115,0.0001496159820817411,-0.04346644878387451,0.0003822688013315201,,602.0,445.2988986968994,0.0070504844188690186,-0.0038030818104743958,2689,250752,1763260535.7831447,0.0036911400966346264,
,,,,,500.0,,445.5750856399536,,,2692,251114,1763260536.0593317,,500.0
,,,,,500.0,,449.9252243041992,,,2732,255114,1763260540.4094703,,500.0
0.0,0.4985957145690918,0.00014577573165297508,0.000492393970489502,0.00016844738274812698,,607.0,452.09640526771545,-0.004459572024643421,0.006335056386888027,2752,257152,1763260542.5806513,580.6533203125,
0.0,0.5235898494720459,0.0001454685116186738,6.628036499023438e-05,3.322586417198181e-05,,608.0,452.65753054618835,0.0002828463912010193,-0.001477852463722229,2757,257664,1763260543.1417766,687.6388549804688,
0.0,0.536166787147522,0.00014454685151576996,7.212162017822266e-05,0.00010669790208339691,,609.0,454.32702350616455,0.0029918216168880463,0.0017042644321918488,2772,259200,1763260544.8112695,433.19268798828125,
0.0,0.4827693700790405,0.0001439324114471674,-9.751319885253906e-05,3.9948150515556335e-05,,610.0,455.4239959716797,0.0008619353175163269,-0.002642422914505005,2782,260224,1763260545.908242,277.7439270019531,
0.0,0.44578418135643005,0.00014385560643859208,-1.3333399295806885,4.841480404138565e-05,,610.0,455.548716545105,0.0008722422644495964,-0.0003407001495361328,2783,260352,1763260546.0329626,0.005284450016915798,
0.0,0.5130898952484131,0.00014324116636998951,0.002802550792694092,0.0004428178071975708,,611.0,456.6651711463928,-0.0020671356469392776,-0.008607327938079834,2793,261376,1763260547.1494172,0.0002646988723427057,
0.0,0.5416746139526367,0.0001413210411556065,0.047532856464385986,0.0003101993352174759,,613.0,460.2380576133728,-0.0009767226874828339,-0.0001503489911556244,2824,264576,1763260550.7223036,0.00010652191122062504,
0.0,0.48532548546791077,0.0001401689660269767,0.10663014650344849,0.00045443233102560043,,614.0,462.43918776512146,0.0021671270951628685,0.0047888681292533875,2843,266496,1763260552.9234338,7.372794789262116e-05,
0.0,0.56905198097229,0.00013932411093264818,0.07767462730407715,0.0008235247805714607,,615.0,464.0346143245697,-0.0036648204550147057,0.00524898711591959,2857,267904,1763260554.5188603,0.00024632623535580933,
0.0,0.5441076755523682,0.000137788025313057,-0.05336618423461914,0.0016563553363084793,,617.0,466.853627204895,-0.0018755551427602768,-0.0003855973482131958,2882,270464,1763260557.3378732,0.0003000840952154249,
0.0,0.5379990339279175,0.00013732719526160508,8.827447891235352e-05,0.00016499962657690048,,618.0,467.6775770187378,0.00507121067494154,-0.001775197684764862,2890,271232,1763260558.161823,293.1407165527344,
0.0,0.5454233884811401,0.00013602151011582464,-0.3863903284072876,0.001348898746073246,,619.0,470.02481865882874,-0.00703562144190073,0.00032917410135269165,2911,273408,1763260560.5090647,0.00032080142409540713,
0.0,0.5218424797058105,0.00013456221495289356,0.2580300569534302,0.0005545876920223236,,621.0,472.72300028800964,-0.001875404268503189,-0.0027653146535158157,2935,275840,1763260563.2072463,0.005278319586068392,
0.0,0.5363602638244629,0.00013371735985856503,0.06649339199066162,1.5286728739738464e-05,,622.0,474.2420856952667,0.00042783841490745544,-0.0004837997257709503,2949,277248,1763260564.7263317,0.003930996172130108,
0.0,0.49792149662971497,0.00013302611478138715,0.13995712995529175,0.000723082572221756,,623.0,475.44312286376953,-0.0017385613173246384,-0.009645983576774597,2960,278400,1763260565.9273689,0.0003110049292445183,
0.0,0.4957776367664337,0.0001321044546784833,-0.028425931930541992,0.00020503345876932144,,624.0,476.9947154521942,0.0026913294568657875,-0.00969521701335907,2975,279936,1763260567.4789615,0.00021538836881518364,
0.0,0.4350905120372772,0.00013125959958415478,-0.008695721626281738,0.00028296466916799545,,625.0,478.41431760787964,-0.0062369490042328835,-0.004448302090167999,2989,281344,1763260568.8985636,0.0034459105227142572,
,,,,,500.0,,479.2127525806427,,,2997,282114,1763260569.6969986,,500.0
,,,,,500.0,,480.645015001297,,,3011,283614,1763260571.129261,,500.0
0.0,0.459146112203598,0.0001274961541639641,-2.586841583251953e-05,6.085541099309921e-05,,631.0,484.7023503780365,0.004125035367906094,0.0012785941362380981,3051,287616,1763260575.1865964,377.4206237792969,
0.0,0.5393363237380981,0.00012734254414681345,-0.9985073804855347,0.0001947535201907158,,631.0,484.9213571548462,-0.005716565065085888,0.003771355375647545,3053,287872,1763260575.4056032,0.0005845340783707798,
0.0,0.46329790353775024,0.00012657449406106025,-1.430511474609375e-06,1.1267140507698059e-05,,632.0,486.1127824783325,-0.0002662762999534607,2.3855827748775482e-06,3066,289152,1763260576.5970285,457.2944641113281,
,,,,,500.0,,486.50894951820374,,,3070,289614,1763260576.9931955,,500.0
0.0,0.4692886769771576,0.000125499238492921,0.04853790998458862,0.00030205026268959045,,634.0,487.75615072250366,-0.006505850702524185,-0.003779105842113495,3083,290944,1763260578.2403967,0.0002685919462237507,
0.0,0.5300561189651489,0.00012457757839001715,-0.14643323421478271,0.0003494163975119591,,635.0,489.11558532714844,0.009942199103534222,-0.0017078518867492676,3098,292480,1763260579.5998313,0.00030549222719855607,
0.0,0.5613987445831299,0.00012427035835571587,0.03555440902709961,0.0003930814564228058,,636.0,489.5958216190338,0.009260278195142746,-0.0042562708258628845,3103,292992,1763260580.0800676,0.00020270270761102438,
0.0,0.5428072810173035,0.00012281106319278479,0.03896552324295044,0.000767282210290432,,638.0,491.7576746940613,0.006977437995374203,-0.004042748361825943,3127,295424,1763260582.2419207,0.00033163471380248666,
,,,,,500.0,,491.88860392570496,,,3129,295614,1763260582.37285,,500.0
0.0,0.5794816017150879,0.00012196620809845626,-0.03542912006378174,9.246170520782471e-05,,639.0,493.0030677318573,0.002949882298707962,-0.005253598093986511,3141,296832,1763260583.4873137,0.003936332650482655,
0.0,0.5171787738800049,0.00012181259808130562,0.07232385873794556,0.0006016632542014122,,639.0,493.2212872505188,0.00259245652705431,-0.0009687617421150208,3143,297088,1763260583.7055333,0.00019836315186694264,
0.0,0.5146153569221497,0.00012165898806415498,0.08879411220550537,7.120613008737564e-05,,640.0,493.4420018196106,0.0022741490975022316,0.00021935254335403442,3146,297344,1763260583.9262478,0.0036113078240305185,
0.0,0.5262215733528137,0.00012073732796125114,-1.6717276573181152,0.0007005175575613976,,641.0,494.84004306793213,0.014370684511959553,-0.014675278216600418,3161,298880,1763260585.324289,0.00036941259168088436,
0.0,0.530716598033905,0.0001201996929012239,0.39982736110687256,0.00016963016241788864,,642.0,495.60795760154724,-0.0007099052891135216,0.0007299110293388367,3170,299776,1763260586.0922036,0.003768691560253501,
0.0,0.5086734294891357,0.0001194316428154707,-0.00021326541900634766,8.205417543649673e-05,,643.0,496.7465498447418,-0.002564576454460621,-0.0009882883168756962,3183,301056,1763260587.2307959,468.15484619140625,
0.0,0.5497663021087646,0.00011912442278116941,0.00013047456741333008,0.00013937614858150482,,643.0,497.2255232334137,0.0017476081848144531,0.004318535327911377,3188,301568,1763260587.7097692,563.3389892578125,
,,,,,500.0,,499.83923149108887,,,3217,304549,1763260590.3234775,,500.0
0.0,0.49981966614723206,0.00011689708480844274,-0.03893876075744629,2.505257725715637e-06,,647.0,500.52900862693787,8.516944944858551e-05,-0.0004924200475215912,3224,305280,1763260591.0132546,0.003283431753516197,
0.0,0.5076188445091248,0.00011551459465408698,-9.930133819580078e-05,6.763450801372528e-05,,649.0,502.5856263637543,0.003509335219860077,-0.0005604233592748642,3247,307584,1763260593.0698724,759.704833984375,
0.0,0.5615624785423279,0.00011528417962836102,-1.1649928092956543,0.0012810425832867622,,649.0,502.9342713356018,-0.004738268442451954,0.002412259578704834,3250,307968,1763260593.4185174,0.00019673549104481936,
0.0,0.4920051693916321,0.0001152073746197857,3.612041473388672e-05,0.0001786528155207634,,649.0,503.0508177280426,0.005869622342288494,-0.006398104131221771,3252,308096,1763260593.5350637,232.12782287597656,
0.0,0.5309409499168396,0.00011497695959405974,-0.31595540046691895,3.331620246171951e-05,,650.0,503.4479901790619,-0.001991880126297474,0.0016676932573318481,3255,308480,1763260593.9322362,0.00024402927374467254,
