global_step,losses/value_loss,charts/episodic_length,charts/learning_rate,losses/explained_variance,_timestamp,charts/SPS,losses/clipfrac,losses/policy_loss,_runtime,charts/episodic_return,losses/entropy,losses/approx_kl,losses/old_approx_kl,_step
31360,49.35105514526367,,0.00028125959215685725,0.0822293758392334,1763260195.0024765,414.0,0.0234375,0.010182872414588928,104.75845646858215,,0.5194146037101746,0.0030053751543164253,0.024478796869516373,504
32384,22.369264602661133,,0.0002806451520882547,0.934450089931488,1763260197.122912,416.0,0.0,-0.00043044984340667725,106.87889194488525,,0.5092241764068604,3.921426832675934e-05,0.0008132047951221466,515
33846,,500.0,,,1763260199.976219,,,,109.73219895362854,500.0,,,,530
34560,13.261321067810059,,0.00027933946694247425,0.8661922216415405,1763260201.51883,421.0,0.0,-0.004340954124927521,111.27481007575989,,0.5166869163513184,0.00018366985023021698,0.002027573063969612,539
35328,28.104129791259766,,0.0002788786368910223,0.7100924849510193,1763260203.064668,422.0,0.001953125,-0.005811721086502075,112.8206479549408,,0.5023002028465271,0.0009145243093371391,0.0070430682972073555,547
35968,15.836568832397461,,0.0002784946118481457,0.7914091348648071,1763260204.4525652,423.0,0.0,-0.0014477148652076721,114.2085452079773,,0.48387494683265686,0.0005429461598396301,-0.006361670792102814,555
36261,,257.0,,,1763260205.0121672,,,,114.76814723014832,257.0,,,,559
37120,17.32692527770996,,0.00027780336677096784,-0.06992578506469727,1763260206.8435857,424.0,0.0,0.0010631605982780457,116.59956574440002,,0.5877377986907959,0.00026402343064546585,0.0031289970502257347,568
39552,92.51116180419922,,0.00027634407160803676,0.0013609528541564941,1763260211.8522704,427.0,0.0,0.01435859501361847,121.60825037956238,,0.5934385657310486,0.002875077538192272,0.019607968628406525,595
41197,,500.0,,,1763260214.9466627,,,,124.70264267921448,500.0,,,,612
41344,10.353577613830566,,0.00027526883059181273,0.009165704250335693,1763260215.4102125,430.0,0.0,0.007396617904305458,125.1661925315857,,0.6018102169036865,0.00031121913343667984,0.002018422819674015,614
42880,9.505539894104004,,0.0002743471704889089,-0.014330625534057617,1763260218.5963428,432.0,0.0,0.0002924427390098572,128.35232281684875,,0.5963445901870728,2.3298896849155426e-05,-0.00031432416290044785,630
43520,8.488410949707031,,0.0002739631454460323,-0.2120574712753296,1763260219.8773174,433.0,0.0,-0.00016774237155914307,129.6332974433899,,0.6115288138389587,1.0272487998008728e-06,0.001018713228404522,636
43904,8.913908958435059,,0.0002737327304203063,0.0007151365280151367,1763260220.6863484,433.0,0.0,0.0001936890184879303,130.44232845306396,,0.6100756525993347,7.607974112033844e-06,-0.00014765840023756027,640
44672,142.78067016601562,,0.0002732719003688544,0.09030097723007202,1763260222.385814,433.0,0.0,0.003123987466096878,132.14179396629333,,0.5678228139877319,9.287707507610321e-05,-0.0007844790816307068,650
46080,349.9965515136719,,0.0002724270452745259,0.0026221871376037598,1763260225.2531219,435.0,0.0,-0.0016395673155784607,135.00910186767578,,0.5993377566337585,0.000171600840985775,-0.00038941483944654465,664
48000,5.535947799682617,,0.0002712749701458961,-0.036684632301330566,1763260229.2376397,437.0,0.0,0.00038470327854156494,138.99361968040466,,0.5860600471496582,2.9204413294792175e-05,-7.369741797447205e-05,684
48512,3.62611722946167,,0.0002709677501115948,0.7245001792907715,1763260230.2703946,437.0,0.0,-0.009715568274259567,140.02637457847595,,0.5439838767051697,0.00041343457996845245,0.004379874095320702,689
49188,,281.0,,,1763260231.7398233,,,,141.49580335617065,281.0,,,,698
49536,5.199739456176758,,0.00027035331004299223,0.013733923435211182,1763260232.521826,438.0,0.0,-0.00013783201575279236,142.27780604362488,,0.616058349609375,1.5286728739738464e-05,-0.0002529863268136978,702
50048,4.207212448120117,,0.00027004609000869095,0.04835611581802368,1763260233.5874174,438.0,0.0,0.0019895844161510468,143.3433973789215,,0.5768193006515503,5.31468540430069e-05,-0.0012899655848741531,707
52096,60.52521896362305,,0.00026881720987148583,0.8276424407958984,1763260237.8105712,440.0,0.0,0.009337708353996277,147.5665512084961,,0.5880140066146851,0.0007349848747253418,-0.0019107423722743988,729
54912,1.8905134201049805,,0.0002671274996828288,0.03374284505844116,1763260243.485173,442.0,0.0,0.0017109103500843048,153.24115300178528,,0.5153848528862,3.511272370815277e-05,0.002571219578385353,757
55424,1.7021114826202393,,0.0002668202796485275,0.05318498611450195,1763260244.5054326,443.0,0.0,-0.005234621465206146,154.26141262054443,,0.544274091720581,0.00029057543724775314,0.003351866267621517,762
55936,1.5481634140014648,,0.0002665130596142262,-0.08858346939086914,1763260245.455204,443.0,0.0,-0.011706458404660225,155.2111840248108,,0.5159800052642822,0.0006805285811424255,0.0039458367973566055,767
56704,1.3670212030410767,,0.0002660522295627743,0.009730339050292969,1763260247.0044372,444.0,0.0,-0.0002681650221347809,156.76041722297668,,0.5397063493728638,4.882924258708954e-06,0.0007059173658490181,775
57984,518.2972412109375,,0.0002652841794770211,-0.012556910514831543,1763260249.508767,445.0,0.0,-0.0036131367087364197,159.26474690437317,,0.5194249153137207,0.0012672673910856247,-0.004532665014266968,788
58964,,500.0,,,1763260251.24711,,,,161.00308990478516,500.0,,,,797
59776,309.73712158203125,,0.0002642089093569666,0.0005791187286376953,1763260253.0041807,447.0,0.0,-0.01001596450805664,162.76016068458557,,0.5158798694610596,0.0006421348080039024,0.0026406506076455116,806
60743,,500.0,,,1763260254.817813,,,,164.57379293441772,500.0,,,,815
65280,0.04739489033818245,,0.00026090629398822784,0.07724618911743164,1763260264.102852,451.0,0.0,0.0025136172771453857,173.85883212089539,,0.49677756428718567,0.00011412147432565689,0.0008407300338149071,863
66176,693.97021484375,,0.0002603686589282006,-0.005918741226196289,1763260265.8728633,451.0,0.0,0.008700892329216003,175.62884330749512,,0.5543445944786072,0.00046552717685699463,-0.0020141974091529846,872
66650,,500.0,,,1763260266.655225,,,,176.41120505332947,500.0,,,,876
70656,632.5121459960938,,0.0002576804836280644,0.0007835626602172852,1763260274.6499662,455.0,0.0,-0.0009094849228858948,184.40594625473022,,0.5067870616912842,0.0002573160454630852,0.0005306610837578773,916
71296,0.004914284683763981,,0.0002572964585851878,-5.200279712677002,1763260275.9039457,455.0,0.0,-0.0019248872995376587,185.659925699234,,0.4607178866863251,5.888659507036209e-05,0.000332011841237545,922
72150,,500.0,,,1763260277.476198,,,,187.23217797279358,500.0,,,,930
72960,0.0009712501196190715,,0.00025629799347370863,-0.9709206819534302,1763260279.2453735,456.0,0.05859375,-0.03544928878545761,189.00135350227356,,0.4789108633995056,0.008984780870378017,-0.006662805564701557,938
73216,316.86785888671875,,0.000256144383456558,0.0003891587257385254,1763260279.7644813,456.0,0.0,0.0012594908475875854,189.52046132087708,,0.4737458825111389,0.0002764025703072548,-0.008525141514837742,941
73344,0.004099488258361816,,0.00025606757844798267,-0.21188139915466309,1763260280.016765,456.0,0.0,-0.01013839989900589,189.7727451324463,,0.5098729729652405,0.0009544761851429939,0.004232416860759258,942
73984,0.0003991781850345433,,0.00025568355340510607,0.6663028597831726,1763260281.2685122,457.0,0.0390625,-0.04301692545413971,191.02449226379395,,0.4732816517353058,0.009054447524249554,0.03462452068924904,948
76650,,500.0,,,1763260286.3820195,,,,196.13799953460693,500.0,,,,974
77184,666.3038330078125,,0.00025376342819072306,-6.961822509765625e-05,1763260287.626836,458.0,0.0,-0.0003270655870437622,197.3828160762787,,0.41779252886772156,0.0003590639680624008,-0.004315471276640892,980
77696,669.7271728515625,,0.0002534562081564218,-0.0005871057510375977,1763260288.562286,459.0,0.0,-0.005032055079936981,198.318265914917,,0.43224626779556274,0.00020172260701656342,0.011282587423920631,985
78720,371.72760009765625,,0.0002528417680878192,0.00042551755905151367,1763260289.9980965,461.0,0.0,0.007817111909389496,199.75407648086548,,0.42563146352767944,0.0006002122536301613,0.0013648038730025291,995
78976,0.0008127274923026562,,0.0002526881580706686,-1.476588249206543,1763260290.2602549,462.0,0.001953125,-0.01866154372692108,200.01623487472534,,0.40408608317375183,0.002536195330321789,0.007037525065243244,997
80768,408.1530456542969,,0.00025161291705444455,0.0009703636169433594,1763260292.5046806,466.0,0.0,0.009044893085956573,202.26066064834595,,0.4182015359401703,0.0004409290850162506,0.00286884605884552,1015
81280,0.005670542363077402,,0.00025130569702014327,-1.002901554107666,1763260293.4784346,467.0,0.0,-0.009278361685574055,203.23441457748413,,0.437214195728302,0.00048094429075717926,0.010669643059372902,1020
82432,0.001087358919903636,,0.0002506144519429654,0.35594773292541504,1763260295.4697824,468.0,0.005859375,0.0007336661219596863,205.22576236724854,,0.4109782874584198,0.00016283057630062103,0.0054464638233184814,1031
84352,0.0032237109262496233,,0.0002494623768143356,0.12084382772445679,1763260298.8974564,470.0,0.0,-0.006187353283166885,208.65343642234802,,0.5384311079978943,0.0017193928360939026,0.01067289151251316,1050
84650,,500.0,,,1763260299.4053187,,,,209.16129875183105,500.0,,,,1053
85150,,500.0,,,1763260300.3078551,,,,210.06383514404297,500.0,,,,1058
87680,362.0167236328125,,0.00024746544659137726,4.8160552978515625e-05,1763260303.1615996,477.0,0.0,-0.002652674913406372,212.9175796508789,,0.5042187571525574,0.00017868820577859879,-0.007239592261612415,1083
88576,0.0003533279523253441,,0.00024692781153135,-0.18216300010681152,1763260304.46563,478.0,0.0,-0.0064562782645225525,214.2216100692749,,0.556331217288971,0.0013277605175971985,0.011489092372357845,1091
90112,0.00036245747469365597,,0.0002460061514284462,-1.8492372035980225,1763260307.2886438,479.0,0.0,-0.010409852489829063,217.04462385177612,,0.46331971883773804,0.0010421155020594597,0.006870248354971409,1106
91264,393.6607666015625,,0.0002453149063512683,0.00030601024627685547,1763260309.3484044,480.0,0.0,-0.00023425370454788208,219.10438442230225,,0.4874851703643799,0.0002024378627538681,-0.003645535558462143,1118
92032,0.0006023430032655597,,0.00024485407629981637,-2.465848922729492,1763260310.5681434,481.0,0.0,0.00018523633480072021,220.32412338256836,,0.4149799644947052,0.0007791426032781601,-0.015637675300240517,1125
92800,0.003932085819542408,,0.00024439324624836445,0.2661927342414856,1763260311.7758017,482.0,0.0,-0.015734396874904633,221.5317816734314,,0.4513377845287323,0.0017363699153065681,0.002316613681614399,1133
94080,0.00020196665718685836,,0.00024362519616261125,-0.4810621738433838,1763260313.552171,484.0,0.0,-0.00047054514288902283,223.3081510066986,,0.48464667797088623,0.0006174836307764053,0.0015212520956993103,1145
96000,0.0006878323038108647,,0.00024247312103398144,-0.33372771739959717,1763260315.7226923,489.0,0.0,-0.0008051693439483643,225.47867226600647,,0.4174717664718628,0.00015034060925245285,0.0017175516113638878,1164
96128,0.00010174000635743141,,0.00024239631602540612,0.30173152685165405,1763260315.8622365,489.0,0.0,-0.004687853157520294,225.6182165145874,,0.45139163732528687,0.00022035744041204453,0.0030608130618929863,1165
96768,241.134765625,,0.00024201229098252952,0.0006163716316223145,1763260316.60368,490.0,0.0,0.002474438399076462,226.35965991020203,,0.42538562417030334,0.00031455885618925095,-0.0023276982828974724,1172
97664,549.6923828125,,0.00024147465592250228,-8.881092071533203e-05,1763260317.5632668,492.0,0.0,0.0004466865211725235,227.31924676895142,,0.4891548454761505,0.0003276066854596138,0.010810396634042263,1181
98176,665.876953125,,0.000241167435888201,-0.0002391338348388672,1763260318.1360366,494.0,0.0,-0.0032200515270233154,227.89201664924622,,0.4730239510536194,0.0006787637248635292,-0.0068803755566477776,1186
99328,0.006365838460624218,,0.00024047619081102312,-0.07170486450195312,1763260319.4167771,496.0,0.0,-0.0009059198200702667,229.17275714874268,,0.4720487594604492,8.857529610395432e-05,0.0012413514778017998,1197
100992,0.000550241966266185,,0.00023947772569954395,-0.45990049839019775,1763260322.3433182,497.0,0.0,-0.0017985859885811806,232.09929823875427,,0.5320523381233215,0.0008299071341753006,0.01608971133828163,1213
101150,,500.0,,,1763260322.6136324,,,,232.36961245536804,500.0,,,,1215
102272,220.58616638183594,,0.00023870967561379075,7.295608520507812e-05,1763260324.6982117,498.0,0.0,0.0005523785948753357,234.4541916847229,,0.5826616883277893,6.682705134153366e-05,-0.003641870804131031,1226
102656,331.97137451171875,,0.0002384792605880648,-9.000301361083984e-05,1763260325.4004505,498.0,0.0,-0.0014941170811653137,235.15643048286438,,0.6140996217727661,0.000570506788790226,0.0002520279958844185,1230
103150,,500.0,,,1763260326.074737,,,,235.830717086792,500.0,,,,1234
104192,258.76568603515625,,0.00023755760048516095,9.584426879882812e-05,1763260328.0932107,499.0,0.0,-0.0016096793115139008,237.8491907119751,,0.4871842563152313,0.000491672195494175,0.005605996586382389,1245
105150,,500.0,,,1763260329.7533054,,,,239.5092854499817,500.0,,,,1254
106880,0.005788711365312338,,0.00023594469530507922,-0.22189950942993164,1763260332.4409456,501.0,0.0,0.0019025420770049095,242.1969256401062,,0.5345431566238403,0.00026058219373226166,-0.005436742678284645,1271
109696,424.7493896484375,,0.00023425498511642218,0.0002943873405456543,1763260335.7897851,507.0,0.0,-0.005608692765235901,245.54576516151428,,0.45375949144363403,0.0006374157965183258,0.0008470285683870316,1299
113792,0.006615858059376478,,0.00023179723939392716,0.22350221872329712,1763260340.5407495,514.0,0.0,0.004330992698669434,250.29672956466675,,0.5051500797271729,0.0004306808114051819,0.00410446897149086,1339
113920,0.0007419236935675144,,0.00023172043438535184,-0.10503220558166504,1763260340.6783512,514.0,0.0,0.005983633920550346,250.43433117866516,,0.577934980392456,0.0012169340625405312,0.011543608270585537,1340
114816,0.004037471488118172,,0.0002311827993253246,-0.29063522815704346,1763260341.7344217,516.0,0.0,-0.001383662223815918,251.49040174484253,,0.5357861518859863,3.2842159271240234e-05,0.005005175247788429,1349
116224,466.59100341796875,,0.00023033794423099607,0.0004139542579650879,1763260343.2552726,519.0,0.0,-0.001776125282049179,253.01125264167786,,0.589464008808136,0.00015069637447595596,-0.0033504581078886986,1363
116480,0.000779094872996211,,0.00023018433421384543,0.17649531364440918,1763260343.5195477,519.0,0.0,0.0005378127098083496,253.27552771568298,,0.5214319229125977,3.972835838794708e-05,0.0004177279770374298,1365
116992,0.0012557836016640067,,0.00022987711417954415,-0.0066623687744140625,1763260344.0748541,520.0,0.0,-0.00317523255944252,253.83083415031433,,0.5342351794242859,0.0005865143612027168,-0.007269875146448612,1370
118016,0.0006886916235089302,,0.0002292626741109416,0.34190332889556885,1763260345.178671,522.0,0.00390625,-0.0029440075159072876,254.93465089797974,,0.44165167212486267,0.002341657876968384,0.0074630118906497955,1380
118144,0.00039934884989634156,,0.00022918586910236627,-0.6061935424804688,1763260345.3023753,523.0,0.001953125,-0.0035496987402439117,255.0583553314209,,0.4920368790626526,0.001521277241408825,0.008289261721074581,1381
118784,0.00902470387518406,,0.00022880184405948967,0.0954822301864624,1763260345.968476,524.0,0.0,-0.003099799156188965,255.72445607185364,,0.46386492252349854,0.00010763201862573624,-0.002001897431910038,1388
119552,0.00018062221352010965,,0.00022834101400803775,-0.007264614105224609,1763260347.2689207,524.0,0.0,0.0009505618363618851,257.02490067481995,,0.5542889833450317,4.780106246471405e-05,0.0006014201790094376,1395
119936,0.0007150598685257137,,0.00022811059898231179,-0.26547157764434814,1763260347.913646,524.0,0.0078125,-0.022623226046562195,257.66962599754333,,0.4976588785648346,0.005761134438216686,-0.008856886997818947,1399
120576,0.0003640854265540838,,0.00022772657393943518,0.2381380796432495,1763260348.9657054,525.0,0.0,-0.020496651530265808,258.7216854095459,,0.49329084157943726,0.004184804856777191,0.0233265683054924,1405
123264,57.32008361816406,,0.00022611366875935346,-5.6862831115722656e-05,1763260353.4547608,526.0,0.0,0.001529686152935028,263.21074080467224,,0.5394322872161865,0.00021059438586235046,-0.0010359138250350952,1432
123392,0.00460741575807333,,0.00022603686375077814,-0.1827712059020996,1763260353.6601796,526.0,0.0,-0.0015061460435390472,263.4161596298218,,0.5404407382011414,0.0008387258276343346,0.011956260539591312,1433
125650,,500.0,,,1763260356.9278111,,,,266.6837911605835,500.0,,,,1455
125696,229.2522430419922,,0.00022465437359642237,3.647804260253906e-05,1763260357.0515344,528.0,0.0,0.0008607357740402222,266.8075144290924,,0.4928016662597656,6.538350135087967e-05,-0.001865931786596775,1456
125824,0.004404713399708271,,0.00022457756858784705,0.41441935300827026,1763260357.1970096,529.0,0.0,-0.013563115149736404,266.95298957824707,,0.48320960998535156,0.0021648649126291275,0.010434525087475777,1457
131650,,500.0,,,1763260365.0162797,,,,274.77225971221924,500.0,,,,1514
132352,0.006624370347708464,,0.00022066052770242095,-0.020995736122131348,1763260365.913666,536.0,0.0,-0.0028663817793130875,275.669646024704,,0.5066134929656982,0.00030177459120750427,0.00014893338084220886,1521
132736,790.1798095703125,,0.000220430112676695,8.034706115722656e-05,1763260366.374606,537.0,0.0,-0.0045317839831113815,276.13058590888977,,0.48750582337379456,0.00019432511180639267,-0.0025249896571040154,1525
132992,0.00019768082711379975,,0.00022027650265954435,0.13684529066085815,1763260366.6242025,538.0,0.005859375,-0.0252365842461586,276.38018250465393,,0.4881592392921448,0.005134060047566891,0.02431918866932392,1527
133150,,500.0,,,1763260366.7760077,,,,276.53198766708374,500.0,,,,1529
133650,,500.0,,,1763260367.3410323,,,,277.09701228141785,500.0,,,,1534
133888,0.005833104252815247,,0.0002197388675995171,-0.15844857692718506,1763260367.6122885,539.0,0.0,-0.0024748221039772034,277.36826848983765,,0.49635958671569824,7.514655590057373e-05,-0.0002597495913505554,1536
134650,,500.0,,,1763260368.3892426,,,,278.1452226638794,500.0,,,,1543
134784,0.005941234994679689,,0.00021920123253948987,-0.10951542854309082,1763260368.662364,540.0,0.00390625,-0.01635945588350296,278.4183440208435,,0.5071355104446411,0.002090676687657833,-0.009280306287109852,1545
134912,0.0003798115940298885,,0.00021912442753091455,-0.0013195276260375977,1763260368.8833945,540.0,0.0078125,-0.024151399731636047,278.6393744945526,,0.5545823574066162,0.005008223466575146,-0.0026818495243787766,1546
136150,,500.0,,,1763260370.8680696,,,,280.6240496635437,500.0,,,,1558
136192,520.2413940429688,,0.00021835637744516134,7.325410842895508e-05,1763260371.046756,541.0,0.0,0.0029223933815956116,280.80273604393005,,0.5004125833511353,0.0003848383203148842,0.009422090835869312,1559
136650,,500.0,,,1763260371.6821017,,,,281.438081741333,500.0,,,,1563
136960,0.0003769309842027724,,0.00021789554739370942,-0.137800931930542,1763260372.2755947,541.0,0.0,-0.005776667967438698,282.03157472610474,,0.5076274871826172,0.00042741652578115463,-0.002172180451452732,1566
139150,,500.0,,,1763260375.9706464,,,,285.7266263961792,500.0,,,,1588
139264,363.41314697265625,,0.00021651305723935366,-6.496906280517578e-05,1763260376.1534698,542.0,0.00390625,0.0064394511282444,285.9094498157501,,0.5403217077255249,0.0013218140229582787,0.019560694694519043,1589
140150,,500.0,,,1763260377.1495438,,,,286.90552377700806,500.0,,,,1597
141150,,500.0,,,1763260378.2717137,,,,288.0276937484741,500.0,,,,1607
141312,0.005920556373894215,,0.00021528417710214853,-0.3434039354324341,1763260378.5148714,545.0,0.0,-0.00380745530128479,288.2708513736725,,0.5036805272102356,0.0005557658150792122,0.001462613232433796,1609
141440,0.0002914016949944198,,0.0002152073720935732,0.11197113990783691,1763260378.6507668,545.0,0.00390625,-0.02792225033044815,288.40674686431885,,0.49384671449661255,0.002670498564839363,0.004082072526216507,1610
141650,,500.0,,,1763260378.8212483,,,,288.577228307724,500.0,,,,1612
143104,0.00019210258324164897,,0.00021420890698209405,-0.1928621530532837,1763260380.4337447,548.0,0.00390625,-0.006075222045183182,290.1897246837616,,0.584442138671875,0.0019572079181671143,-0.0018764473497867584,1626
144256,314.42083740234375,,0.00021351766190491617,4.172325134277344e-07,1763260382.4942725,548.0,0.0,-0.002961389720439911,292.25025248527527,,0.5481811165809631,0.0004420941695570946,0.011757035739719868,1638
149248,342.18817138671875,,0.00021052226657047868,0.0002378225326538086,1763260389.159963,553.0,0.0,-0.0021513402462005615,298.9159429073334,,0.5336015224456787,6.06440007686615e-05,-0.003412589430809021,1687
153856,0.004838164895772934,,0.00020775730081368238,0.10859566926956177,1763260394.041177,560.0,0.0,-0.0013608895242214203,303.7971570491791,,0.5821561217308044,0.00042422208935022354,-0.0031158821657299995,1732
155150,,500.0,,,1763260395.9477262,,,,305.70370626449585,500.0,,,,1745
156032,0.00018812186317518353,,0.00020645161566790193,-0.6856458187103271,1763260397.3355205,561.0,0.0,-0.008374705910682678,307.0915005207062,,0.4883197546005249,0.0006683636456727982,0.001046484336256981,1753
156150,,500.0,,,1763260397.3936255,,,,307.149605512619,500.0,,,,1754
157184,699.3531494140625,,0.00020576037059072405,0.000513613224029541,1763260398.8601646,562.0,0.0,0.007819566875696182,308.616144657135,,0.5643376708030701,0.0009581940248608589,-0.012944570742547512,1765
157568,0.0002769984712358564,,0.0002055299555649981,-0.4664667844772339,1763260399.2460504,563.0,0.0,-0.0021565742790699005,309.00203037261963,,0.5570191144943237,4.687625914812088e-05,0.0009237369522452354,1768
158464,0.0006114795105531812,,0.00020499232050497085,-0.35076677799224854,1763260400.2450545,564.0,0.0,-0.009415999054908752,310.0010344982147,,0.5666749477386475,0.0009565101936459541,-0.004899504594504833,1777
162560,198.64852905273438,,0.0002025345602305606,-0.00016355514526367188,1763260406.9496725,565.0,0.0,0.0009857267141342163,316.70565247535706,,0.5832895636558533,0.00033858511596918106,0.0016042394563555717,1818
