losses/approx_kl,losses/explained_variance,charts/episodic_return,losses/clipfrac,losses/value_loss,charts/learning_rate,losses/old_approx_kl,global_step,charts/episodic_length,_step,charts/SPS,_timestamp,losses/policy_loss,losses/entropy,_runtime
2.0265579223632812e-05,0.6168555021286011,,0.0,178.51780700683594,0.0002732719003688544,0.0008921436965465546,44672,,614,406.0,1763260229.20748,0.00046371109783649445,0.5717334151268005,138.2501859664917
0.0077559491619467735,0.8909600973129272,,0.03515625,55.53882598876953,0.0002725038502831012,-0.011553959921002388,45952,,630,407.0,1763260232.251722,-0.01715283840894699,0.519288182258606,141.29442811012268
,,383.0,,,,,46484,383.0,636,,1763260233.5004337,,,142.54313969612122
0.00105389766395092,0.9457705020904541,,0.0,53.50182342529297,0.00027196621522307396,0.001349903643131256,46848,,640,407.0,1763260234.3575783,-0.008915495127439499,0.4634685516357422,143.40028429031372
9.937584400177002e-05,0.03759282827377319,,0.0,3.212777853012085,0.0002713517751544714,0.0005471128970384598,47872,,650,408.0,1763260236.6119084,0.0011419989168643951,0.5334144234657288,145.65461444854736
5.619414150714874e-05,0.062054216861724854,,0.0,2.351008415222168,0.0002705069200601429,-0.0012210160493850708,49280,,664,409.0,1763260239.7814384,0.002725079655647278,0.5557568073272705,148.82414436340332
0.001447523944079876,0.43313533067703247,,0.0,13.589122772216797,0.00026927803992293775,0.004342556931078434,51328,,684,411.0,1763260244.278201,-0.026909567415714264,0.5483360886573792,153.32090711593628
9.003840386867523e-05,-0.704852819442749,,0.0,1.3107426166534424,0.00026897081988863647,0.0036647990345954895,51840,,689,411.0,1763260245.3756926,-0.00026216916739940643,0.38302862644195557,154.41839861869812
0.00027734413743019104,-0.19759607315063477,,0.0,1.1224277019500732,0.00026843318482860923,0.0032130125910043716,52736,,698,412.0,1763260247.2835915,0.004173360764980316,0.3878514766693115,156.3262975215912
9.627826511859894e-05,0.4889705181121826,,0.0,0.7686036229133606,0.00026820276980288327,0.0036794617772102356,53120,,702,412.0,1763260248.1470857,-0.002917870879173279,0.4416653513908386,157.18979167938232
,,246.0,,,,,53628,246.0,707,,1763260249.0412188,,,158.08392477035522
0.00021260417997837067,0.19559502601623535,,0.0,0.2582651674747467,0.00026658986462280154,0.002370644360780716,55808,,729,414.0,1763260254.0371175,0.0034937337040901184,0.4892038106918335,163.07982349395752
5.045440047979355e-05,0.021800518035888672,,0.0,574.870361328125,0.00026513056945987046,0.0009177094325423241,58240,,757,416.0,1763260259.3288863,-0.0009847357869148254,0.4735679030418396,168.3715922832489
0.00016177166253328323,0.06515556573867798,,0.0,296.6982421875,0.0002648233494255692,-0.0011335024610161781,58752,,762,416.0,1763260260.374888,-0.002875126898288727,0.5152887105941772,169.41759395599365
0.00043592415750026703,0.10842573642730713,,0.0,382.9847106933594,0.0002645161293912679,0.012314457446336746,59264,,767,417.0,1763260261.398398,0.004719032905995846,0.5070493221282959,170.4411039352417
0.0014082053676247597,0.2942674160003662,,0.0,4.293072700500488,0.00026397849433124065,0.016668280586600304,60160,,775,418.0,1763260263.196757,-0.006230738013982773,0.4846572279930115,172.2394630908966
4.217587411403656e-05,-0.0022863149642944336,,0.0,0.07718716561794281,0.00026321044424548745,0.0025336891412734985,61440,,788,419.0,1763260265.8242166,-0.0007391348481178284,0.5538890361785889,174.86692261695862
0.00132693350315094,0.8371646404266357,,0.0,0.04841578006744385,0.00026313363923691213,0.011430308222770691,61568,,789,419.0,1763260266.0497894,-0.021193034946918488,0.5130705833435059,175.09249544143677
0.00017150584608316422,-0.12910246849060059,,0.0,0.052747420966625214,0.0002626728091854602,0.0005318792536854744,62336,,797,420.0,1763260267.6412032,-0.007577523589134216,0.46539953351020813,176.68390917778015
0.0003880634903907776,-0.013867378234863281,,0.0,776.8157958984375,0.00026213517412543297,-0.012618649750947952,63232,,806,421.0,1763260269.4781952,-0.008834646083414555,0.5364400744438171,178.52090120315552
,,500.0,,,,,64183,500.0,815,,1763260271.3521202,,,180.39482617378235
0.0034188637509942055,0.007517993450164795,,0.00390625,301.842041015625,0.00025867894873954356,-0.0018848041072487831,68992,,863,425.0,1763260281.5462308,-0.0014199912548065186,0.5307904481887817,190.5889368057251
,,500.0,,,,,69959,500.0,872,,1763260283.3374202,,,192.38012623786926
0.0004519214853644371,-2.2621347904205322,,0.0,0.00022287719184532762,0.00025783409364521503,0.004847061820328236,70400,,876,426.0,1763260284.3192403,-0.0038169296458363533,0.4592631459236145,193.3619463443756
,,500.0,,,,,74459,500.0,916,,1763260291.0213056,,,200.0640115737915
0.00040180981159210205,0.00030308961868286133,,0.0,388.76898193359375,0.0002550691133365035,0.004536395892500877,75008,,922,435.0,1763260291.7299387,0.0026631802320480347,0.35350409150123596,200.7726447582245
0.004807052202522755,-4.367062091827393,,0.009765625,0.0006777879316359758,0.00025453147827647626,0.0010123858228325844,75904,,930,436.0,1763260293.2377968,-0.023072626441717148,0.40342381596565247,202.2805027961731
0.0005985032767057419,0.41575080156326294,,0.0,0.004584626294672489,0.00025407064822502434,-0.003869805485010147,76672,,938,437.0,1763260294.681266,-0.004689738154411316,0.429940402507782,203.72397208213806
,,500.0,,,,,76959,500.0,941,,1763260295.190747,,,204.23345303535461
0.0002647656947374344,0.0014564990997314453,,0.0,505.60406494140625,0.0002538402331992984,-0.001870742067694664,77056,,942,437.0,1763260295.420709,-0.004225291311740875,0.37013745307922363,204.46341490745544
0.0021896082907915115,-1.1129722595214844,,0.001953125,0.00606500031426549,0.0002534562081564218,-0.00026001036167144775,77696,,948,438.0,1763260296.6292846,-0.011380929499864578,0.41147392988204956,205.67199063301086
0.00028272252529859543,-1.5489349365234375,,0.0,0.0002366665576118976,0.0002518433320801705,-0.004389992915093899,80384,,974,442.0,1763260301.205658,-0.005709391087293625,0.4948839247226715,210.2483639717102
,,500.0,,,,,80959,500.0,980,,1763260301.8469737,,,210.88967967033386
,,500.0,,,,,81459,500.0,985,,1763260302.4077601,,,211.45046615600586
,,500.0,,,,,82459,500.0,995,,1763260303.5603476,,,212.6030535697937
0.0010676085948944092,-1.636430263519287,,0.0078125,0.006740599870681763,0.00025046084192581475,-0.003995336592197418,82688,,997,447.0,1763260304.0267038,0.0020914003252983093,0.4306652545928955,213.06940984725952
0.0009457794949412346,0.00018602609634399414,,0.0,763.2189331054688,0.00024938557180576026,0.0061184195801615715,84480,,1015,448.0,1763260307.6162946,0.002044334076344967,0.5294229388237,216.6590006351471
0.00010675471276044846,-0.0006124973297119141,,0.0,552.9871215820312,0.000249078351771459,0.00035676266998052597,84992,,1020,449.0,1763260308.594745,-0.0008057728409767151,0.5374171733856201,217.63745093345642
0.00014125369489192963,0.174138605594635,,0.0,0.00709462258964777,0.0002483871066942811,0.0005560405552387238,86144,,1031,450.0,1763260310.6362364,-0.0007352903485298157,0.47152894735336304,219.6789424419403
0.0007599266245961189,0.0007918477058410645,,0.0,377.6429443359375,0.0002472350315656513,-0.002540779300034046,88064,,1050,453.0,1763260313.5614927,-0.0024570291861891747,0.4600571393966675,222.60419869422913
0.001095125451683998,-1.125152826309204,,0.005859375,0.00035486568231135607,0.00024700461653992534,0.005603455007076263,88448,,1053,454.0,1763260313.9315188,0.0028717517852783203,0.5210889577865601,222.9742248058319
,,500.0,,,,,88959,500.0,1058,,1763260314.449497,,,223.49220299720764
0.0005648266524076462,0.08568847179412842,,0.0,9.926506027113646e-05,0.00024523810134269297,0.0004459638148546219,91392,,1082,461.0,1763260317.276052,0.00215960294008255,0.4737301170825958,226.31875801086426
,,500.0,,,,,91459,500.0,1083,,1763260317.3120894,,,226.35479545593262
0.000424019992351532,0.3295591473579407,,0.0,0.0005957751418463886,0.00024470046628266573,-0.005227876827120781,92288,,1091,464.0,1763260318.2613223,-0.004371717572212219,0.4446614384651184,227.30402827262878
0.001349310390651226,-0.4431713819503784,,0.0,0.0008489174069836736,0.0002437788061797619,0.003716413863003254,93824,,1106,467.0,1763260320.206518,-0.0186118483543396,0.4198991358280182,229.24922394752502
0.0009390302002429962,-0.00013244152069091797,,0.0,639.8231201171875,0.000243087561102584,0.007859019562602043,94976,,1118,467.0,1763260322.4712448,0.007884718477725983,0.3504420518875122,231.51395082473755
0.0005607325583696365,-0.4681819677352905,,0.0,0.0011843566317111254,0.00024262673105113208,-0.0049271974712610245,95744,,1125,468.0,1763260323.8719928,6.650388240814209e-05,0.3482864499092102,232.91469883918762
0.0007223207503557205,0.0006089210510253906,,0.0,217.52867126464844,0.00024216590099968016,0.006584377959370613,96512,,1133,468.0,1763260325.3253736,0.01270957663655281,0.32545751333236694,234.368079662323
0.0007050512358546257,0.11301761865615845,,0.0,0.0006478476570919156,0.00024139785091392696,-0.00014115776866674423,97792,,1145,469.0,1763260327.7116923,-0.002533308230340481,0.3553239703178406,236.75439834594727
0.0025982270017266273,-0.37297701835632324,,0.001953125,0.001617484143935144,0.00024024577578529716,0.027953822165727615,99712,,1164,470.0,1763260331.2660744,-0.01919236220419407,0.3373040556907654,240.30878043174744
0.00018452294170856476,-2.7133054733276367,,0.0,0.000570701842661947,0.00024016897077672184,-0.010377403348684311,99840,,1165,470.0,1763260331.4926562,0.004231803119182587,0.4049769639968872,240.53536224365234
0.00021668430417776108,0.0021404027938842773,,0.0,695.0928344726562,0.00023978494573384523,-0.005350346677005291,100480,,1172,471.0,1763260332.3501124,-0.004388909786939621,0.36284974217414856,241.39281845092773
,,500.0,,,,,101459,500.0,1181,,1763260333.3590612,,,242.40176725387573
,,500.0,,,,,101959,500.0,1186,,1763260333.9614437,,,243.00414967536926
7.530301809310913e-05,0.000701606273651123,,0.0,413.9144287109375,0.00023824884556233883,0.0004700794816017151,103040,,1197,477.0,1763260335.3603373,0.0009763818234205246,0.4286682605743408,244.40304327011108
2.016499638557434e-05,0.3465942144393921,,0.0,0.005104898940771818,0.00023725038045085967,-0.001115335151553154,104704,,1213,480.0,1763260337.2764633,7.500499486923218e-05,0.40472039580345154,246.3191692829132
,,500.0,,,,,104959,500.0,1215,,1763260337.4752777,,,246.51798367500305
0.0007948623970150948,-0.0007476806640625,,0.0,292.2712707519531,0.00023648233036510646,0.01579565554857254,105984,,1226,483.0,1763260338.739915,-0.0001457110047340393,0.4168681204319,247.78262090682983
,,500.0,,,,,106459,500.0,1230,,1763260339.1698709,,,248.2125768661499
0.0030813347548246384,0.14553022384643555,,0.001953125,0.0003526730288285762,0.00023594469530507922,-0.019160525873303413,106880,,1234,485.0,1763260339.7455986,-0.008636239916086197,0.4323941469192505,248.78830456733704
,,500.0,,,,,107959,500.0,1245,,1763260341.0630465,,,250.10575246810913
0.002561202272772789,0.06971597671508789,,0.005859375,0.00020892733300570399,0.0002347158151678741,-0.005769014358520508,108928,,1254,489.0,1763260342.165309,0.022601477801799774,0.4517165422439575,251.20801496505737
0.00018737372010946274,-0.8390567302703857,,0.0,0.007240931503474712,0.00023371736460831016,0.003985880874097347,110592,,1271,492.0,1763260344.0084076,0.001816246658563614,0.43675264716148376,253.05111360549927
,,500.0,,,,,113459,500.0,1299,,1763260347.9059696,,,256.9486756324768
0.0008496437221765518,0.000677943229675293,,0.0,580.8051147460938,0.00022956989414524287,-0.00039542093873023987,117504,,1339,498.0,1763260355.2744908,0.00045816972851753235,0.42259055376052856,264.3171968460083
6.801914423704147e-05,0.05966448783874512,,0.0,0.005029844120144844,0.00022949308913666755,0.0011246716603636742,117632,,1340,498.0,1763260355.498507,-0.003769088536500931,0.49970170855522156,264.5412130355835
0.0008499845862388611,0.00046366453170776367,,0.0,359.0732727050781,0.0002289554540766403,0.0076924823224544525,118528,,1349,499.0,1763260356.7704256,-0.0050299689173698425,0.45699629187583923,265.81313157081604
,,500.0,,,,,119959,500.0,1363,,1763260358.891911,,,267.9346170425415
0.0007568700239062309,-0.25157976150512695,,0.0,0.005627570673823357,0.00022795698896516114,-0.009378978051245213,120192,,1365,501.0,1763260359.298812,-0.008009186945855618,0.5582382678985596,268.34151792526245
0.0033197151497006416,-0.284145712852478,,0.00390625,0.006649521179497242,0.00022764976893085986,0.012685324065387249,120704,,1370,501.0,1763260360.1571615,-0.0005113612860441208,0.538184642791748,269.19986748695374
0.004313225857913494,-0.12516510486602783,,0.0078125,0.0008370059076696634,0.0002270353288622573,-0.0020241355523467064,121728,,1380,502.0,1763260361.8773427,-0.017401471734046936,0.4035570025444031,270.9200487136841
0.003192966803908348,-1.701920747756958,,0.001953125,0.0003708169097080827,0.00022695852385368198,-0.02290189638733864,121856,,1381,502.0,1763260362.0220904,-0.01344028115272522,0.4245982766151428,271.0647964477539
0.0019048769026994705,-0.0002434253692626953,,0.0,346.0285949707031,0.00022657449881080538,0.007146285846829414,122496,,1388,503.0,1763260362.7913983,0.0019152332097291946,0.5358491539955139,271.8341042995453
0.0005210116505622864,0.2024248242378235,,0.0,0.0008701355545781553,0.00022611366875935346,0.00014790520071983337,123264,,1395,504.0,1763260363.7233422,0.0026399269700050354,0.5076598525047302,272.7660481929779
0.0005589630454778671,-0.13327741622924805,,0.0,0.0048157828859984875,0.0002258832537336275,0.0058305878192186356,123648,,1399,505.0,1763260364.2052503,-0.021391496062278748,0.4341071844100952,273.24795627593994
0.009658046998083591,-0.09357285499572754,,0.029296875,0.0008207792416214943,0.0002254992286907509,0.02863641083240509,124288,,1405,506.0,1763260364.984689,-0.03461757302284241,0.42574766278266907,274.0273950099945
0.0021669436246156693,-0.00025665760040283203,,0.0,412.2361755371094,0.00022388632351066917,0.005789276212453842,126976,,1432,510.0,1763260368.2644646,0.007492467761039734,0.4822947382926941,277.30717062950134
0.00019710231572389603,-0.35193049907684326,,0.0,0.005802166648209095,0.00022380951850209385,0.004048076458275318,127104,,1433,510.0,1763260368.3923051,-0.0006255917251110077,0.4947260022163391,277.43501114845276
0.0008984385058283806,-0.13805174827575684,,0.0,0.00024717027554288507,0.0002224270283477381,-0.01694156415760517,129408,,1455,511.0,1763260372.3420053,-0.010120421648025513,0.4034776985645294,281.38471126556396
,,500.0,,,,,129459,500.0,1456,,1763260372.3903482,,,281.4330542087555
0.0015179747715592384,-0.0005230903625488281,,0.0,413.33807373046875,0.00022235022333916277,0.007457803003489971,129536,,1457,511.0,1763260372.5937564,0.01113630086183548,0.4592345952987671,281.63646245002747
0.00023597199469804764,-0.10671281814575195,,0.0,0.0002976103569380939,0.00021881720749661326,0.0014892583712935448,135424,,1514,517.0,1763260381.1553955,-0.008692026138305664,0.43911224603652954,290.19810152053833
1.302175223827362e-05,-0.0004914999008178711,,0.0,589.6453247070312,0.00021843318245373666,-3.484077751636505e-05,136064,,1521,517.0,1763260382.4031441,0.0007833614945411682,0.4839157462120056,291.4458501338959
,,500.0,,,,,136459,500.0,1525,,1763260383.162507,,,292.20521306991577
8.180923759937286e-05,0.0014820098876953125,,0.0,0.006329463329166174,0.00021804915741086006,0.001207556575536728,136704,,1527,517.0,1763260383.5875318,-0.0037278831005096436,0.44827356934547424,292.6302378177643
,,500.0,,,,,136959,500.0,1529,,1763260383.8292506,,,292.87195658683777
,,500.0,,,,,137459,500.0,1534,,1763260384.7274942,,,293.77020025253296
0.001851564273238182,-0.1563664674758911,,0.0,0.008387291803956032,0.00021751152235083282,-0.0016939491033554077,137600,,1536,517.0,1763260385.1150153,-0.00357867032289505,0.44847339391708374,294.15772128105164
0.00017055869102478027,0.008975207805633545,,0.0,0.0002999306016135961,0.0002170506922993809,0.0016063619405031204,138368,,1543,518.0,1763260386.3339655,0.005070948973298073,0.46152961254119873,295.3766715526581
3.607291728258133e-05,4.351139068603516e-06,,0.0,466.55755615234375,0.00021697388729080558,9.775999933481216e-05,138496,,1545,518.0,1763260386.5129387,-0.00048076268285512924,0.4376688599586487,295.5556447505951
2.388935536146164e-05,0.0036693215370178223,,0.0,0.004996599163860083,0.00021689708228223026,0.00031877774745225906,138624,,1546,518.0,1763260386.6480575,0.0020276736468076706,0.49183887243270874,295.69076347351074
0.00017847120761871338,-0.2464151382446289,,0.0,0.0001337961875833571,0.00021612903219647706,-0.001504337415099144,139904,,1558,520.0,1763260388.1495936,-0.0037559382617473602,0.49502041935920715,297.1922996044159
,,500.0,,,,,139959,500.0,1559,,1763260388.1829836,,,297.2256896495819
0.001321578398346901,-0.2292541265487671,,0.009765625,0.0001349344092886895,0.00021582181216217577,-0.012753164395689964,140416,,1563,521.0,1763260388.7836025,-0.0024434663355350494,0.4488382041454315,297.8263084888458
9.511876851320267e-05,-0.9074314832687378,,0.0,0.004023662768304348,0.00021566820214502513,-0.00047114770859479904,140672,,1566,521.0,1763260389.1408446,-0.00023390352725982666,0.48617321252822876,298.1835505962372
,,500.0,,,,,142959,500.0,1588,,1763260391.779853,,,300.8225591182709
0.00012204702943563461,-0.00022339820861816406,,0.0,623.533935546875,0.00021428571199066937,0.002700098790228367,142976,,1589,524.0,1763260391.8989325,0.0022166967391967773,0.45116594433784485,300.94163846969604
0.00019340123981237411,-0.11891913414001465,,0.0,0.00026050570886582136,0.00021374807693064213,0.001237490214407444,143872,,1597,526.0,1763260392.9519453,0.0009780488908290863,0.4419635236263275,301.99465131759644
0.000179351307451725,-0.11797547340393066,,0.0,0.0002273868303745985,0.00021313363686203957,0.007110011763870716,144896,,1607,527.0,1763260394.1435213,0.0011244677007198334,0.45092663168907166,303.18622732162476
0.0003387248143553734,-0.00013399124145507812,,0.0,567.7152099609375,0.00021305683185346425,-0.0029983771964907646,145024,,1609,527.0,1763260394.3097677,-0.007598459720611572,0.44453468918800354,303.3524737358093
0.0003798017278313637,-0.14412236213684082,,0.0,0.004500829614698887,0.00021298002684488893,0.0009627221152186394,145152,,1610,527.0,1763260394.464867,0.001200202852487564,0.38885536789894104,303.5075731277466
0.0005672415718436241,0.283788800239563,,0.0,0.00023819238413125277,0.00021282641682773829,-0.0042180148884654045,145408,,1612,527.0,1763260394.9023042,-0.000640038400888443,0.4499809443950653,303.9450101852417
0.0035238005220890045,0.27591854333877563,,0.001953125,0.00044237953261472285,0.00021198156173340976,0.020861290395259857,146816,,1626,528.0,1763260397.3513863,-0.015446588397026062,0.5068175792694092,306.3940923213959
0.0009143920615315437,9.191036224365234e-05,,0.0,600.7426147460938,0.00021129031665623188,0.0014730459079146385,147968,,1638,529.0,1763260398.9905605,0.0021871402859687805,0.49103426933288574,308.03326654434204
0.0002487748861312866,-7.832050323486328e-05,,0.0,568.1727294921875,0.00020829493587370962,-0.004063157364726067,152960,,1687,531.0,1763260407.0418499,0.0008872468024492264,0.4700004458427429,316.0845558643341
2.9949471354484558e-05,0.00019508600234985352,,0.0,425.19207763671875,0.0002055299555649981,0.005753524601459503,157568,,1732,535.0,1763260413.6513016,-0.0001690015196800232,0.38969698548316956,322.6940076351166
,,500.0,,,,,158959,500.0,1745,,1763260415.502663,,,324.5453689098358
0.0010014809668064117,-1.0609276294708252,,0.0,0.0005096509121358395,0.00020422427041921765,-0.006907979026436806,159744,,1753,537.0,1763260416.5899136,-0.007004601880908012,0.4491438567638397,325.6326196193695
