_timestamp,losses/value_loss,global_step,losses/approx_kl,charts/episodic_return,_step,charts/SPS,charts/episodic_length,losses/policy_loss,losses/old_approx_kl,losses/entropy,losses/clipfrac,charts/learning_rate,_runtime,losses/explained_variance
1763260393.5118153,0.004812771920114756,154624,0.0005191480740904808,,1732,564.0,,-0.0025328844785690308,-0.002169358544051647,0.41965776681900024,0.0,0.00020729647076223046,303.2230932712555,-0.04872572422027588
1763260395.1708288,,155989,,500.0,1745,,500.0,,,,,,304.88210678100586,
1763260396.5776854,0.0005068127647973597,156800,0.0001524975523352623,,1753,565.0,,-0.003803536295890808,-0.0008178418502211571,0.4908582866191864,0.0,0.00020599078561645,306.2889633178711,-0.05051851272583008
1763260396.7915483,0.00013976020272821188,156928,0.0005860375240445137,,1754,565.0,,-0.006473947316408157,-0.004460013471543789,0.5203041434288025,0.0,0.0002059139806078747,306.50282621383667,0.013456881046295166
1763260398.2646563,,157989,,500.0,1765,,500.0,,,,,,307.97593426704407,
1763260398.7763255,0.00045685929944738746,158336,0.0010255137458443642,,1768,566.0,,-0.0007365383207798004,-0.004905329085886478,0.4742751121520996,0.0,0.00020506912551354617,308.4876034259796,-0.3406461477279663
1763260399.740863,0.006750763859599829,159232,9.775534272193909e-05,,1777,568.0,,-0.0008545294404029846,0.0002490319311618805,0.5025031566619873,0.0,0.00020453149045351893,309.45214104652405,-0.9652223587036133
1763260406.479452,0.00023588708427269012,163456,8.240342140197754e-06,,1818,569.0,,0.00028703920543193817,0.0004377029836177826,0.4148770570755005,0.0,0.00020199692517053336,316.1907298564911,-0.021723628044128418
1763260407.2600265,9.849230264080688e-05,163968,0.0006428137421607971,,1823,569.0,,0.0013862326741218567,-0.019721511751413345,0.38488978147506714,0.0,0.00020168970513623208,316.9713044166565,0.07980561256408691
1763260410.7594862,0.0006468268693424761,166784,0.0009902287274599075,,1851,572.0,,-0.013040289282798767,0.0039060190320014954,0.43750208616256714,0.0,0.00019999999494757503,320.47076416015625,0.029058516025543213
1763260411.3006632,0.0007093040039762855,167296,0.00041082408279180527,,1856,573.0,,-0.002358201891183853,-0.0008888179436326027,0.469454288482666,0.0,0.00019969277491327375,321.0119411945343,-0.04005289077758789
1763260413.2446654,,168489,,500.0,1868,,500.0,,,,,,322.95594334602356,
1763260414.0717108,,168989,,500.0,1873,,500.0,,,,,,323.7829887866974,
1763260414.7872584,0.0002472231863066554,169472,0.00038256216794252396,,1877,573.0,,0.0064940378069877625,0.005906940437853336,0.4367309808731079,0.0,0.0001983870897674933,324.4985363483429,0.4670877456665039
1763260415.7645793,0.0005241470062173903,170368,0.0017938986420631409,,1886,574.0,,-0.014812581241130829,0.0012947209179401398,0.47340261936187744,0.0,0.0001978494692593813,325.475857257843,-0.08091437816619873
1763260416.7531714,0.0004739941214211285,171264,0.0021258974447846413,,1895,576.0,,-0.014669444411993027,0.004494381137192249,0.5257576107978821,0.01171875,0.00019731183419935405,326.46444940567017,0.19251370429992676
1763260417.625234,609.947509765625,172032,7.41099938750267e-05,,1903,576.0,,0.000770004466176033,0.00016415398567914963,0.5460371971130371,0.0,0.00019685100414790213,327.33651185035706,3.993511199951172e-06
1763260417.9884756,0.00021951753296889365,172416,0.0001690685749053955,,1906,577.0,,-0.0015948731452226639,-0.001098858192563057,0.5045531988143921,0.0,0.00019662058912217617,327.6997535228729,-0.45821547508239746
1763260419.2259643,612.8111572265625,173568,0.0004896838217973709,,1918,578.0,,-0.001261010766029358,-0.0027132760733366013,0.4760017395019531,0.0,0.0001959293440449983,328.937242269516,0.0001487135887145996
1763260419.4644718,0.0002947576285805553,173824,0.0010210787877440453,,1920,579.0,,-0.012623399496078491,0.0008773198351264,0.5387153029441833,0.0,0.00019577573402784765,329.17574977874756,0.2019900679588318
1763260422.362841,0.0003585392259992659,176384,0.0009435415267944336,,1945,582.0,,0.0030005574226379395,0.0010747946798801422,0.4598405659198761,0.0,0.00019423963385634124,332.07411885261536,-2.6398134231567383
1763260423.9339876,0.0004626531444955617,177792,7.94949010014534e-05,,1959,583.0,,-0.0020126476883888245,0.0013356255367398262,0.4844759702682495,0.0,0.00019339477876201272,333.64526557922363,0.023023128509521484
1763260425.9492304,0.003955496940761805,179200,0.0006355512887239456,,1973,584.0,,0.0036296267062425613,0.00969991646707058,0.47928711771965027,0.0,0.0001925499236676842,335.66050839424133,0.03947943449020386
1763260428.021381,0.00010888737597269937,180480,0.0001462884247303009,,1985,584.0,,-0.0012627989053726196,-0.0008031371980905533,0.5134038329124451,0.0,0.000191781873581931,337.7326588630676,-0.12861669063568115
1763260428.9414434,923.6217041015625,180992,0.0017472198233008385,,1991,584.0,,-0.013542592525482178,0.02377583645284176,0.49284350872039795,0.0,0.00019147465354762971,338.6527214050293,-3.886222839355469e-05
1763260430.852944,0.005118232686072588,182144,0.0005547180771827698,,2002,584.0,,-0.007054643705487251,0.0004393327981233597,0.5368177890777588,0.0,0.00019078340847045183,340.56422185897827,0.018563449382781982
1763260431.6931963,0.00684683583676815,182656,0.00040831416845321655,,2007,584.0,,0.0030817165970802307,-0.004165070131421089,0.529769241809845,0.0,0.00019047618843615055,341.40447425842285,0.08344364166259766
1763260433.2322953,383.5174865722656,183552,0.0005826316773891449,,2016,584.0,,-0.0018461067229509354,-0.0049490295350551605,0.5312730073928833,0.0,0.0001899385533761233,342.94357323646545,0.00011277198791503906
1763260433.8425288,0.00014894141349941492,183936,0.003311033360660076,,2019,585.0,,-0.012534327805042267,-0.028144104406237602,0.5125769376754761,0.00390625,0.00018970813835039735,343.5538067817688,-0.3722865581512451
1763260434.709361,0.00024552125250920653,184448,0.0005251802504062653,,2024,585.0,,-0.0009990185499191284,0.0020292978733778,0.5336434841156006,0.0,0.00018940091831609607,344.42063903808594,-0.7566312551498413
1763260435.0858836,0.003938569687306881,184704,0.0004898859187960625,,2027,585.0,,-0.00882374495267868,0.009235645644366741,0.5281603932380676,0.0,0.00018924730829894543,344.7971615791321,-0.0927588939666748
1763260435.4535859,0.00021843216381967068,184960,0.00048785097897052765,,2029,585.0,,-0.002463800832629204,0.005853641778230667,0.6084840297698975,0.0,0.0001890936982817948,345.16486382484436,-0.03833436965942383
1763260435.993462,0.00016347147175110877,185472,0.0015688231214880943,,2034,585.0,,-0.0021991245448589325,-0.014092138968408108,0.5135382413864136,0.0,0.0001887864782474935,345.70474004745483,-0.2818866968154907
1763260437.1546743,446.0187072753906,186496,0.00041723623871803284,,2045,586.0,,-0.005500078201293945,-0.011922469362616539,0.5640937685966492,0.0,0.00018817203817889094,346.8659522533417,-0.00010716915130615234
1763260437.7952516,0.007008370012044907,187136,0.0005726786330342293,,2051,587.0,,6.745755672454834e-05,-0.003575979731976986,0.510694146156311,0.0,0.00018778801313601434,347.50652956962585,0.13888657093048096
1763260437.931842,0.0005044754361733794,187264,0.0008075172081589699,,2052,587.0,,0.007045900449156761,0.002902529202401638,0.5243628621101379,0.0,0.00018771120812743902,347.6431200504303,-0.26118767261505127
1763260439.87447,383.53472900390625,189056,0.00035848282277584076,,2070,589.0,,0.0015380680561065674,0.0012030098587274551,0.5444374084472656,0.0,0.00018663593800738454,349.5857479572296,-1.800060272216797e-05
1763260440.6003368,0.005057515576481819,189696,0.00045687705278396606,,2076,590.0,,0.002720821648836136,0.0026113521307706833,0.5238555669784546,0.0,0.00018625191296450794,350.3116147518158,0.03308826684951782
1763260443.7105672,0.00011627790809143335,191488,0.00012556742876768112,,2093,590.0,,0.004507960751652718,-0.0020728586241602898,0.4841558337211609,0.0,0.00018517665739636868,353.4218451976776,0.12926501035690308
1763260443.7521863,,191489,,500.0,2094,,500.0,,,,,,353.4634642601013,
1763260447.8373237,0.0001748178619891405,193920,0.0006198938935995102,,2117,590.0,,-0.003252405673265457,-0.0027431435883045197,0.544423520565033,0.0,0.0001837173622334376,357.54860162734985,0.006491363048553467
1763260452.1119702,0.0003451610973570496,196352,0.0019802292808890343,,2141,590.0,,-0.004244059324264526,-0.00118235033005476,0.4935119152069092,0.0,0.0001822580670705065,361.8232481479645,-0.30609333515167236
1763260452.9804835,0.00037987696123309433,196864,5.6462362408638e-05,,2146,590.0,,-0.0017779618501663208,0.00015142932534217834,0.4830181300640106,0.0,0.00018195084703620523,362.69176149368286,-0.04071605205535889
1763260453.044513,,196989,,500.0,2147,,500.0,,,,,,362.7557909488678,
1763260453.2307057,900.17041015625,196992,5.914457142353058e-05,,2148,590.0,,-0.0005239211022853851,-0.0013687461614608765,0.5490902066230774,0.0,0.0001818740420276299,362.9419836997986,2.7954578399658203e-05
1763260454.54124,0.00017121294513344765,197760,0.000250435434281826,,2155,590.0,,0.0005524381995201111,-0.0033518197014927864,0.5290747880935669,0.0,0.000181413211976178,364.2525179386139,-0.12526094913482666
1763260457.5771635,,199489,,500.0,2172,,500.0,,,,,,367.28844141960144,
1763260459.6183794,0.00037881554453633726,200832,0.0002762768417596817,,2185,590.0,,0.00794251263141632,0.005889000371098518,0.5393412113189697,0.0,0.0001795698917703703,369.3296573162079,0.025549113750457764
1763260460.3637683,,201489,,500.0,2192,,500.0,,,,,,370.07504630088806,
1763260461.1108673,110.07958221435547,202112,0.0001381346955895424,,2198,591.0,,0.0024945419281721115,0.0010550981387495995,0.594184398651123,0.0,0.0001788018416846171,370.82214522361755,-1.0609626770019531e-05
1763260461.2409604,0.0010529106948524714,202240,7.735006511211395e-05,,2199,591.0,,0.0032542552798986435,0.0002952646464109421,0.557863712310791,0.0,0.00017872503667604178,370.9522383213043,0.017253756523132324
1763260462.571181,,203489,,500.0,2211,,500.0,,,,,,372.2824590206146,
1763260463.0003548,0.0004114359908271581,203776,0.00012414157390594482,,2214,593.0,,0.0019868649542331696,0.0010546967387199402,0.5573164224624634,0.0,0.00017780337657313794,372.71163272857666,0.03988170623779297
1763260463.6997786,0.00015399407129734755,204416,0.0013008415699005127,,2220,593.0,,-0.0006231851875782013,-0.008214402943849564,0.5324597954750061,0.001953125,0.00017741935153026134,373.4110565185547,-0.19449400901794434
1763260464.014409,0.005194583907723427,204672,0.000581447035074234,,2223,593.0,,-0.005136307328939438,-0.0019996576011180878,0.5556856989860535,0.0,0.0001772657415131107,373.72568702697754,-0.11330091953277588
1763260464.3082442,0.00015649250417482108,204928,0.001057162880897522,,2225,594.0,,-0.006488330662250519,-0.003305245190858841,0.48761802911758423,0.0,0.00017711213149596006,374.019522190094,0.24485015869140625
1763260464.3451915,,204989,,500.0,2226,,500.0,,,,,,374.0564694404602,
1763260464.4829202,369.0965576171875,205056,0.0007097404450178146,,2227,594.0,,0.005399614572525024,-0.0012997817248106003,0.5272537469863892,0.0,0.00017703532648738474,374.1941981315613,0.00011211633682250977
1763260464.945337,,205489,,500.0,2231,,500.0,,,,,,374.6566150188446,
1763260465.492497,0.0001575085916556418,205952,0.0007018866017460823,,2235,595.0,,-0.0023178942501544952,-0.000517592765390873,0.5462408065795898,0.0,0.0001764976914273575,375.20377492904663,0.04608559608459473
1763260466.0607858,,206489,,500.0,2241,,500.0,,,,,,375.7720637321472,
1763260466.9434648,0.002574876882135868,207232,0.00016730278730392456,,2248,596.0,,0.005449920892715454,0.0043596066534519196,0.5943745970726013,0.0,0.0001757296413416043,376.6547427177429,0.028175950050354004
1763260467.2171612,0.00014059807290323079,207488,0.0027569103986024857,,2250,596.0,,-0.0027686208486557007,-0.0016667190939188004,0.5586944818496704,0.00390625,0.00017557603132445365,376.9284391403198,0.23898404836654663
1763260467.5338006,0.00017051311442628503,207744,0.0006849272176623344,,2253,596.0,,-0.0020102933049201965,0.0025551440194249153,0.5104050636291504,0.0,0.000175422421307303,377.2450785636902,-0.45047032833099365
1763260469.649848,0.004336517304182053,209664,0.0006217611953616142,,2272,598.0,,-0.0007696673274040222,-0.0022033536806702614,0.5093271732330322,0.0,0.0001742703461786732,379.3611259460449,-0.8743908405303955
1763260470.4657986,,210489,,500.0,2280,,500.0,,,,,,380.17707657814026,
1763260472.0849712,,211989,,500.0,2295,,500.0,,,,,,381.79624915122986,
1763260472.4833226,3.20180224662181e-05,212352,0.00024623051285743713,,2298,601.0,,0.0024290941655635834,0.001437569037079811,0.5241127014160156,0.0,0.0001726574555505067,382.1946005821228,0.010136663913726807
1763260473.6912408,430.1185302734375,213504,3.935769200325012e-06,,2310,602.0,,0.0005794987082481384,0.00035816244781017303,0.5766550898551941,0.0,0.00017196621047332883,383.40251874923706,6.80088996887207e-05
1763260473.9653301,0.0002507917524781078,213760,0.000515323132276535,,2312,602.0,,-0.0114646777510643,0.00163186714053154,0.5270130038261414,0.0,0.0001718126004561782,383.6766080856323,0.016751229763031006
1763260474.6541095,0.00014482987171504647,214400,1.430511474609375e-05,,2318,603.0,,-0.0003477819263935089,-0.0001059509813785553,0.557590663433075,0.0,0.0001714285754133016,384.3653874397278,0.06676489114761353
1763260475.0759704,0.00041363429045304656,214784,0.0005420874804258347,,2322,603.0,,-0.0031965579837560654,-0.0024864673614501953,0.525926947593689,0.0,0.00017119816038757563,384.7872483730316,0.1214984655380249
1763260475.236421,,214989,,500.0,2324,,500.0,,,,,,384.9476990699768,
1763260475.7264616,,215489,,500.0,2329,,500.0,,,,,,385.437739610672,
1763260476.7885106,,216489,,500.0,2339,,500.0,,,,,,386.49978852272034,
1763260477.3399038,0.00021317499340511858,216960,0.00013823341578245163,,2343,606.0,,0.0002947375178337097,-0.002432950772345066,0.5166117548942566,0.0,0.00016989247524179518,387.0511817932129,-0.5069915056228638
1763260477.8692162,0.00010210077743977308,217472,5.5545009672641754e-05,,2348,606.0,,-0.003756323829293251,0.0002888506278395653,0.5792769193649292,0.0,0.0001695852552074939,387.58049416542053,-0.042424678802490234
1763260478.4284997,,217989,,500.0,2354,,500.0,,,,,,388.1397776603699,
1763260479.4353406,,218989,,500.0,2363,,500.0,,,,,,389.14661860466003,
1763260482.3130329,208.48814392089844,221568,8.965563029050827e-05,,2389,610.0,,-0.0019100047647953033,0.0009336574003100395,0.5680991411209106,0.0,0.00016712749493308365,392.02431082725525,0.0001239776611328125
1763260482.8956711,562.442138671875,222080,0.00023844465613365173,,2394,611.0,,-0.0022787749767303467,0.00011199340224266052,0.5862801671028137,0.0,0.00016682027489878237,392.60694909095764,6.562471389770508e-05
1763260484.602135,152.57058715820312,223616,0.0001458786427974701,,2409,612.0,,0.001893404871225357,0.0016169454902410507,0.5646981596946716,0.0,0.00016589861479587853,394.3134129047394,3.5643577575683594e-05
1763260486.7490256,0.00011270774120930582,225408,2.0553357899188995e-05,,2426,613.0,,-0.0014793947339057922,0.0007108906283974648,0.5573947429656982,0.0,0.00016482334467582405,396.46030354499817,-0.1271367073059082
1763260487.1600733,0.0002742338110692799,225792,0.0010221069678664207,,2430,614.0,,-0.000913035124540329,0.006279303692281246,0.5731778740882874,0.0,0.00016459292965009809,396.87135124206543,0.3128993511199951
1763260489.2811265,0.004127408843487501,227712,0.0002029063180088997,,2449,615.0,,-0.0006703436374664307,0.0008141444995999336,0.5959808826446533,0.0,0.00016344085452146828,398.992404460907,0.14057594537734985
1763260491.3881028,0.0042251357808709145,229248,0.0006882986053824425,,2465,616.0,,0.005531515926122665,-0.0012027369812130928,0.5513942241668701,0.0,0.00016251919441856444,401.09938073158264,0.011815965175628662
1763260494.749699,,231766,,500.0,2491,,500.0,,,,,,404.46097707748413,
1763260495.162094,0.0047508892603218555,231936,0.00046303030103445053,,2493,617.0,,-0.0004376806318759918,0.005516187287867069,0.5168723464012146,0.0,0.00016090630379039794,404.8733720779419,0.005303740501403809
1763260497.2382126,,233266,,500.0,2506,,500.0,,,,,,406.9494905471802,
1763260498.6784139,0.00020630496146623045,234112,0.0017011379823088646,,2514,617.0,,0.006578121334314346,-0.0017715124413371086,0.5122098922729492,0.0,0.0001596006186446175,408.3896918296814,-0.16181433200836182
1763260498.8832128,0.00022841416648589075,234240,0.0007682908326387405,,2515,617.0,,-0.0051658786833286285,0.009986581280827522,0.5249965190887451,0.0,0.00015952381363604218,408.59449076652527,-0.06973683834075928
1763260499.4201121,0.00018408575851935893,234752,0.0006552170962095261,,2520,617.0,,-0.004266124218702316,-0.007416414096951485,0.5789702534675598,0.0,0.0001592165936017409,409.1313900947571,0.06660252809524536
1763260500.8793747,0.0008504841825924814,236032,0.0010345140472054482,,2533,618.0,,-0.002097398042678833,0.005952059291303158,0.4843156635761261,0.0,0.0001584485435159877,410.5906527042389,-4.643177509307861
1763260501.6311922,,236766,,500.0,2540,,500.0,,,,,,411.3424701690674,
1763260502.4515662,0.0051889438182115555,237440,0.0013466756790876389,,2547,619.0,,-0.006946094334125519,0.0053147729486227036,0.5013055801391602,0.0,0.00015760368842165917,412.1628441810608,-0.09167969226837158
1763260504.8969443,,239766,,500.0,2570,,500.0,,,,,,414.60822224617004,
1763260505.0198948,851.208740234375,239872,6.400514394044876e-05,,2571,622.0,,0.0014036484062671661,-0.0004970347508788109,0.5738385915756226,0.0,0.0001561443932587281,414.7311728000641,2.5987625122070312e-05
1763260505.5409892,231.60516357421875,240384,0.00034209340810775757,,2576,622.0,,0.002607334405183792,0.006640264764428139,0.5569468140602112,0.0,0.0001558371732244268,415.2522671222687,5.334615707397461e-05
1763260505.664941,0.003329173196107149,240512,0.0012303106486797333,,2577,622.0,,0.0017598941922187805,0.001157732680439949,0.5649552941322327,0.0,0.00015576036821585149,415.37621903419495,0.20014667510986328
1763260508.7910087,0.00024358349037356675,243712,0.0006321147084236145,,2608,625.0,,0.0023882389068603516,-0.005832726135849953,0.5443494319915771,0.0,0.00015384024300146848,418.50228667259216,-0.45496833324432373
1763260508.9491603,545.0021362304688,243840,0.00023361947387456894,,2610,626.0,,-0.001784004271030426,-0.0008198628202080727,0.5514362454414368,0.0,0.00015376343799289316,418.6604382991791,3.343820571899414e-05
1763260511.0220587,110.11247253417969,245888,0.00010060425847768784,,2630,627.0,,0.001217663288116455,0.00496701430529356,0.5780239701271057,0.0,0.00015253455785568804,420.733336687088,2.110004425048828e-05
1763260511.679755,0.00011558007099665701,246528,0.0007496727630496025,,2636,628.0,,-0.009102314710617065,-0.0003047110512852669,0.5260813236236572,0.0,0.00015215053281281143,421.39103293418884,-0.07038700580596924
1763260512.6981745,0.0002531125210225582,247552,0.0023320280015468597,,2646,629.0,,-0.01305357739329338,-0.004170367494225502,0.4619486331939697,0.0,0.00015153609274420887,422.4094524383545,0.1252373456954956
1763260512.8147125,0.00038801279151812196,247680,0.0016671856865286827,,2647,629.0,,-0.003621123731136322,-0.002584175206720829,0.4847789704799652,0.0,0.00015145928773563355,422.525990486145,-1.2616004943847656
1763260512.8548281,,247766,,500.0,2648,,500.0,,,,,,422.5661060810089,
1763260515.0911095,,249766,,500.0,2668,,500.0,,,,,,424.8023874759674,
1763260515.6651483,,250266,,500.0,2673,,500.0,,,,,,425.3764262199402,
1763260516.7070603,,251266,,500.0,2683,,500.0,,,,,,426.4183382987976,
1763260517.134577,,251766,,500.0,2687,,500.0,,,,,,426.8458549976349,
1763260517.3685098,0.003209380665794015,251904,3.488082438707352e-05,,2689,633.0,,0.0004760175943374634,-0.0013402951881289482,0.5761909484863281,0.0,0.0001489247370045632,427.07978773117065,0.02411109209060669
1763260517.6682196,,252266,,500.0,2692,,500.0,,,,,,427.3794975280762,
1763260521.8379288,,256266,,500.0,2732,,500.0,,,,,,431.5492067337036,
1763260523.9412308,0.0006317031220532954,258304,0.0008060159161686897,,2752,638.0,,-0.0031534358859062195,-0.004356081597507,0.45396995544433594,0.0,0.0001450844865757972,433.65250873565674,-0.2939983606338501
1763260524.4732633,0.0011821701191365719,258816,0.0005255164578557014,,2757,638.0,,-0.004765253514051437,0.0013858536258339882,0.4773184061050415,0.0,0.00014477726654149592,434.18454122543335,0.6244175434112549
1763260526.0242596,0.0003101673792116344,260352,8.601602166891098e-05,,2772,640.0,,-0.000612013041973114,-0.0008979653939604759,0.4832927882671356,0.0,0.00014385560643859208,435.7355375289917,-2.090974807739258
1763260527.077639,0.0010500667849555612,261376,0.0001863306388258934,,2782,641.0,,-0.001267172396183014,0.003564390353858471,0.4101036489009857,0.0,0.00014324116636998951,436.78891706466675,-1.1893410682678223
1763260527.1078935,,261423,,500.0,2783,,500.0,,,,,,436.8191714286804,
1763260528.1910028,,262423,,500.0,2793,,500.0,,,,,,437.9022808074951,
1763260531.4085922,0.003407109761610627,265600,5.311984568834305e-05,,2824,644.0,,-0.00039340555667877197,-0.0003294730558991432,0.4556182622909546,0.0,0.00014070660108700395,441.11987018585205,-0.04516160488128662
1763260533.5188076,387.02886962890625,267520,0.0001709870994091034,,2843,646.0,,0.004853636026382446,0.0010951906442642212,0.4707154929637909,0.0,0.00013955452595837414,443.2300856113434,-2.849102020263672e-05
1763260535.0623276,640.0482177734375,268928,3.556627780199051e-05,,2857,647.0,,-0.0008545704185962677,0.0032199500128626823,0.502144455909729,0.0,0.00013870967086404562,444.77360558509827,-0.0001621246337890625
1763260537.6468384,426.3045654296875,271488,0.00013150647282600403,,2882,649.0,,-0.0004895180463790894,-0.0012744348496198654,0.5100798010826111,0.0,0.00013717358524445444,447.3581163883209,0.00025898218154907227
1763260538.556937,0.00035915852640755475,272384,5.5130571126937866e-05,,2890,649.0,,-0.00015268474817276,-0.001151086762547493,0.5571079850196838,0.0,0.0001366359501844272,448.2682149410248,0.18221867084503174
1763260540.5719247,335.2713928222656,274432,0.0001497901976108551,,2911,651.0,,0.001608729362487793,0.0035980530083179474,0.5289162993431091,0.0,0.00013540707004722208,450.28320264816284,7.331371307373047e-05
1763260543.0070903,,276923,,500.0,2935,,500.0,,,,,,452.71836829185486,
1763260544.5510688,0.0002113781520165503,278400,0.0004738271236419678,,2949,654.0,,-0.003066146746277809,0.011774145066738129,0.5509880185127258,0.0,0.00013302611478138715,454.26234674453735,-0.10859060287475586
1763260545.6112957,545.8324584960938,279424,0.00031971000134944916,,2960,655.0,,-0.008648667484521866,0.006804767996072769,0.53548663854599,0.0,0.0001324116747127846,455.3225736618042,0.0004048347473144531
1763260547.2275498,278.4718322753906,280960,1.595262438058853e-05,,2975,656.0,,-0.0009466847404837608,0.0006577325984835625,0.5385118126869202,0.0,0.00013149001460988075,456.938827753067,5.894899368286133e-05
1763260548.7200391,,282423,,500.0,2989,,500.0,,,,,,458.43131709098816,
1763260549.627744,0.00039922090945765376,283264,0.0007416876032948494,,2997,658.0,,-0.0002722740173339844,0.008515597321093082,0.5455752611160278,0.0,0.00013010752445552498,459.33902192115784,-1.562551498413086
1763260551.0594285,0.0022943085059523582,284672,0.0001703985035419464,,3011,659.0,,0.004037842154502869,0.006750116124749184,0.5676864981651306,0.0,0.00012926266936119646,460.7707064151764,-0.341566801071167
1763260555.2786198,0.00032065666164271533,288768,0.00043061189353466034,,3051,662.0,,-0.0023571252822875977,-0.001478247344493866,0.5888735055923462,0.0,0.0001268049090867862,464.9898977279663,-0.04959845542907715
1763260555.4336379,,288923,,500.0,3053,,500.0,,,,,,465.1449158191681,
1763260556.9203417,0.00011332004214636981,290304,0.0004571191966533661,,3066,663.0,,0.003345601260662079,0.006472578272223473,0.5678605437278748,0.0,0.0001258832635357976,466.63161969184875,0.1547124981880188
1763260557.3289554,0.0001874549634521827,290688,0.0003063837066292763,,3070,663.0,,-0.001584010198712349,0.0026498278602957726,0.4714479148387909,0.0,0.00012565284851007164,467.04023337364197,-0.16604650020599365
1763260558.6389554,677.8076171875,291968,2.2601336240768433e-05,,3083,664.0,,0.0007220134139060974,0.0010831765830516815,0.5593820214271545,0.0,0.00012488479842431843,468.3502333164215,0.0001023411750793457
1763260560.1770456,625.1295776367188,293504,2.8325244784355164e-05,,3098,665.0,,0.0006622076034545898,0.0013221092522144318,0.5222237706184387,0.0,0.0001239631383214146,469.88832354545593,-5.8770179748535156e-05
1763260560.687644,468.38043212890625,294016,0.00024138577282428741,,3103,666.0,,-0.002038508653640747,-0.006066489964723587,0.5060228705406189,0.0,0.0001236559182871133,470.39892196655273,7.414817810058594e-05
1763260563.303946,532.0433349609375,296448,0.0002239299938082695,,3127,667.0,,0.006631113588809967,0.0014024442061781883,0.529513955116272,0.0,0.00012219662312418222,473.01522397994995,0.0001404881477355957
1763260563.559438,0.000258264975855127,296704,3.2823532819747925e-05,,3129,668.0,,-0.0007207766175270081,1.966021955013275e-05,0.522102952003479,0.0,0.00012204301310703158,473.27071595191956,-0.06506466865539551
1763260564.7944386,,297923,,500.0,3141,,500.0,,,,,,474.5057165622711,
1763260565.0332458,0.003587803803384304,298112,0.00011023040860891342,,3143,669.0,,-0.0006489679217338562,0.0004923855885863304,0.5309725999832153,0.0,0.00012119815801270306,474.7445237636566,-0.15328025817871094
1763260565.3264043,,298423,,500.0,3146,,500.0,,,,,,475.0376822948456,
1763260566.9458807,,299923,,500.0,3161,,500.0,,,,,,476.65715861320496,
1763260567.8941252,,300923,,500.0,3170,,500.0,,,,,,477.60540318489075,
1763260569.3074522,0.00024317324277944863,302208,0.0004605315625667572,,3183,671.0,,-0.002081163227558136,-0.001600600779056549,0.5934438705444336,0.0,0.00011874039773829281,479.0187301635742,-0.1396479606628418
1763260569.797501,0.00026439642533659935,302720,0.000298473984003067,,3188,672.0,,-0.004167433828115463,-0.010144058614969254,0.5073482990264893,0.0,0.00011843317770399153,479.5087790489197,-0.1654071807861328
1763260572.827803,0.002595050958916545,305664,3.926269710063934e-05,,3217,674.0,,0.0013243593275547028,0.0032194796949625015,0.5374453067779541,0.0,0.00011666666978271678,482.5390808582306,0.26472991704940796
1763260573.5308657,,306423,,500.0,3224,,500.0,,,,,,483.24214363098145,
1763260575.8414078,0.0003586391394492239,308736,0.00013287179172039032,,3247,676.0,,0.0012241154909133911,0.0027692746371030807,0.5662712454795837,0.0,0.0001148233495769091,485.55268573760986,-0.030258536338806152
1763260576.104777,419.7236328125,308992,4.366319626569748e-05,,3250,676.0,,0.00017263740301132202,0.0020302655175328255,0.49555426836013794,0.0,0.00011466973955975845,485.816055059433,-8.499622344970703e-05
1763260576.3260298,0.0002044331340584904,309248,0.00029869750142097473,,3252,676.0,,0.0010339915752410889,0.0009193997830152512,0.5881268382072449,0.0,0.00011451612954260781,486.0373077392578,-0.04053938388824463
1763260576.55086,386.73321533203125,309504,2.8135254979133606e-06,,3255,677.0,,0.0003613382577896118,0.00024655740708112717,0.5565568208694458,0.0,0.00011436251952545717,486.26213788986206,-1.1920928955078125e-06
1763260576.8976157,,309923,,500.0,3259,,500.0,,,,,,486.6088936328888,
1763260578.186043,0.00015153065032791346,311296,0.00023027975112199783,,3272,678.0,,0.00010306388139724731,0.0011227568611502647,0.6028652787208557,0.0,0.00011328724940540269,487.89732098579407,-0.11766397953033447
1763260578.4103045,0.0036240876652300358,311552,1.9618310034275055e-05,,3275,678.0,,0.0009262040257453918,-0.0011076433584094048,0.5763139128684998,0.0,0.00011313363938825205,488.12158250808716,-0.035505056381225586
1763260578.5209036,0.0003411186917219311,311680,0.0008920440450310707,,3276,678.0,,-0.003992136567831039,-0.00865089986473322,0.540662944316864,0.0,0.00011305683437967673,488.23218154907227,0.014735817909240723
1763260580.3811498,0.00021168618695810437,313728,0.0004232339560985565,,3296,680.0,,-0.008186087012290955,-0.005690695717930794,0.5824189186096191,0.0,0.0001118279542424716,490.0924277305603,0.0196073055267334
1763260580.6042137,634.677001953125,313984,0.00025026779621839523,,3299,680.0,,-0.001104382798075676,-0.004228577949106693,0.558944582939148,0.0,0.00011167434422532097,490.31549167633057,3.5881996154785156e-05
1763260583.8476057,229.09315490722656,317568,0.00020637363195419312,,3338,683.0,,-0.003760509192943573,0.005173590034246445,0.5594118237495422,0.0,0.00010952381126116961,493.5588836669922,0.0006064772605895996
1763260585.00163,225.82550048828125,318848,6.372667849063873e-05,,3351,684.0,,-0.0007004477083683014,-0.0012439880520105362,0.620101809501648,0.0,0.00010875576117541641,494.7129080295563,0.0014354586601257324
