losses/old_approx_kl,losses/value_loss,charts/episodic_length,charts/learning_rate,charts/SPS,losses/policy_loss,losses/explained_variance,_timestamp,global_step,charts/episodic_return,_runtime,_step,losses/entropy,losses/approx_kl,losses/clipfrac
-0.0012410413473844528,0.00015577016165480018,,0.00012112135300412774,668.0,-0.0027141012251377106,-0.17499065399169922,1763260565.6742613,298240,,475.3881072998047,3127,0.5575835108757019,3.528781235218048e-05,0.0
0.0009316094219684601,348.9827880859375,,0.00012104454799555242,668.0,0.0010212687775492668,0.00011599063873291016,1763260565.8381457,298368,,475.5519917011261,3129,0.5910382866859436,3.223493695259094e-05,0.0
-0.00012152642011642456,0.0039640734903514385,,0.00012035330291837454,669.0,-0.005067666992545128,0.033101439476013184,1763260567.0734432,299520,,476.78728914260864,3141,0.577094554901123,0.0002427324652671814,0.0
0.0006607221439480782,185.55946350097656,,0.00012027649790979922,669.0,0.008810661733150482,0.0002562403678894043,1763260567.2063463,299648,,476.9201922416687,3143,0.6074618101119995,0.0002464326098561287,0.0
-0.0016352273523807526,485.95220947265625,,0.00012012288789264858,669.0,0.0001503489911556244,0.0009897351264953613,1763260567.4716964,299904,,477.185542345047,3146,0.5431281924247742,5.446374416351318e-06,0.0
0.02246973104774952,0.0002828811702784151,,0.00011920122778974473,670.0,-0.013749353587627411,0.10570377111434937,1763260569.0701058,301440,,478.7839517593384,3161,0.5471404790878296,0.0013484349474310875,0.0
-9.001605212688446e-05,0.0034302242565900087,,0.00011866359272971749,671.0,-0.00022718682885169983,-0.027680277824401855,1763260569.951224,302336,,479.6650700569153,3170,0.5553191304206848,1.2256205081939697e-06,0.0
,,500.0,,,,,1763260571.2405124,303676,500.0,480.9543583393097,3183,,,
,,500.0,,,,,1763260571.7506404,304176,500.0,481.4644863605499,3188,,,
0.0021235616877675056,382.40740966796875,,0.00011574500967981294,674.0,-0.00026911497116088867,-7.700920104980469e-05,1763260574.7444806,307200,,484.45832657814026,3217,0.52361661195755,0.00010286364704370499,0.0
