losses/entropy,_step,_timestamp,charts/episodic_length,losses/policy_loss,losses/old_approx_kl,charts/episodic_return,losses/approx_kl,losses/value_loss,_runtime,global_step,losses/clipfrac,charts/learning_rate,losses/explained_variance,charts/SPS
0.5957810878753662,490,1763260131.691796,,-0.00036720186471939087,-0.0028033582493662834,,0.00012609641999006271,298.0614013671875,53.78647017478943,28416,0.0,0.0002830261073540896,-2.384185791015625e-05,1024.0
0.5941882133483887,504,1763260132.962122,,0.0011356174945831299,0.0021335911005735397,,1.6769394278526306e-05,272.51934814453125,55.056796073913574,29696,0.0,0.0002822580572683364,-0.0027741193771362305,1023.0
0.5684088468551636,515,1763260134.2808216,,-0.006572335958480835,0.0005939062684774399,,0.00011501088738441467,103.48957824707031,56.37549567222595,30720,0.0,0.00028164361719973385,0.673897922039032,1012.0
,530,1763260135.6329606,190.0,,,190.0,,,57.72763466835022,32062,,,,
0.5264472961425781,539,1763260136.4215033,,0.005290459841489792,-0.0012844614684581757,,0.0002940278500318527,191.1572723388672,58.51617741584778,32896,0.0,0.0002803379320539534,-0.014855384826660156,1012.0
,547,1763260137.0170984,293.0,,,293.0,,,59.111772537231445,33659,,,,
0.5252659320831299,555,1763260137.7813568,,0.002882137894630432,-0.0009954199194908142,,0.0008842647075653076,138.6372528076172,59.876030921936035,34432,0.0,0.00027941627195104957,0.029739439487457275,1017.0
,559,1763260138.0151038,237.0,,,237.0,,,60.10977792739868,34714,,,,
0.5292613506317139,568,1763260138.8173406,,-0.002126947045326233,0.004338687285780907,,0.0001207347959280014,148.65773010253906,60.9120147228241,35584,0.0,0.0002787250268738717,0.07041603326797485,1020.0
0.567447304725647,595,1763260140.9889832,,-0.010209687054157257,0.01871996372938156,,0.005964969284832478,64.813720703125,63.08365726470947,38016,0.01953125,0.0002772657317109406,0.554491400718689,1026.0
0.5931999683380127,612,1763260142.349371,,-7.683411240577698e-07,-0.00039942655712366104,,4.2924657464027405e-06,91.29158782958984,64.4440450668335,39552,0.0,0.00027634407160803676,0.013782918453216553,1029.0
0.6106002926826477,614,1763260142.5677955,,-0.0163680762052536,0.01935836672782898,,0.002497198060154915,25.2539005279541,64.66246962547302,39808,0.0,0.00027619049069471657,0.8408433198928833,1030.0
,630,1763260143.7735014,391.0,,,391.0,,,65.8681755065918,41186,,,,
0.5564690828323364,636,1763260144.294454,,0.00029434263706207275,0.003154851496219635,,6.394088268280029e-05,668.83251953125,66.3891282081604,41728,0.0,0.00027503841556608677,0.01579415798187256,1034.0
,640,1763260144.628196,440.0,,,440.0,,,66.72287011146545,42126,,,,
0.5229924321174622,650,1763260145.524385,,-0.00040934234857559204,0.0025083404034376144,,2.677924931049347e-05,67.16505432128906,67.61905908584595,43136,0.0,0.00027419356047175825,-7.736682891845703e-05,1037.0
,664,1763260146.6862297,216.0,,,216.0,,,68.78090381622314,44531,,,,
0.5708542466163635,684,1763260148.4735737,,-0.0008841734379529953,-0.0007774718105792999,,7.84359872341156e-06,47.048919677734375,70.56824779510498,46464,0.0,0.0002721966302487999,0.0028519630432128906,1043.0
,689,1763260148.841381,340.0,,,340.0,,,70.93605518341064,46968,,,,
0.5399389266967773,698,1763260149.5987499,,-0.002251123543828726,0.001610971987247467,,0.0003253631293773651,23.329133987426758,71.69342398643494,47744,0.0,0.0002714285801630467,0.49357128143310547,1045.0
,702,1763260149.8334768,257.0,,,257.0,,,71.92815089225769,48037,,,,
0.5418092012405396,707,1763260150.2890027,,-0.005262821912765503,0.004675333388149738,,0.00031811464577913284,13.934200286865234,72.38367676734924,48512,0.0,0.0002709677501115948,0.8013761639595032,1046.0
0.5706658363342285,729,1763260151.9759088,,0.006176050752401352,-0.0006251093000173569,,3.2840296626091003e-05,51.894859313964844,74.0705828666687,50432,0.0,0.000269815674982965,0.7057061195373535,1049.0
0.5881069898605347,757,1763260154.4576693,,-0.004749707877635956,0.010152142494916916,,0.00038525834679603577,86.09786224365234,76.55234336853027,52992,0.0,0.0002682795748114586,-3.037130355834961,1049.0
,762,1763260154.8230357,288.0,,,288.0,,,76.9177098274231,53474,,,,
,767,1763260155.2892015,500.0,,,500.0,,,77.38387560844421,53974,,,,
0.5640914440155029,775,1763260155.9265487,,0.002821795642375946,0.005453531630337238,,0.0006946297362446785,37.94981002807617,78.02122282981873,54656,0.0,0.0002672811096999794,-0.6137740612030029,1051.0
0.5729852914810181,788,1763260157.0747385,,0.00018315017223358154,-0.00209635216742754,,2.4770386517047882e-05,24.525768280029297,79.16941261291504,55936,0.0,0.0002665130596142262,0.11793595552444458,1052.0
0.5779019594192505,797,1763260157.7769597,,-0.0038451626896858215,-0.004727582447230816,,0.00010597240179777145,19.56890106201172,79.87163376808167,56704,0.0,0.0002660522295627743,0.2920231223106384,1053.0
0.5637662410736084,806,1763260158.5909407,,-0.0034383684396743774,0.0004920344799757004,,0.00036924704909324646,17.172893524169922,80.68561482429504,57600,0.0,0.00026551459450274706,-0.14486026763916016,1054.0
,815,1763260159.2897353,343.0,,,343.0,,,81.38440942764282,58467,,,,
0.6122848987579346,863,1763260163.2755077,,-0.014592155814170837,0.00861030537635088,,0.0015208283439278603,1063.9757080078125,85.37018179893494,62848,0.0,0.00026236558915115893,0.00333404541015625,1059.0
,872,1763260164.100112,500.0,,,500.0,,,86.19478607177734,63808,,,,
0.5013027787208557,876,1763260164.5203145,,-0.0012708306312561035,0.0008795568719506264,,0.00044321734458208084,4.934076309204102,86.61498856544495,64256,0.0,0.0002615207340568304,0.1431887149810791,1060.0
0.4992002844810486,922,1763260168.523424,,-0.002112850546836853,0.0025111958384513855,,5.413219332695007e-05,1313.5257568359375,90.61809802055359,68736,0.0,0.0002588325587566942,-0.012022972106933594,1064.0
0.4707978367805481,930,1763260169.2220235,,-0.01389927975833416,-0.003695662133395672,,0.003754616715013981,1154.90625,91.31669759750366,69504,0.00390625,0.0002583717287052423,0.04764527082443237,1064.0
0.5676759481430054,938,1763260169.9187906,,0.0008334517478942871,-0.012036758475005627,,0.000542360357940197,1594.2449951171875,92.01346468925476,70272,0.0,0.00025791089865379035,0.0031461119651794434,1065.0
,941,1763260170.1720881,367.0,,,367.0,,,92.26676225662231,70622,,,,
0.5089525580406189,942,1763260170.2516444,,0.0001540379598736763,-0.02228035405278206,,0.0024966755881905556,1200.5531005859375,92.34631848335266,70656,0.001953125,0.0002576804836280644,0.20112359523773193,1065.0
0.5677879452705383,948,1763260170.6990972,,0.002427421510219574,0.0007702391594648361,,0.00017572566866874695,1125.923828125,92.79377126693726,71168,0.0,0.0002573732635937631,0.10362637042999268,1066.0
0.5407371520996094,974,1763260173.0094893,,-0.011575046926736832,-0.004788152873516083,,0.0033499691635370255,0.024758638814091682,95.10416340827942,73728,0.00390625,0.0002558371634222567,0.6154886484146118,1067.0
0.5625213980674744,980,1763260173.4625254,,0.00011750496923923492,0.0005997242406010628,,5.991850048303604e-05,1048.52587890625,95.55719947814941,74240,0.0,0.00025552994338795543,0.061388611793518066,1067.0
0.5750716328620911,985,1763260173.9015882,,0.010610412806272507,0.006404263898730278,,0.0008666403591632843,630.849609375,95.99626231193542,74752,0.0,0.00025522272335365415,0.004076719284057617,1068.0
0.49681299924850464,995,1763260174.8151832,,-0.010151160880923271,-0.012784717604517937,,0.001980213448405266,148.9774627685547,96.9098572731018,75776,0.00390625,0.0002546082832850516,0.01572507619857788,1069.0
0.49804627895355225,997,1763260175.0619414,,-0.032601431012153625,-0.010930993594229221,,0.003305681049823761,2.607117176055908,97.15661549568176,76032,0.0,0.00025445467326790094,-7528.8583984375,1069.0
0.43468326330184937,1015,1763260176.643955,,-0.0035038981586694717,-0.0001572566106915474,,0.0009378651157021523,0.012472780421376228,98.73862910270691,77824,0.0,0.00025337940314784646,-11.169384956359863,1070.0
0.3926411271095276,1020,1763260177.109045,,-0.008261255919933319,-0.0003002248704433441,,0.0003057364374399185,0.010168155655264854,99.20371913909912,78336,0.0,0.0002530721831135452,-4.9341607093811035,1070.0
0.39142167568206787,1031,1763260178.130762,,-0.009383723139762878,-0.021059075370430946,,0.00499340333044529,0.0008339141495525837,100.22543621063232,79488,0.0078125,0.0002523809380363673,-2.444885015487671,1071.0
0.42418554425239563,1050,1763260179.8288715,,-0.007252104580402374,0.016445225104689598,,0.003231157548725605,0.002354744356125593,101.92354559898376,81408,0.029296875,0.00025122889201156795,-0.44353580474853516,1072.0
0.46119239926338196,1053,1763260180.05014,,-0.0023085176944732666,-0.018975066021084785,,0.0023976145312190056,1562.2481689453125,102.14481401443481,81664,0.00390625,0.0002510752819944173,0.0001112222671508789,1073.0
0.4560726284980774,1058,1763260180.5298357,,0.006719697266817093,0.001205911859869957,,0.0008575860410928726,2060.294921875,102.62450981140137,82176,0.0,0.00025076806196011603,0.0015453696250915527,1073.0
0.4529134929180145,1083,1763260182.7979593,,0.014746535569429398,-0.003422272391617298,,0.0016060704365372658,1343.0361328125,104.89263343811035,84736,0.0,0.0002492319617886096,0.00023233890533447266,1074.0
0.5426877737045288,1091,1763260183.600218,,-0.004481784999370575,0.0008571324869990349,,0.0009803613647818565,0.0012163269566372037,105.69489216804504,85632,0.0,0.0002486943267285824,-5.505489826202393,1075.0
,1106,1763260184.884251,500.0,,,500.0,,,106.9789252281189,87150,,,,
0.4396575689315796,1118,1763260185.9850419,,-0.02117038518190384,-0.003781704232096672,,0.0019343551248311996,0.006454748567193747,108.07971596717834,88320,0.0078125,0.00024708142154850066,-0.27049803733825684,1076.0
0.4960802495479584,1125,1763260186.6941497,,-0.01352742314338684,-0.005455097183585167,,0.001261141151189804,0.00018117325089406222,108.78882384300232,89088,0.0,0.00024662059149704874,-0.46182751655578613,1076.0
0.3810229003429413,1133,1763260187.3558693,,-0.006953231990337372,-0.00035654474049806595,,0.0005075139924883842,0.008258726447820663,109.45054340362549,89856,0.0,0.0002461597614455968,-0.0744943618774414,1077.0
0.39761877059936523,1145,1763260188.5179043,,-0.014546215534210205,0.00785402674227953,,0.001807614229619503,0.0011566674802452326,110.61257839202881,91136,0.0,0.0002453917113598436,-13.262871742248535,1077.0
0.38829928636550903,1164,1763260190.2071521,,-0.001962706446647644,0.001918368972837925,,0.00026304181665182114,0.0002711250854190439,112.3018262386322,93056,0.0,0.0002442396362312138,-3.8891706466674805,1078.0
,1165,1763260190.2381384,500.0,,,500.0,,,112.33281254768372,93150,,,,
0.3497108519077301,1172,1763260190.9083388,,-0.00014824047684669495,-0.0008493056520819664,,0.00022177305072546005,0.004977304954081774,113.0030128955841,93824,0.0,0.0002437788061797619,-0.0064923763275146484,1078.0
0.45146897435188293,1181,1763260191.7133145,,-0.0013418495655059814,-0.0007827533408999443,,0.00017182808369398117,1489.66455078125,113.80798864364624,94720,0.0,0.00024324117111973464,0.00026232004165649414,1079.0
0.4774276614189148,1186,1763260192.153817,,0.002454720437526703,-0.0026417775079607964,,6.287824362516403e-05,901.3619384765625,114.24849104881287,95232,0.0,0.00024293395108543336,0.0005363225936889648,1079.0
0.4612460732460022,1197,1763260193.1821105,,0.0008039716631174088,-0.0007466981187462807,,4.30988147854805e-05,0.0018760227831080556,115.276784658432,96384,0.0,0.00024224270600825548,0.03035503625869751,1080.0
0.35141128301620483,1213,1763260194.6439085,,0.012693222612142563,-0.006730465218424797,,0.0009698085486888885,0.00010584617120912299,116.73858261108398,98048,0.0,0.00024124424089677632,0.013443231582641602,1081.0
0.36874812841415405,1215,1763260194.7816024,,-0.0019210055470466614,0.006450239568948746,,0.0002364087849855423,1993.800537109375,116.87627649307251,98176,0.0,0.000241167435888201,0.0004943013191223145,1080.0
0.3745051324367523,1226,1763260195.8045514,,-0.008059941232204437,-0.006438476033508778,,0.001668914221227169,0.009181189350783825,117.89922547340393,99328,0.0,0.00024047619081102312,-0.4210914373397827,1081.0
0.37380510568618774,1230,1763260196.1447508,,-0.001128077507019043,0.0003609992563724518,,8.217617869377136e-05,1164.018310546875,118.23942494392395,99712,0.0,0.00024024577578529716,0.0005214810371398926,1081.0
,1234,1763260196.4942758,500.0,,,500.0,,,118.58894991874695,100150,,,,
0.38379937410354614,1245,1763260197.5027053,,-0.0033864639699459076,0.013840459287166595,,0.00046692416071891785,700.970947265625,119.59737944602966,101248,0.0,0.0002393241156823933,-5.233287811279297e-05,1082.0
,1254,1763260198.3515985,500.0,,,500.0,,,120.44627261161804,102150,,,,
0.31019192934036255,1271,1763260199.925255,,-0.012291783466935158,-0.008697373792529106,,0.0006206352263689041,0.0012156424345448613,122.01992917060852,103936,0.00390625,0.0002377112105023116,0.517588198184967,1082.0
0.34120869636535645,1299,1763260202.454403,,0.0008723810315132141,-0.0009547770023345947,,1.734122633934021e-05,946.1746215820312,124.54907703399658,106752,0.0,0.00023602150031365454,0.0032851099967956543,1083.0
0.3360191881656647,1339,1763260206.0800953,,-0.013603601604700089,0.009240483865141869,,0.000665733590722084,0.005002524238079786,128.1747694015503,110848,0.0,0.00023356375459115952,0.11238282918930054,1085.0
0.3002080023288727,1340,1763260206.1902504,,-0.004714682698249817,0.008268826641142368,,0.0007812017574906349,0.0018941055750474334,128.2849245071411,110976,0.0,0.0002334869495825842,-0.16208863258361816,1085.0
0.39499667286872864,1349,1763260206.9967756,,-0.0018105804920196533,0.011509310454130173,,0.0007695183157920837,0.004158591385930777,129.09144973754883,111872,0.0,0.00023294931452255696,0.17350608110427856,1085.0
0.3708743155002594,1363,1763260208.2498534,,-0.002268001437187195,-2.8586946427822113e-05,,0.00014602486044168472,0.006445860490202904,130.34452748298645,113280,0.0,0.00023210445942822844,0.0030763745307922363,1086.0
0.31641557812690735,1365,1763260208.5019593,,-0.0059206523001194,0.0013633565977215767,,0.0011950815096497536,0.00027613097336143255,130.59663343429565,113536,0.0,0.0002319508494110778,-0.007959246635437012,1085.0
0.39374086260795593,1370,1763260208.9441123,,-0.009277895092964172,0.017807718366384506,,0.003214615397155285,0.00021498702699318528,131.0387864112854,114048,0.0,0.00023164362937677652,0.05079483985900879,1086.0
0.3582862317562103,1380,1763260209.8605819,,-0.004791237413883209,-0.045193467289209366,,0.011124195531010628,0.00012021556904073805,131.95525598526,115072,0.04296875,0.00023102918930817395,-0.25027358531951904,1086.0
,1381,1763260209.8870385,500.0,,,500.0,,,131.98171257972717,115150,,,,
0.21788710355758667,1388,1763260210.5488756,,-0.008251320570707321,-0.002856394276022911,,0.0005611106753349304,0.008463393896818161,132.64354968070984,115840,0.0,0.00023056835925672203,-0.17698752880096436,1086.0
0.2948378622531891,1395,1763260211.220212,,-0.009334629401564598,-0.00538672786206007,,0.003370448015630245,0.00021578921587206423,133.31488609313965,116608,0.021484375,0.0002301075292052701,0.4240267276763916,1086.0
0.30686649680137634,1399,1763260211.5672429,,-0.01773516833782196,0.00068631861358881,,0.001443588174879551,0.0014306862140074372,133.66191697120667,116992,0.00390625,0.00022987711417954415,0.029440879821777344,1087.0
0.32627934217453003,1405,1763260212.1353128,,-0.014050506055355072,-0.0065546901896595955,,0.0011652735993266106,0.00018487352645024657,134.22998690605164,117632,0.0,0.00022949308913666755,0.14080840349197388,1087.0
0.36882472038269043,1432,1763260214.5220628,,-0.0012760572135448456,-0.006396896205842495,,0.0002194950357079506,0.008548486046493053,136.6167368888855,120320,0.0,0.00022788018395658582,-0.08852636814117432,1088.0
0.3707573115825653,1433,1763260214.6310868,,0.00106126070022583,0.005156965926289558,,0.0006779339164495468,0.0023420893121510744,136.72576093673706,120448,0.0,0.0002278033789480105,-0.11928629875183105,1088.0
,1455,1763260216.5770946,500.0,,,500.0,,,138.67176866531372,122650,,,,
0.3858691155910492,1456,1763260216.677939,,0.012100409716367722,0.0038710450753569603,,0.0009029405191540718,754.5000610351562,138.77261304855347,122752,0.0,0.00022642088879365474,-0.00015175342559814453,1088.0
0.39517301321029663,1457,1763260216.8134792,,-2.6538968086242676e-05,0.005195688456296921,,0.0012157578021287918,0.0089483093470335,138.90815329551697,122880,0.0,0.00022634408378507942,0.08210843801498413,1088.0
0.4610987603664398,1514,1763260221.915335,,-0.0009367335587739944,0.006955264136195183,,0.0002780742943286896,884.4758911132812,144.01000905036926,128640,0.0,0.00022288785839919,-3.3020973205566406e-05,1090.0
0.3920331597328186,1521,1763260222.6135573,,0.007078982889652252,0.004628786817193031,,0.00037195906043052673,0.00039378443034365773,144.7082314491272,129408,0.0,0.0002224270283477381,0.02400749921798706,1090.0
0.37626615166664124,1525,1763260222.9447644,,0.011210553348064423,0.012960901483893394,,0.007123300805687904,0.0018089000368490815,145.03943848609924,129792,0.017578125,0.00022219661332201213,-0.021185874938964844,1090.0
,1527,1763260223.0939488,420.0,,,420.0,,,145.18862295150757,129947,,,,
0.39025893807411194,1529,1763260223.3060074,,0.02885662019252777,-0.008346738293766975,,0.0037831515073776245,0.002906119916588068,145.4006814956665,130176,0.01171875,0.0002219662128482014,-1.0925076007843018,1090.0
,1534,1763260223.6508944,330.0,,,330.0,,,145.74556851387024,130590,,,,
0.3768173158168793,1536,1763260223.8600428,,-0.0026277191936969757,0.003968598321080208,,0.00017090514302253723,0.012487836182117462,145.95471692085266,130816,0.0,0.0002215821878053248,-0.1572633981704712,1090.0
,1543,1763260224.482576,475.0,,,475.0,,,146.5772500038147,131565,,,,
0.3943103849887848,1545,1763260224.6687682,,-0.00564078614115715,-0.007128380239009857,,0.0005435384809970856,0.014506845735013485,146.76344227790833,131712,0.0,0.00022104455274529755,0.04253453016281128,1091.0
0.3983987867832184,1546,1763260224.7786944,,-0.010322390124201775,-0.008669829927384853,,0.002261177636682987,0.008070820942521095,146.8733685016632,131840,0.009765625,0.00022096774773672223,-0.04159188270568848,1091.0
,1558,1763260225.8111265,457.0,,,457.0,,,147.9058005809784,133017,,,,
0.4300774335861206,1559,1763260225.912801,,-0.001831037923693657,-0.0012451885268092155,,6.061699241399765e-05,877.2117309570312,148.00747513771057,133120,0.0,0.00022019969765096903,0.05559581518173218,1091.0
0.3596043586730957,1563,1763260226.2776651,,-0.005112968385219574,0.0011891275644302368,,0.0001202411949634552,0.034278783947229385,148.37233924865723,133504,0.0,0.00021996928262524307,-1.8663604259490967,1091.0
0.3553038239479065,1566,1763260226.4989994,,-0.00044777244329452515,-0.0029741618782281876,,0.00012897886335849762,673.7520751953125,148.5936734676361,133760,0.0,0.00021981567260809243,0.03493291139602661,1091.0
0.3473401963710785,1588,1763260228.4460726,,-0.004051310941576958,0.004972160793840885,,0.000330544076859951,788.009033203125,150.54074668884277,135936,0.0,0.00021850998746231198,0.10013532638549805,1091.0
0.3845115005970001,1589,1763260228.556146,,-0.002374298870563507,-0.023450691252946854,,0.0012892642989754677,0.003311553504317999,150.65082001686096,136064,0.0,0.00021843318245373666,-0.10374248027801514,1091.0
,1597,1763260229.2486124,500.0,,,500.0,,,151.34328651428223,136849,,,,
0.44257861375808716,1607,1763260230.1299636,,-0.0035776114091277122,-0.0016264840960502625,,0.00046213530004024506,1471.5220947265625,152.2246377468109,137856,0.0,0.00021735791233368218,0.00012052059173583984,1092.0
0.3206751346588135,1609,1763260230.3843994,,0.005473338067531586,-0.008253298699855804,,0.0005382150411605835,0.0008925599395297468,152.4790735244751,138112,0.001953125,0.00021720430231653154,-0.029697895050048828,1092.0
0.34716796875,1610,1763260230.4940224,,-0.006574021652340889,0.0014959713444113731,,0.00025567691773176193,0.00044090449227951467,152.58869647979736,138240,0.0,0.00021712749730795622,-1.4323298931121826,1092.0
0.448944628238678,1612,1763260230.6065464,,-0.002173379063606262,0.0050259847193956375,,5.135685205459595e-05,1858.7373046875,152.70122051239014,138368,0.0,0.0002170506922993809,-0.00025665760040283203,1092.0
,1626,1763260231.8699968,500.0,,,500.0,,,153.96467089653015,139849,,,,
0.34349000453948975,1638,1763260232.9831085,,0.0025228336453437805,0.00445949099957943,,0.00015557929873466492,0.006511862389743328,155.0777826309204,141056,0.0,0.00021543778711929917,0.47609788179397583,1093.0
0.42686977982521057,1687,1763260237.4542668,,0.003831770271062851,0.009332457557320595,,0.0007269773632287979,0.007493813056498766,159.54894089698792,146048,0.0,0.00021244239178486168,-1.0295031070709229,1093.0
0.44675615429878235,1732,1763260241.5503263,,-0.00477122887969017,-0.0016311164945363998,,0.00013822875916957855,0.001289909821934998,163.64500045776367,150656,0.0,0.00020967742602806538,-0.050773024559020996,1094.0
0.44232088327407837,1745,1763260242.687093,,0.0003347471356391907,-0.0026317546144127846,,0.0003510667011141777,1327.83740234375,164.78176712989807,151936,0.0,0.00020890937594231218,0.00011175870895385742,1095.0
0.45662564039230347,1753,1763260243.4915757,,-0.007135588675737381,0.0031730858609080315,,0.00146480742841959,0.0003193707962054759,165.58624982833862,152832,0.0,0.00020837174088228494,-1.1845881938934326,1095.0
,1754,1763260243.4982402,500.0,,,500.0,,,165.59291434288025,152849,,,,
0.37771978974342346,1765,1763260244.5108898,,-0.00035243481397628784,0.002737966366112232,,0.0005852589383721352,0.00913037545979023,166.60556387901306,153984,0.0,0.00020768049580510706,-0.2498098611831665,1095.0
,1768,1763260244.7630367,500.0,,,500.0,,,166.85771083831787,154349,,,,
0.4718872308731079,1777,1763260245.6406066,,-0.015807075425982475,0.007571447640657425,,0.0017755012959241867,0.0005166828632354736,167.735280752182,155264,0.001953125,0.00020691244571935385,-1.0895867347717285,1095.0
