global_step,_step,losses/approx_kl,losses/explained_variance,losses/clipfrac,_timestamp,losses/value_loss,losses/policy_loss,charts/SPS,_runtime,charts/episodic_length,charts/learning_rate,charts/episodic_return,losses/old_approx_kl,losses/entropy
157312,1945,0.000658850185573101,0.005776882171630859,0.0,1763260247.511967,2745.5654296875,0.004943232983350754,1095.0,169.59361386299133,,0.00020568356558214873,,-0.0055295852944254875,0.32607170939445496
158032,1959,,,,1763260248.1037984,,,,170.1854453086853,226.0,,226.0,,
159488,1973,0.0018999185413122177,-0.003033161163330078,0.0,1763260249.4827278,0.006518172100186348,-0.01969139277935028,1095.0,171.56437468528748,,0.0002043778804363683,,0.012040681205689907,0.5737314224243164
160640,1985,0.0017008688300848007,-0.0003312826156616211,0.0,1763260250.506005,870.6860961914062,-0.010274490341544151,1096.0,172.58765196800232,,0.0002036866353591904,,0.008623065426945686,0.5346090197563171
161280,1991,0.0021162014454603195,0.011126518249511719,0.0,1763260251.054086,0.017015503719449043,-0.01163800060749054,1096.0,173.13573288917542,,0.0002033026103163138,,-0.007489882409572601,0.4610965847969055
162432,2002,0.0014527086168527603,-3.6737217903137207,0.00390625,1763260252.0763717,0.000881483661942184,0.0022222399711608887,1096.0,174.15801858901978,,0.00020261136523913592,,0.012198305688798428,0.47442740201950073
162944,2007,0.002973802387714386,-1.622908353805542,0.00390625,1763260252.5558422,0.0013921355130150914,-0.013565294444561005,1096.0,174.63748908042908,,0.00020230414520483464,,-0.012774748727679253,0.46231508255004883
163840,2016,0.005045347847044468,-0.9265466928482056,0.02734375,1763260253.3237128,0.006121558137238026,-0.025419309735298157,1096.0,175.40535974502563,,0.0002017665101448074,,0.03334832936525345,0.40944838523864746
164096,2019,0.00021889712661504745,0.0008133649826049805,0.0,1763260253.5799024,1679.497802734375,-0.0033487267792224884,1096.0,175.6615493297577,,0.00020161290012765676,,-0.0002671806141734123,0.4203975796699524
164608,2024,0.00018203072249889374,0.0008894205093383789,0.0,1763260254.0201907,1629.5146484375,-0.0013490654528141022,1096.0,176.10183763504028,,0.00020130568009335548,,-0.0016463063657283783,0.4575594663619995
164992,2027,0.0014958502724766731,-1.7622826099395752,0.00390625,1763260254.348443,0.0016584178665652871,0.006362976506352425,1096.0,176.43008995056152,,0.00020107526506762952,,0.004181741736829281,0.4687374234199524
165120,2029,0.0015794718638062477,0.0007609128952026367,0.0,1763260254.4884825,569.4616088867188,-0.010215867310762405,1096.0,176.57012939453125,,0.0002009984600590542,,-0.0072948383167386055,0.4858067035675049
165632,2034,6.995350122451782e-05,0.0007780790328979492,0.0,1763260254.9332395,1155.116943359375,0.0024569593369960785,1096.0,177.01488637924194,,0.00020069124002475291,,0.005855061113834381,0.43800869584083557
166784,2045,0.002796194516122341,0.07716840505599976,0.0,1763260255.9569552,0.003538785269483924,0.004510179162025452,1097.0,178.03860211372375,,0.00019999999494757503,,0.0028091566637158394,0.5188193321228027
167424,2051,0.0009683873504400253,-1.4713001251220703,0.0,1763260256.5361845,0.0025505018420517445,-0.00552794523537159,1097.0,178.61783146858215,,0.00019961596990469843,,-0.013017594814300537,0.513722836971283
167532,2052,,,,1763260256.574,,,,178.65564680099487,500.0,,500.0,,
169344,2070,0.0006452109664678574,-0.29542219638824463,0.001953125,1763260258.2243917,0.00208137440495193,1.1416152119636536e-05,1097.0,180.30603861808777,,0.00019846389477606863,,0.0020431894809007645,0.5216121077537537
169984,2076,0.0030826861038804054,0.31227535009384155,0.00390625,1763260258.8127882,0.00037214154144749045,-0.02132675051689148,1097.0,180.89443516731262,,0.00019807988428510725,,0.012845520861446857,0.5386440753936768
171571,2093,,,,1763260260.1918495,,,,182.27349638938904,500.0,,500.0,,
171648,2094,0.0011447016149759293,0.0008985400199890137,0.001953125,1763260260.2845507,1354.1204833984375,-0.007922142744064331,1097.0,182.36619758605957,,0.0001970814191736281,,0.017949359491467476,0.4096255302429199
174071,2117,,,,1763260262.4107792,,,,184.49242615699768,500.0,,500.0,,
176512,2141,0.0018104109913110733,-0.6599441766738892,0.0,1763260264.6464267,0.0009780023247003555,-0.0051523298025131226,1098.0,186.72807359695435,,0.00019416282884776592,,0.005718739703297615,0.52536940574646
177024,2146,0.0047568269073963165,-2.323233127593994,0.029296875,1763260265.118831,0.0011798553168773651,-0.0023900195956230164,1098.0,187.20047783851624,,0.00019385560881346464,,0.01002479437738657,0.5095787048339844
177071,2147,,,,1763260265.1366966,,,,187.21834349632263,500.0,,500.0,,
177152,2148,0.00016592815518379211,0.0007221698760986328,0.0,1763260265.2315037,1245.9830322265625,0.00147145614027977,1098.0,187.31315064430237,,0.00019377880380488932,,0.00048264116048812866,0.5705065727233887
177920,2155,0.0004090322181582451,0.07546448707580566,0.0,1763260265.891396,0.0010385792702436447,-0.00245647132396698,1098.0,187.9730429649353,,0.0001933179737534374,,0.005253625102341175,0.5151623487472534
179584,2172,0.002974139526486397,1.7583370208740234e-05,0.0,1763260267.3991077,1610.70751953125,-0.011218780651688576,1098.0,189.48075461387634,,0.00019231950864195824,,0.017229275777935982,0.513577938079834
180992,2185,0.005627191625535488,-0.6939148902893066,0.01171875,1763260268.648488,0.0012444097083061934,-0.009677138179540634,1098.0,190.73013496398926,,0.00019147465354762971,,0.03519358113408089,0.5143862366676331
181632,2192,0.00025161262601614,0.002340376377105713,0.0,1763260269.2360456,1242.583251953125,0.0030276328325271606,1098.0,191.31769251823425,,0.0001910906285047531,,-0.003245721571147442,0.5210599303245544
182272,2198,0.0008256062865257263,0.043979644775390625,0.0,1763260269.7868912,0.010672379285097122,-0.0008654072880744934,1099.0,191.8685381412506,,0.0001907066034618765,,0.00828365609049797,0.5290738940238953
182400,2199,0.007286631502211094,-0.2302004098892212,0.009765625,1763260269.8958247,0.002119242213666439,-0.017478719353675842,1099.0,191.97747159004211,,0.0001906297984533012,,-0.009588080458343029,0.5419164896011353
183571,2211,,,,1763260270.9313262,,,,193.01297307014465,500.0,,500.0,,
183936,2214,0.0002473527565598488,0.34135115146636963,0.0,1763260271.285117,0.0016024323413148522,0.001392129808664322,1099.0,193.36676383018494,,0.00018970813835039735,,-0.0012047579512000084,0.5072824954986572
184571,2220,,,,1763260271.763447,,,,193.8450939655304,500.0,,500.0,,
184832,2223,0.00784208532422781,0.08221524953842163,0.03125,1763260272.0502977,0.0031775503885000944,0.007608532905578613,1099.0,194.13194465637207,,0.0001891705032903701,,0.030122356489300728,0.43637120723724365
185071,2225,,,,1763260272.1972487,,,,194.27889561653137,500.0,,500.0,,
185088,2226,0.0005034133791923523,0.002505481243133545,0.0,1763260272.303985,2005.013671875,0.007123085670173168,1099.0,194.38563203811646,,0.00018901689327321947,,-0.0006765406578779221,0.4523935914039612
185216,2227,0.0057589029893279076,0.4179207682609558,0.009765625,1763260272.4134874,0.008889992721378803,-0.008970867842435837,1099.0,194.4951343536377,,0.00018894008826464415,,-0.020233850926160812,0.5602606534957886
185600,2231,0.00040590018033981323,0.0013687610626220703,0.0,1763260272.7444053,1560.931640625,-0.002741624601185322,1099.0,194.8260521888733,,0.00018870967323891819,,0.006464645266532898,0.4788362979888916
186071,2235,,,,1763260273.1028821,,,,195.18452906608582,500.0,,500.0,,
186624,2241,0.0008317511528730392,0.0014320015907287598,0.0,1763260273.6539154,1730.79443359375,0.011712826788425446,1099.0,195.73556232452393,,0.00018809523317031562,,0.003297809511423111,0.5001594424247742
187392,2248,0.005751412361860275,0.005851387977600098,0.0078125,1763260274.3418715,0.0025661850813776255,-0.01226973906159401,1099.0,196.42351841926575,,0.0001876344031188637,,0.008628536947071552,0.525839626789093
187571,2250,,,,1763260274.4725118,,,,196.55415868759155,500.0,,500.0,,
187904,2253,0.0015992671251296997,-0.094779372215271,0.00390625,1763260274.7849824,0.0024437590036541224,-0.0018413886427879333,1099.0,196.86662936210632,,0.00018732718308456242,,-0.006599979475140572,0.5733138918876648
189824,2272,0.0014341231435537338,-0.016444802284240723,0.001953125,1763260276.5070844,0.0043955654837191105,-0.01562933251261711,1100.0,198.5887312889099,,0.00018617510795593262,,0.0029432568699121475,0.49080929160118103
190592,2280,0.0013746963813900948,-8.666515350341797e-05,0.0,1763260277.1712966,1751.8572998046875,-0.008123435080051422,1100.0,199.2529435157776,,0.00018571429245639592,,-0.015734396874904633,0.4959476590156555
192128,2295,0.0009698113426566124,0.0004559159278869629,0.0,1763260278.5675225,1234.0699462890625,-0.004379507154226303,1100.0,200.64916944503784,,0.00018479263235349208,,0.005601259879767895,0.5354512929916382
192512,2298,0.0006664078682661057,0.09492671489715576,0.0,1763260278.8981326,0.00065363704925403,0.00724371150135994,1100.0,200.97977948188782,,0.00018456221732776612,,-0.0014689527451992035,0.49256834387779236
193536,2310,0.0013148551806807518,0.18790322542190552,0.0,1763260279.8185456,0.023565977811813354,-0.004762329161167145,1100.0,201.90019249916077,,0.00018394777725916356,,0.008907555602490902,0.5493643879890442
193792,2312,0.0009920783340930939,-0.3044646978378296,0.0,1763260280.0383527,0.004399565048515797,-0.004982307553291321,1100.0,202.1199996471405,,0.00018379416724201292,,-0.010345950722694397,0.4797089397907257
194304,2318,0.0019695553928613663,0.5208378434181213,0.0,1763260280.508773,0.017355069518089294,-0.015463374555110931,1100.0,202.5904200077057,,0.00018348694720771164,,0.02065684273838997,0.5310592651367188
194688,2322,0.0004104543477296829,0.0019322037696838379,0.0,1763260280.8481717,1498.6209716796875,-0.008376050740480423,1100.0,202.9298186302185,,0.00018325653218198568,,-0.003471625968813896,0.5335931777954102
194944,2324,0.00043422821909189224,0.05406665802001953,0.0,1763260281.06911,0.0021225912496447563,0.009251028299331665,1100.0,203.1507568359375,,0.00018310292216483504,,-0.007525303401052952,0.50246262550354
195456,2329,0.0032711178064346313,0.05055922269821167,0.00390625,1763260281.5360165,0.003248761873692274,0.01502935215830803,1100.0,203.6176633834839,,0.00018279570213053375,,0.022156352177262306,0.3687344491481781
196480,2339,0.0013532061129808426,0.0980454683303833,0.0,1763260282.4293473,0.001592734595760703,-0.00023085810244083405,1100.0,204.5109941959381,,0.0001821812620619312,,0.01073274202644825,0.5719745755195618
196864,2343,0.00025146640837192535,0.029323160648345947,0.0,1763260282.794564,0.00805685669183731,0.003022804856300354,1100.0,204.87621092796326,,0.00018195084703620523,,0.004860753193497658,0.5197258591651917
197376,2348,0.000212191604077816,0.3576120138168335,0.0,1763260283.236457,0.005502268671989441,-0.0029164962470531464,1100.0,205.31810402870178,,0.00018164362700190395,,0.0021109087392687798,0.4817360043525696
198016,2354,0.0034821834415197372,-0.02816140651702881,0.0,1763260283.8281927,0.0012576580047607422,-0.0014889352023601532,1100.0,205.90983963012695,,0.00018125960195902735,,0.006788171827793121,0.5143610239028931
198912,2363,0.0020364103838801384,0.04926943778991699,0.001953125,1763260284.6011052,0.0014902353286743164,-0.008305116556584835,1101.0,206.68275213241577,,0.0001807219668990001,,0.014537706039845943,0.39927375316619873
201600,2389,0.0005946429446339607,0.20082885026931763,0.0,1763260287.0217283,0.0003865846083499491,0.0067237019538879395,1101.0,209.1033751964569,,0.00017910906171891838,,-0.004780846647918224,0.3897463381290436
205312,2426,0.0010203542187809944,0.08211523294448853,0.0,1763260290.3011959,0.011659055948257446,-0.0005469992756843567,1101.0,212.38284277915955,,0.0001768817164702341,,0.0004025036469101906,0.4277682900428772
205696,2430,0.0004030279815196991,-0.00017654895782470703,0.0,1763260290.634444,1628.1348876953125,0.0037563368678092957,1101.0,212.71609091758728,,0.00017665130144450814,,-0.0026500094681978226,0.4240061342716217
207627,2449,,,,1763260292.360345,,,,214.44199180603027,500.0,,500.0,,
209280,2465,0.0004171319305896759,-0.08074963092803955,0.0,1763260293.8336885,0.007470936514437199,0.0023404359817504883,1102.0,215.91533541679382,,0.00017450076120439917,,-0.0022650212049484253,0.4138893485069275
212127,2493,,,,1763260296.3713167,,,,218.45296359062195,500.0,,500.0,,
213504,2506,0.0033271368592977524,0.2922656536102295,0.005859375,1763260297.6040876,0.00046852731611579657,-0.013048987835645676,1102.0,219.68573451042175,,0.00017196621047332883,,0.04350791126489639,0.42179393768310547
214272,2514,0.00024348869919776917,-0.3015385866165161,0.0,1763260298.3011892,0.010618257336318493,-0.00607144832611084,1102.0,220.38283610343933,,0.0001715053804218769,,-0.0027637258172035217,0.4253730773925781
214400,2515,0.0003808727487921715,-0.2889828681945801,0.0,1763260298.412298,0.0017402637749910355,-0.0021047256886959076,1102.0,220.49394488334656,,0.0001714285754133016,,-0.003300267271697521,0.4595381021499634
214912,2520,0.001575695350766182,0.2792951464653015,0.001953125,1763260298.8526695,0.0014298048336058855,-0.004590759053826332,1102.0,220.93431639671326,,0.0001711213553790003,,0.004640514031052589,0.45186612010002136
216192,2533,8.046627044677734e-07,0.0002015233039855957,0.0,1763260300.0235267,1143.658935546875,-1.2695789337158203e-05,1102.0,222.10517358779907,,0.0001703533052932471,,0.0001240912824869156,0.46295732259750366
216960,2540,0.00022202637046575546,-0.13233840465545654,0.0,1763260300.721249,0.0014796934556216002,0.004453521221876144,1102.0,222.80289602279663,,0.00016989247524179518,,-0.0012547681108117104,0.47688406705856323
217627,2547,,,,1763260301.283766,,,,223.36541295051575,500.0,,500.0,,
220032,2570,0.00027462001889944077,0.13552528619766235,0.0,1763260303.4583757,0.0003660855581983924,-0.0018887761980295181,1102.0,225.54002261161804,,0.0001680491550359875,,-0.005814657546579838,0.5244331359863281
220127,2571,,,,1763260303.4963498,,,,225.57799673080444,500.0,,500.0,,
220627,2576,,,,1763260303.9301531,,,,226.01180005073547,500.0,,500.0,,
220672,2577,0.001093209721148014,0.00012445449829101562,0.0,1763260304.0116868,1881.25439453125,-0.0073192305862903595,1102.0,226.0933337211609,,0.0001676651299931109,,0.014442426152527332,0.4521792531013489
223872,2608,0.00012618396431207657,0.00949716567993164,0.0,1763260306.878249,0.009311391040682793,-0.000636981800198555,1103.0,228.9598958492279,,0.0001657450047787279,,0.003777618519961834,0.5013201832771301
224127,2610,,,,1763260307.0290253,,,,229.1106722354889,500.0,,500.0,,
226127,2630,,,,1763260308.84457,,,,230.92621684074402,500.0,,500.0,,
226688,2636,0.00014999881386756897,0.0005381107330322266,0.0,1763260309.367494,1695.98486328125,-0.0050529539585113525,1103.0,231.4491410255432,,0.00016405529459007084,,-0.0019336212426424026,0.5185036659240723
227712,2646,3.6281533539295197e-05,0.0001755356788635254,0.0,1763260310.2776587,1232.287109375,-0.0005253888666629791,1103.0,232.35930562019348,,0.00016344085452146828,,0.0008842991665005684,0.508553147315979
227840,2647,0.002662200480699539,0.131888747215271,0.00390625,1763260310.3891904,0.010622808709740639,0.0071662794798612595,1103.0,232.47083735466003,,0.00016336404951289296,,-0.0017449930310249329,0.5077732801437378
227968,2648,0.0035844137892127037,-0.4201735258102417,0.01171875,1763260310.4968793,0.0012681253720074892,-0.0051678940653800964,1103.0,232.57852625846863,,0.00016328724450431764,,0.006898197345435619,0.5686601996421814
230016,2668,0.0007321061566472054,-0.5703998804092407,0.0,1763260312.323899,0.00194980064406991,-0.006988227367401123,1103.0,234.4055459499359,,0.00016205837891902775,,-0.01585843414068222,0.46987709403038025
230528,2673,0.0006805295124650002,-0.6041772365570068,0.0,1763260312.7953427,0.0009896291885524988,-0.0026156380772590637,1103.0,234.8769896030426,,0.00016175115888472646,,-0.004745340906083584,0.5169863700866699
231552,2683,0.001441684551537037,-2.3539607524871826,0.0,1763260313.6711338,0.0019910959526896477,-0.014742707833647728,1104.0,235.75278067588806,,0.0001611367188161239,,-0.005633234046399593,0.5300100445747375
231936,2687,0.006484496407210827,0.03534811735153198,0.021484375,1763260314.0366352,0.0014282406773418188,0.003810230642557144,1103.0,236.11828207969666,,0.00016090630379039794,,-0.011224471963942051,0.45324116945266724
232127,2689,,,,1763260314.1689515,,,,236.25059843063354,500.0,,500.0,,
232448,2692,0.002736777998507023,0.6063995361328125,0.001953125,1763260314.4773657,0.0007376192370429635,-0.016912978142499924,1104.0,236.55901265144348,,0.00016059908375609666,,-0.0009277025237679482,0.47824135422706604
236544,2732,0.0027516325935721397,0.12124228477478027,0.0078125,1763260318.130547,0.0005740245687775314,-0.017741575837135315,1104.0,240.21219396591187,,0.0001581413234816864,,-0.0018216511234641075,0.5562450885772705
238592,2752,0.0023772260174155235,0.18690180778503418,0.0,1763260319.923913,0.00019513315055519342,-0.02771923318505287,1104.0,242.00555992126465,,0.0001569124433444813,,0.003557744435966015,0.4686073958873749
239104,2757,0.00028431136161088943,0.16295260190963745,0.0,1763260320.4005055,0.0004282249719835818,0.000858653336763382,1104.0,242.48215246200562,,0.00015660522331018,,0.0028063328936696053,0.4791111350059509
240627,2772,,,,1763260321.6833727,,,,243.76501965522766,500.0,,500.0,,
241627,2782,,,,1763260322.590493,,,,244.67213988304138,500.0,,500.0,,
241664,2783,0.0009329346939921379,0.00022029876708984375,0.0,1763260322.671212,1947.4383544921875,-0.01658102497458458,1104.0,244.752858877182,,0.0001550691231386736,,-0.015472570434212685,0.4519656002521515
242688,2793,0.0005675703287124634,7.152557373046875e-05,0.0,1763260323.5851724,1199.2900390625,-0.008172750473022461,1104.0,245.66681933403015,,0.00015445468307007104,,-0.00963786244392395,0.5580053329467773
245888,2824,0.000715525820851326,-0.010425448417663574,0.0,1763260326.444522,0.0016782099846750498,-0.003425583243370056,1105.0,248.5261688232422,,0.00015253455785568804,,-0.004642583429813385,0.5153189897537231
247808,2843,0.0007589412853121758,-0.0122833251953125,0.0,1763260328.1279073,0.008387573063373566,-0.0006908588111400604,1105.0,250.20955419540405,,0.00015138248272705823,,0.019460346549749374,0.43855762481689453
249216,2857,7.935427129268646e-05,3.0994415283203125e-05,0.0,1763260329.4015365,1621.1802978515625,-0.0002628713846206665,1105.0,251.48318338394165,,0.0001505376276327297,,0.001988416537642479,0.5338078141212463
251776,2882,0.001131013035774231,0.10887372493743896,0.0,1763260331.6795812,0.00706928875297308,-0.015037307515740395,1105.0,253.7612280845642,,0.00014900154201313853,,0.004122540354728699,0.5775144100189209
252627,2890,,,,1763260332.3683202,,,,254.4499671459198,500.0,,500.0,,
254720,2911,8.589588105678558e-06,0.0001888275146484375,0.0,1763260334.2709625,1382.2882080078125,-0.0010031089186668396,1105.0,256.35260939598083,,0.00014723502681590617,,-0.0015897499397397041,0.37566670775413513
258627,2949,,,,1763260337.6924233,,,,259.77407026290894,500.0,,500.0,,
259712,2960,0.0009735878556966782,-5.1140785217285156e-05,0.0,1763260338.6928015,1011.6654052734375,0.007232334464788437,1106.0,260.7744483947754,,0.00014423963148146868,,0.011862186715006828,0.4730261564254761
261248,2975,1.2002885341644287e-05,5.257129669189453e-05,0.0,1763260340.0753295,287.4306640625,-0.0005283094942569733,1106.0,262.1569764614105,,0.00014331797137856483,,0.001045171171426773,0.5226786136627197
262656,2989,0.00022982992231845856,3.057718276977539e-05,0.0,1763260341.3186626,1626.0606689453125,0.006193704903125763,1106.0,263.4003095626831,,0.0001424731162842363,,0.0007271450012922287,0.5388291478157043
263552,2997,0.0001656562089920044,-0.018663883209228516,0.0,1763260342.116946,0.00077135453466326,0.0027557164430618286,1106.0,264.19859290122986,,0.00014193548122420907,,0.0028233304619789124,0.522292971611023
264960,3011,0.000544707290828228,0.0031782984733581543,0.0,1763260343.3641527,0.0012062867172062397,-0.0038438476622104645,1106.0,265.4457995891571,,0.00014109062612988055,,-0.0011261655017733574,0.5542663931846619
269056,3051,0.00047877896577119827,-0.04592573642730713,0.0,1763260347.0370326,0.0004811445833183825,-0.002757437527179718,1106.0,269.118679523468,,0.0001386328658554703,,0.0040907105430960655,0.4801892638206482
269184,3053,1.5813857316970825e-06,-3.695487976074219e-05,0.0,1763260347.1693933,1474.3349609375,-0.0001459941267967224,1106.0,269.2510402202606,,0.00013855606084689498,,-0.0001730099320411682,0.4786701202392578
270592,3066,0.0003967098891735077,-0.05823385715484619,0.0,1763260348.4321601,0.00039344729157164693,-0.0017068535089492798,1106.0,270.51380705833435,,0.00013771122030448169,,0.0017499513924121857,0.4746243953704834
270976,3070,9.336322546005249e-05,0.0034191012382507324,0.0,1763260348.7616136,0.0010413347044959664,0.0017255917191505432,1106.0,270.8432605266571,,0.00013748080527875572,,-0.00021239928901195526,0.4659537076950073
272256,3083,2.6290304958820343e-05,0.002144932746887207,0.0,1763260349.8956747,0.006862300913780928,-0.0005751848220825195,1106.0,271.97732162475586,,0.00013671275519300252,,-0.00019896309822797775,0.49913766980171204
273792,3098,0.001168370246887207,-0.033782362937927246,0.0,1763260351.248768,0.006090265698730946,0.0067262426018714905,1107.0,273.33041501045227,,0.00013579109509009868,,0.006632594391703606,0.5693432092666626
274304,3103,0.00014428794384002686,-0.022151470184326172,0.0,1763260351.719204,0.006297992542386055,-0.004365080967545509,1107.0,273.8008508682251,,0.0001354838750557974,,-0.0016924422234296799,0.5219418406486511
276736,3127,0.0008673779666423798,-0.20182836055755615,0.0,1763260353.8797104,0.0015876010293141007,-0.008399784564971924,1107.0,275.9613573551178,,0.0001340245798928663,,-0.00752396322786808,0.5253478288650513
276990,3129,,,,1763260354.0319169,,,,276.11356377601624,500.0,,500.0,,
278144,3141,0.0023169005289673805,-0.4085015058517456,0.00390625,1763260355.1283057,0.007810191251337528,-0.014814794063568115,1107.0,277.20995259284973,,0.0001331797247985378,,-0.0007819505408406258,0.521629273891449
278400,3143,0.002737917937338352,0.04189246892929077,0.00390625,1763260355.347448,0.000430256623076275,-0.015258640050888062,1107.0,277.42909502983093,,0.00013302611478138715,,0.00019145477563142776,0.5855312347412109
278656,3146,0.00014160946011543274,-0.01615738868713379,0.0,1763260355.6074758,0.007550178561359644,-0.004982851445674896,1107.0,277.68912267684937,,0.0001328725047642365,,-0.0020959489047527313,0.573455810546875
281088,3170,0.0002152472734451294,-3.3855438232421875e-05,0.0,1763260357.7634032,1087.7286376953125,-0.0012360140681266785,1107.0,279.84505009651184,,0.00013141320960130543,,0.004575870931148529,0.49207162857055664
282490,3183,,,,1763260358.9319468,,,,281.01359367370605,500.0,,500.0,,
282990,3188,,,,1763260359.3677988,,,,281.4494457244873,500.0,,500.0,,
285952,3217,7.178355008363724e-05,-0.13614559173583984,0.0,1763260362.0715208,0.0006759021780453622,-9.643286466598511e-05,1107.0,284.1531677246094,,0.00012849461927544326,,0.0007739821448922157,0.5669786930084229
286592,3224,0.00015033408999443054,-1.430511474609375e-05,0.0,1763260362.619978,1048.78564453125,-0.002560250461101532,1107.0,284.7016248703003,,0.00012811059423256665,,0.0023490488529205322,0.42953938245773315
288896,3247,4.52166423201561e-05,9.328126907348633e-05,0.0,1763260364.6604035,562.2787475585938,0.001263115555047989,1108.0,286.742050409317,,0.0001267281040782109,,0.0009127883240580559,0.5400326251983643
289280,3250,0.00025901198387145996,-0.015070438385009766,0.0,1763260365.0202324,0.0005962940631434321,0.005465865135192871,1108.0,287.1018793582916,,0.00012649768905248493,,0.0026058759540319443,0.5114830136299133
289408,3252,0.0002840189263224602,0.00011348724365234375,0.0,1763260365.1317449,440.2451171875,-0.0008041262626647949,1108.0,287.21339178085327,,0.0001264208840439096,,0.0022148070856928825,0.5354101061820984
289786,3255,,,,1763260365.3901713,,,,287.47181820869446,500.0,,500.0,,
290176,3259,0.0004098564386367798,-0.2605956792831421,0.0,1763260365.7877817,0.0008566282922402024,-0.0019437894225120544,1108.0,287.86942863464355,,0.00012596006854437292,,-0.0008454304188489914,0.5399699211120605
291456,3272,0.0001605357974767685,-0.023418426513671875,0.0,1763260366.9725711,0.005858517251908779,-0.001794666051864624,1108.0,289.05421805381775,,0.00012519201845861971,,0.0011566560715436935,0.5275396704673767
291786,3275,,,,1763260367.2254324,,,,289.30707931518555,500.0,,500.0,,
291840,3276,0.0006386488676071167,0.0005913972854614258,0.0,1763260367.310912,752.3302001953125,0.008749604225158691,1108.0,289.3925588130951,,0.00012496160343289375,,-0.0041854288429021835,0.5316461324691772
293888,3296,8.334033191204071e-05,0.000553429126739502,0.0,1763260369.1479423,250.5574951171875,-0.0018583722412586212,1108.0,291.2295892238617,,0.00012373272329568863,,0.0036998894065618515,0.546408474445343
294272,3299,0.0032871756702661514,-0.12949824333190918,0.001953125,1763260369.4744065,0.00047301064478233457,-0.028312750160694122,1108.0,291.5560534000397,,0.00012350230826996267,,0.016842227429151535,0.4630417227745056
298240,3338,0.00012022815644741058,0.5515303015708923,0.0,1763260372.9825513,0.00028939955518580973,-0.0006442703306674957,1108.0,295.06419825553894,,0.00012112135300412774,,-0.006315004080533981,0.5619179606437683
299520,3351,7.100403308868408e-05,-0.2161949872970581,0.0,1763260374.1185298,0.004987000487744808,0.00027732178568840027,1108.0,296.20017671585083,,0.00012035330291837454,,0.0031673815101385117,0.604922890663147
300160,3357,0.00046309176832437515,-0.9498672485351562,0.0,1763260374.7019062,0.0014423885149881244,0.004187392070889473,1108.0,296.7835531234741,,0.00011996927787549794,,0.002908543683588505,0.5457098484039307
300416,3360,0.001570829190313816,0.05404937267303467,0.0,1763260374.9223108,0.004827692173421383,-0.014387134462594986,1108.0,297.0039577484131,,0.0001198156678583473,,-0.0074243443086743355,0.5027185678482056
304286,3398,,,,1763260378.3692722,,,,300.45091915130615,500.0,,500.0,,
304640,3401,0.0009598769247531891,-0.05690920352935791,0.0,1763260378.6965253,0.0010799424489960074,-0.007959902286529541,1108.0,300.7781722545624,,0.00011728110257536173,,0.02098696678876877,0.5622730255126953
305152,3406,0.0008299741894006729,-0.1513690948486328,0.0,1763260379.1328082,0.0009507618960924447,0.005678117275238037,1108.0,301.21445512771606,,0.00011697388981701806,,-0.004065757617354393,0.5266786217689514
305280,3407,0.0013813367113471031,-0.059758543968200684,0.0,1763260379.241711,0.00034779906854964793,-0.0014050230383872986,1108.0,301.32335782051086,,0.00011689708480844274,,0.012691655196249485,0.46810296177864075
306432,3419,4.236400127410889e-05,0.20041966438293457,0.0,1763260380.2637103,0.005365307908505201,-0.0007540546357631683,1108.0,302.3453571796417,,0.00011620583973126486,,-0.0008876323699951172,0.4215914011001587
307200,3426,0.0013787560164928436,0.23497605323791504,0.0,1763260380.9521537,0.0004982633399777114,-0.015021227300167084,1108.0,303.03380060195923,,0.00011574500967981294,,-0.0013971291482448578,0.4254363775253296
307328,3428,0.001033492386341095,4.988908767700195e-05,0.0,1763260381.0647383,1970.0384521484375,-0.004346728324890137,1109.0,303.1463851928711,,0.00011566820467123762,,-0.005562206730246544,0.4793693423271179
308096,3435,0.0009896745905280113,-0.04578661918640137,0.0,1763260381.7585316,0.0013251734199002385,-0.012350387871265411,1109.0,303.84017848968506,,0.0001152073746197857,,0.0015481794252991676,0.5133198499679565
309632,3450,6.990041583776474e-05,0.006872117519378662,0.0,1763260383.1160874,0.0014482361730188131,-0.0038099028170108795,1109.0,305.1977343559265,,0.00011428571451688185,,-0.00556673388928175,0.5354844927787781
309760,3451,8.208677172660828e-06,0.06434744596481323,0.0,1763260383.226014,0.0005832711467519403,-0.0002988055348396301,1109.0,305.3076608181,,0.00011420890950830653,,-0.0007643681019544601,0.43065470457077026
310786,3462,,,,1763260384.14133,,,,306.2229769229889,500.0,,500.0,,
312286,3476,,,,1763260385.4190304,,,,307.5006773471832,500.0,,500.0,,
312576,3479,0.0009724386036396027,-0.10834836959838867,0.0,1763260385.747113,0.0013270186027511954,-0.01018424704670906,1109.0,307.82875990867615,,0.00011251919931964949,,-0.0058457497507333755,0.4598604440689087
314496,3498,4.8959627747535706e-06,0.046333491802215576,0.0,1763260387.4267886,0.004979465156793594,-6.592273712158203e-05,1109.0,309.5084354877472,,0.00011136712419101968,,0.0005729934200644493,0.48649129271507263
315008,3503,0.00017973128706216812,0.03957468271255493,0.0,1763260387.8946927,0.005612148437649012,0.0033673085272312164,1109.0,309.97633957862854,,0.00011105991143267602,,-0.002729504369199276,0.542750358581543
