_timestamp,losses/old_approx_kl,global_step,losses/entropy,charts/learning_rate,losses/clipfrac,charts/SPS,_runtime,losses/approx_kl,losses/policy_loss,charts/episodic_length,charts/episodic_return,_step,losses/value_loss,losses/explained_variance
1763260151.6926072,0.0074755046516656876,18048,0.6252484321594238,0.00028924731304869056,0.05078125,465.0,73.16238522529602,0.009972418658435345,-0.005765654146671295,,,370,164.42578125,0.5590174198150635
1763260154.6104276,,19661,,,,,76.08020567893982,,,167.0,167.0,396,,
1763260158.2402976,-0.0027514947578310966,21632,0.615951657295227,0.0002870967728085816,0.0,477.0,79.71007561683655,0.00011585932224988937,7.204711437225342e-06,,,425,285.8958740234375,0.08835619688034058
1763260160.2700768,-0.0006680143997073174,22784,0.616050124168396,0.0002864055277314037,0.0,481.0,81.73985481262207,0.00013404805213212967,-0.0020566433668136597,,,441,215.18365478515625,0.16643011569976807
1763260161.6100125,0.0003566984087228775,23552,0.5931897163391113,0.0002859446976799518,0.0,483.0,83.0797905921936,1.1228024959564209e-05,0.0010383836925029755,,,450,320.78118896484375,0.06546640396118164
1763260164.0963798,0.003584095276892185,24960,0.6213551163673401,0.00028509984258562326,0.0,487.0,85.56615781784058,8.672382682561874e-05,-0.0014409571886062622,,,471,39.55096435546875,0.7345240712165833
1763260165.2404156,0.003829031251370907,25600,0.5994309782981873,0.00028471581754274666,0.0,489.0,86.7101936340332,0.0002926914021372795,-0.001547735184431076,,,481,32.03953552246094,0.79538494348526
1763260166.3323488,-0.0004925234243273735,26240,0.6244693994522095,0.00028433179249987006,0.0,491.0,87.80212688446045,5.228351801633835e-05,0.0023829061537981033,,,490,102.7252197265625,0.5837846994400024
1763260167.9612274,,27145,,,,,89.43100547790527,,,175.0,175.0,504,,
1763260169.1789463,-0.0014766678214073181,27776,0.642135500907898,0.0002834101323969662,0.0,493.0,90.64872431755066,1.492910087108612e-05,0.0008673220872879028,,,515,309.4737854003906,0.03255218267440796
1763260170.896298,-7.680710405111313e-05,28672,0.6279573440551758,0.000282872497336939,0.0,494.0,92.36607599258423,4.5171938836574554e-05,-0.00043860822916030884,,,530,209.0771484375,-0.0137786865234375
1763260172.0857694,-0.01593421772122383,29312,0.6060478687286377,0.0002824884722940624,0.001953125,495.0,93.55554747581482,0.0021021906286478043,0.007470019161701202,,,539,247.14634704589844,0.23958998918533325
