charts/learning_rate,global_step,charts/episodic_return,losses/explained_variance,losses/policy_loss,losses/old_approx_kl,_step,_timestamp,charts/SPS,losses/clipfrac,losses/approx_kl,charts/episodic_length,losses/entropy,losses/value_loss,_runtime
0.00020737327577080578,154496,,-0.4893115758895874,0.00263330340385437,-0.0023510847240686417,1777,1763260330.4595835,710.0,0.0,0.00037934258580207825,,0.4784701466560364,0.0033125304616987705,251.9308614730835
0.00020506912551354617,158336,,0.006447315216064453,0.0009635686874389648,0.003230166621506214,1818,1763260334.5405738,714.0,0.0,0.0005680983886122704,,0.4377598166465759,1564.96728515625,256.01185178756714
0.00020491551549639553,158592,,0.04242891073226929,0.004508377984166145,-0.005322678945958614,1823,1763260334.7747443,714.0,0.0,0.000438605435192585,,0.37059804797172546,2510.4169921875,256.24602222442627
0.00020322580530773848,161408,,-0.6413124799728394,-0.015319939702749252,-0.007820060476660728,1851,1763260337.3319023,719.0,0.0,0.0019957199692726135,,0.42754891514778137,0.01205851323902607,258.8031802177429
0.00020284178026486188,162048,,-0.011526107788085938,0.01439569890499115,0.0008114110678434372,1856,1763260337.9276652,720.0,0.0,0.0010608639568090439,,0.4740169942378998,0.0005551623180508614,259.3989431858063
0.000202150535187684,163200,,0.0015245676040649414,0.0006180591881275177,0.01125685591250658,1868,1763260338.9826632,721.0,0.0,0.001056223176419735,,0.42052188515663147,1680.71728515625,260.45394110679626
0.00020184331515338272,163712,,0.0007794499397277832,-0.0005940496921539307,0.001519988290965557,1873,1763260339.4898505,722.0,0.0,9.378325194120407e-05,,0.4223029613494873,1611.0701904296875,260.96112847328186
,164164,500.0,,,,1877,1763260340.0349352,,,,500.0,,,261.5062131881714
0.0002009984600590542,165120,,-0.14904606342315674,0.011511633172631264,0.008529367856681347,1886,1763260341.311184,723.0,0.0,0.001549440436065197,,0.2982862591743469,0.0005395273910835385,262.7824618816376
0.00020046082499902695,166016,,-0.25666141510009766,-0.013699308037757874,-0.009220561943948269,1895,1763260342.4526052,723.0,0.0078125,0.0016594277694821358,,0.4601069986820221,0.003462867345660925,263.9238831996918
0.00019999999494757503,166784,,0.0005058050155639648,0.0074775330722332,-0.007089680060744286,1903,1763260343.4687324,723.0,0.0,0.0008422546088695526,,0.4467151165008545,146.53018188476562,264.94001030921936
,167164,500.0,,,,1906,1763260343.8385525,,,,500.0,,,265.3098304271698
0.0001990783348446712,168320,,0.27699750661849976,-0.004117734730243683,-0.0012552207335829735,1918,1763260345.5091684,723.0,0.0,0.00010540243238210678,,0.46334612369537354,0.007185771130025387,266.98044633865356
0.00019892472482752055,168576,,-0.49239039421081543,-0.00646350160241127,0.004100308753550053,1920,1763260345.831279,723.0,0.0,0.000227426178753376,,0.41502317786216736,0.0006276830099523067,267.30255699157715
0.00019738863920792937,171136,,0.2146279215812683,-0.0028182566165924072,-0.010599200613796711,1945,1763260348.5584185,726.0,0.001953125,0.0009342031553387642,,0.3548077940940857,0.00021451490465551615,270.0296964645386
0.00019654378411360085,172544,,-0.17299103736877441,-0.00047756731510162354,-0.0016225408762693405,1959,1763260349.8374064,728.0,0.0,1.726113259792328e-05,,0.3802576959133148,0.00031698268139734864,271.30868434906006
0.00019569892901927233,173952,,-0.13544905185699463,0.001055099070072174,0.005541241727769375,1973,1763260351.1740816,730.0,0.0,0.0001268303021788597,,0.34247857332229614,0.001040427596308291,272.6453595161438
,175164,500.0,,,,1985,1763260352.7328212,,,,500.0,,,274.2040991783142
0.00019462365889921784,175744,,-0.00016772747039794922,-0.009068578481674194,-0.006585854105651379,1991,1763260353.6497517,730.0,0.0,0.0005387114360928535,,0.3968827724456787,1273.83544921875,275.1210296154022
0.00019393241382203996,176896,,0.060862839221954346,-0.01271846890449524,-0.0034000054001808167,2002,1763260355.163024,730.0,0.001953125,0.001954728737473488,,0.4168309271335602,0.005814411677420139,276.63430190086365
0.00019362519378773868,177408,,0.022476255893707275,0.005213838070631027,0.0009056879207491875,2007,1763260355.772347,730.0,0.0,0.0006846925243735313,,0.34987872838974,0.006812799256294966,277.2436249256134
0.00019301075371913612,178432,,-0.8265036344528198,-0.004015184938907623,0.014049682766199112,2016,1763260356.9567654,731.0,0.001953125,0.0017139147967100143,,0.3674730062484741,0.0033665839582681656,278.4280433654785
0.00019285714370198548,178688,,0.00020188093185424805,-0.015356272459030151,0.0026295119896531105,2019,1763260357.1916199,731.0,0.0,0.0012312857434153557,,0.311954528093338,1949.47314453125,278.6628978252411
0.0001925499236676842,179200,,-0.0009663105010986328,0.0008727461099624634,0.0006001060828566551,2024,1763260357.714573,732.0,0.0,2.72383913397789e-05,,0.29562267661094666,1702.864990234375,279.18585085868835
0.00019231950864195824,179584,,-0.3881882429122925,-0.004218921065330505,-0.0080068064853549,2027,1763260358.0763109,732.0,0.0,0.0004307599738240242,,0.3354846239089966,0.0005431068711914122,279.54758882522583
0.00019224270363338292,179712,,-4.470348358154297e-05,-0.0016467832028865814,0.0021218881011009216,2029,1763260358.1983142,732.0,0.0,4.654936492443085e-05,,0.3093607425689697,1354.8970947265625,279.6695921421051
0.00019193548359908164,180224,,-5.888938903808594e-05,0.002543482929468155,0.0010144542902708054,2034,1763260358.6541908,733.0,0.0,0.001149553805589676,,0.31121042370796204,1115.8106689453125,280.1254687309265
0.00019124423852190375,181376,,0.06078529357910156,-0.006823845207691193,-0.0020809005945920944,2045,1763260359.7387044,734.0,0.0,0.0001154337078332901,,0.3247736394405365,0.00747038796544075,281.2099823951721
0.00019086021347902715,182016,,-0.03565943241119385,-0.0015765279531478882,-0.001461726613342762,2051,1763260360.3126898,735.0,0.0,0.00012682471424341202,,0.32846546173095703,0.0016464396612718701,281.7839677333832
0.00019078340847045183,182144,,-0.21440327167510986,-0.0003962516784667969,-0.0035436805337667465,2052,1763260360.4255106,735.0,0.0,6.575509905815125e-05,,0.3165498673915863,0.0005680953618139029,281.89678859710693
0.00018970813835039735,183936,,0.10713732242584229,-0.02112302929162979,-0.003520541824400425,2070,1763260362.083062,738.0,0.0,0.0015363441780209541,,0.3715835511684418,0.0009075854322873056,283.55433988571167
0.00018932411330752075,184576,,-0.0011216402053833008,-0.0025613531470298767,-0.007097660563886166,2076,1763260362.6493187,739.0,0.0,0.0002729138359427452,,0.33360496163368225,0.00013908238906878978,284.1205966472626
0.00018832564819604158,186240,,-1.0251998901367188e-05,0.0022919252514839172,0.0038525788113474846,2093,1763260364.1996272,741.0,0.0,0.0005657048895955086,,0.3970058262348175,1079.2283935546875,285.6709051132202
0.00018824884318746626,186368,,-0.03892111778259277,-0.0015615634620189667,0.004498407244682312,2094,1763260364.312785,741.0,0.0,0.00031273066997528076,,0.34655559062957764,0.006762002129107714,285.78406286239624
0.0001868663530331105,188672,,9.942054748535156e-05,0.0041815899312496185,0.006005575880408287,2117,1763260366.8559363,743.0,0.0,0.00038546323776245117,,0.43152758479118347,1672.15576171875,288.32721424102783
,191164,500.0,,,,2141,1763260369.5510561,,,,500.0,,,291.0223340988159
,191664,500.0,,,,2146,1763260370.0028434,,,,500.0,,,291.4741213321686
0.00018502304737921804,191744,,0.00029200315475463867,-0.00011174753308296204,-0.0004337197169661522,2147,1763260370.098487,745.0,0.0,0.00010474491864442825,,0.35945433378219604,1193.5504150390625,291.5697648525238
0.00018494624237064272,191872,,-0.12926805019378662,-0.006141467951238155,-0.007926191203296185,2148,1763260370.231771,745.0,0.0,0.0008409684523940086,,0.4129154682159424,0.006813653279095888,291.70304894447327
0.0001844854123191908,192640,,0.16459065675735474,0.013466184958815575,0.021354900673031807,2155,1763260370.9452515,746.0,0.009765625,0.0024946127086877823,,0.4739455282688141,0.0004504816315602511,292.41652941703796
0.00018341014219913632,194432,,-0.018866300582885742,-0.010592963546514511,-0.007608036510646343,2172,1763260373.213881,747.0,0.0,0.0008443770930171013,,0.4456821382045746,0.0010970685398206115,294.6851589679718
0.00018264209211338311,195712,,6.449222564697266e-05,-0.0068184807896614075,0.005793432705104351,2185,1763260374.9148693,747.0,0.0,0.0012193908914923668,,0.46961596608161926,1684.752197265625,296.3861472606659
0.0001821812620619312,196480,,0.0010225176811218262,0.00037240609526634216,-0.006043802946805954,2192,1763260375.85075,747.0,0.0,7.268227636814117e-05,,0.34426864981651306,0.0007805838249623775,297.32202792167664
0.0001817972370190546,197120,,-0.06994032859802246,0.002633027732372284,0.0008336566388607025,2198,1763260376.6489065,747.0,0.0,0.0008388515561819077,,0.3615625500679016,0.0002867623115889728,298.1201844215393
,197164,500.0,,,,2199,1763260376.6827915,,,,500.0,,,298.15406942367554
0.0001810291869333014,198400,,0.08004999160766602,-0.0059804730117321014,-0.0008472763001918793,2211,1763260378.2138512,747.0,0.0,0.0007993802428245544,,0.39004045724868774,0.006041881628334522,299.6851291656494
,198664,500.0,,,,2214,1763260378.5590172,,,,500.0,,,300.0302951335907
0.00018049155187327415,199296,,0.16821378469467163,-0.0014906972646713257,-0.006149706430733204,2220,1763260379.1867242,748.0,0.0,0.00022038724273443222,,0.3565959632396698,0.010372914373874664,300.6580021381378
,199664,500.0,,,,2223,1763260379.451844,,,,500.0,,,300.9231219291687
0.00018018433183897287,199808,,0.11192047595977783,-0.0038635125383734703,-0.005341698415577412,2225,1763260379.6394403,749.0,0.001953125,0.0010237516835331917,,0.41282418370246887,0.00948996003717184,301.11071825027466
0.00018010752683039755,199936,,-0.0563429594039917,-0.0037661418318748474,-0.0013761445879936218,2226,1763260379.7523744,749.0,0.001953125,0.0007545743137598038,,0.39929237961769104,0.0019045998342335224,301.2236523628235
0.00018003072182182223,200064,,0.24354350566864014,-0.011064853519201279,0.014912472106516361,2227,1763260379.9008331,749.0,0.01171875,0.0021176133304834366,,0.3956632912158966,0.0004398501478135586,301.372111082077
0.00017980030679609627,200448,,0.027350902557373047,-0.015083074569702148,-0.0009277090430259705,2231,1763260380.2448318,749.0,0.00390625,0.0029229354113340378,,0.4019571542739868,0.001300026779063046,301.71610975265503
0.0001795698917703703,200832,,0.09863072633743286,-0.0009132623672485352,-0.0034271590411663055,2235,1763260380.5861547,750.0,0.0,0.0006100088357925415,,0.45319899916648865,0.0060805161483585835,302.0574326515198
0.0001791858667274937,201472,,0.08536124229431152,-0.0004785284399986267,-0.0024784384295344353,2241,1763260381.2470138,750.0,0.0,0.00031978730112314224,,0.41090312600135803,0.0013112982269376516,302.71829175949097
,202164,500.0,,,,2248,1763260381.838849,,,,500.0,,,303.3101270198822
0.00017864823166746646,202368,,0.12245231866836548,0.0010693538933992386,-0.009696031920611858,2250,1763260382.0712848,751.0,0.0,0.0003332430496811867,,0.3866160213947296,0.008353600278496742,303.5425627231598
,202664,500.0,,,,2253,1763260382.3162131,,,,500.0,,,303.78749108314514
,204664,500.0,,,,2272,1763260384.7647748,,,,500.0,,,306.23605275154114
0.00017680491146165878,205440,,0.08270245790481567,0.00025002844631671906,-0.007416160777211189,2280,1763260385.6483572,753.0,0.0,0.0010445695370435715,,0.5208868384361267,0.0023794968146830797,307.11963510513306
0.00017588325135875493,206976,,-0.26545751094818115,0.003672860562801361,-0.0022725602611899376,2295,1763260387.0530765,755.0,0.0,0.0011411840096116066,,0.5195878148078918,0.0023589739575982094,308.5243544578552
0.0001757296413416043,207232,,0.00032085180282592773,-0.001172587275505066,0.00791077595204115,2298,1763260387.28304,755.0,0.0,0.0006213421002030373,,0.5714653134346008,1386.686767578125,308.7543179988861
0.0001749615912558511,208512,,0.10395443439483643,0.0011462876573204994,0.0024580759927630424,2310,1763260388.4863703,756.0,0.013671875,0.0013941982761025429,,0.37684905529022217,0.0018119656015187502,309.9576482772827
,208664,500.0,,,,2312,1763260388.609836,,,,500.0,,,310.0811140537262
0.00017450076120439917,209280,,-0.00010442733764648438,0.003928195685148239,0.00988841149955988,2318,1763260389.171959,757.0,0.0,0.0004833722487092018,,0.5299847722053528,539.1356811523438,310.64323687553406
0.0001741935411700979,209792,,0.10778403282165527,-0.0033040642738342285,0.004888239316642284,2322,1763260389.6591396,758.0,0.0,0.0002628536894917488,,0.548824667930603,0.007650025188922882,311.1304175853729
0.00017403994570486248,210048,,0.1022072434425354,0.0011780820786952972,0.004272116348147392,2324,1763260389.8844004,758.0,0.005859375,0.0023665502667427063,,0.4511715769767761,0.0006295359926298261,311.35567831993103
0.0001737327256705612,210560,,-0.5828921794891357,0.003582701086997986,-0.002244553528726101,2329,1763260390.3386972,759.0,0.03125,0.005029921419918537,,0.5126467347145081,0.0006357179954648018,311.8099751472473
0.00017311828560195863,211584,,0.1116449236869812,-0.003583107143640518,0.0016088280826807022,2339,1763260391.2888098,760.0,0.0,0.0004048030823469162,,0.5032789707183838,0.0005889764288440347,312.76008772850037
0.00017288787057623267,211968,,-0.054024577140808105,-0.009767495095729828,-0.005102246999740601,2343,1763260391.6613424,760.0,0.0,0.0013449061661958694,,0.4483141005039215,0.0010532697197049856,313.13262033462524
0.0001725806505419314,212480,,-0.10218262672424316,-0.015476003289222717,-0.01438855566084385,2348,1763260392.11516,761.0,0.001953125,0.001330433413386345,,0.43999183177948,0.0008752268040552735,313.58643794059753
0.0001721966254990548,213120,,0.05316740274429321,0.0024174153804779053,0.001416240818798542,2354,1763260392.7196903,761.0,0.0,0.00011688563972711563,,0.47544705867767334,0.0004043656517751515,314.1909682750702
0.00017165899043902755,214016,,-0.06452131271362305,-0.008056402206420898,0.00915856845676899,2363,1763260393.5246556,762.0,0.013671875,0.0017595458775758743,,0.43154385685920715,0.0014341989299282432,314.99593353271484
,216664,500.0,,,,2389,1763260396.1194885,,,,500.0,,,317.5907664299011
,217164,500.0,,,,2394,1763260396.7980957,,,,500.0,,,318.2693736553192
0.00016781874001026154,220416,,0.1651463508605957,0.0029806308448314667,0.004936479963362217,2426,1763260401.1714525,764.0,0.0,0.0008996883407235146,,0.486763596534729,0.004595661535859108,322.64273047447205
0.00016758832498453557,220800,,0.0424841046333313,-0.008350365795195103,-0.01211013924330473,2430,1763260401.71416,764.0,0.0078125,0.0013965154066681862,,0.4177304804325104,0.007567672058939934,323.18543791770935
0.00016643624985590577,222720,,7.212162017822266e-06,0.0011254698038101196,-0.0007016239687800407,2449,1763260404.3624804,764.0,0.0,0.00012477580457925797,,0.5463505387306213,1599.1328125,325.833758354187
,224363,199.0,,,,2465,1763260406.281441,,,,199.0,,,327.7527189254761
,226909,500.0,,,,2491,1763260408.6371453,,,,500.0,,,330.1084232330322
0.00016382487956434488,227072,,0.13233578205108643,0.0023026242852211,0.0019836975261569023,2493,1763260408.8627355,767.0,0.0,0.0006514070555567741,,0.5787270069122314,0.008605734445154667,330.33401346206665
,228409,500.0,,,,2506,1763260410.0542343,,,,500.0,,,331.52551221847534
0.00016267280443571508,228992,,0.005095183849334717,0.004997238516807556,-0.010551201179623604,2514,1763260410.6080215,769.0,0.005859375,0.0034261364489793777,,0.3418530225753784,2625.5712890625,332.07929944992065
,229001,30.0,,,,2515,1763260410.613685,,,,30.0,,,332.08496284484863
,229243,23.0,,,,2520,1763260410.8002963,,,,23.0,,,332.2715742588043
,229722,41.0,,,,2533,1763260411.283728,,,,41.0,,,332.7550058364868
,230036,28.0,,,,2540,1763260411.8099475,,,,28.0,,,333.28122544288635
,230315,44.0,,,,2547,1763260412.3670974,,,,44.0,,,333.8383753299713
0.0001607526937732473,232192,,-0.09313106536865234,-0.0011312812566757202,-0.005506992340087891,2570,1763260415.1690526,768.0,0.0,0.00020327605307102203,,0.5447741746902466,2.3810949325561523,336.6403305530548
,232208,500.0,,,,2571,1763260415.207332,,,,500.0,,,336.67860984802246
,232708,500.0,,,,2576,1763260415.9246175,,,,500.0,,,337.3958954811096
0.0001603686687303707,232832,,0.021551966667175293,0.0024696700274944305,0.006139179691672325,2577,1763260416.090536,768.0,0.0,0.00034215860068798065,,0.5359494090080261,136.22354125976562,337.5618140697479
0.0001584485435159877,236032,,-1.7877671718597412,-0.03539159893989563,0.015246652066707611,2608,1763260420.4913309,767.0,0.01171875,0.006890151649713516,,0.4295749068260193,0.03281949833035469,341.9626088142395
,236208,500.0,,,,2610,1763260420.7191982,,,,500.0,,,342.1904761791229
0.00015706605336163193,238336,,0.5867058634757996,-0.013859983533620834,0.02445497177541256,2630,1763260423.8064349,766.0,0.005859375,0.003961525857448578,,0.445795476436615,0.0033924952149391174,345.27771282196045
0.00015668202831875533,238976,,-2.9890663623809814,0.010121911764144897,0.0012217434123158455,2636,1763260424.69817,766.0,0.0,0.000600435771048069,,0.43090739846229553,0.004081381484866142,346.16944789886475
0.00015606758825015277,240000,,-1.419032335281372,-0.002041250467300415,0.005900105461478233,2646,1763260426.1284397,766.0,0.0,0.00043783895671367645,,0.4052322506904602,0.015272710472345352,347.5997176170349
0.00015599078324157745,240128,,-3.62093448638916,-0.021794937551021576,0.011327163316309452,2647,1763260426.3125365,766.0,0.017578125,0.006898346357047558,,0.38671988248825073,0.015288710594177246,347.7838144302368
,240208,500.0,,,,2648,1763260426.359323,,,,500.0,,,347.83060097694397
,242208,500.0,,,,2668,1763260429.197385,,,,500.0,,,350.66866302490234
,242708,500.0,,,,2673,1763260429.8118284,,,,500.0,,,351.2831063270569
0.00015384024300146848,243712,,0.003210902214050293,0.011046387255191803,-0.005790551193058491,2683,1763260430.755633,766.0,0.0,0.0005858177319169044,,0.4993164837360382,1691.4937744140625,352.22691106796265
,244208,500.0,,,,2687,1763260431.1372182,,,,500.0,,,352.60849618911743
0.00015345621795859188,244352,,-2.810396909713745,0.010910937562584877,-0.015488553792238235,2689,1763260431.3623397,767.0,0.0,0.0013370877131819725,,0.45694366097450256,0.008651312440633774,352.83361768722534
,244708,500.0,,,,2692,1763260431.6261237,,,,500.0,,,353.0974016189575
,248708,500.0,,,,2732,1763260435.3640957,,,,500.0,,,356.8353736400604
0.0001496159820817411,250752,,0.0011141300201416016,-0.005343006923794746,0.004808956757187843,2752,1763260437.2545679,773.0,0.0,0.00032300688326358795,,0.42155808210372925,1386.0526123046875,358.7258458137512
0.00014930876204743981,251264,,-0.0006475448608398438,-0.004869982600212097,0.0066293952986598015,2757,1763260437.742274,773.0,0.0,0.00035768095403909683,,0.4149961769580841,1484.0762939453125,359.2135519981384
0.00014838710194453597,252800,,0.0003859400749206543,0.0004659518599510193,0.00029642507433891296,2772,1763260439.2067614,774.0,0.0,4.468485713005066e-06,,0.4721049964427948,1748.45947265625,360.67803931236267
0.0001477726618759334,253824,,0.002030014991760254,0.010028745979070663,0.004748178645968437,2782,1763260440.1543806,775.0,0.0,0.0009353011846542358,,0.3625476062297821,399.44378662109375,361.6256585121155
0.0001476958568673581,253952,,0.10136008262634277,-0.0035804174840450287,0.0036050211638212204,2783,1763260440.2688293,775.0,0.0,0.0005150958895683289,,0.43343132734298706,0.006890791468322277,361.74010729789734
0.0001470046117901802,255104,,-0.36988258361816406,-0.0138617604970932,-0.00040334928780794144,2793,1763260441.3285134,776.0,0.0,0.0008754106238484383,,0.45438507199287415,0.0006356891244649887,362.79979133605957
,258208,500.0,,,,2824,1763260444.1870303,,,,500.0,,,365.6583082675934
,260208,500.0,,,,2843,1763260445.9891293,,,,500.0,,,367.4604072570801
0.00014308755635283887,261632,,0.04647618532180786,-0.004023589193820953,-0.005002954043447971,2857,1763260447.3548446,782.0,0.0,0.0009367140009999275,,0.488065242767334,0.00022883109340909868,368.8261225223541
0.00014155145618133247,264192,,0.15140199661254883,-0.00020373612642288208,0.0004140324890613556,2882,1763260449.70506,784.0,0.0,0.00019762106239795685,,0.33841511607170105,0.00039625068893656135,371.1763379573822
0.00014109062612988055,264960,,-0.04760563373565674,-0.007017003372311592,0.01160746905952692,2890,1763260450.4241986,785.0,0.0,0.0005083689466118813,,0.3346206545829773,0.002862828318029642,371.89547657966614
0.0001397849409841001,267136,,0.15621203184127808,-0.008522160351276398,0.007872910238802433,2911,1763260452.4318821,786.0,0.0,0.0013832664117217064,,0.4123712182044983,0.0002546566247474402,373.90316009521484
0.00013832564582116902,269568,,0.03138852119445801,-0.004501882940530777,0.0051387278363108635,2935,1763260454.6735442,788.0,0.0,0.00039102230221033096,,0.3808780610561371,0.0008999587735161185,376.1448221206665
0.0001374040002701804,271104,,-0.37178730964660645,0.009529337286949158,-0.008726661093533039,2949,1763260456.1390042,789.0,0.0,0.0016721850261092186,,0.3686036467552185,0.00030517010600306094,377.6102821826935
,272208,500.0,,,,2960,1763260457.1150672,,,,500.0,,,378.58634519577026
,273708,500.0,,,,2975,1763260458.5473309,,,,500.0,,,380.01860880851746
0.00013494623999577016,275200,,0.11103510856628418,-0.0002054153010249138,-0.0010760743170976639,2989,1763260459.9308183,793.0,0.0,3.0584633350372314e-06,,0.3097793459892273,0.00036178610753268003,381.4020962715149
0.00013448540994431823,275968,,-0.2621309757232666,-0.005627073347568512,-0.0049938056617975235,2997,1763260460.6502566,793.0,0.0,0.000988595187664032,,0.3603254556655884,0.0015441671712324023,382.12153458595276
0.0001336405548499897,277376,,-0.04452228546142578,-0.0012986604124307632,0.014195950701832771,3011,1763260462.314306,793.0,0.0,0.0011398717761039734,,0.3571499288082123,0.006348009221255779,383.7855839729309
0.00013118279457557946,281472,,0.044579923152923584,-0.007128816097974777,0.004688973538577557,3051,1763260466.9610794,795.0,0.0,0.00029796455055475235,,0.34969013929367065,0.0013190731406211853,388.4323573112488
,281708,500.0,,,,3053,1763260467.163741,,,,500.0,,,388.6350190639496
0.00013026113447267562,283008,,-0.03735005855560303,0.00466582365334034,-0.002406151033937931,3066,1763260468.8973444,795.0,0.0,0.0004337215796113014,,0.24740973114967346,0.001358727808110416,390.36862230300903
0.00013003071944694966,283392,,-0.28383171558380127,-0.013067957013845444,-0.0019910791888833046,3070,1763260469.4361174,794.0,0.0,0.0009671291336417198,,0.4174211919307709,0.008072974160313606,390.907395362854
,284708,500.0,,,,3083,1763260470.655927,,,,500.0,,,392.12720489501953
0.0001282642042497173,286336,,-0.5267822742462158,-0.0011053532361984253,-0.0002629505470395088,3098,1763260472.1897073,797.0,0.0,3.544893115758896e-05,,0.3912998139858246,0.009874602779746056,393.66098523139954
0.00012795698421541601,286848,,-0.23579514026641846,0.0017405897378921509,-0.0010764170438051224,3103,1763260472.6535413,797.0,0.0,0.0002738088369369507,,0.3162466287612915,0.008488777093589306,394.12481927871704
0.00012649768905248493,289280,,-0.00042629241943359375,0.0032755210995674133,0.0013182656839489937,3127,1763260474.8981628,799.0,0.0,3.1800009310245514e-05,,0.36108654737472534,1166.4334716796875,396.3694407939911
0.0001263440790353343,289536,,0.022902250289916992,0.0011162683367729187,-0.0013676779344677925,3129,1763260475.1259012,799.0,0.0,0.0015906868502497673,,0.35734033584594727,0.001186763634905219,396.5971791744232
,290708,500.0,,,,3141,1763260476.199997,,,,500.0,,,397.6712749004364
0.000125499238492921,290944,,-0.07775688171386719,-0.025857679545879364,-0.00028772465884685516,3143,1763260476.4598525,800.0,0.0,0.001616569235920906,,0.4289536476135254,0.006610332988202572,397.9311304092407
,291208,500.0,,,,3146,1763260476.6908805,,,,500.0,,,398.1621584892273
,293708,500.0,,,,3170,1763260478.95926,,,,500.0,,,400.43053793907166
0.00012304147821851075,295040,,-0.07088994979858398,0.0013033971190452576,0.0015920614823698997,3183,1763260480.2294416,803.0,0.0,0.00012073758989572525,,0.41006436944007874,0.001528710126876831,401.70071959495544
0.00012273425818420947,295552,,-0.16257250308990479,-0.0098181813955307,-0.004509223625063896,3188,1763260480.7235181,803.0,0.0,0.0006120577454566956,,0.4609116017818451,0.0016422278713434935,402.19479608535767
0.0001209677429869771,298496,,0.06159752607345581,0.0011197179555892944,0.006696311756968498,3217,1763260483.4270782,805.0,0.0,0.001017281785607338,,0.3430156707763672,0.0009060631273314357,404.8983561992645
,299208,500.0,,,,3224,1763260484.059844,,,,500.0,,,405.531121969223
0.00011912442278116941,301568,,0.04448038339614868,-0.00015509873628616333,-0.0006670132279396057,3247,1763260486.2702303,807.0,0.0,0.0002742838114500046,,0.48562946915626526,0.0006116066360846162,407.74150824546814
0.00011897081276401877,301824,,-1.1801719665527344e-05,0.005956150591373444,0.003875080496072769,3250,1763260486.499487,807.0,0.0,0.00039248354732990265,,0.4735330045223236,569.5072631835938,407.970764875412
0.00011881720274686813,302080,,-0.004804491996765137,-0.001550033688545227,0.0016050739213824272,3252,1763260486.7281997,808.0,0.0,3.975164145231247e-05,,0.5148366093635559,0.0008351391879841685,408.1994776725769
0.00011858678772114217,302464,,0.08616727590560913,0.00022039376199245453,0.00012626312673091888,3255,1763260487.108043,808.0,0.0,8.482486009597778e-06,,0.4329511225223541,0.0015928681241348386,408.5793209075928
0.00011835637269541621,302848,,-0.038634419441223145,0.0035392269492149353,-0.0011931546032428741,3259,1763260487.4511197,808.0,0.0,0.00024115480482578278,,0.43411165475845337,0.005671580322086811,408.9223976135254
,304208,500.0,,,,3272,1763260488.653749,,,,500.0,,,410.12502694129944
0.00011735790758393705,304512,,-0.07869148254394531,-0.007211625576019287,0.0047772955149412155,3275,1763260489.0031772,809.0,0.0,0.0002492237836122513,,0.45128631591796875,0.0010268592741340399,410.4744551181793
0.00011728110257536173,304640,,-0.005850315093994141,-0.01489538699388504,-0.007899990305304527,3276,1763260489.1177814,809.0,0.0,0.001246962696313858,,0.5166043043136597,0.0007425767253153026,410.58905935287476
0.00011605222971411422,306688,,-0.047567129135131836,-0.005788758397102356,0.0247193556278944,3296,1763260491.0723927,811.0,0.00390625,0.0012624925002455711,,0.5418567657470703,0.0004793155239894986,412.5436706542969
0.00011589861969696358,306944,,-0.09074854850769043,-0.0017375349998474121,-0.0027972105890512466,3299,1763260491.3062313,811.0,0.0,0.00018596835434436798,,0.5096160173416138,0.006517705041915178,412.7775092124939
0.00011351766443112865,310912,,-0.1668025255203247,0.001005016267299652,-0.0015405351296067238,3338,1763260494.981966,813.0,0.0,1.5166588127613068e-05,,0.5132108926773071,0.00464296992868185,416.453243970871
,312208,500.0,,,,3351,1763260496.2148836,,,,500.0,,,417.6861615180969
0.00011236558930249885,312832,,2.1517276763916016e-05,-0.0046239327639341354,0.006744144484400749,3357,1763260496.790369,814.0,0.0,0.0003591589629650116,,0.5655162930488586,146.74253845214844,418.2616469860077
,313208,500.0,,,,3360,1763260497.0627842,,,,500.0,,,418.5340621471405
0.0001098310312954709,317056,,-0.04267561435699463,0.0006326399743556976,0.003863539546728134,3398,1763260500.7315032,817.0,0.0,0.00012785010039806366,,0.5365706086158752,0.0013007540255784988,422.20278120040894
0.00010967742127832025,317312,,-6.341934204101562e-05,-0.008704550564289093,0.014352659694850445,3401,1763260500.9647217,817.0,0.0,0.00042772386223077774,,0.49426114559173584,747.2481079101562,422.4359996318817
0.00010937020124401897,317824,,9.417533874511719e-05,-0.004310585558414459,-0.0015303948894143105,3406,1763260501.4539192,818.0,0.0,0.00021516252309083939,,0.5747970342636108,390.3190002441406,422.9251971244812
0.00010929339623544365,317952,,0.040335774421691895,-0.0031138304620981216,-0.0015704920515418053,3407,1763260501.569471,818.0,0.0,0.00013421010226011276,,0.5326890349388123,0.004465227946639061,423.04074883461
0.00010852534614969045,319232,,9.66787338256836e-05,-0.001976907253265381,0.004681110382080078,3419,1763260502.7541087,818.0,0.0,0.00012398138642311096,,0.5232322216033936,2032.5313720703125,424.22538661956787
0.00010806451609823853,320000,,0.02804332971572876,-0.0008850954473018646,0.0008650245144963264,3426,1763260503.4478076,819.0,0.0,0.00011015031486749649,,0.5045174956321716,0.0014176887925714254,424.9190855026245
,320208,500.0,,,,3428,1763260503.6255462,,,,500.0,,,425.09682416915894
0.00010752688103821129,320896,,-0.017026424407958984,0.0015045180916786194,0.0022359881550073624,3435,1763260504.2888103,819.0,0.0,0.00022443383932113647,,0.5020910501480103,0.0057701654732227325,425.7600882053375
