charts/learning_rate,_runtime,losses/approx_kl,losses/old_approx_kl,charts/episodic_return,_step,charts/SPS,losses/value_loss,losses/clipfrac,losses/explained_variance,global_step,losses/entropy,charts/episodic_length,losses/policy_loss,_timestamp
0.0002894009230658412,72.71835660934448,2.4450011551380157e-05,-0.0017006704583764076,,321,465.0,108.78075408935547,0.0,0.36185377836227417,17792,0.5508862733840942,,0.004152223467826843,1763260151.2506576
,73.45097708702087,,,158.0,327,,,,,18235,,158.0,,1763260151.983278
,73.9097511768341,,,279.0,330,,,,,18514,,279.0,,1763260152.4420521
,74.14670658111572,,,118.0,332,,,,,18632,,118.0,,1763260152.6790075
,74.84392499923706,,,112.0,337,,,,,18958,,112.0,,1763260153.376226
0.0002885560679715127,75.29798936843872,2.738088369369507e-07,-0.00027401745319366455,,340,470.0,285.52069091796875,0.0,0.19805431365966797,19200,0.5275326371192932,,8.113682270050049e-05,1763260153.8302903
,79.29346799850464,,,149.0,370,,,,,21270,,149.0,,1763260157.825769
0.0002870967728085816,79.96342921257019,6.853509694337845e-05,-3.9081089198589325e-05,,375,475.0,200.57305908203125,0.0,0.11137145757675171,21632,0.5428134202957153,,-0.003767993301153183,1763260158.4957302
,82.50664734840393,,,126.0,396,,,,,22991,,126.0,,1763260161.0389483
0.0002851766475941986,86.23000264167786,0.00020259525626897812,-0.0005232105031609535,,425,479.0,128.54904174804688,0.0,0.5261547565460205,24832,0.5367945432662964,,-0.003380339592695236,1763260164.7623036
,88.23094391822815,,,196.0,441,,,,,25948,,196.0,,1763260166.7632449
0.0002841013774741441,89.5371561050415,0.0007922258228063583,0.012127263471484184,,450,483.0,251.5001983642578,0.0,0.4842008948326111,26624,0.5325198769569397,,-0.012075603939592838,1763260168.069457
,92.44740843772888,,,195.0,471,,,,,28216,,195.0,,1763260170.9797094
0.00028271888731978834,93.89066576957703,7.569044828414917e-05,-0.003799090161919594,,481,486.0,98.52694702148438,0.0,0.19649052619934082,28928,0.5634901523590088,,0.0024345889687538147,1763260172.4229667
,95.08510494232178,,,288.0,490,,,,,29677,,288.0,,1763260173.617406
0.00028164361719973385,97.15819549560547,5.463138222694397e-06,-0.0010353196412324905,,504,490.0,118.37860107421875,0.0,0.5445394515991211,30720,0.5279957056045532,,-8.97720456123352e-05,1763260175.6904964
,98.43269467353821,,,109.0,515,,,,,31394,,109.0,,1763260176.9649956
,100.37797474861145,,,119.0,530,,,,,32438,,119.0,,1763260178.9102757
0.00028018432203680277,101.69862031936646,0.0001855958253145218,-0.002783278003334999,,539,493.0,171.1055145263672,0.0,0.6000842452049255,33152,0.509540319442749,,-0.005523070693016052,1763260180.2309213
,102.72769927978516,,,179.0,547,,,,,33782,,179.0,,1763260181.2600002
0.0002794930769596249,103.79738736152649,0.001084507443010807,-0.005025737918913364,,555,494.0,246.63575744628906,0.0,-0.43276965618133545,34304,0.5256948471069336,,0.011287923902273178,1763260182.3296883
0.0002792626619338989,104.41801381111145,7.736310362815857e-05,0.003297405317425728,,559,496.0,435.0908508300781,0.0,-2.7672297954559326,34688,0.5143132209777832,,0.0021766014397144318,1763260182.9503148
,105.74969816207886,,,288.0,568,,,,,35480,,288.0,,1763260184.281999
0.00027741934172809124,109.68588352203369,3.322679549455643e-05,-0.0011309785768389702,,595,502.0,281.87738037109375,0.0,0.2300804853439331,37760,0.562470555305481,,-0.0012881457805633545,1763260188.2181845
,112.29676294326782,,,346.0,612,,,,,39375,,346.0,,1763260190.829064
0.00027634407160803676,112.68830418586731,2.132728695869446e-06,-0.0007071904838085175,,614,505.0,111.68397521972656,0.0,-0.3686695098876953,39552,0.5557209253311157,,9.20705497264862e-05,1763260191.2206051
,115.010826587677,,,263.0,630,,,,,41016,,263.0,,1763260193.5431275
0.0002751152205746621,116.01427412033081,0.00013707205653190613,0.0015116538852453232,,636,510.0,87.08837127685547,0.0,-0.0038291215896606445,41600,0.5341591835021973,,0.00469554215669632,1763260194.546575
0.00027488480554893613,116.61014008522034,0.002154482528567314,-0.0011916905641555786,,640,511.0,503.2963562011719,0.00390625,0.014417648315429688,41984,0.5629242658615112,,0.0026837997138500214,1763260195.142441
0.00027427036548033357,118.23899054527283,2.985820174217224e-06,-1.1857599020004272e-05,,650,513.0,70.06983184814453,0.0,0.058963000774383545,43008,0.5382314324378967,,-0.00018291734158992767,1763260196.7712915
0.0002735791204031557,120.15763854980469,6.914697587490082e-05,-0.0008672885596752167,,664,515.0,73.84806823730469,0.0,0.07969188690185547,44160,0.6087793111801147,,-0.0006232298910617828,1763260198.6899395
,122.94005227088928,,,170.0,684,,,,,45936,,170.0,,1763260201.4723532
,123.60472178459167,,,271.0,689,,,,,46262,,271.0,,1763260202.1370227
0.0002718126052059233,125.01725912094116,1.5842728316783905e-05,-0.0007534334436058998,,698,520.0,47.28649139404297,0.0,0.0036289095878601074,47104,0.6055989265441895,,0.00017359480261802673,1763260203.54956
0.00027158219018019736,125.63234281539917,1.4293007552623749e-05,-0.00043592508882284164,,702,521.0,52.94466781616211,0.0,0.05266231298446655,47488,0.6105875968933105,,0.0006608590483665466,1763260204.1646438
0.0002712749701458961,126.39986777305603,0.0011489242315292358,-0.006739910691976547,,707,522.0,387.13507080078125,0.0,-8.574051856994629,48000,0.6265958547592163,,0.009917866438627243,1763260204.9321687
0.00027035331004299223,129.1040916442871,5.8710575103759766e-06,0.00017040036618709564,,729,523.0,81.70333099365234,0.0,-2.7276597023010254,49536,0.5856199860572815,,0.0011987537145614624,1763260207.6363926
0.00026881720987148583,133.1972644329071,6.625894457101822e-05,-0.00013195443898439407,,757,527.0,42.94063949584961,0.0,-0.041153669357299805,52096,0.6039612293243408,,-0.00014749914407730103,1763260211.7295654
0.00026850998983718455,133.968674659729,0.00022828485816717148,0.003904649056494236,,762,528.0,45.440250396728516,0.0,-0.28044259548187256,52608,0.5880534648895264,,-0.005104683339595795,1763260212.5009756
0.00026820276980288327,134.74991369247437,3.901030868291855e-05,0.0008811680600047112,,767,529.0,99.36845397949219,0.0,-5.120936870574951,53120,0.5643872022628784,,-0.00033297762274742126,1763260213.2822146
0.00026774193975143135,135.99449491500854,0.0038100145757198334,-0.0003915727138519287,,775,530.0,673.3471069335938,0.00390625,0.13921356201171875,53888,0.5522564649581909,,-0.004602380096912384,1763260214.5267959
0.0002668970846571028,138.045086145401,0.00044793635606765747,-0.004442837089300156,,788,533.0,30.95423698425293,0.0,0.5468000769615173,55296,0.5088271498680115,,-0.008375808596611023,1763260216.577387
0.0002663594495970756,139.4108691215515,4.346296191215515e-05,0.0024417825043201447,,797,535.0,31.5556697845459,0.0,-0.08656203746795654,56192,0.5598581433296204,,-0.0036117732524871826,1763260217.94317
0.00026582181453704834,140.77448201179504,4.712305963039398e-05,0.0007796920835971832,,806,537.0,25.089609146118164,0.0,0.6899394989013672,57088,0.5768518447875977,,-0.0009670043364167213,1763260219.306783
0.0002652841794770211,142.11489391326904,2.319272607564926e-05,0.0009345142170786858,,815,538.0,16.886066436767578,0.0,0.08496874570846558,57984,0.5429115891456604,,-0.0009620264172554016,1763260220.6471949
,149.33784937858582,,,500.0,863,,,,,62799,,500.0,,1763260227.8701503
0.0002618279540911317,150.8503499031067,0.0006024409085512161,0.002967061474919319,,872,547.0,4.127233982086182,0.0,-0.0684967041015625,63744,0.614626407623291,,0.007485624402761459,1763260229.3826509
0.00026167434407398105,151.31115794181824,0.0009107692167162895,0.0029479851946234703,,876,547.0,399.2028503417969,0.0,-0.00022423267364501953,64000,0.5346080660820007,,-0.01904786005616188,1763260229.843459
0.0002589093637652695,157.9841024875641,8.082762360572815e-05,0.003414338454604149,,922,555.0,0.6089764833450317,0.0,0.05050373077392578,68608,0.5396332740783691,,0.0028674229979515076,1763260236.5164034
0.0002585253387223929,158.99124884605408,0.00018776115030050278,-0.004598562605679035,,930,556.0,1492.3883056640625,0.0,0.0015320777893066406,69248,0.5275829434394836,,0.003875747323036194,1763260237.5235498
0.0002579877036623657,160.27198386192322,0.0008561229333281517,0.0007179183885455132,,938,557.0,0.37268346548080444,0.00390625,-1.377434492111206,70144,0.5268882513046265,,-0.0014231577515602112,1763260238.8042848
0.00025783409364521503,160.6698453426361,0.0005163988098502159,0.001771998591721058,,941,557.0,0.21163757145404816,0.0,0.134160578250885,70400,0.5509373545646667,,-0.00558273121714592,1763260239.2021463
0.0002577572886366397,160.8476963043213,0.00022638589143753052,-0.007939815521240234,,942,558.0,0.14649052917957306,0.0,-0.06939530372619629,70528,0.5792398452758789,,-0.0066938623785972595,1763260239.3799973
0.0002573732635937631,161.78328371047974,0.0003511393442749977,0.0045648617669939995,,948,559.0,0.0136306993663311,0.0,-0.024979352951049805,71168,0.5527495741844177,,0.001831328496336937,1763260240.3155847
0.0002558371634222567,165.43423676490784,0.00041092652827501297,-0.0025464603677392006,,974,563.0,0.005578179843723774,0.0,-0.3090534210205078,73728,0.47634395956993103,,0.010884862393140793,1763260243.9665377
0.0002554531383793801,166.33889389038086,0.0015947306528687477,0.012253575958311558,,980,564.0,0.003800064790993929,0.0,-61.391990661621094,74368,0.43037089705467224,,-0.0013433527201414108,1763260244.8711948
0.0002551459183450788,167.06708431243896,0.004598450846970081,0.0281764455139637,,985,564.0,0.0012474663089960814,0.033203125,-2.3290860652923584,74880,0.5103222131729126,,0.0013871509581804276,1763260245.5993853
0.00025453147827647626,168.584148645401,0.005900442600250244,0.018952809274196625,,995,566.0,0.0013119291979819536,0.009765625,-0.17423367500305176,75904,0.5915439128875732,,-0.019381893798708916,1763260247.1164496
,168.81818294525146,,,500.0,997,,,,,76070,,500.0,,1763260247.350484
0.00025337940314784646,171.51902532577515,0.001117507927119732,0.006976575590670109,,1015,567.0,0.11338957399129868,0.00390625,-2.471306324005127,77824,0.5383483171463013,,0.0032235905528068542,1763260250.0513263
0.0002530721831135452,172.31543111801147,0.003971774131059647,0.024158280342817307,,1020,568.0,0.049253106117248535,0.009765625,-1.7532258033752441,78336,0.5496068000793457,,-0.00785909965634346,1763260250.847732
,173.89205288887024,,,500.0,1031,,,,,79394,,500.0,,1763260252.4243538
,176.7924587726593,,,500.0,1050,,,,,81394,,500.0,,1763260255.3247597
0.0002510752819944173,177.3077356815338,0.0016855383291840553,0.0008232248947024345,,1053,571.0,0.003704267553985119,0.0,0.32489287853240967,81664,0.43630844354629517,,-0.018367644399404526,1763260255.8400366
0.00025076806196011603,178.09092807769775,0.0013911928981542587,-0.009335771203041077,,1058,572.0,0.0006011864170432091,0.001953125,0.49797946214675903,82176,0.46593981981277466,,-0.003617136739194393,1763260256.623229
0.0002492319617886096,181.6538383960724,0.0012019509449601173,-0.002547820098698139,,1083,575.0,0.0014808903215453029,0.001953125,0.13867056369781494,84736,0.43226438760757446,,-0.007542397826910019,1763260260.1861393
0.0002487711317371577,182.3627860546112,0.00044244807213544846,0.0018456866964697838,,1091,578.0,487.9571838378906,0.0,-0.0001302957534790039,85504,0.4708671569824219,,0.0058345310389995575,1763260260.895087
0.00024784947163425386,183.75048756599426,0.0011350875720381737,-0.005867918021976948,,1106,583.0,0.008998362347483635,0.001953125,-0.8762598037719727,87040,0.4717541038990021,,-0.0054260194301605225,1763260262.2827885
0.00024708142154850066,185.22256183624268,2.4563632905483246e-05,-0.0018495144322514534,,1118,585.0,0.0003702345711644739,0.0,0.1376887559890747,88320,0.42363232374191284,,0.0018284507095813751,1763260263.7548628
0.00024669739650562406,186.04322910308838,3.32370400428772e-05,-0.001296425238251686,,1125,586.0,1115.3594970703125,0.0,-0.0002557039260864258,88960,0.4537786543369293,,8.205324411392212e-05,1763260264.57553
0.0002461597614455968,187.16106295585632,0.003072652965784073,0.014231488108634949,,1133,588.0,0.00039905638550408185,0.005859375,0.16518372297286987,89856,0.40640950202941895,,-0.004022859036922455,1763260265.693364
0.00024546851636841893,188.71956372261047,0.00019418541342020035,0.0002411501482129097,,1145,590.0,520.5859375,0.0,-0.0008283853530883789,91008,0.42802494764328003,,-0.0021654702723026276,1763260267.2518647
0.00024431644123978913,191.21859669685364,0.0001505790278315544,0.008570882491767406,,1164,592.0,1747.185791015625,0.0,-0.0014514923095703125,92928,0.44803112745285034,,0.001032516360282898,1763260269.7508976
0.0002442396362312138,191.38409423828125,0.0007252804934978485,-0.005003776401281357,,1165,593.0,0.009200534783303738,0.0,-0.03850436210632324,93056,0.4310132563114166,,-0.008876904845237732,1763260269.9163952
0.0002437788061797619,192.37011528015137,0.0020443806424736977,0.004317724145948887,,1172,594.0,0.00039582548197358847,0.0,-0.3397780656814575,93824,0.40475979447364807,,0.007401679642498493,1763260270.9024162
0.00024324117111973464,193.29683113098145,0.005794862285256386,-0.013893015682697296,,1181,596.0,0.0006420635036192834,0.013671875,-0.2935917377471924,94720,0.37929031252861023,,0.006674991920590401,1763260271.829132
0.00024293395108543336,193.74637842178345,0.00105330441147089,0.0034405598416924477,,1186,597.0,0.0010617069201543927,0.001953125,0.029392123222351074,95232,0.3995312452316284,,-0.004204746335744858,1763260272.2786794
0.00024224270600825548,194.80255270004272,0.0003855014219880104,0.005840986035764217,,1197,601.0,0.00018713652389124036,0.0,-0.640695333480835,96384,0.37419018149375916,,-0.0027441978454589844,1763260273.3348536
0.00024132104590535164,196.38894510269165,0.0005933074280619621,0.003855661489069462,,1213,604.0,1653.1610107421875,0.0,-0.0004661083221435547,97920,0.4067305028438568,,-0.0010779714211821556,1763260274.921246
0.000241167435888201,196.71000409126282,5.9635378420352936e-05,-0.0016195932403206825,,1215,605.0,0.0015780021203681827,0.0,0.198469877243042,98176,0.4075140655040741,,-0.0034986957907676697,1763260275.242305
0.00024047619081102312,198.29998064041138,0.0012635467574000359,0.0046163806691765785,,1226,606.0,0.00023351404524873942,0.0,0.3222866654396057,99328,0.41931775212287903,,-0.0011170823127031326,1763260276.8322816
0.00024024577578529716,198.8555703163147,0.0001727631315588951,0.0007804026827216148,,1230,606.0,0.002015146892517805,0.0,-0.2077929973602295,99712,0.4758172333240509,,-0.0049097295850515366,1763260277.3878713
0.0002400153607595712,199.39501547813416,0.00020084530115127563,0.005502099171280861,,1234,606.0,0.008455283008515835,0.0,-0.7917650938034058,100096,0.48435264825820923,,-0.0025682076811790466,1763260277.9273164
0.0002393241156823933,200.91838479042053,0.0028506433591246605,0.010026701726019382,,1245,608.0,0.001327686826698482,0.0078125,-0.06840121746063232,101248,0.3595118522644043,,-0.010260559618473053,1763260279.4506857
0.00023878648062236607,202.08282566070557,0.005137242376804352,0.024206077679991722,,1254,609.0,0.002574954880401492,0.00390625,-0.019269466400146484,102144,0.38319218158721924,,-0.020126130431890488,1763260280.6151266
,204.2870864868164,,,500.0,1271,,,,,103894,,500.0,,1763260282.8193874
0.00023602150031365454,207.1217164993286,0.0015935199335217476,-0.002109886147081852,,1299,618.0,0.001599669922143221,0.001953125,0.0861901044845581,106752,0.42709606885910034,,-0.004341870546340942,1763260285.6540174
0.00023356375459115952,210.86393690109253,0.0006178552284836769,-0.0075458986684679985,,1339,628.0,0.0003577923635020852,0.0,0.054428815841674805,110848,0.3656364977359772,,0.009126339107751846,1763260289.3962379
,210.88207817077637,,,500.0,1340,,,,,110894,,500.0,,1763260289.4143791
0.00023294931452255696,211.76074814796448,0.00022399798035621643,0.0013923849910497665,,1349,631.0,0.0004173899651505053,0.0,-3.296079158782959,111872,0.368752121925354,,-0.007097769528627396,1763260290.293049
0.00023210445942822844,213.7162148952484,0.00016775727272033691,-0.0011687036603689194,,1363,632.0,0.00022477644961327314,0.0,0.10708189010620117,113280,0.32715892791748047,,0.00267154723405838,1763260292.2485158
0.00023202765441965312,213.91551303863525,2.6075169444084167e-05,0.0002642534673213959,,1365,632.0,1620.536865234375,0.0,-0.000499725341796875,113408,0.29720136523246765,,-0.001545460894703865,1763260292.447814
0.00023172043438535184,214.64630222320557,0.000876348465681076,-0.001761293038725853,,1370,632.0,1914.60693359375,0.0,-0.0011489391326904297,113920,0.2727101147174835,,0.0017191600054502487,1763260293.1786032
0.00023110599431674927,216.02553391456604,0.002425209619104862,0.019319482147693634,,1380,633.0,1084.10009765625,0.001953125,-0.0002957582473754883,114944,0.34733453392982483,,0.01238367147743702,1763260294.5578349
0.00023102918930817395,216.1721498966217,0.00014984514564275742,0.004618936218321323,,1381,633.0,0.006361386273056269,0.0,0.10040557384490967,115072,0.36854055523872375,,0.0003499351441860199,1763260294.7044508
0.00023056835925672203,217.20354080200195,0.0007491195574402809,0.0006155716255307198,,1388,633.0,0.00040652346797287464,0.0,-0.10205423831939697,115840,0.3485124111175537,,0.00735112652182579,1763260295.7358418
0.00023018433421384543,218.0419580936432,0.0003022085875272751,-0.0003252346068620682,,1395,634.0,1189.9051513671875,0.0,2.5928020477294922e-05,116480,0.3681827187538147,,-0.0013613812625408173,1763260296.574259
,218.53044891357422,,,500.0,1399,,,,,116894,,500.0,,1763260297.0627499
0.00022956989414524287,219.386780500412,3.97954136133194e-06,0.0002016862854361534,,1405,635.0,353.2177429199219,0.0,-5.6624412536621094e-05,117504,0.2833499610424042,,0.00043459609150886536,1763260297.9190814
0.00022788018395658582,222.99911904335022,0.0012190118432044983,-0.0025283508002758026,,1432,638.0,0.0004846066003665328,0.0,0.09850168228149414,120320,0.2753273844718933,,-1.2712553143501282e-05,1763260301.53142
,223.0380358695984,,,500.0,1433,,,,,120394,,500.0,,1763260301.5703368
0.00022649769380223006,225.34431219100952,0.0005186991766095161,0.0057984767481684685,,1455,642.0,0.007524517830461264,0.0,-0.12760472297668457,122624,0.36976999044418335,,-0.00061749666929245,1763260303.8766131
0.00022642088879365474,225.45717120170593,0.002300652675330639,0.005892849527299404,,1456,642.0,0.001233576680533588,0.00390625,-0.09402716159820557,122752,0.319513738155365,,-0.01168825477361679,1763260303.9894722
0.00022634408378507942,225.57028245925903,0.0006382539868354797,0.0006669405847787857,,1457,643.0,0.0004731507506221533,0.0,-0.7790639400482178,122880,0.28018516302108765,,-0.0030681639909744263,1763260304.1025834
0.00022288785839919,230.83558630943298,0.0024023056030273438,-0.004456805065274239,,1514,655.0,0.0056854961439967155,0.0,-0.13813543319702148,128640,0.35659950971603394,,0.00349465012550354,1763260309.3678873
,231.47562217712402,,,500.0,1521,,,,,129394,,500.0,,1763260310.0079231
0.00022219661332201213,231.8889923095703,0.00018303096294403076,-0.0037373770028352737,,1525,657.0,0.00023582155699841678,0.0,0.279330849647522,129792,0.3020893633365631,,-0.0007240772247314453,1763260310.4212933
0.00022211982286535203,232.00344228744507,0.0003280630335211754,-0.003941728733479977,,1527,657.0,1822.1922607421875,0.0,-5.8770179748535156e-05,129920,0.34127625823020935,,-0.014124326407909393,1763260310.5357432
0.0002219662128482014,232.25772905349731,0.00014281738549470901,0.00011129025369882584,,1529,658.0,0.001190716284327209,0.0,-0.0240480899810791,130176,0.3272920548915863,,-0.0035958290100097656,1763260310.79003
0.0002216589928139001,232.71204161643982,0.005460374988615513,-0.03210233524441719,,1534,659.0,0.0020400790963321924,0.017578125,-0.2695150375366211,130688,0.3702990412712097,,-0.007773293182253838,1763260311.2443426
,232.8504674434662,,,500.0,1536,,,,,130894,,500.0,,1763260311.3827684
0.00022112135775387287,233.53729391098022,0.002042977139353752,-0.006162239238619804,,1543,661.0,0.005884033627808094,0.00390625,0.05819028615951538,131584,0.3551909923553467,,-0.02254706621170044,1763260312.0695949
0.00022096774773672223,233.77739787101746,0.0018288474529981613,0.005374981090426445,,1545,661.0,0.00021659102640114725,0.0,-0.015418767929077148,131840,0.3757458031177521,,-0.012990124523639679,1763260312.3096988
,233.79744029045105,,,500.0,1546,,,,,131894,,500.0,,1763260312.3297412
0.00022019969765096903,234.95008301734924,0.0004905955865979195,-0.007988435216248035,,1558,664.0,0.005976084154099226,0.0,0.08141934871673584,133120,0.32632601261138916,,-0.003952819854021072,1763260313.482384
0.0002201228926423937,235.0628321170807,0.0005564019083976746,0.003070533275604248,,1559,664.0,0.0012006598990410566,0.0,-0.019599556922912598,133248,0.33625882863998413,,0.005479969084262848,1763260313.595133
0.00021989247761666775,235.43294215202332,2.0081177353858948e-05,-0.00016296841204166412,,1563,665.0,0.004645312670618296,0.0,0.02130371332168579,133632,0.31287527084350586,,0.0010959692299365997,1763260313.965243
,235.6609489917755,,,500.0,1566,,,,,133894,,500.0,,1763260314.19325
0.00021835637744516134,237.7590503692627,0.00020835641771554947,0.00811313558369875,,1588,669.0,0.0015607905806973577,0.001953125,-0.06221449375152588,136192,0.36474353075027466,,0.0018600597977638245,1763260316.2913513
0.00021827957243658602,237.87083840370178,0.0005711568519473076,-0.006204192526638508,,1589,670.0,0.0002678980235941708,0.0,-0.07260656356811523,136320,0.42488449811935425,,-0.007954053580760956,1763260316.4031394
0.0002178187423851341,238.73678016662598,0.0005886908620595932,0.008704401552677155,,1597,671.0,0.006785674951970577,0.0,-0.05952644348144531,137088,0.354885458946228,,-0.010066989809274673,1763260317.269081
0.00021720430231653154,240.03316497802734,0.00018560700118541718,0.0022517088800668716,,1607,671.0,0.007764582522213459,0.0,0.00398331880569458,138112,0.3157217502593994,,0.0013690926134586334,1763260318.565466
0.0002170506922993809,240.34676265716553,0.00615586806088686,0.025159765034914017,,1609,672.0,0.00024613598361611366,0.033203125,-0.02999699115753174,138368,0.40706518292427063,,-0.01192992553114891,1763260318.8790636
,240.38192057609558,,,500.0,1610,,,,,138394,,500.0,,1763260318.9142215
0.00021689708228223026,240.68531680107117,9.085796773433685e-05,0.0006152018904685974,,1612,672.0,0.006075461395084858,0.0,0.08593618869781494,138624,0.4004881680011749,,-0.0037775635719299316,1763260319.2176178
0.00021605222718790174,242.50048756599426,0.00016034021973609924,-0.003485295921564102,,1626,673.0,0.007210935465991497,0.0,-0.06165051460266113,140032,0.32273489236831665,,-0.0027543585747480392,1763260321.0327885
0.00021528417710214853,243.92517375946045,5.508586764335632e-05,0.0007219370454549789,,1638,674.0,0.0005082509596832097,0.0,-0.08617579936981201,141312,0.37183430790901184,,6.219744682312012e-05,1763260322.4574747
0.00021228878176771104,249.7890419960022,0.0002064453437924385,0.0016193939372897148,,1687,679.0,0.00026511328178457916,0.0,-0.09258687496185303,146304,0.4910481572151184,,-0.0010252716019749641,1763260328.321343
0.00020960062101949006,254.9575653076172,0.0003172280266880989,-0.005946475081145763,,1732,683.0,0.023323310539126396,0.0,-0.023107528686523438,150784,0.5468544363975525,,0.0005976259708404541,1763260333.4898663
0.00020883257093373686,256.11762523651123,0.0010995548218488693,0.012451216578483582,,1745,686.0,1827.7369384765625,0.0,2.0623207092285156e-05,152064,0.49779272079467773,,0.011322848498821259,1763260334.6499262
0.00020829493587370962,256.9487657546997,0.0024635950103402138,-0.012148707173764706,,1753,687.0,0.000305418623611331,0.001953125,-0.4817119836807251,152960,0.5158624649047852,,-0.005924157798290253,1763260335.4810667
,256.9835548400879,,,500.0,1754,,,,,153060,,500.0,,1763260335.5158558
0.00020760369079653174,258.0038754940033,6.179511547088623e-05,0.0016409605741500854,,1765,689.0,1778.8961181640625,0.0,0.0001703500747680664,154112,0.5589433312416077,,-0.002377942204475403,1763260336.5361764
0.00020737327577080578,258.34206676483154,0.00030327215790748596,0.006184488534927368,,1768,690.0,0.00020343661890365183,0.0,0.2643876075744629,154496,0.5431650876998901,,0.007764488458633423,1763260336.8743677
0.00020683564071077853,259.1680862903595,0.0033425195142626762,-0.006884102709591389,,1777,691.0,0.0012606257805600762,0.01171875,-0.09506118297576904,155392,0.5908980369567871,,-0.01710967719554901,1763260337.7003872
,263.6294457912445,,,500.0,1818,,,,,159560,,500.0,,1763260342.1617467
