losses/entropy,charts/episodic_return,losses/explained_variance,charts/learning_rate,losses/old_approx_kl,losses/value_loss,_runtime,losses/policy_loss,_timestamp,losses/approx_kl,losses/clipfrac,global_step,charts/episodic_length,_step,charts/SPS
0.5222656726837158,,0.6672818064689636,0.0002875576028600335,0.00979757308959961,49.36578369140625,73.69222617149353,-0.014165572822093964,1763260152.2333663,0.0011577941477298737,0.0,20864,,330,531.0
0.5542331337928772,,-0.0013518333435058594,0.00028740399284288287,0.009141489863395691,302.7352294921875,74.05616307258606,-0.008037149906158447,1763260152.5973032,0.002165902405977249,0.0,21120,,332,533.0
0.578775942325592,,0.17251378297805786,0.0002871735778171569,-0.0014476301148533821,214.43394470214844,74.66951012611389,-0.0018715709447860718,1763260153.2106502,0.00012405123561620712,0.0,21504,,337,534.0
0.5902436375617981,,0.18001008033752441,0.00028701996780000627,0.0003086477518081665,262.3100891113281,75.08482193946838,0.0001362934708595276,1763260153.625962,0.00011970661580562592,0.0,21760,,340,535.0
0.5854863524436951,,0.07785958051681519,0.0002853302576113492,0.00982411578297615,336.440185546875,79.59986162185669,-0.010896444320678711,1763260158.1410017,0.0012070219963788986,0.0,24576,,370,544.0
0.5172542929649353,,0.3670188784599304,0.00028502303757704794,-0.0014743814244866371,120.61687469482422,80.37778782844543,0.001172475516796112,1763260158.918928,0.0007797433063387871,0.0,25088,,375,546.0
0.5744478106498718,,0.0026831626892089844,0.0002837941574398428,7.273070514202118e-05,173.25018310546875,83.58753705024719,8.219480514526367e-05,1763260162.1286771,1.73225998878479e-06,0.0,27136,,396,552.0
,160.0,,,,,87.19803667068481,,1763260165.7391768,,,29391,160.0,425,
0.5924522280693054,,0.056415557861328125,0.00028164361719973385,-0.0006264206022024155,224.58203125,89.44482779502869,-0.00010401010513305664,1763260167.9859679,1.9334256649017334e-06,0.0,30720,,441,558.0
,155.0,,,,,90.69997143745422,,1763260169.2411115,,,31520,155.0,450,
,101.0,,,,,93.134920835495,,1763260171.676061,,,32805,101.0,471,
0.5861409902572632,,0.08544057607650757,0.0002799539070110768,-0.0006194179877638817,286.1985168457031,94.47082352638245,-3.2261013984680176e-06,1763260173.0119636,6.639398634433746e-06,0.0,33536,,481,558.0
0.6117954254150391,,-0.03264284133911133,0.0002794930769596249,-6.24610111117363e-05,177.06919860839844,95.68614411354065,-0.001332014799118042,1763260174.2272842,8.597038686275482e-06,0.0,34304,,490,560.0
,149.0,,,,,97.25785088539124,,1763260175.798991,,,35313,149.0,504,
0.5978784561157227,,-0.01701939105987549,0.0002783410018309951,-0.0013015670701861382,514.5614013671875,98.84028959274292,0.0029755979776382446,1763260177.3814297,0.00034570787101984024,0.0,36224,,515,562.0
0.6219534277915955,,0.08483213186264038,0.0002775729517452419,0.0009399233385920525,152.7855224609375,100.90894770622253,-0.0035492628812789917,1763260179.4500878,3.057252615690231e-05,0.0,37504,,530,564.0
0.5700727701187134,,0.08366459608078003,0.0002772657317109406,-0.0006916429847478867,284.07916259765625,101.82972049713135,-0.003707118332386017,1763260180.3708606,7.761269807815552e-05,0.0,38016,,539,564.0
0.5769771337509155,,-0.08669960498809814,0.0002768049016594887,0.0014246031641960144,164.86837768554688,102.98360323905945,-0.0015733614563941956,1763260181.5247433,4.0085986256599426e-05,0.0,38784,,547,566.0
0.5783272981643677,,0.1646689772605896,0.0002764208766166121,-0.0023274384438991547,389.8631591796875,103.93525266647339,-0.0002028346061706543,1763260182.4763927,8.480623364448547e-06,0.0,39424,,555,567.0
0.5868054032325745,,0.08233684301376343,0.00027619049069471657,5.875900387763977e-05,153.81822204589844,104.50359010696411,2.039596438407898e-05,1763260183.0447302,2.514570951461792e-07,0.0,39808,,559,568.0
0.5740558505058289,,0.01838761568069458,0.00027572966064326465,-0.00038309674710035324,189.31178283691406,105.72682118415833,-0.00014102552086114883,1763260184.2679613,1.9249506294727325e-05,0.0,40576,,568,569.0
0.5864096283912659,,0.19288593530654907,0.00027427036548033357,-3.530178219079971e-05,435.47705078125,109.42271542549133,-0.0005339533090591431,1763260187.9638555,2.7427449822425842e-06,0.0,43008,,595,573.0
,500.0,,,,,111.84086465835571,,1763260190.3820047,,,44556,500.0,612,
0.6061393618583679,,0.03519207239151001,0.0002731950953602791,-0.0013464633375406265,102.7062759399414,112.20811486244202,-0.0003424137830734253,1763260190.749255,0.00010944157838821411,0.0,44800,,614,576.0
0.5290464758872986,,0.15231066942214966,0.00027235024026595056,-0.00011415872722864151,459.8330383300781,114.31970524787903,-0.00034318864345550537,1763260192.8608453,0.00015747081488370895,0.0,46208,,630,578.0
0.5263145565986633,,0.1880815625190735,0.0002720430202316493,0.001873483881354332,355.2913818359375,115.07432055473328,-0.0021677687764167786,1763260193.6154606,6.430037319660187e-05,0.0,46720,,636,579.0
0.5716572999954224,,-0.04254865646362305,0.0002718126052059233,2.783164381980896e-05,105.34224700927734,115.66117596626282,-0.0007218420505523682,1763260194.202316,3.069266676902771e-05,0.0,47104,,640,580.0
0.5139128565788269,,0.10130906105041504,0.00027119816513732076,-9.317044168710709e-05,66.61907196044922,117.16883063316345,-9.611248970031738e-06,1763260195.7099707,5.00120222568512e-07,0.0,48128,,650,581.0
0.562122642993927,,-0.05581331253051758,0.00027035331004299223,0.0015260204672813416,70.15693664550781,119.17672896385193,-0.0009588822722434998,1763260197.717869,5.720555782318115e-05,0.0,49536,,664,584.0
0.4911781847476959,,0.1383305788040161,0.0002691244299057871,-0.001588471233844757,63.22182083129883,122.08838987350464,0.00740576907992363,1763260200.62953,0.0004008077085018158,0.0,51584,,684,588.0
0.5096540451049805,,4.3392181396484375e-05,0.00026881720987148583,-0.004178882576525211,50.38541793823242,122.8382670879364,-0.003524843603372574,1763260201.3794072,0.0002443315461277962,0.0,52096,,689,589.0
0.4963502585887909,,-0.06251060962677002,0.0002682795748114586,-0.0026345206424593925,35.935977935791016,124.13295793533325,0.00330265611410141,1763260202.674098,8.562672883272171e-05,0.0,52992,,698,590.0
0.49489152431488037,,0.13418811559677124,0.0002680491597857326,-4.206877201795578e-05,42.920589447021484,124.72692155838013,3.997981548309326e-05,1763260203.2680616,6.984919309616089e-08,0.0,53376,,702,591.0
0.49750229716300964,,0.624239444732666,0.00026774193975143135,-0.000421721488237381,41.385780334472656,125.46201252937317,-0.005328875035047531,1763260204.0031526,0.00016397982835769653,0.0,53888,,707,592.0
0.4581550657749176,,0.00823211669921875,0.0002664362546056509,-6.081536412239075e-07,34.23379135131836,128.5369462966919,-0.00014722906053066254,1763260207.0780864,7.087364792823792e-07,0.0,56064,,729,595.0
0.4591946601867676,,0.002727210521697998,0.00026474654441699386,-0.0021779583767056465,1150.8726806640625,132.47270584106445,0.0006530508399009705,1763260211.013846,2.8942711651325226e-05,0.0,58880,,757,600.0
0.49675431847572327,,0.005360901355743408,0.0002644393243826926,0.021000918000936508,971.8043212890625,133.18366408348083,-0.008381180465221405,1763260211.7248042,0.0014108279719948769,0.0,59392,,762,601.0
0.503671407699585,,0.005518913269042969,0.0002641321043483913,0.0015770411118865013,894.0658569335938,133.86205196380615,0.016432398930191994,1763260212.403192,0.0024435697123408318,0.0078125,59904,,767,602.0
0.4740360379219055,,0.03928261995315552,0.00026359446928836405,0.004274968057870865,16.564226150512695,135.06892275810242,-0.0009564794600009918,1763260213.6100628,8.192472159862518e-05,0.0,60800,,775,604.0
0.4682576060295105,,-1.4381380081176758,0.00026282641920261085,-0.00030351895838975906,20.8753662109375,136.78776240348816,-0.0021356195211410522,1763260215.3289025,2.2959895431995392e-05,0.0,62080,,788,606.0
0.49461472034454346,,0.0016238093376159668,0.0002622887841425836,0.012463243678212166,124.12975311279297,138.02182698249817,-0.0009293593466281891,1763260216.562967,0.0011080913245677948,0.0,62976,,797,608.0
0.47331708669662476,,0.0003503561019897461,0.00026175114908255637,0.004804394207894802,1291.015625,139.26747584342957,-0.0020791739225387573,1763260217.808616,0.00010344851762056351,0.0,63872,,806,609.0
,500.0,,,,,140.52030444145203,,1763260219.0614445,,,64853,500.0,815,
0.49093714356422424,,0.008220493793487549,0.00025821811868809164,0.0040428247302770615,0.47130072116851807,147.36339282989502,-0.007160976529121399,1763260225.904533,0.00042606331408023834,0.0,69760,,863,617.0
0.5141981840133667,,-0.007790565490722656,0.0002576804836280644,-0.00046129897236824036,0.15138013660907745,148.6481478214264,-6.868131458759308e-05,1763260227.189288,0.00042845122516155243,0.0,70656,,872,618.0
0.5455815196037292,,0.0008215904235839844,0.00025745006860233843,0.015579761937260628,0.14715351164340973,149.162823677063,-0.016597721725702286,1763260227.7039638,0.0009664343670010567,0.0,71040,,876,619.0
,343.0,,,,,155.1188337802887,,1763260233.6599739,,,75581,343.0,922,
,182.0,,,,,156.06435799598694,,1763260234.605498,,,76247,182.0,930,
,167.0,,,,,156.9863109588623,,1763260235.527451,,,76810,167.0,938,
,86.0,,,,,157.22695112228394,,1763260235.7680912,,,77003,86.0,941,
0.4872986674308777,,0.29259514808654785,0.0002538402331992984,-0.003822803497314453,946.7310791015625,157.38607954978943,-0.0001286827027797699,1763260235.9272196,0.0003742016851902008,0.0,77056,,942,626.0
,137.0,,,,,158.00127744674683,,1763260236.5424175,,,77511,137.0,948,
0.49298423528671265,,0.13559025526046753,0.0002524577430449426,-0.00021700188517570496,1751.8704833984375,160.8688633441925,0.000241108238697052,1763260239.4100034,8.996576070785522e-07,0.0,79360,,974,627.0
0.5689488649368286,,0.47786974906921387,0.0002521505521144718,-0.000348895788192749,553.6717529296875,161.60160303115845,0.0009202919900417328,1763260240.142743,5.686655640602112e-06,0.0,79872,,980,628.0
,184.0,,,,,162.15170669555664,,1763260240.6928468,,,80321,184.0,985,
,149.0,,,,,163.2968783378601,,1763260241.8380184,,,81071,149.0,995,
,106.0,,,,,163.50257682800293,,1763260242.043717,,,81177,106.0,997,
0.4951607286930084,,0.11255139112472534,0.00025053764693439007,0.0033656591549515724,77.05874633789062,165.35949563980103,0.014867361634969711,1763260243.9006357,0.0029021231457591057,0.00390625,82560,,1015,630.0
,153.0,,,,,165.7726969718933,,1763260244.313837,,,82914,153.0,1020,
0.5118741989135742,,0.6651142835617065,0.0002498464018572122,-0.00394127331674099,482.23956298828125,166.98917293548584,-0.0025152526795864105,1763260245.530313,0.0002722349017858505,0.0,83712,,1031,631.0
,249.0,,,,,169.47273802757263,,1763260248.013878,,,85540,249.0,1050,
0.5407074093818665,,-3.4435105323791504,0.00024861752172000706,0.008879020810127258,204.70651245117188,169.87047123908997,0.010014604777097702,1763260248.4116113,0.004299165681004524,0.00390625,85760,,1053,633.0
0.5262479186058044,,-7.413583755493164,0.0002483103016857058,-0.00436076894402504,142.23068237304688,170.56700444221497,-0.007270338013768196,1763260249.1081445,0.00018084794282913208,0.0,86272,,1058,633.0
0.48543745279312134,,0.12039124965667725,0.0002468510065227747,-0.00029854103922843933,4.3475518226623535,173.81821465492249,0.0005844235420227051,1763260252.3593547,3.0720606446266174e-05,0.0,88704,,1083,636.0
0.5479519367218018,,0.11781185865402222,0.0002464669814798981,-0.004348080605268478,1339.910888671875,174.69828748703003,0.005470350384712219,1763260253.2394276,0.0002103615552186966,0.0,89344,,1091,637.0
0.5423080921173096,,0.7417423725128174,0.00024554532137699425,0.002356939949095249,1.8419437408447266,176.72838616371155,-0.0014247596263885498,1763260255.2695262,0.000598968006670475,0.0,90880,,1106,638.0
,500.0,,,,,178.2661647796631,,1763260256.8073049,,,92071,500.0,1118,
0.5388535261154175,,-0.9731215238571167,0.00024439324624836445,0.0016159815713763237,3.3310763835906982,179.26343965530396,0.0003545123618096113,1763260257.8045797,0.00033648405224084854,0.0,92800,,1125,640.0
,500.0,,,,,180.27761912345886,,1763260258.8187592,,,93571,500.0,1133,
0.4976385831832886,,0.1958969235420227,0.00024316436611115932,-0.003257111646234989,0.22704175114631653,181.71094846725464,-0.0023171771317720413,1763260260.2520885,0.0001801932230591774,0.0,94848,,1145,644.0
0.5229537487030029,,-1.084510326385498,0.00024201229098252952,0.0008644554764032364,0.01569611392915249,183.4916114807129,0.00205068476498127,1763260262.0327516,3.688037395477295e-05,0.0,96768,,1164,649.0
0.5469221472740173,,-0.31488728523254395,0.0002419354859739542,-0.0048277778550982475,0.0049415575340390205,183.6061029434204,0.012921832501888275,1763260262.147243,0.0008323946967720985,0.001953125,96896,,1165,649.0
,500.0,,,,,184.22061347961426,,1763260262.7617536,,,97571,500.0,1172,
0.5381556749343872,,-63.02882385253906,0.00024093702086247504,-0.008223392069339752,0.001586171449162066,185.43047904968262,-0.011779367923736572,1763260263.9716191,0.0030964110046625137,0.00390625,98560,,1181,652.0
,500.0,,,,,185.9521975517273,,1763260264.4933376,,,99071,500.0,1186,
0.5766667127609253,,-0.0007541179656982422,0.0002400153607595712,-0.001058897003531456,1519.6500244140625,187.25965213775635,0.0025981366634368896,1763260265.8007922,0.0003740638494491577,0.0,100096,,1197,655.0
