losses/clipfrac,charts/learning_rate,losses/value_loss,charts/episodic_return,losses/explained_variance,global_step,charts/SPS,losses/entropy,losses/old_approx_kl,losses/policy_loss,losses/approx_kl,_runtime,charts/episodic_length,_step,_timestamp
0.0,0.00028072195709683,31.38072967529297,,0.9228756427764893,32256,1047.0,0.6074575781822205,-0.010728482156991959,-0.00025665387511253357,0.0007773470133543015,56.819979667663574,,555,1763260134.7253087
0.0,0.00028049154207110405,200.1768341064453,,-0.002620220184326172,32640,1047.0,0.6343289613723755,0.0005000410601496696,7.916241884231567e-07,1.3123266398906708e-05,57.197617530822754,,559,1763260135.1029465
,,,209.0,,33452,,,,,,57.88009810447693,209.0,568,1763260135.785427
0.0,0.00027857141685672104,67.3426513671875,,0.9212241172790527,35840,1053.0,0.6026670336723328,0.0007881652563810349,0.0027375370264053345,0.001155409961938858,60.05082106590271,,595,1763260137.95615
,,,177.0,,37264,,,,,,61.355098724365234,177.0,612,1763260139.2604277
0.00390625,0.0002776497567538172,754.4705810546875,,0.03362119197845459,37376,1055.0,0.5006519556045532,0.014706325717270374,0.005057767033576965,0.0038223322480916977,61.4629008769989,,614,1763260139.3682299
,,,326.0,,38947,,,,,,62.83482837677002,326.0,630,1763260140.7401574
0.0,0.0002764208766166121,35.977203369140625,,0.8859894275665283,39424,1058.0,0.5717281699180603,0.0013275118544697762,-0.0028174109756946564,0.0001962883397936821,63.29649066925049,,636,1763260141.2018197
0.05078125,0.00027619049069471657,194.5362548828125,,0.8165639042854309,39808,1058.0,0.6057142615318298,-0.0033402787521481514,-0.0031858906149864197,0.013094974681735039,63.63757848739624,,640,1763260141.5429075
0.001953125,0.000275576050626114,106.89383697509766,,0.5132203102111816,40832,1060.0,0.5017400979995728,0.0038503501564264297,-0.0028786081820726395,0.003332393243908882,64.55937170982361,,650,1763260142.4647007
0.0,0.0002748080005403608,93.36317443847656,,0.0071718692779541016,42112,1061.0,0.5474250912666321,-0.0015139775350689888,-0.009025409817695618,0.00024044234305620193,65.69613742828369,,664,1763260143.6014664
,,,323.0,,43851,,,,,,67.18686056137085,323.0,684,1763260145.0921896
,,,500.0,,44351,,,,,,67.65263271331787,500.0,689,1763260145.5579617
0.0,0.0002728878753259778,23.756031036376953,,0.7413909435272217,45312,1066.0,0.5614554286003113,0.01040018443018198,-0.013370463624596596,0.002884834073483944,68.51197242736816,,698,1763260146.4173014
0.00390625,0.00027265746030025184,156.37094116210938,,0.8288344144821167,45696,1066.0,0.5875241756439209,0.04984941706061363,-0.010118741542100906,0.008232472464442253,68.87147545814514,,702,1763260146.7768044
0.0,0.0002724270452745259,13.827398300170898,,0.6552398204803467,46080,1067.0,0.5132312774658203,-0.002895795740187168,-0.00044486671686172485,0.00015901867300271988,69.20556354522705,,707,1763260147.1108925
0.0,0.0002712749701458961,51.12316131591797,,0.007557332515716553,48000,1068.0,0.4991530179977417,0.0010124016553163528,0.004023326560854912,0.00013493746519088745,70.96376991271973,,729,1763260148.869099
0.0,0.00026973886997438967,852.0192260742188,,0.01240086555480957,50560,1071.0,0.5315919518470764,0.0086093470454216,0.0012644082307815552,0.0002376958727836609,73.23018479347229,,757,1763260151.1355138
0.0,0.0002695084549486637,784.1334228515625,,0.006339907646179199,50944,1072.0,0.5353865623474121,3.707408905029297e-05,-0.00014691054821014404,4.172325134277344e-07,73.56151938438416,,762,1763260151.4668484
0.0,0.00026920123491436243,41.43431854248047,,0.005872189998626709,51456,1072.0,0.5008111596107483,0.0014371229335665703,0.0006045456975698471,2.6724301278591156e-05,74.03423857688904,,767,1763260151.9395676
0.0,0.0002687404048629105,302.497802734375,,0.005322396755218506,52224,1073.0,0.5400294065475464,-0.0006457697600126266,0.0006205067038536072,4.694238305091858e-05,74.6983323097229,,775,1763260152.6036613
,,,115.0,,53462,,,,,,75.83094954490662,115.0,788,1763260153.7362785
0.0,0.0002675115247257054,221.69606018066406,,0.0010783672332763672,54272,1071.0,0.5737549066543579,0.005879877135157585,-0.002796448767185211,0.00010181218385696411,76.67461323738098,,797,1763260154.5799422
0.0,0.00026697388966567814,774.5911254882812,,0.011891305446624756,55168,1072.0,0.4995710849761963,-0.014122077263891697,0.0014971978962421417,0.0008428012952208519,77.48642897605896,,806,1763260155.391758
,,,135.0,,56052,,,,,,78.22213387489319,135.0,815,1763260156.1274629
0.0,0.00026382488431409,1001.2196044921875,,0.14603334665298462,60416,1075.0,0.49247902631759644,0.00010575354099273682,-0.00017338991165161133,2.5480985641479492e-06,82.18866682052612,,863,1763260160.0939958
0.0,0.00026328724925406277,10.072358131408691,,0.4458015561103821,61312,1076.0,0.4885999858379364,0.0003418959677219391,-0.0023376494646072388,6.66491687297821e-05,83.0004050731659,,872,1763260160.905734
0.0,0.0002630568342283368,18.19037437438965,,0.42518073320388794,61696,1076.0,0.4911881983280182,-0.0006919056177139282,0.001055791974067688,8.592382073402405e-06,83.36324834823608,,876,1763260161.2685773
,,,500.0,,66076,,,,,,87.25187993049622,500.0,922,1763260165.157209
0.0,0.000259984633885324,1058.514892578125,,0.0015162229537963867,66816,1079.0,0.43735241889953613,-0.001505402848124504,0.0002460479736328125,4.238449037075043e-05,87.9420690536499,,930,1763260165.847398
0.0,0.0002595238038338721,1538.189697265625,,0.09772366285324097,67584,1079.0,0.4651547968387604,-0.0009460663422942162,0.0017712041735649109,5.765911191701889e-05,88.64042925834656,,938,1763260166.5457582
0.0,0.0002592933888081461,5.101118564605713,,0.12861526012420654,67968,1080.0,0.5256285071372986,0.01259671151638031,0.008827470242977142,0.001554308459162712,88.97006106376648,,941,1763260166.87539
,,,453.0,,68022,,,,,,88.9896981716156,453.0,942,1763260166.8950272
0.0,0.0002589093637652695,725.7008666992188,,0.08331555128097534,68608,1080.0,0.5001041889190674,0.012217494659125805,0.0016477406024932861,0.0006797770038247108,89.51969623565674,,948,1763260167.4250252
0.0,0.0002572964585851878,1.53957200050354,,-0.39963507652282715,71296,1081.0,0.525071382522583,-0.006030586548149586,0.004151505418121815,0.0003591598942875862,91.94569420814514,,974,1763260169.8510232
,,,469.0,,71825,,,,,,92.39655923843384,469.0,980,1763260170.3018882
,,,500.0,,72325,,,,,,92.8684778213501,500.0,985,1763260170.7738068
,,,372.0,,73240,,,,,,93.64843606948853,372.0,995,1763260171.553765
0.0,0.00025599077343940735,0.5726106762886047,,0.1522732973098755,73472,1082.0,0.40978360176086426,0.003550206311047077,-0.0001156684011220932,4.412699490785599e-05,93.8971643447876,,997,1763260171.8024933
0.001953125,0.00025483869831077754,0.24938154220581055,,-1.5466926097869873,75392,1084.0,0.4801686406135559,-0.017505992203950882,-0.012565664015710354,0.0026140231639146805,95.58755826950073,,1015,1763260173.4928873
0.0,0.00025453147827647626,5.381184101104736,,-662.79150390625,75904,1083.0,0.4595305025577545,0.00823162216693163,-0.012974657118320465,0.002448395825922489,96.06791114807129,,1020,1763260173.9732401
0.0,0.0002539170382078737,1033.91943359375,,-0.00018143653869628906,76928,1084.0,0.36961132287979126,0.007482580840587616,0.0089007169008255,0.0006089881062507629,96.98985433578491,,1031,1763260174.8951833
,,,500.0,,78867,,,,,,98.68988513946533,500.0,1050,1763260176.5952141
0.013671875,0.00025253454805351794,0.0015707166166976094,,-2.217393398284912,79232,1085.0,0.42644739151000977,-0.023846587166190147,-0.006823733448982239,0.005448745563626289,99.04135036468506,,1053,1763260176.9466794
0.0,0.00025222732801921666,0.0007452013087458909,,-8.722528457641602,79744,1085.0,0.3164486885070801,-0.0012173186987638474,-0.0007995143532752991,0.0018212571740150452,99.484858751297,,1058,1763260177.3901877
0.037109375,0.0002506912569515407,0.0002926414308603853,,-0.5148284435272217,82304,1086.0,0.30883944034576416,0.008446263149380684,-0.01446257159113884,0.0067916493862867355,101.75644731521606,,1083,1763260179.6617763
0.0,0.0002502304269000888,0.005917838774621487,,-0.12601745128631592,83072,1087.0,0.4202615022659302,0.0011665299534797668,-0.0037908926606178284,0.0006116777658462524,102.45348978042603,,1091,1763260180.3588188
0.001953125,0.00024930876679718494,0.005227986257523298,,-0.10941457748413086,84608,1087.0,0.3887716233730316,0.00685060303658247,-0.009908437728881836,0.001042812131345272,103.8071985244751,,1106,1763260181.7125275
,,,500.0,,85867,,,,,,104.86921262741089,500.0,1118,1763260182.7745416
0.0,0.00024815669166855514,0.007064287085086107,,0.0029515624046325684,86528,1088.0,0.3320657014846802,0.0004002051427960396,-0.0018163621425628662,0.00013484153896570206,105.53583860397339,,1125,1763260183.4411676
,,,500.0,,87367,,,,,,106.2447988986969,500.0,1133,1763260184.150128
0.0078125,0.00024692781153135,0.006765981670469046,,0.4236258268356323,88576,1089.0,0.3288930058479309,0.01763274148106575,-0.022889049723744392,0.005220199003815651,107.37641334533691,,1145,1763260185.2817423
0.00390625,0.0002457757364027202,0.00865446962416172,,-0.4056607484817505,90496,1089.0,0.2529982328414917,-0.009944410994648933,0.01956336200237274,0.0015493743121623993,109.08580422401428,,1164,1763260186.9911332
0.0,0.0002456989313941449,0.017691023647785187,,-10.332317352294922,90624,1089.0,0.3532188832759857,-0.00511504802852869,0.001181274652481079,0.0004079556092619896,109.19443249702454,,1165,1763260187.0997615
,,,500.0,,91367,,,,,,109.8127760887146,500.0,1172,1763260187.718105
0.001953125,0.00024470046628266573,0.00015622418140992522,,-0.23411107063293457,92288,1089.0,0.30276814103126526,-0.007916648872196674,-0.006717560812830925,0.0022264784201979637,110.73648810386658,,1181,1763260188.641817
0.0,0.00024439324624836445,6.608279363717884e-05,,0.6967536211013794,92800,1089.0,0.2011101096868515,0.00978277437388897,0.00022324919700622559,0.002100195735692978,111.17843413352966,,1186,1763260189.0837631
,,,500.0,,93867,,,,,,112.11246132850647,500.0,1197,1763260190.0177903
0.0,0.00024278034106828272,152.59864807128906,,-8.821487426757812e-06,95488,1090.0,0.3480735421180725,-0.0026454348117113113,-0.0016480926424264908,9.5415860414505e-05,113.56715869903564,,1213,1763260191.4724877
0.00390625,0.00024262673105113208,0.0007699263514950871,,0.1681482195854187,95744,1090.0,0.39468204975128174,-0.0005742060020565987,-0.009135179221630096,0.0028400877490639687,113.81983256340027,,1215,1763260191.7251616
,,,500.0,,96867,,,,,,114.77131724357605,500.0,1226,1763260192.6766462
0.00390625,0.00024170507094822824,0.000730628555174917,,-3.222996234893799,97280,1091.0,0.35814040899276733,0.007862980477511883,-0.004562355577945709,0.00140437763184309,115.18170595169067,,1230,1763260193.087035
0.00390625,0.00024147465592250228,0.0031047940719872713,,-0.6273949146270752,97664,1091.0,0.3935976028442383,-0.006779451854526997,-0.010366007685661316,0.0006640264764428139,115.5124785900116,,1234,1763260193.4178076
0.013671875,0.0002407834108453244,0.000259474734775722,,0.1694028377532959,98816,1091.0,0.3187655508518219,-0.002990778535604477,-0.022854473441839218,0.005285542458295822,116.53870892524719,,1245,1763260194.444038
0.005859375,0.00024024577578529716,0.0019776502158492804,,-0.22912812232971191,99712,1092.0,0.3045644164085388,0.007454562932252884,-0.004551678895950317,0.002282246947288513,117.34663724899292,,1254,1763260195.2519662
0.0,0.000239247310673818,1923.831787109375,,0.0003234744071960449,101376,1092.0,0.3391014635562897,-0.00017685629427433014,0.000635683536529541,3.3093616366386414e-05,118.81474018096924,,1271,1763260196.7200692
0.029296875,0.00023748079547658563,0.001836984185501933,,-1.663907766342163,104320,1093.0,0.3459016680717468,-0.020908236503601074,-0.02264375239610672,0.008517101407051086,121.46022129058838,,1299,1763260199.3655503
,,,500.0,,108367,,,,,,125.0038890838623,500.0,1339,1763260202.909218
0.001953125,0.00023502303520217538,1774.054931640625,,-2.5272369384765625e-05,108416,1094.0,0.34992867708206177,-0.0036140121519565582,0.009897354990243912,0.0006576292216777802,125.115398645401,,1340,1763260203.0207276
,,,500.0,,109367,,,,,,125.91199541091919,500.0,1349,1763260203.8173244
0.0078125,0.00023356375459115952,0.0029135863296687603,,0.4086120128631592,110848,1094.0,0.452497661113739,-0.019792087376117706,-0.005076587200164795,0.005641009658575058,127.28999972343445,,1363,1763260205.1953287
0.001953125,0.0002334869495825842,674.7652587890625,,0.004091382026672363,110976,1094.0,0.4521613121032715,-0.009576656855642796,0.029599666595458984,0.001568675972521305,127.40243220329285,,1365,1763260205.3077612
0.0,0.00023317972954828292,277.9544982910156,,0.002346515655517578,111488,1095.0,0.3724078834056854,-0.00584087148308754,-0.007916495203971863,0.00043242983520030975,127.84409403800964,,1370,1763260205.749423
0.001953125,0.00023256528947968036,0.007157158572226763,,0.21518778800964355,112512,1095.0,0.37700513005256653,-0.0036653736606240273,-0.009439677000045776,0.001558852382004261,128.766371011734,,1380,1763260206.6717
0.0,0.00023248848447110504,0.00263522332534194,,0.21752727031707764,112640,1095.0,0.4462483823299408,-0.0033714650198817253,-0.006723769009113312,0.0007802927866578102,128.877046585083,,1381,1763260206.7823756
,,,500.0,,113367,,,,,,129.49830603599548,500.0,1388,1763260207.403635
0.0,0.00023164362937677652,0.007132430095225573,,0.22627371549606323,114048,1095.0,0.4638833999633789,0.012769695371389389,-0.019929993897676468,0.0011130869388580322,130.13045263290405,,1395,1763260208.0357816
0.0,0.00023141321435105056,1354.675537109375,,5.626678466796875e-05,114432,1095.0,0.4321856200695038,-0.0010414067655801773,-0.008099280297756195,0.00047479383647441864,130.49838018417358,,1399,1763260208.4037092
0.0,0.00023102918930817395,0.008406184613704681,,0.03849583864212036,115072,1095.0,0.4393961429595947,-0.0006131380796432495,0.0008932808414101601,0.00040226802229881287,131.0484917163849,,1405,1763260208.9538207
,,,500.0,,117867,,,,,,133.5081205368042,500.0,1432,1763260211.4134495
0.0,0.0002293394791195169,1650.118896484375,,1.5854835510253906e-05,117888,1096.0,0.44545188546180725,-0.0029509561136364937,0.00023663043975830078,5.3268857300281525e-05,133.58405780792236,,1433,1763260211.4893868
0.0,0.00022795698896516114,0.0015041398582980037,,-0.0310441255569458,120192,1096.0,0.3659140169620514,0.00038410723209381104,-0.00046178698539733887,1.2112781405448914e-05,135.6420693397522,,1455,1763260213.5473983
0.0,0.00022788018395658582,0.0001462396903662011,,0.011661231517791748,120320,1096.0,0.4314146041870117,0.004144432954490185,0.004719307646155357,0.0011957744136452675,135.75237035751343,,1456,1763260213.6576993
,,,500.0,,120367,,,,,,135.7692403793335,500.0,1457,1763260213.6745694
0.0078125,0.0002243471535621211,0.0014913725899532437,,-0.005475878715515137,126208,1097.0,0.4989127516746521,0.028850583359599113,0.009709306061267853,0.004367683082818985,140.9959592819214,,1514,1763260218.9012883
,,,500.0,,126867,,,,,,141.55595898628235,500.0,1521,1763260219.461288
0.0,0.0002236559084849432,0.0002624299959279597,,-0.2470409870147705,127360,1098.0,0.47268059849739075,0.024293195456266403,-0.0027515478432178497,0.004015972837805748,142.02480101585388,,1525,1763260219.93013
0.0,0.0002235791034763679,152.664306640625,,1.728534698486328e-05,127488,1098.0,0.5278383493423462,-0.0025887340307235718,0.003123760223388672,0.0006269291043281555,142.13780570030212,,1527,1763260220.0431347
0.03125,0.00022342549345921725,0.0009944613557308912,,-0.3208348751068115,127744,1098.0,0.5578320622444153,0.032674744725227356,0.009247219190001488,0.003612256608903408,142.3603434562683,,1529,1763260220.2656724
0.001953125,0.00022311827342491597,0.0013901896309107542,,-1.1182618141174316,128256,1098.0,0.4431471824645996,0.004018460400402546,0.007279511541128159,0.003285965882241726,142.83378744125366,,1534,1763260220.7391164
0.0,0.00022304146841634065,1552.249755859375,,0.0002785921096801758,128384,1098.0,0.5900152325630188,-0.005952606908977032,-0.0018560662865638733,0.0005662618204951286,142.94720363616943,,1536,1763260220.8525326
0.0,0.00022258063836488873,0.0020480682142078876,,0.09687584638595581,129152,1098.0,0.556247889995575,0.0047723520547151566,-0.0017860345542430878,0.0002406816929578781,143.60815834999084,,1543,1763260221.5134873
,,,500.0,,129367,,,,,,143.74680304527283,500.0,1545,1763260221.652132
0.0,0.0002224270283477381,1352.973876953125,,0.0011390447616577148,129408,1098.0,0.541613757610321,0.008095566183328629,-0.008163049817085266,0.0023428555577993393,143.8624234199524,,1546,1763260221.7677524
0.00390625,0.0002216589928139001,0.0015896440017968416,,-0.12202489376068115,130688,1098.0,0.4821528196334839,0.017901742830872536,0.018141916021704674,0.0029580118134617805,145.00712299346924,,1558,1763260222.912452
0.0,0.0002215821878053248,0.00018338538939133286,,0.2536463737487793,130816,1098.0,0.5453754663467407,0.018748432397842407,-0.011445507407188416,0.0014389725401997566,145.11583805084229,,1559,1763260223.021167
0.0,0.00022135177277959883,0.0010855423752218485,,0.06952160596847534,131200,1098.0,0.49217715859413147,-0.014917530119419098,-0.0031666047871112823,0.0016253776848316193,145.4476602077484,,1563,1763260223.3529892
0.0,0.0002211981627624482,1002.3812866210938,,0.000310361385345459,131456,1098.0,0.47785380482673645,-0.006552529521286488,0.0012940745800733566,0.00023357849568128586,145.668372631073,,1566,1763260223.5737016
0.0,0.00021981567260809243,0.0005718354950658977,,-0.30522799491882324,133760,1099.0,0.45610880851745605,0.0004278281703591347,-0.0021171998232603073,0.0003262357786297798,147.71206068992615,,1588,1763260225.6173897
,,,500.0,,133867,,,,,,147.74828791618347,500.0,1589,1763260225.653617
0.009765625,0.00021927803754806519,0.002143566496670246,,-0.1599729061126709,134656,1099.0,0.5002920627593994,0.006014258600771427,-0.009208284318447113,0.005098029039800167,148.51668620109558,,1597,1763260226.4220152
0.0,0.00021866359747946262,0.006897028535604477,,-1.5141513347625732,135680,1099.0,0.4757625162601471,0.00027228333055973053,-0.002972543239593506,0.00022149458527565002,149.43247151374817,,1607,1763260227.3378005
,,,500.0,,135867,,,,,,149.56253862380981,500.0,1609,1763260227.4678676
0.0,0.00021850998746231198,995.826904296875,,0.0017339587211608887,135936,1099.0,0.5146010518074036,0.01104226429015398,0.00664559006690979,0.00035306718200445175,149.65313911437988,,1610,1763260227.558468
0.0,0.00021835637744516134,0.0027677291072905064,,-0.5607142448425293,136192,1099.0,0.4086931645870209,0.007948286831378937,-0.011816369369626045,0.001957923173904419,149.87061858177185,,1612,1763260227.7759476
0.0,0.00021751152235083282,0.010370499454438686,,-0.1760094165802002,137600,1099.0,0.48495686054229736,0.00828209612518549,-0.014319635927677155,0.0018224669620394707,151.15126013755798,,1626,1763260229.0565891
,,,500.0,,138867,,,,,,152.21685218811035,500.0,1638,1763260230.1221812
0.0,0.00021382488193921745,1769.35009765625,,0.0005611777305603027,143744,1100.0,0.5374149680137634,0.007074420340359211,-0.00670902244746685,0.000250830315053463,156.65385508537292,,1687,1763260234.559184
0.0,0.00021205836674198508,1.5472207069396973,,-0.5673021078109741,146688,1100.0,0.6106165647506714,-0.009980962611734867,-0.008416123688220978,0.0007630260661244392,159.31054878234863,,1732,1763260237.2158778
0.013671875,0.00021159753669053316,188.16873168945312,,-0.23808205127716064,147456,1100.0,0.45019516348838806,0.0003665778785943985,-0.006881490349769592,0.0023596622049808502,160.03296613693237,,1745,1763260237.9382951
0.0,0.00021121351164765656,429.2163391113281,,0.3319939374923706,148096,1100.0,0.49129998683929443,0.0007571233436465263,-0.0010593077167868614,2.8240494430065155e-05,160.62440538406372,,1753,1763260238.5297344
,,,219.0,,148214,,,,,,160.66655564308167,219.0,1754,1763260238.5718846
0.0234375,0.000210599071579054,1364.258544921875,,0.2184969186782837,149120,1100.0,0.4724147319793701,-0.012210818007588387,0.004714883863925934,0.004868829622864723,161.52078223228455,,1765,1763260239.4261112
0.0,0.00021036865655332804,2.6674160957336426,,-0.30933475494384766,149504,1100.0,0.558131992816925,-0.005498038604855537,-0.007324282079935074,0.00022471323609352112,161.88602209091187,,1768,1763260239.791351
0.001953125,0.00020983103604521602,4.897639751434326,,-1.419870376586914,150400,1100.0,0.5093293786048889,0.002774330787360668,-0.009259719401597977,0.0011720089241862297,162.68578720092773,,1777,1763260240.5911162
0.0,0.00020737327577080578,1773.1336669921875,,-0.004480957984924316,154496,1101.0,0.4139971137046814,-0.0017114793881773949,0.0018520541489124298,0.00019228365272283554,166.3207619190216,,1818,1763260244.226091
0.00390625,0.0002070660557365045,1548.53125,,0.0017853975296020508,155008,1101.0,0.4964471161365509,0.01233755238354206,-0.014022523537278175,0.002249758690595627,166.78799891471863,,1823,1763260244.693328
0.0,0.00020529954053927213,0.0009559459867887199,,-11.507691383361816,157952,1101.0,0.4834163784980774,-0.005030717700719833,0.00031806714832782745,0.0005028862506151199,169.41380763053894,,1851,1763260247.3191366
0.0,0.00020499232050497085,0.002111922949552536,,-94.73719787597656,158464,1101.0,0.3742014765739441,-0.0010543940588831902,-0.003891006112098694,7.525365799665451e-05,169.8746519088745,,1856,1763260247.779981
0.005859375,0.00020430107542779297,0.00395989790558815,,-0.0018885135650634766,159616,1101.0,0.419758677482605,0.003934493288397789,-0.010572746396064758,0.0017858445644378662,170.8840684890747,,1868,1763260248.7893975
0.0,0.00020399385539349169,0.0034447330981492996,,-0.9771081209182739,160128,1101.0,0.433449387550354,0.007042675279080868,-0.0018817372620105743,0.00020261574536561966,171.360289812088,,1873,1763260249.2656188
0.0,0.00020376344036776572,1483.224365234375,,-0.0002913475036621094,160512,1102.0,0.4336526691913605,-0.0005777226760983467,-0.0013219285756349564,0.00011459831148386002,171.6922996044159,,1877,1763260249.5976286
,,,500.0,,161489,,,,,,172.52165055274963,500.0,1886,1763260250.4269795
