_runtime,charts/SPS,losses/entropy,charts/episodic_return,losses/explained_variance,losses/policy_loss,_step,global_step,losses/approx_kl,charts/episodic_length,charts/learning_rate,losses/value_loss,losses/old_approx_kl,losses/clipfrac,_timestamp
93.03663158416748,411.0,0.6235978603363037,,0.3436018228530884,-0.0025739651173353195,504,27904,3.091339021921158e-05,,0.0002833333273883909,111.0439453125,0.0012581264600157738,0.0,1763260169.1998076
94.58877301216125,,,76.0,,,515,28586,,76.0,,,,,1763260170.751949
96.82322216033936,413.0,0.5790335536003113,,0.44026416540145874,0.0018598660826683044,530,29568,3.944244235754013e-05,,0.00028233486227691174,95.00011444091797,-0.00048573967069387436,0.0,1763260172.9863982
98.09862971305847,,,117.0,,,539,30132,,117.0,,,,,1763260174.2618058
99.46732711791992,414.0,0.5949301719665527,,-0.028120040893554688,-0.0011302009224891663,547,30720,6.973743438720703e-06,,0.00028164361719973385,220.0256805419922,0.0002726130187511444,0.0,1763260175.6305032
100.61533498764038,,,128.0,,,555,31278,,128.0,,,,,1763260176.778511
101.21769952774048,,,121.0,,,559,31493,,121.0,,,,,1763260177.3808756
102.61625385284424,415.0,0.5981619954109192,,0.04466438293457031,-0.0017450600862503052,568,32128,8.053146302700043e-06,,0.00028079876210540533,247.69549560546875,0.0006828783079981804,0.0,1763260178.77943
106.40738487243652,415.0,0.636843204498291,,0.22017323970794678,-0.000525347888469696,595,33664,2.0063482224941254e-05,,0.0002798771020025015,189.51947021484375,-0.0002644481137394905,0.0,1763260182.570561
108.94303512573242,,,29.0,,,612,34897,,29.0,,,,,1763260185.1062112
109.24919176101685,416.0,0.5563423037528992,,0.07616329193115234,-0.00963786244392395,614,34944,0.0033986466005444527,,0.0002791090519167483,418.4878845214844,-0.0006277123466134071,0.0,1763260185.4123678
111.81281924247742,417.0,0.5779308080673218,,0.03239941596984863,-0.0006688479334115982,630,36096,7.831864058971405e-05,,0.0002784178068395704,238.1853790283203,0.0020865444093942642,0.0,1763260187.9759953
112.92215323448181,417.0,0.5477349758148193,,-0.024042963981628418,0.0008632242679595947,636,36608,2.3385509848594666e-05,,0.0002781105868052691,230.0655059814453,0.0007614344358444214,0.0,1763260189.0853293
113.71129155158997,418.0,0.537924587726593,,-0.155503511428833,0.0015760399401187897,640,36992,2.0937994122505188e-05,,0.00027788017177954316,243.27145385742188,-0.0001819506287574768,0.0,1763260189.8744676
115.61374926567078,419.0,0.641852855682373,,-0.007633686065673828,-0.0005704984068870544,650,37888,4.841107875108719e-05,,0.0002773425367195159,206.1802978515625,-0.0022065220400691032,0.0,1763260191.7769253
118.30533838272095,,,371.0,,,664,39197,,371.0,,,,,1763260194.4685144
122.08228063583374,,,280.0,,,684,40994,,280.0,,,,,1763260198.2454567
123.12767291069031,423.0,0.5864983201026917,,0.8847397565841675,-0.0017972514033317566,689,41472,0.0005797529593110085,,0.0002751920255832374,85.62806701660156,0.0012621646746993065,0.0,1763260199.290849
124.89844727516174,425.0,0.5641909837722778,,0.6479933261871338,0.0008710101246833801,698,42368,0.00013996008783578873,,0.00027465439052321017,128.08351135253906,-0.0020498475059866905,0.0,1763260201.0616233
125.5103611946106,,,233.0,,,702,42664,,233.0,,,,,1763260201.6735373
126.55568981170654,425.0,0.5074316263198853,,0.42278164625167847,-0.00458565354347229,707,43136,0.0005409428849816322,,0.00027419356047175825,68.21807098388672,-0.004597661085426807,0.0,1763260202.7188659
130.97688102722168,428.0,0.5470694303512573,,0.1841944456100464,0.0024622678756713867,729,45312,0.00047366414219141006,,0.0002728878753259778,81.20048522949219,0.0027609048411250114,0.0,1763260207.140057
136.63891124725342,432.0,0.5246785879135132,,0.48143500089645386,0.015140611678361893,757,48128,0.008147764950990677,,0.00027119816513732076,181.74481201171875,0.032990023493766785,0.013671875,1763260212.8020873
137.6530065536499,432.0,0.5783435106277466,,0.007569730281829834,0.0014757588505744934,762,48640,0.00028427131474018097,,0.0002708909451030195,83.5540771484375,0.005694279447197914,0.0,1763260213.8161826
138.48515248298645,433.0,0.5695027112960815,,-0.0002181529998779297,-0.00098428875207901,767,49024,4.101544618606567e-06,,0.0002706605300772935,73.05862426757812,0.0012428853660821915,0.0,1763260214.6483285
139.98738932609558,,,500.0,,,775,49889,,500.0,,,,,1763260216.1505654
142.5445201396942,435.0,0.5798000693321228,,0.005844473838806152,0.0007957816123962402,788,51072,8.893758058547974e-05,,0.0002694316499400884,61.60569763183594,0.0027085989713668823,0.0,1763260218.7076962
144.2953531742096,436.0,0.579043447971344,,0.01116490364074707,-0.0007088435813784599,797,51968,1.2326054275035858e-05,,0.00026889401488006115,64.28688049316406,7.57165253162384e-07,0.0,1763260220.4585292
146.13228940963745,437.0,0.5544062852859497,,0.003201603889465332,0.0022691902704536915,806,52864,2.5010667741298676e-05,,0.0002683563798200339,58.673587799072266,0.0003314344212412834,0.0,1763260222.2954655
147.89274644851685,438.0,0.5507278442382812,,0.00036406517028808594,-0.00039237644523382187,815,53760,6.233714520931244e-05,,0.00026781874476000667,53.71888732910156,-0.00015135295689105988,0.0,1763260224.0559225
157.5666859149933,443.0,0.5607398748397827,,-0.005952119827270508,-0.0035668276250362396,863,58624,7.183756679296494e-05,,0.0002649001544341445,24.183433532714844,0.002432522363960743,0.0,1763260233.729862
159.32897782325745,444.0,0.5190622210502625,,0.14346039295196533,0.0009746178984642029,872,59520,5.8696605265140533e-05,,0.00026436251937411726,22.808992385864258,0.0008901217952370644,0.0,1763260235.492154
160.11141514778137,444.0,0.5626093149185181,,0.0011132359504699707,-0.0006550420075654984,876,59904,8.482486009597778e-06,,0.0002641321043483913,22.324382781982422,0.0006709806621074677,0.0,1763260236.2745912
168.4954605102539,446.0,0.539067268371582,,0.11786657571792603,-0.0008548162877559662,922,64000,1.1148862540721893e-05,,0.00026167434407398105,18.543561935424805,0.00044712331146001816,0.0,1763260244.6586366
169.62194085121155,,,51.0,,,930,64537,,51.0,,,,,1763260245.785117
171.21269702911377,447.0,0.5503990650177002,,0.043103694915771484,0.0005978420376777649,938,65280,2.616085112094879e-06,,0.00026090629398822784,1071.350341796875,0.00012635905295610428,0.0,1763260247.375873
171.93033504486084,447.0,0.5659008026123047,,-0.07811272144317627,-0.0039368886500597,941,65664,0.00019363127648830414,,0.0002606758789625019,8.611547470092773,-0.003853036090731621,0.0,1763260248.093511
171.98590445518494,,,500.0,,,942,65716,,500.0,,,,,1763260248.1490805
173.228933095932,448.0,0.5718176364898682,,-0.09267759323120117,0.012681262567639351,948,66304,0.0006674947217106819,,0.0002602918539196253,17.598060607910156,-0.002299009822309017,0.0,1763260249.3921092
177.84509444236755,448.0,0.5904471278190613,,0.008934736251831055,-0.0013377517461776733,974,68480,2.7418136596679688e-05,,0.00025898616877384484,648.02978515625,0.0019871965050697327,0.0,1763260254.0082705
178.93117117881775,449.0,0.5889817476272583,,-0.05810356140136719,0.0014072135090827942,980,68992,0.00016988441348075867,,0.00025867894873954356,15.877276420593262,0.0032846610993146896,0.0,1763260255.0943472
179.77501678466797,,,133.0,,,985,69391,,133.0,,,,,1763260255.9381928
181.74020910263062,449.0,0.5251149535179138,,-0.0041351318359375,0.01875464618206024,995,70400,0.002597847953438759,,0.00025783409364521503,1323.44091796875,-0.02755746617913246,0.0,1763260257.9033852
182.22124218940735,450.0,0.6092820763587952,,-0.3872413635253906,-0.00032166391611099243,997,70656,1.7980113625526428e-05,,0.0002576804836280644,8.958263397216797,-4.3569132685661316e-05,0.0,1763260258.3844182
184.825767993927,454.0,0.559455156326294,,-0.0004563331604003906,0.003267761319875717,1015,72448,0.00014412682503461838,,0.0002566052135080099,1032.648681640625,-0.00035927724093198776,0.0,1763260260.988944
185.40107703208923,455.0,0.5732018947601318,,0.0008044838905334473,-0.0023308098316192627,1020,72960,0.00021602027118206024,,0.00025629799347370863,801.2593994140625,-0.0069002024829387665,0.0,1763260261.564253
186.70709252357483,,,500.0,,,1031,74105,,500.0,,,,,1763260262.8702686
190.4053189754486,460.0,0.6098744869232178,,-0.12042689323425293,-0.002953179180622101,1050,76032,0.0004131300374865532,,0.00025445467326790094,0.9977684020996094,0.0036853132769465446,0.0,1763260266.568495
190.9136140346527,460.0,0.5900766849517822,,-0.007664799690246582,-0.001234058290719986,1053,76288,0.00010208413004875183,,0.0002543010632507503,1.5407862663269043,-0.0013304110616445541,0.0,1763260267.07679
191.8243486881256,461.0,0.594184935092926,,0.038239359855651855,-0.002667263150215149,1058,76800,9.289942681789398e-05,,0.000253993843216449,1.048740267753601,-0.001318586990237236,0.0,1763260267.9875247
195.93792176246643,465.0,0.6161472797393799,,-0.08741998672485352,-0.003913484513759613,1083,79360,0.0017568543553352356,,0.0002524577430449426,0.018727976828813553,0.00740218348801136,0.00390625,1763260272.1010978
196.82860708236694,467.0,0.6217323541641235,,0.00036406517028808594,-0.010991431772708893,1091,80128,0.0010607559233903885,,0.00025199694209732115,408.4761962890625,0.0046034883707761765,0.0,1763260272.9917831
198.76750469207764,,,484.0,,,1106,81602,,484.0,,,,,1763260274.9306808
201.19402146339417,470.0,0.5295555591583252,,0.4836617708206177,-0.015025824308395386,1118,82816,0.0019769687205553055,,0.00025038403691723943,0.0047735776752233505,0.007022334262728691,0.001953125,1763260277.3571975
202.3789722919464,,,500.0,,,1125,83485,,500.0,,,,,1763260278.5421484
203.8817698955536,472.0,0.5201101899147034,,-0.6467711925506592,0.009696908295154572,1133,84352,0.00038469862192869186,,0.0002494623768143356,0.0005952576757408679,0.003009888343513012,0.0,1763260280.044946
205.68975710868835,473.0,0.5153988003730774,,-0.0003870725631713867,-0.005756989121437073,1145,85504,0.0018644705414772034,,0.0002487711317371577,1545.170166015625,0.008168064057826996,0.0,1763260281.8529332
208.3552553653717,,,500.0,,,1164,87485,,500.0,,,,,1763260284.5184314
208.50238704681396,477.0,0.49181318283081055,,0.0009734630584716797,0.001353338360786438,1165,87552,9.296834468841553e-05,,0.0002475422515999526,1320.19873046875,-0.0015439782291650772,0.0,1763260284.665563
209.39101147651672,479.0,0.49900177121162415,,-1.704070806503296,-0.0031786710023880005,1172,88320,0.0013268273323774338,,0.00024708142154850066,0.002521421993151307,-0.0039423368871212006,0.0,1763260285.5541875
210.42419290542603,481.0,0.48821133375167847,,0.007806658744812012,-0.0002931356430053711,1181,89216,0.00016220007091760635,,0.0002465437864884734,0.005030892323702574,0.005544730462133884,0.0,1763260286.587369
211.028746843338,483.0,0.48515886068344116,,-0.06741368770599365,-0.005831973627209663,1186,89728,0.00040149595588445663,,0.00024623656645417213,0.0035361628979444504,-0.002873851917684078,0.0,1763260287.191923
212.30339431762695,485.0,0.4051530361175537,,-2.997351884841919,-0.0027283262461423874,1197,90880,0.004789572209119797,,0.00024554532137699425,0.0019888910464942455,0.006323166191577911,0.021484375,1763260288.4665704
214.02024936676025,,,500.0,,,1213,92485,,500.0,,,,,1763260290.1834254
214.42525482177734,489.0,0.5329128503799438,,0.1319935917854309,0.004665197804570198,1215,92672,0.00039723142981529236,,0.00024447005125693977,0.006624947302043438,0.005531877279281616,0.0,1763260290.588431
216.55784845352173,490.0,0.5449069738388062,,-0.2990225553512573,-9.149312973022461e-06,1226,93824,0.00011712312698364258,,0.0002437788061797619,0.0018637701869010925,9.767711162567139e-05,0.0,1763260292.7210245
217.32331800460815,490.0,0.572311520576477,,-0.259183406829834,-0.008752621710300446,1230,94208,0.001193908043205738,,0.00024354839115403593,0.005390615202486515,0.006327501498162746,0.0,1763260293.486494
218.02060508728027,490.0,0.5579701662063599,,-0.0002582073211669922,-0.00324978306889534,1234,94592,0.00027938466519117355,,0.00024331797612830997,610.8780517578125,-0.005838635377585888,0.0,1763260294.1837811
220.06637954711914,491.0,0.5237882733345032,,-1.1410942077636719,-0.009448230266571045,1245,95744,0.0004593702033162117,,0.00024262673105113208,0.0028390998486429453,0.005671671591699123,0.0,1763260296.2295556
221.70237851142883,492.0,0.45571839809417725,,0.4007641077041626,-0.014068976044654846,1254,96640,0.0017609372735023499,,0.00024208909599110484,0.00553781958296895,-0.005048274993896484,0.0,1763260297.8655546
224.8329372406006,493.0,0.41642144322395325,,-7.934060096740723,-0.01659519225358963,1271,98432,0.026231851428747177,,0.00024101382587105036,0.005661900155246258,-0.019032379612326622,0.12109375,1763260300.9961133
228.57235479354858,498.0,0.43879663944244385,,-0.4168376922607422,-0.005109379068017006,1299,101248,0.0005990676581859589,,0.0002393241156823933,0.0016110342694446445,0.0010425839573144913,0.00390625,1763260304.7355309
233.38003373146057,506.0,0.4095624089241028,,0.6574280261993408,0.010093331336975098,1339,105344,0.00429648719727993,,0.00023686635540798306,0.0021992740221321583,-0.0013794675469398499,0.044921875,1763260309.5432098
233.51535367965698,506.0,0.4563722014427185,,-0.13766586780548096,-0.014950189739465714,1340,105472,0.004349418915808201,,0.00023678955039940774,0.0015875963727012277,-0.003974339924752712,0.0078125,1763260309.6785297
234.6065378189087,508.0,0.43367651104927063,,-29.976472854614258,0.0016877558082342148,1349,106368,0.00701339915394783,,0.0002362519153393805,0.16848471760749817,0.014402555301785469,0.021484375,1763260310.7697139
236.30832481384277,510.0,0.4291338622570038,,-4.8850812911987305,0.013415634632110596,1363,107776,0.005383752286434174,,0.00023540706024505198,0.027378834784030914,-0.0032087229192256927,0.029296875,1763260312.4715009
236.46566534042358,,,500.0,,,1365,107985,,500.0,,,,,1763260312.6288414
237.01090097427368,,,500.0,,,1370,108485,,500.0,,,,,1763260313.174077
238.16626238822937,,,500.0,,,1380,109485,,500.0,,,,,1763260314.3294384
238.2920436859131,514.0,0.4731665253639221,,-7.450580596923828e-05,0.0005647856742143631,1381,109568,2.4381093680858612e-05,,0.0002343317901249975,1242.696533203125,9.078066796064377e-05,0.0,1763260314.4552197
239.11751461029053,516.0,0.42406249046325684,,-0.007500767707824707,0.0004961863160133362,1388,110336,0.0033008363097906113,,0.0002338709746254608,0.0008422938990406692,0.01273922435939312,0.005859375,1763260315.2806907
239.7887089252472,,,500.0,,,1395,110985,,500.0,,,,,1763260315.951885
240.22592210769653,,,500.0,,,1399,111485,,500.0,,,,,1763260316.3890982
241.30825400352478,518.0,0.4894300401210785,,0.00010955333709716797,0.003297261893749237,1405,112000,0.003306109458208084,,0.00023287250951398164,1579.20458984375,-0.0013577286154031754,0.005859375,1763260317.47143
245.9327940940857,519.0,0.5430532097816467,,-2.3365020751953125e-05,0.010022759437561035,1432,114688,0.0005067996680736542,,0.00023125960433389992,1394.77880859375,0.0033830255270004272,0.0,1763260322.0959702
246.13081860542297,519.0,0.531150221824646,,-0.006730318069458008,-0.0034206099808216095,1433,114816,0.0006305528804659843,,0.0002311827993253246,0.006631684023886919,-0.0037498874589800835,0.0,1763260322.2939947
249.91606163978577,,,500.0,,,1455,117102,,500.0,,,,,1763260326.0792377
250.09700798988342,520.0,0.5477478504180908,,-0.00012481212615966797,-0.0030442029237747192,1456,117120,0.0006194571033120155,,0.00022980030917096883,1582.67724609375,0.010931971482932568,0.0,1763260326.260184
250.27220225334167,521.0,0.5546673536300659,,-0.03647041320800781,-0.0009749680757522583,1457,117248,9.253434836864471e-05,,0.0002297235041623935,0.005518362857401371,-0.0018919464200735092,0.0,1763260326.4353783
257.60052156448364,526.0,0.5918782949447632,,-0.0015473365783691406,0.0008540879935026169,1514,122240,6.466172635555267e-05,,0.00022672810882795602,0.13439957797527313,0.00035085156559944153,0.0,1763260333.7636976
258.30716133117676,,,500.0,,,1521,122971,,500.0,,,,,1763260334.4703374
258.85521841049194,528.0,0.6163284778594971,,-0.029650211334228516,-5.346536636352539e-05,1525,123392,0.0001145731657743454,,0.00022603686375077814,0.0007206675945781171,-0.0013200696557760239,0.0,1763260335.0183945
259.0201370716095,528.0,0.5965531468391418,,8.797645568847656e-05,0.00356205552816391,1527,123520,0.0002355240285396576,,0.00022596005874220282,1173.0123291015625,-0.00286203995347023,0.0,1763260335.1833131
259.29695987701416,528.0,0.4813651144504547,,-0.05141735076904297,0.005617097020149231,1529,123776,0.0037509938701987267,,0.00022580644872505218,0.0012275290209800005,-0.009398650377988815,0.01953125,1763260335.460136
259.88600301742554,529.0,0.5330674052238464,,0.07897400856018066,0.0066713690757751465,1534,124288,0.001744014210999012,,0.0002254992286907509,0.0010780717711895704,0.01015507522970438,0.0,1763260336.049179
260.0693016052246,,,500.0,,,1536,124471,,500.0,,,,,1763260336.2324777
260.9310550689697,531.0,0.5943048000335693,,-0.04073035717010498,-0.016299616545438766,1543,125184,0.001592922955751419,,0.00022496159363072366,0.004008815158158541,-0.005740208551287651,0.0,1763260337.0942311
261.2014172077179,531.0,0.6058837175369263,,-0.05585300922393799,-0.006593085825443268,1545,125440,0.0021749986335635185,,0.00022480798361357301,9.648905688663945e-05,0.006678042002022266,0.0,1763260337.3645933
261.2208671569824,,,500.0,,,1546,125471,,500.0,,,,,1763260337.3840432
262.1913616657257,,,219.0,,,1558,126307,,219.0,,,,,1763260338.3545377
262.3332087993622,532.0,0.5777766704559326,29.0,0.0056612491607666016,0.00010748952627182007,1559,126336,4.143174737691879e-05,29.0,0.00022427034855354577,2462.6083984375,-0.0009654602035880089,0.0,1763260338.4963849
262.6632652282715,,,123.0,,,1563,126662,,123.0,,,,,1763260338.8264413
262.95255970954895,533.0,0.5691190361976624,,-0.008313417434692383,-0.0016336925327777863,1566,126848,5.4934062063694e-05,,0.0002239631285192445,1747.5050048828125,-0.003866438753902912,0.0,1763260339.1157358
266.0281524658203,533.0,0.5970335006713867,,-0.002238154411315918,0.0001328885555267334,1588,128512,1.0887160897254944e-06,,0.00022296466340776533,1613.781982421875,-3.321003168821335e-05,0.0,1763260342.1913285
266.08951902389526,,,136.0,,,1589,128629,,136.0,,,,,1763260342.252695
267.24243235588074,,,358.0,,,1597,129273,,358.0,,,,,1763260343.4056084
268.67385601997375,,,217.0,,,1607,130017,,217.0,,,,,1763260344.837032
269.0845558643341,533.0,0.6179291009902954,,-0.13985657691955566,0.0004488937556743622,1609,130176,4.8442743718624115e-05,,0.0002219662128482014,0.441145122051239,0.0019676247611641884,0.0,1763260345.247732
269.1353430747986,,,206.0,,,1610,130223,,206.0,,,,,1763260345.2985191
269.40403938293457,,,128.0,,,1612,130351,,128.0,,,,,1763260345.5672154
271.51133847236633,534.0,0.5951436758041382,,-0.5290539264678955,-0.002735219895839691,1626,131712,7.819663733243942e-05,,0.00022104455274529755,0.37875697016716003,-0.0019406778737902641,0.0,1763260347.6745145
272.71809458732605,,,56.0,,,1638,132827,,56.0,,,,,1763260348.8812706
280.08927941322327,,,500.0,,,1687,137827,,500.0,,,,,1763260356.2524555
285.2666847705841,547.0,0.501085638999939,,-0.00023543834686279297,0.0060672760009765625,1732,142336,0.0001736469566822052,,0.00021466973703354597,1823.270263671875,5.3899362683296204e-05,0.0,1763260361.4298608
286.7753803730011,549.0,0.4991236925125122,,-0.7409086227416992,-0.009467437863349915,1745,143744,0.0014708628877997398,,0.00021382488193921745,0.0002948260516859591,-0.006326350383460522,0.0,1763260362.9385564
287.5933518409729,550.0,0.41181597113609314,,0.1465590000152588,-0.0005182214081287384,1753,144512,6.74128532409668e-05,,0.00021336405188776553,0.004693509079515934,-0.0007995106279850006,0.0,1763260363.756528
287.72418189048767,551.0,0.42657867074012756,,-0.072684645652771,-0.006983447354286909,1754,144640,0.0015160208567976952,,0.0002132872468791902,0.0012957681901752949,-0.0032204044982790947,0.0,1763260363.887358
288.9049217700958,553.0,0.5046560764312744,,-1.3286769390106201,-0.005622364580631256,1765,145792,0.005216007120907307,,0.00021259600180201232,0.0003832269867416471,-0.018971150740981102,0.01171875,1763260365.0680978
289.3652651309967,553.0,0.43999266624450684,,-0.5178098678588867,0.00037506595253944397,1768,146048,2.6946887373924255e-05,,0.00021244239178486168,0.0043463497422635555,-0.00024028867483139038,0.0,1763260365.5284412
290.7999486923218,553.0,0.47968506813049316,,-0.0006690025329589844,0.0017338097095489502,1777,146944,0.0009254841133952141,,0.00021190475672483444,267.67578125,-0.005936582572758198,0.0,1763260366.9631248
296.71198296546936,556.0,0.41832593083381653,,-0.031187057495117188,-0.0045350827276706696,1818,151168,0.0013061026111245155,,0.0002093702059937641,0.007468722760677338,-0.0026077674701809883,0.0,1763260372.875159
297.64195346832275,556.0,0.4228120446205139,,0.03271573781967163,0.0005135610699653625,1823,151680,7.245689630508423e-06,,0.00020906298595946282,0.005392516031861305,0.0012750588357448578,0.0,1763260373.8051295
302.26863288879395,,,500.0,,,1851,154528,,500.0,,,,,1763260378.431809
302.9394197463989,,,500.0,,,1856,155028,,500.0,,,,,1763260379.1025958
304.35312247276306,560.0,0.45301422476768494,,-0.023586750030517578,0.01064126193523407,1868,156288,0.0009764162823557854,,0.0002062980056507513,0.000701511453371495,0.0041734641417860985,0.0,1763260380.5162985
304.9317660331726,560.0,0.4175587594509125,,-0.0418623685836792,0.002689274027943611,1873,156800,0.0017724232748150826,,0.00020599078561645,0.0010936142643913627,0.006414669565856457,0.0,1763260381.094942
305.37369990348816,561.0,0.45306456089019775,,-0.01725614070892334,0.01145104318857193,1877,157184,0.0007265005260705948,,0.00020576037059072405,0.005443038884550333,-0.00423244945704937,0.0,1763260381.536876
