losses/approx_kl,_runtime,charts/episodic_length,losses/explained_variance,losses/old_approx_kl,global_step,losses/clipfrac,losses/value_loss,losses/policy_loss,charts/episodic_return,losses/entropy,charts/learning_rate,_timestamp,_step,charts/SPS
0.0011937888339161873,257.7251844406128,,-2.586841583251953e-05,0.000742628239095211,163968,0.0,1462.16064453125,-0.013537595048546791,,0.5470229387283325,0.00020168970513623208,1763260336.2580175,1945,734.0
,258.99472427368164,500.0,,,165423,,,,500.0,,,1763260337.5275574,1959,
0.0047487784177064896,260.37536549568176,,-0.27003490924835205,0.019848108291625977,166912,0.0078125,0.0006940709426999092,-0.01977585256099701,,0.41950589418411255,0.0001999231899389997,1763260338.9081986,1973,738.0
0.0008173389360308647,261.58884596824646,,-0.02223992347717285,0.013514653779566288,168064,0.0,0.010806940495967865,-0.006505218334496021,,0.4400333762168884,0.00019923194486182183,1763260340.121679,1985,740.0
0.003621041774749756,262.2955093383789,,-0.23373150825500488,-0.008832314983010292,168704,0.01171875,0.0013290486531332135,-0.005736604332923889,,0.4636405110359192,0.00019884791981894523,1763260340.8283424,1991,740.0
0.0025830278173089027,263.5489091873169,,-0.12828505039215088,-3.354530781507492e-05,169856,0.009765625,0.00021059895516373217,0.00019156187772750854,,0.5472692251205444,0.00019815668929368258,1763260342.0817423,2002,741.0
0.0009862501174211502,264.10854172706604,,-0.22793245315551758,-0.002283914014697075,170368,0.005859375,0.00055082724429667,0.0030676983296871185,,0.5076839923858643,0.0001978494692593813,1763260342.6413748,2007,741.0
0.0014902828261256218,265.132536649704,,0.00985628366470337,-0.000910184346139431,171264,0.0,0.000988178187981248,-0.02312864363193512,,0.5416727066040039,0.00019731183419935405,1763260343.6653697,2016,742.0
0.000508149154484272,265.4500000476837,,-1.8835067749023438e-05,0.002197018824517727,171520,0.0,576.2952880859375,0.0046982914209365845,,0.560299277305603,0.0001971582241822034,1763260343.9828331,2019,742.0
0.0006641251966357231,266.0391364097595,,-5.733966827392578e-05,-0.006969132460653782,172032,0.0,535.594482421875,0.011133018881082535,,0.5853119492530823,0.00019685100414790213,1763260344.5719695,2024,742.0
,266.3427426815033,500.0,,,172414,,,,500.0,,,1763260344.8755758,2027,
0.00019748136401176453,266.6345136165619,,-0.04458785057067871,-0.005148230120539665,172544,0.0,0.007498537190258503,-0.002744460478425026,,0.5556160807609558,0.00019654378411360085,1763260345.1673467,2029,743.0
0.00022200308740139008,267.24659729003906,,-0.042285799980163574,0.0007665008306503296,173056,0.0,0.007319747004657984,0.0012170970439910889,,0.4427391588687897,0.00019623656407929957,1763260345.7794304,2034,743.0
0.0054851677268743515,268.5741410255432,,0.01690441370010376,0.007557544857263565,174208,0.00390625,0.0010190532775595784,0.008701254613697529,,0.564328134059906,0.0001955453190021217,1763260347.1069741,2045,744.0
0.00030008982867002487,269.1494691371918,,0.00955277681350708,-0.007732977159321308,174848,0.0,0.0003284481936134398,0.0021812766790390015,,0.5779863595962524,0.00019516129395924509,1763260347.6823022,2051,745.0
,269.1740839481354,500.0,,,174914,,,,500.0,,,1763260347.706917,2052,
0.0008677607402205467,270.8928816318512,,0.00911104679107666,0.003921364434063435,176768,0.0,0.0012856723042204976,-0.009653080254793167,,0.4980405569076538,0.00019400921883061528,1763260349.4257147,2070,747.0
0.0020290138199925423,271.44466161727905,,-0.10054993629455566,0.014928978867828846,177408,0.00390625,0.0004526244301814586,-0.0048597827553749084,,0.49489179253578186,0.00019362519378773868,1763260349.9774947,2076,748.0
0.0011281343176960945,273.0032181739807,,0.005755245685577393,0.000637945719063282,179072,0.0,0.008811824023723602,-0.0015006139874458313,,0.4474213123321533,0.00019262672867625952,1763260351.5360513,2093,750.0
0.00014726445078849792,273.148072719574,,0.004152953624725342,-0.001966651529073715,179200,0.0,0.0009823464788496494,0.00036150217056274414,,0.4923936128616333,0.0001925499236676842,1763260351.6809058,2094,750.0
6.144866347312927e-06,275.74874114990234,,-2.5391578674316406e-05,1.3560056686401367e-05,181504,0.0,1367.2484130859375,0.00036379508674144745,,0.5478953123092651,0.00019116743351332843,1763260354.2815742,2117,752.0
0.0003513060510158539,278.3308119773865,,4.363059997558594e-05,0.0021532345563173294,183936,0.0,1897.177490234375,0.0014560339041054249,,0.4942901134490967,0.00018970813835039735,1763260356.863645,2141,754.0
0.0010546334087848663,278.78106927871704,,0.00022679567337036133,0.0019816625863313675,184448,0.0,1095.0782470703125,-0.022372610867023468,,0.5490961670875549,0.00018940091831609607,1763260357.3139024,2146,755.0
0.00021357834339141846,278.894140958786,,0.01893395185470581,-0.0014731232076883316,184576,0.0,0.006788973230868578,0.006047993898391724,,0.5720226764678955,0.00018932411330752075,1763260357.426974,2147,755.0
0.0007195696234703064,279.008584022522,,-0.05942094326019287,0.004082599654793739,184704,0.0,0.0011994576780125499,-0.002032838761806488,,0.576567530632019,0.00018924730829894543,1763260357.5414171,2148,755.0
,279.64671063423157,500.0,,,185414,,,,500.0,,,1763260358.1795437,2155,
0.0017558876425027847,281.22455072402954,,-0.0321042537689209,-0.0010727699846029282,187136,0.0,0.008253409527242184,-0.003273485228419304,,0.4768354296684265,0.00018778801313601434,1763260359.7573838,2172,758.0
0.0006041014567017555,282.40441846847534,,-7.772445678710938e-05,-0.0033299950882792473,188416,0.0,1911.4068603515625,-0.0017455630004405975,,0.5552453398704529,0.00018701996305026114,1763260360.9372516,2185,759.0
0.0004885662347078323,283.0762355327606,,0.01764589548110962,-0.007675332948565483,189184,0.0,0.0008585358737036586,-0.005041539669036865,,0.5602340698242188,0.00018655913299880922,1763260361.6090686,2192,761.0
0.00265654269605875,283.668354511261,,-1.4254558086395264,-0.023121457546949387,189824,0.005859375,0.0007597361109219491,-0.0006534941494464874,,0.4787691831588745,0.00018617510795593262,1763260362.2011876,2198,761.0
,283.69953441619873,500.0,,,189914,,,,500.0,,,1763260362.2323675,2199,
0.0009714234620332718,284.8654479980469,,-0.025610804557800293,0.004377758130431175,191104,0.0,0.0068141198717057705,-0.011723201721906662,,0.5142620205879211,0.00018540707242209464,1763260363.398281,2211,763.0
,285.108628988266,500.0,,,191414,,,,500.0,,,1763260363.641462,2214,
0.0005689458921551704,285.6904888153076,,-5.221366882324219e-05,0.00925841461867094,192000,0.0,1123.358154296875,0.005579032003879547,,0.49903467297554016,0.0001848694373620674,1763260364.223322,2220,764.0
0.0004337914288043976,286.02264070510864,,0.006628751754760742,0.0029214732348918915,192384,0.0,0.00016465540102217346,0.003230080008506775,,0.6032277345657349,0.00018463902233634144,1763260364.5554738,2223,764.0
5.4224394261837006e-05,286.1357502937317,,-2.574920654296875e-05,0.004694783128798008,192512,0.0,1179.8270263671875,0.0008076019585132599,,0.5710455775260925,0.00018456221732776612,1763260364.6685834,2225,765.0
0.0005169771611690521,286.2486162185669,,-0.040915727615356445,0.007791563868522644,192640,0.0,0.004946389235556126,-0.004562780261039734,,0.5770746469497681,0.0001844854123191908,1763260364.7814493,2226,765.0
0.0012052021920681,286.3602669239044,,0.04343670606613159,0.01022915169596672,192768,0.0,0.0005873206537216902,-0.007818352431058884,,0.5583277344703674,0.00018440860731061548,1763260364.8931,2227,765.0
0.00019225850701332092,286.7210896015167,,0.01868259906768799,-0.0037005897611379623,193152,0.0,0.006660885643213987,-0.002527061849832535,,0.5348316431045532,0.00018417819228488952,1763260365.2539227,2231,765.0
0.0001521669328212738,287.1426830291748,,-0.00016224384307861328,0.0003536362200975418,193536,0.0,431.6687316894531,-0.010326452553272247,,0.49072837829589844,0.00018394777725916356,1763260365.6755161,2235,766.0
0.0012216512113809586,287.83929896354675,,-0.04284489154815674,0.01655830815434456,194176,0.0,0.0009553880663588643,-0.0036178845912218094,,0.5602405667304993,0.00018356375221628696,1763260366.372132,2241,766.0
0.00021721236407756805,288.5271439552307,,0.0006859302520751953,0.00018103793263435364,194816,0.0,1409.0657958984375,0.005271244794130325,,0.5935477614402771,0.00018317972717341036,1763260367.059977,2248,766.0
0.0001861192286014557,288.81478238105774,,0.08152925968170166,0.005167102441191673,195072,0.0,0.0024187215603888035,-0.002483758144080639,,0.5253952741622925,0.00018302611715625972,1763260367.3476155,2250,767.0
0.0022840937599539757,289.13497281074524,,-74.72953796386719,0.005067332647740841,195328,0.0,0.12551653385162354,0.001189999282360077,,0.5902223587036133,0.00018287250713910908,1763260367.667806,2253,767.0
0.00042707659304142,291.0398199558258,,-0.262603759765625,0.007157629355788231,197248,0.0,0.004611123353242874,0.00606207549571991,,0.5832969546318054,0.00018172043201047927,1763260369.572653,2272,768.0
,291.753515958786,500.0,,,198132,,,,500.0,,,1763260370.286349,2280,
,293.2158782482147,500.0,,,199632,,,,500.0,,,1763260371.7487113,2295,
0.0005040932446718216,293.6712851524353,,-1.4851527214050293,-0.007254771888256073,199936,0.0,0.0018236404284834862,-0.007336527109146118,,0.5290083885192871,0.00018010752683039755,1763260372.2041183,2298,771.0
,295.0584819316864,500.0,,,201132,,,,500.0,,,1763260373.591315,2310,
0.00015634018927812576,295.35889625549316,,-4.614525318145752,0.00752751249819994,201344,0.0,0.013636496849358082,0.002832230180501938,,0.49984246492385864,0.00017926267173606902,1763260373.8917294,2312,771.0
,295.97575402259827,500.0,,,201982,,,,500.0,,,1763260374.5085871,2318,
0.00021048076450824738,296.49881649017334,,-0.027296900749206543,-0.0007871910929679871,202368,0.0,0.0004508934507612139,-0.0028518885374069214,,0.5755515098571777,0.00017864823166746646,1763260375.0316496,2322,772.0
0.000100698322057724,296.6632173061371,,-3.8623809814453125e-05,0.007545843720436096,202496,0.0,1719.69921875,-0.0013536438345909119,,0.5978657603263855,0.00017857142665889114,1763260375.1960504,2324,772.0
0.0009000953286886215,297.2087233066559,,3.2186508178710938e-06,-0.001413106918334961,203008,0.0,1510.53662109375,0.0043089911341667175,,0.503211259841919,0.00017826420662458986,1763260375.7415564,2329,772.0
0.00048045534640550613,298.3777163028717,,-3.0040740966796875e-05,-0.0026385681703686714,204032,0.0,1744.189453125,-0.0013891439884901047,,0.5820444822311401,0.0001776497665559873,1763260376.9105494,2339,773.0
,298.81619787216187,500.0,,,204482,,,,500.0,,,1763260377.349031,2343,
,299.3374581336975,500.0,,,204982,,,,500.0,,,1763260377.8702912,2348,
0.0003905566409230232,300.0172164440155,,-0.00020194053649902344,0.005432388745248318,205568,0.0,1008.4593505859375,-0.010286729782819748,,0.5924299359321594,0.00017672810645308346,1763260378.5500495,2354,774.0
,300.8689305782318,500.0,,,206482,,,,500.0,,,1763260379.4017637,2363,
1.569371670484543e-05,303.2740020751953,,-0.03199005126953125,-0.0002977373078465462,209152,0.0,0.006755433976650238,-0.0013518184423446655,,0.4566904306411743,0.0001745775662129745,1763260381.8068352,2389,778.0
,307.12479972839355,500.0,,,212982,,,,500.0,,,1763260385.6576328,2426,
0.00089232437312603,307.56492161750793,,-0.16717243194580078,-0.0018751788884401321,213376,0.0,0.000268678879365325,-0.005170224234461784,,0.473475843667984,0.00017204301548190415,1763260386.0977547,2430,781.0
0.0013047028332948685,309.3154375553131,,0.14398980140686035,0.005334898829460144,215296,0.0,0.0009161263005807996,-0.017520777881145477,,0.4777880609035492,0.00017089094035327435,1763260387.8482707,2449,783.0
0.00012870971113443375,310.80084109306335,,-0.07702314853668213,-0.004564517177641392,216960,0.0,0.00021517436834983528,-0.002511650323867798,,0.46870455145835876,0.00016989247524179518,1763260389.3336742,2465,785.0
0.0007525412365794182,313.3239598274231,,0.1142774224281311,0.0034296074882149696,219776,0.0,0.0009650636930018663,-0.008364807814359665,,0.48234134912490845,0.00016820276505313814,1763260391.856793,2493,788.0
0.00016102753579616547,314.4937105178833,,1.722574234008789e-05,-0.0015476848930120468,221056,0.0,1161.1619873046875,0.0036751218140125275,,0.5243860483169556,0.00016743471496738493,1763260393.0265436,2506,789.0
0.00017685629427433014,315.2887427806854,,-0.13859796524047852,-0.0021623559296131134,221952,0.0,0.0002942085266113281,-0.004769355058670044,,0.5555784106254578,0.0001668970799073577,1763260393.8215759,2514,790.0
,315.3016469478607,500.0,,,221982,,,,500.0,,,1763260393.83448,2515,
,315.7789285182953,500.0,,,222482,,,,500.0,,,1763260394.3117616,2520,
0.00021387916058301926,317.0536277294159,,-0.026882648468017578,0.000550481490790844,223872,0.0,0.0003319354436825961,-0.004819944500923157,,0.596989095211029,0.0001657450047787279,1763260395.5864608,2533,792.0
0.00010472070425748825,317.82270550727844,,-8.690357208251953e-05,-0.0012511825188994408,224512,0.0,1584.45654296875,-0.0004176422953605652,,0.5283781290054321,0.0001653609797358513,1763260396.3555386,2540,792.0
0.002368689514696598,318.68885588645935,,-0.006762146949768066,0.0032804151996970177,225280,0.001953125,0.0006914999103173614,0.00615016371011734,,0.5184578895568848,0.00016490014968439937,1763260397.221689,2547,792.0
0.00020307116210460663,321.3816571235657,,6.0498714447021484e-05,-0.001968640834093094,227584,0.0,1223.4942626953125,0.003522731363773346,,0.5499821901321411,0.0001635176595300436,1763260399.9144902,2570,793.0
0.0004030708223581314,321.55262327194214,,0.12457656860351562,0.003844344988465309,227712,0.0,0.005588998086750507,-0.001701701432466507,,0.5218487977981567,0.00016344085452146828,1763260400.0854564,2571,793.0
0.000391913577914238,322.1574683189392,,0.021264970302581787,-8.005835115909576e-05,228224,0.0,0.005244466010481119,-0.005733802914619446,,0.5381349325180054,0.000163133634487167,1763260400.6903014,2576,793.0
0.0008759424090385437,322.293740272522,,-0.12664270401000977,0.01477234996855259,228352,0.00390625,0.0008857899229042232,-0.005307149142026901,,0.5865457057952881,0.00016305682947859168,1763260400.8265734,2577,793.0
,326.08767008781433,500.0,,,231482,,,,500.0,,,1763260404.6205032,2608,
0.00023698434233665466,326.37093234062195,,-0.022734403610229492,0.002064153552055359,231680,0.0,0.005625705234706402,-0.002007514238357544,,0.5729454755783081,0.00016105991380754858,1763260404.9037654,2610,793.0
0.0007973033934831619,328.48444652557373,,0.22480356693267822,-0.0034734979271888733,233728,0.0,0.00022476090816780925,-0.011031247675418854,,0.5432069897651672,0.00015983103367034346,1763260407.0172796,2630,795.0
,328.939165353775,500.0,,,234258,,,,500.0,,,1763260407.4719985,2636,
0.0009844489395618439,329.857825756073,,6.270408630371094e-05,0.011651763692498207,235264,0.0,1677.6539306640625,-0.008685402572154999,,0.5495863556861877,0.00015890937356743962,1763260408.3906589,2646,796.0
0.0001797787845134735,329.96883249282837,,0.001958191394805908,0.002895515412092209,235392,0.0,0.006704122759401798,-0.0017826221883296967,,0.5737570524215698,0.0001588325685588643,1763260408.5016656,2647,796.0
9.409338235855103e-05,330.0793535709381,,0.0012333393096923828,-0.0005650985985994339,235520,0.0,0.0009641362703405321,0.001526394858956337,,0.5861541628837585,0.00015875576355028898,1763260408.6121867,2648,796.0
0.0019256258383393288,331.93563508987427,,0.09623861312866211,0.009926819242537022,237568,0.001953125,0.00017547929019201547,-0.015101484954357147,,0.5214335322380066,0.00015752688341308385,1763260410.4684682,2668,798.0
0.003025663085281849,332.3820538520813,,0.04485452175140381,0.006501791067421436,238080,0.00390625,0.0001881462085293606,-0.019352413713932037,,0.4832038879394531,0.00015721966337878257,1763260410.914887,2673,799.0
0.0003617536276578903,333.48865127563477,,-0.03705716133117676,0.0002219565212726593,239104,0.0,0.000252694939263165,0.0009734928607940674,,0.5470289587974548,0.00015660522331018,1763260412.0214844,2683,799.0
0.00019149668514728546,334.01363229751587,,-0.09431624412536621,-0.0007162503898143768,239488,0.0,0.000880969746503979,0.0017812065780162811,,0.5331999659538269,0.00015637480828445405,1763260412.5464654,2687,799.0
,334.20387721061707,500.0,,,239684,,,,500.0,,,1763260412.7367103,2689,
0.0004253312945365906,334.6774032115936,,-0.09023511409759521,-0.012683136388659477,240000,0.0,0.0008371821022592485,-0.0017930269241333008,,0.5813300013542175,0.00015606758825015277,1763260413.2102363,2692,799.0
0.0007910635322332382,339.77241134643555,,0.05563157796859741,0.0019390750676393509,244096,0.0,0.00025284753064624965,-0.010976627469062805,,0.567183256149292,0.00015360982797574252,1763260418.3052444,2732,799.0
0.00019169319421052933,342.38916301727295,,-0.034314632415771484,-0.002327444963157177,246144,0.0,0.00022396777058020234,-0.00036861374974250793,,0.5422841906547546,0.0001523809478385374,1763260420.921996,2752,799.0
0.001786927692592144,343.0856704711914,,-0.5231250524520874,-0.005608051083981991,246656,0.0,0.0002635419077705592,-0.009228423237800598,,0.5415071249008179,0.00015207372780423611,1763260421.6185036,2757,799.0
,344.9420397281647,500.0,,,248184,,,,500.0,,,1763260423.4748728,2772,
,346.25321793556213,500.0,,,249184,,,,500.0,,,1763260424.786051,2782,
3.568828105926514e-05,346.37312507629395,,-0.00010836124420166016,-0.001537846401333809,249216,0.0,1867.7298583984375,-0.0008956789970397949,,0.5535978674888611,0.0001505376276327297,1763260424.9059582,2783,799.0
0.00038805603981018066,347.67716360092163,,1.0788440704345703e-05,-0.005365921184420586,250240,0.0,1611.641845703125,0.004553258419036865,,0.5017943978309631,0.00014992320211604238,1763260426.2099967,2793,799.0
0.0007064556702971458,351.64365315437317,,0.08911371231079102,0.008655070327222347,253568,0.0,0.00031324231531471014,-0.004274571314454079,,0.5086172819137573,0.00014792627189308405,1763260430.1764863,2824,799.0
0.00018940772861242294,353.3987362384796,,-0.004261493682861328,0.006325359456241131,255488,0.0,0.0007272468064911664,0.002575226128101349,,0.4548329710960388,0.00014677419676445425,1763260431.9315693,2843,801.0
0.00018120277673006058,354.6688976287842,,-5.697171688079834,0.0033529670909047127,256896,0.0,0.011808417737483978,-0.002248825505375862,,0.43327653408050537,0.00014592934167012572,1763260433.2017307,2857,802.0
0.00031888019293546677,356.96131706237793,,0.022230803966522217,-0.002964911051094532,259456,0.0,0.0004436003800947219,-0.003599865362048149,,0.45388078689575195,0.00014439324149861932,1763260435.4941502,2882,804.0
0.00048061832785606384,357.6693639755249,,6.139278411865234e-06,0.00537959486246109,260224,0.0,1889.9083251953125,-0.005260996520519257,,0.5292128920555115,0.0001439324114471674,1763260436.202197,2890,805.0
6.548501551151276e-05,359.63717913627625,,-0.08817136287689209,9.924732148647308e-05,262400,0.0,0.003315975423902273,-0.0012291371822357178,,0.5458730459213257,0.00014262672630138695,1763260438.1700122,2911,807.0
2.197548747062683e-05,361.8274509906769,,0.07608062028884888,0.00032968446612358093,264832,0.0,0.004837276414036751,-0.0013360735028982162,,0.49874386191368103,0.00014116743113845587,1763260440.360284,2935,809.0
0.0001409025862812996,363.0927543640137,,-7.236003875732422e-05,-0.0013101687654852867,266240,0.0,1516.8408203125,-0.003325102850794792,,0.5124027132987976,0.00014032257604412735,1763260441.6255875,2949,810.0
0.0018325923010706902,364.1268708705902,,-0.02922654151916504,-0.0197891928255558,267392,0.0,0.00468379445374012,-0.019937429577112198,,0.4950917959213257,0.00013963133096694946,1763260442.659704,2960,811.0
3.125518560409546e-05,365.53258299827576,,-0.03609180450439453,0.0006653163582086563,268928,0.0,0.0035066886339336634,-0.003147315699607134,,0.5485114455223083,0.00013870967086404562,1763260444.065416,2975,812.0
0.0001228516921401024,366.9036159515381,,0.052742838859558105,0.0008475789800286293,270464,0.0,0.0007594878552481532,-0.0011262930929660797,,0.5150284171104431,0.000137788025313057,1763260445.436449,2989,813.0
2.1187588572502136e-06,367.6077516078949,,-3.8623809814453125e-05,0.0002855425700545311,271232,0.0,1251.1123046875,0.0001228637993335724,,0.505022406578064,0.00013732719526160508,1763260446.1405847,2997,814.0
,368.88645792007446,500.0,,,272684,,,,500.0,,,1763260447.419291,3011,
0.0004288535565137863,372.54389095306396,,-0.011288881301879883,0.010794173926115036,276736,0.0,0.001443209359422326,-0.006086617708206177,,0.5562074780464172,0.0001340245798928663,1763260451.076724,3051,818.0
,372.6896255016327,500.0,,,276964,,,,500.0,,,1763260451.2224586,3053,
0.00010329391807317734,373.96179270744324,,0.0006645917892456055,0.0017152400687336922,278272,0.0,0.00044129168963991106,-0.0030750511214137077,,0.6135159730911255,0.00013310291978996247,1763260452.4946258,3066,819.0
5.781650543212891e-06,374.29964900016785,,0.005954921245574951,0.0003464464098215103,278656,0.0,0.003761196043342352,0.0003253519535064697,,0.6088042259216309,0.0001328725047642365,1763260452.832482,3070,820.0
,375.4610414505005,500.0,,,279964,,,,500.0,,,1763260453.9938745,3083,
,376.7564311027527,276.0,,,281451,,,,276.0,,,1763260455.2892642,3098,
0.00020252447575330734,377.25762939453125,,2.3186206817626953e-05,0.0029470352455973625,281856,0.0,1511.9727783203125,-0.002854771912097931,,0.5157456994056702,0.0001309523795498535,1763260455.7904625,3103,822.0
0.000964323990046978,379.45510172843933,,0.030204713344573975,0.015670720487833023,284288,0.001953125,0.0004829437821172178,-0.007338657975196838,,0.5822423100471497,0.00012949308438692242,1763260457.9879348,3127,824.0
,379.5724973678589,500.0,,,284430,,,,500.0,,,1763260458.1053305,3129,
4.352908581495285e-05,380.72198462486267,,0.012224555015563965,-0.003154347650706768,285696,0.0,0.0005219692247919738,-0.0014873072504997253,,0.6191336512565613,0.0001286482292925939,1763260459.2548177,3141,825.0
,380.87020325660706,500.0,,,285930,,,,500.0,,,1763260459.4030364,3143,
0.0003739418461918831,381.1694791316986,,-0.013296842575073242,-0.001460251398384571,286208,0.0,0.0006736930808983743,-0.00893007405102253,,0.5516222715377808,0.00012834100925829262,1763260459.7023122,3146,825.0
2.0168721675872803e-05,383.70756244659424,,0.00500565767288208,-0.0003245323896408081,288640,0.0,0.004323064349591732,0.00046294182538986206,,0.5852717161178589,0.00012688171409536153,1763260462.2403955,3170,826.0
0.00015099812299013138,385.17879605293274,,-7.414817810058594e-05,4.3190084397792816e-05,289920,0.0,1832.493408203125,0.0062155453488230705,,0.51895672082901,0.00012611366400960833,1763260463.7116292,3183,826.0
0.00013458728790283203,385.62796235084534,,2.3245811462402344e-06,-0.0020404700189828873,290304,0.0,1489.791748046875,0.004132641479372978,,0.5570980310440063,0.0001258832635357976,1763260464.1607955,3188,826.0
0.0004393355920910835,388.70015716552734,,0.007623612880706787,0.00029430631548166275,293248,0.0,0.0002139437710866332,-0.0008335486054420471,,0.5768757462501526,0.00012411674833856523,1763260467.2329903,3217,827.0
0.00013537053018808365,389.44137167930603,,0.00013685226440429688,0.0016928398981690407,293888,0.0,548.2890625,-0.0016438737511634827,,0.5907272696495056,0.00012373272329568863,1763260467.9742048,3224,827.0
7.668882608413696e-05,391.93985652923584,,-0.035265445709228516,0.000542808324098587,296192,0.0,0.004930615425109863,-0.0008122026920318604,,0.5977223515510559,0.00012235023314133286,1763260470.4726896,3247,828.0
,392.17000365257263,500.0,,,296466,,,,500.0,,,1763260470.7028368,3250,
0.0005774190649390221,392.38926792144775,,-0.11838483810424805,-0.007741366513073444,296704,0.0,0.0037076177541166544,-0.0017547570168972015,,0.5862120985984802,0.00012204301310703158,1763260470.922101,3252,829.0
5.027651786804199e-05,392.6141140460968,,0.05535167455673218,-0.0010258518159389496,296960,0.0,0.0070640030317008495,8.596852421760559e-05,,0.5465087294578552,0.00012188940308988094,1763260471.1469471,3255,829.0
0.00032675638794898987,392.98519229888916,,-0.00029969215393066406,0.004693584516644478,297344,0.0,2212.245361328125,-0.002099141478538513,,0.5400567054748535,0.00012165898806415498,1763260471.5180254,3259,829.0
0.00016024988144636154,394.13321924209595,,0.0005930066108703613,-0.0021476512774825096,298624,0.0,1653.97802734375,0.0019989684224128723,,0.5459643006324768,0.00012089093797840178,1763260472.6660523,3272,830.0
,394.4007213115692,420.0,,,299005,,,,420.0,,,1763260472.9335544,3275,
0.0004518618807196617,394.47120332717896,,0.008610844612121582,-0.006941511295735836,299008,0.0,1669.1358642578125,0.004611685872077942,,0.5555503368377686,0.00012066052295267582,1763260473.0040364,3276,830.0
6.408430635929108e-05,396.3152229785919,,-0.00024008750915527344,-0.0026807840913534164,301056,0.0,1041.7012939453125,0.0012004375457763672,,0.5566924810409546,0.0001194316428154707,1763260474.848056,3296,832.0
0.00017431844025850296,396.646484375,,0.02802342176437378,0.004205972887575626,301440,0.0,0.0001773434050846845,0.0017707198858261108,,0.6045079827308655,0.00011920122778974473,1763260475.1793175,3299,832.0
0.0007537342607975006,400.2691285610199,,0.19067633152008057,-0.005781481042504311,305408,0.0,0.00020276213763281703,-0.00017005205154418945,,0.5320054292678833,0.00011682027979986742,1763260478.8019617,3338,834.0
0.00021626241505146027,401.4235863685608,,0.054695188999176025,-0.0009231213480234146,306688,0.0,0.003991775680333376,0.005295954644680023,,0.5172648429870605,0.00011605222971411422,1763260479.9564195,3351,835.0
0.00031913723796606064,401.980122089386,,-0.17533504962921143,0.0037042712792754173,307328,0.0,0.0010912232100963593,-0.0015360862016677856,,0.5577275156974792,0.00011566820467123762,1763260480.5129552,3357,836.0
0.0002089906483888626,402.20249915122986,,2.6881694793701172e-05,-0.000286247581243515,307584,0.0,1118.3414306640625,0.007105354219675064,,0.5543734431266785,0.00011551459465408698,1763260480.7353323,3360,836.0
,405.705060005188,500.0,,,311505,,,,500.0,,,1763260484.237893,3398,
0.00018073245882987976,406.0110001564026,,0.05315512418746948,0.00024853646755218506,311808,0.0,0.0005248694797046483,-0.007253609597682953,,0.5599351525306702,0.00011298002937110141,1763260484.5438333,3401,839.0
5.623232573270798e-05,406.48439025878906,,-0.6855604648590088,0.0018562031909823418,312320,0.0,0.0007531919982284307,0.0011446252465248108,,0.5123147964477539,0.00011267280933680013,1763260485.0172234,3406,839.0
2.674385905265808e-05,406.6020770072937,,-0.3429722785949707,0.0013590920716524124,312448,0.0,0.00021503701282199472,0.0009161084890365601,,0.5213850736618042,0.00011259600432822481,1763260485.13491,3407,839.0
1.7902813851833344e-05,407.6425359249115,,-2.9206275939941406e-05,-0.0001277374103665352,313600,0.0,1016.2208251953125,0.0026469528675079346,,0.5378217697143555,0.00011190475925104693,1763260486.175369,3419,840.0
2.3604370653629303e-05,408.30946826934814,,-0.053403615951538086,-0.0002949787303805351,314368,0.0,0.0008129911730065942,-0.0020193010568618774,,0.5605906844139099,0.000111443929199595,1763260486.8423014,3426,840.0
,408.42588806152344,500.0,,,314505,,,,500.0,,,1763260486.9587212,3428,
0.0010613920167088509,409.1289131641388,,-0.009962201118469238,0.006630650721490383,315264,0.0,0.0014032619073987007,0.006489470601081848,,0.5529409646987915,0.00011090630141552538,1763260487.6617463,3435,841.0
1.5701167285442352e-05,410.3953504562378,,7.152557373046875e-07,0.001723586581647396,316672,0.0,1197.76806640625,-0.00026000291109085083,,0.5027765035629272,0.00011006144632119685,1763260488.9281836,3450,842.0
0.0001260712742805481,410.506388425827,,-0.052436232566833496,-0.001014241948723793,316800,0.0,0.012478730641305447,-0.0009603053331375122,,0.521482527256012,0.00010998464131262153,1763260489.0392215,3451,842.0
0.00019887741655111313,411.5446650981903,,0.012628614902496338,-0.005008610896766186,317952,0.0,0.0005678720772266388,-0.0016736239194869995,,0.5994173288345337,0.00010929339623544365,1763260490.0774982,3462,843.0
4.265736788511276e-05,412.85742831230164,,-0.022688984870910645,0.001262330450117588,319360,0.0,0.0008231969550251961,0.0017425194382667542,,0.560704231262207,0.00010844854114111513,1763260491.3902614,3476,844.0
0.0002227993682026863,413.09434485435486,,-3.826618194580078e-05,-0.0012290971353650093,319616,0.0,1690.8372802734375,0.0006577223539352417,,0.49634629487991333,0.00010829493112396449,1763260491.627178,3479,844.0
9.843055158853531e-05,414.84501934051514,,-0.02813422679901123,-0.0012612445279955864,321536,0.0,0.003574817441403866,-0.0010423138737678528,,0.5392498970031738,0.00010714285599533468,1763260493.3778524,3498,845.0
3.027450293302536e-05,415.2883915901184,,-0.09411764144897461,-0.0013878820464015007,322048,0.0,0.003955758176743984,-0.002002160996198654,,0.5384643077850342,0.0001068356359610334,1763260493.8212247,3503,845.0
