losses/approx_kl,_runtime,charts/episodic_length,losses/explained_variance,losses/old_approx_kl,global_step,losses/clipfrac,losses/value_loss,losses/policy_loss,charts/episodic_return,losses/entropy,charts/learning_rate,_timestamp,_step,charts/SPS
,89.96090316772461,123.0,,,28340,,,,123.0,,,1763260168.4937363,504,
,91.33612132072449,197.0,,,29117,,,,197.0,,,1763260169.8689544,515,
3.244820982217789e-05,93.29945111274719,,0.8542463183403015,0.0001873830333352089,30208,0.0,39.28327560424805,-0.001302286982536316,,0.5024989247322083,0.00028195083723403513,1763260171.8322842,530,513.0
,94.2903344631195,127.0,,,30805,,,,127.0,,,1763260172.8231676,539,
,95.17945194244385,148.0,,,31350,,,,148.0,,,1763260173.712285,547,
2.7463771402835846e-05,96.23209023475647,,0.8187748193740845,0.00036104675382375717,31872,0.0,87.07675170898438,-0.001359676942229271,,0.5234930515289307,0.00028095237212255597,1763260174.7649233,555,516.0
,96.68610072135925,175.0,,,32204,,,,175.0,,,1763260175.2189338,559,
,97.77381038665771,144.0,,,32843,,,,144.0,,,1763260176.3066435,568,
,100.93125796318054,123.0,,,34621,,,,123.0,,,1763260179.464091,595,
,102.86128306388855,120.0,,,35810,,,,120.0,,,1763260181.3941162,612,
,103.09425711631775,136.0,,,35946,,,,136.0,,,1763260181.6270902,614,
,105.02792048454285,181.0,,,37077,,,,181.0,,,1763260183.5607536,630,
0.00022149085998535156,105.81830787658691,,0.8899112939834595,-0.006245922297239304,37504,0.0,30.18153953552246,3.154575824737549e-05,,0.5031804442405701,0.0002775729517452419,1763260184.351141,636,525.0
,106.27919912338257,156.0,,,37853,,,,156.0,,,1763260184.8120322,640,
,107.34607553482056,101.0,,,38527,,,,101.0,,,1763260185.8789086,650,
,109.03053951263428,108.0,,,39450,,,,108.0,,,1763260187.5633726,664,
0.0020174821838736534,111.5617847442627,,0.7868009805679321,-0.0009575271978974342,40960,0.001953125,74.12684631347656,-0.009226961061358452,,0.5610215663909912,0.0002754992456175387,1763260190.0946178,684,531.0
0.005243138410151005,112.21436929702759,,0.956653356552124,0.021515019237995148,41344,0.0078125,34.17007827758789,-0.013327494263648987,,0.5142682194709778,0.00027526883059181273,1763260190.7472024,689,531.0
,113.0898973941803,95.0,,,41929,,,,95.0,,,1763260191.6227305,698,
0.0001346757635474205,113.66749382019043,,0.9173759818077087,-0.00155735295265913,42240,0.0,22.148908615112305,0.0015907492488622665,,0.5305752754211426,0.0002747311955317855,1763260192.200327,702,533.0
,114.29862260818481,332.0,,,42740,,,,332.0,,,1763260192.8314557,707,
7.357634603977203e-05,116.94129085540771,,0.9958314895629883,0.0029277503490448,44288,0.0,0.8025375008583069,-0.004041135311126709,,0.5208604335784912,0.00027350231539458036,1763260195.474124,729,537.0
6.505940109491348e-05,120.28613519668579,,0.9664754867553711,-0.0027418145909905434,46336,0.0,15.712849617004395,-0.0006750524044036865,,0.5320017337799072,0.00027227343525737524,1763260198.8189683,757,540.0
5.722511559724808e-05,120.88525795936584,,0.9147970676422119,-0.0019342610612511635,46720,0.0,32.088680267333984,0.0025203824043273926,,0.49077868461608887,0.0002720430202316493,1763260199.418091,762,540.0
0.00010080449283123016,121.51556992530823,,0.9853522181510925,-0.002169763669371605,47104,0.0,4.514694690704346,-0.00304277241230011,,0.5154121518135071,0.0002718126052059233,1763260200.048403,767,541.0
2.394244074821472e-05,122.49158811569214,,-1.6094744205474854,0.0014783423393964767,47744,0.0,159.46859741210938,0.0005918368697166443,,0.4891482889652252,0.0002714285801630467,1763260201.0244212,775,542.0
0.00020755920559167862,124.05288076400757,,0.32718586921691895,0.0013970164582133293,48768,0.0,62.11996078491211,0.004433035850524902,,0.5353174209594727,0.00027081414009444416,1763260202.5857139,788,544.0
,125.24111986160278,281.0,,,49632,,,,281.0,,,1763260203.773953,797,
0.00046034809201955795,126.50875353813171,,0.9552044868469238,0.00433886144310236,50432,0.0,6.515225887298584,-0.003722112625837326,,0.5387845039367676,0.000269815674982965,1763260205.0415866,806,548.0
,127.53064131736755,106.0,,,51118,,,,106.0,,,1763260206.0634744,815,
3.67872416973114e-06,133.7290780544281,,0.9489343166351318,-0.0005021747201681137,55296,0.0,14.90139389038086,0.000321120023727417,,0.44918856024742126,0.0002668970846571028,1763260212.2619112,863,557.0
0.0004499182105064392,134.8245403766632,,0.46060413122177124,0.006802216172218323,56064,0.0,419.4655456542969,-0.003305148333311081,,0.500430703163147,0.0002664362546056509,1763260213.3573735,872,558.0
,135.3483226299286,500.0,,,56502,,,,500.0,,,1763260213.8811557,876,
0.00020224973559379578,141.82747197151184,,-0.0166170597076416,0.003893597051501274,61184,0.0,17.07476234436035,0.0032160207629203796,,0.5312098860740662,0.0002633640542626381,1763260220.360305,922,570.0
5.622394382953644e-06,142.90957307815552,,0.08708637952804565,-0.0005358317866921425,61952,0.0,11.764246940612793,2.9439106583595276e-05,,0.53574138879776,0.00026290322421118617,1763260221.4424062,930,571.0
,144.00128746032715,500.0,,,62811,,,,500.0,,,1763260222.5341206,938,
0.0004993751645088196,144.4919843673706,,0.020214498043060303,-0.001864669844508171,63104,0.0,13.59070873260498,-0.008890539407730103,,0.5574081540107727,0.0002622119791340083,1763260223.0248175,941,573.0
0.0016939304769039154,144.66728591918945,,0.014783799648284912,0.013690551742911339,63232,0.001953125,13.76472282409668,-0.006386250257492065,,0.5625986456871033,0.00026213517412543297,1763260223.200119,942,573.0
,145.381263256073,500.0,,,63811,,,,500.0,,,1763260223.9140964,948,
1.0700896382331848e-06,149.1338438987732,,-0.00470423698425293,-0.0002655191347002983,66432,0.0,4.671782493591309,-0.00021202117204666138,,0.5498412251472473,0.00026021504891104996,1763260227.666677,974,579.0
8.558854460716248e-06,149.99962401390076,,-0.07267725467681885,-0.0005082618445158005,67072,0.0,4.325984477996826,0.0001974552869796753,,0.549659013748169,0.00025983102386817336,1763260228.532457,980,580.0
1.1535361409187317e-05,150.7166359424591,,0.029431283473968506,-0.0010349322110414505,67584,0.0,3.9534082412719727,0.0002415291965007782,,0.5314465165138245,0.0002595238038338721,1763260229.249469,985,581.0
0.0002366434782743454,152.12818050384521,,-0.05684792995452881,0.0025314167141914368,68608,0.0,2.4661688804626465,0.003592655062675476,,0.5459510087966919,0.0002589093637652695,1763260230.6610136,995,583.0
0.0002146456390619278,152.34069323539734,,-0.0007305145263671875,0.002815406769514084,68736,0.0,827.1466064453125,0.00362309068441391,,0.5247034430503845,0.0002588325587566942,1763260230.8735263,997,583.0
,154.52077460289001,500.0,,,70647,,,,500.0,,,1763260233.0536077,1015,
,155.2409315109253,500.0,,,71147,,,,500.0,,,1763260233.7737646,1020,
1.6957521438598633e-05,156.7897551059723,,0.07391178607940674,-0.00014045648276805878,72192,0.0,0.2487562894821167,-0.00045795366168022156,,0.5473727583885193,0.00025675882352516055,1763260235.3225882,1031,590.0
0.0024084514006972313,159.4236195087433,,-1.4060425758361816,0.007437932305037975,74112,0.0,0.004451175685971975,-0.020644240081310272,,0.5456198453903198,0.00025560674839653075,1763260237.9564526,1050,593.0
0.0004281597211956978,159.79161667823792,,0.0008724331855773926,0.004904231987893581,74368,0.0,386.6290283203125,0.002387687563896179,,0.52689528465271,0.0002554531383793801,1763260238.3244498,1053,593.0
0.0056706322357058525,160.5118329524994,,-4.412585735321045,0.0007590902969241142,74880,0.013671875,0.002594250487163663,-0.015303295105695724,,0.5502516031265259,0.0002551459183450788,1763260239.044666,1058,594.0
0.0021343063563108444,163.97676372528076,,-0.23538994789123535,0.011112300679087639,77440,0.0,0.001107279909774661,-0.011618530377745628,,0.4363948106765747,0.0002536098181735724,1763260242.5095968,1083,598.0
0.0008355444297194481,164.95168256759644,,0.007889032363891602,0.005519350059330463,78208,0.0,1235.521484375,0.004365528002381325,,0.4615088403224945,0.0002531489881221205,1763260243.4845157,1091,599.0
0.003155004233121872,166.86980867385864,,0.13465595245361328,0.004301892593502998,79744,0.005859375,0.008132724091410637,-0.027062170207500458,,0.49727684259414673,0.00025222732801921666,1763260245.4026418,1106,602.0
0.00013068411499261856,168.55664801597595,,0.361092209815979,-0.003740035928785801,81024,0.0,0.00013187744480092078,-0.0006488636136054993,,0.5439751148223877,0.0002514593070372939,1763260247.089481,1118,604.0
0.0005110250785946846,169.4845962524414,,0.0016812682151794434,3.712717443704605e-05,81664,0.0,1563.177978515625,-0.007666047662496567,,0.5299038887023926,0.0002510752819944173,1763260248.0174294,1125,604.0
0.0006233938038349152,170.59732937812805,,0.000354766845703125,-0.010768204927444458,82432,0.0,1762.7265625,0.0005916394293308258,,0.570972204208374,0.0002506144519429654,1763260249.1301625,1133,605.0
0.008133668452501297,172.32850623130798,,-2.2443506717681885,0.012358753010630608,83712,0.048828125,0.002679557539522648,-0.008326396346092224,,0.5408493280410767,0.0002498464018572122,1763260250.8613393,1145,607.0
,174.6649525165558,265.0,,,85499,,,,265.0,,,1763260253.1977856,1164,
0.00013504456728696823,174.78855109214783,,0.002111375331878662,0.0016046790406107903,85504,0.0,1715.6578369140625,0.0004892293363809586,,0.501751720905304,0.0002487711317371577,1763260253.3213842,1165,609.0
0.00027582235634326935,175.69793033599854,,0.004758119583129883,0.00595921091735363,86144,0.0,1014.89990234375,-0.0020629912614822388,,0.49945268034935,0.0002483871066942811,1763260254.2307634,1172,610.0
0.0012780232354998589,176.8987169265747,,-0.27468645572662354,0.00032596010714769363,87040,0.0,0.010265092365443707,-0.007061481475830078,,0.5024716854095459,0.00024784947163425386,1763260255.43155,1181,611.0
0.0007933005690574646,177.5877001285553,,-0.04557764530181885,0.007990134879946709,87552,0.0,0.0016835711430758238,-0.001417115330696106,,0.5856429934501648,0.0002475422515999526,1763260256.1205332,1186,611.0
0.015751464292407036,179.09312272071838,,-0.19115102291107178,-0.005992090329527855,88704,0.1015625,0.005418248008936644,-0.007296374067664146,,0.45750418305397034,0.0002468510065227747,1763260257.6259558,1197,613.0
,181.06201934814453,500.0,,,90279,,,,500.0,,,1763260259.5948524,1213,
0.0017008623108267784,181.33738946914673,,-0.09502828121185303,-0.007057239301502705,90496,0.001953125,0.005760346073657274,-0.011680349707603455,,0.5593039393424988,0.0002457757364027202,1763260259.8702226,1215,616.0
,182.294127702713,500.0,,,91553,,,,500.0,,,1763260260.8269608,1226,
0.0003775842487812042,182.75970792770386,,-4.503053188323975,0.0022911038249731064,92032,0.0,0.0003997900930698961,-0.011782631278038025,,0.6096478700637817,0.00024485407629981637,1763260261.292541,1230,620.0
0.00013776402920484543,182.98383951187134,,-0.0005570650100708008,0.0019753510132431984,92288,0.0,1706.8779296875,-0.001939576119184494,,0.4829278290271759,0.00024470046628266573,1763260261.5166726,1234,621.0
,183.9441533088684,500.0,,,93420,,,,500.0,,,1763260262.4769864,1245,
0.0018598996102809906,184.97499895095825,,-0.5854263305664062,-0.019818250089883804,94336,0.001953125,0.00020385975949466228,-0.009967811405658722,,0.5467865467071533,0.0002434715861454606,1763260263.507832,1254,626.0
0.0006309393793344498,186.95874118804932,,7.450580596923828e-05,-0.005293365567922592,96000,0.0,764.48388671875,0.009164880961179733,,0.4803716540336609,0.00024247312103398144,1763260265.4915743,1271,629.0
0.0011705933138728142,190.46524906158447,,0.00045859813690185547,0.01426261942833662,98944,0.0,1610.2401123046875,-0.0029787272214889526,,0.5537409782409668,0.00024070660583674908,1763260268.9980822,1299,634.0
0.002375642769038677,194.67837572097778,,-3.0565547943115234,0.0023275790736079216,103040,0.009765625,0.000624745269306004,0.013733841478824615,,0.5178142189979553,0.00023824884556233883,1763260273.2112088,1339,643.0
,194.71595358848572,500.0,,,103151,,,,500.0,,,1763260273.2487867,1340,
0.0013114092871546745,195.6047444343567,,-6.240273952484131,0.01885594055056572,104064,0.0,0.001552774105221033,-0.00848868116736412,,0.5265309810638428,0.00023763440549373627,1763260274.1375775,1349,645.0
0.0014853151515126228,197.2196044921875,,-0.02571117877960205,-0.007280741818249226,105472,0.0,0.001559689873829484,-0.014471052214503288,,0.5069930553436279,0.00023678955039940774,1763260275.7524376,1363,648.0
,197.42154812812805,500.0,,,105651,,,,500.0,,,1763260275.9543812,1365,
,198.0555956363678,500.0,,,106151,,,,500.0,,,1763260276.5884287,1370,
,199.37028574943542,500.0,,,107151,,,,500.0,,,1763260277.9031188,1380,
0.0006207544356584549,199.52397322654724,,-2.8252601623535156e-05,-0.0010757017880678177,107264,0.0,808.4962158203125,-0.004727274179458618,,0.5598673224449158,0.00023571428027935326,1763260278.0568063,1381,649.0
0.00016147922724485397,200.40992403030396,,0.012113630771636963,-0.0005643898621201515,108032,0.0,0.0006139617180451751,-0.005012255162000656,,0.4766254425048828,0.00023525345022790134,1763260278.9427571,1388,651.0
0.0007394542917609215,201.22393345832825,,-0.0002853870391845703,-0.005359753035008907,108672,0.0,1864.7110595703125,-0.007666543126106262,,0.4423048198223114,0.00023486942518502474,1763260279.7567666,1395,651.0
,201.70064687728882,500.0,,,109151,,,,500.0,,,1763260280.23348,1399,
0.00010219775140285492,202.44281816482544,,0.00025260448455810547,0.0026389528065919876,109696,0.0,1506.787841796875,0.002668716013431549,,0.48781949281692505,0.00023425498511642218,1763260280.9756513,1405,653.0
0.0001901332288980484,205.57877683639526,,0.02275949716567993,0.004272647202014923,112512,0.0,0.0011016400530934334,0.00039171427488327026,,0.40142545104026794,0.00023256528947968036,1763260284.11161,1432,657.0
0.001742909662425518,205.68891096115112,,0.10698533058166504,0.012868768535554409,112640,0.001953125,0.0004345107008703053,-0.006483625620603561,,0.3546145558357239,0.00023248848447110504,1763260284.221744,1433,657.0
0.0015029702335596085,207.6521155834198,,-0.13587534427642822,0.025125648826360703,114816,0.00390625,0.009817544370889664,-0.00765092670917511,,0.5075879693031311,0.0002311827993253246,1763260286.1849487,1455,663.0
0.00044050998985767365,207.7622356414795,,0.10604006052017212,-0.002138391137123108,114944,0.0,0.0013916454045102,-0.004507416859269142,,0.5152249932289124,0.00023110599431674927,1763260286.2950687,1456,663.0
0.0005353521555662155,207.87230730056763,,-0.32000648975372314,0.006821468472480774,115072,0.0,0.0003622091026045382,0.000470966100692749,,0.5500733852386475,0.00023102918930817395,1763260286.4051404,1457,663.0
8.386652916669846e-05,213.42803812026978,,0.019704461097717285,0.005136110819876194,120832,0.0,0.010761257261037827,0.001319892704486847,,0.5017296075820923,0.00022757296392228454,1763260291.9608712,1514,675.0
0.005144892260432243,214.35058569908142,,-0.5816793441772461,0.041379574686288834,121600,0.005859375,0.000854976533446461,-0.006954524666070938,,0.5139015316963196,0.00022711213387083262,1763260292.8834188,1521,676.0
0.0005732765421271324,214.8470606803894,,-0.00817728042602539,-0.002417312003672123,121984,0.0,0.0022311261855065823,1.8827617168426514e-05,,0.5294260382652283,0.00022688171884510666,1763260293.3798938,1525,676.0
,215.0107319355011,500.0,,,122151,,,,500.0,,,1763260293.543565,1527,
0.0005582328885793686,215.29638528823853,,0.21295547485351562,-0.00388123095035553,122368,0.001953125,0.009294353425502777,0.0008643995970487595,,0.4487500786781311,0.0002266513038193807,1763260293.8292184,1529,676.0
0.00027400441467761993,215.92611813545227,,0.053328633308410645,-0.00025145895779132843,122880,0.0,0.010010067373514175,-0.002114124596118927,,0.503074049949646,0.00022634408378507942,1763260294.4589512,1534,677.0
0.002307138405740261,216.18953800201416,,0.22492319345474243,-0.010384446941316128,123136,0.0,0.0003594645531848073,-0.0006511956453323364,,0.49914777278900146,0.00022619047376792878,1763260294.722371,1536,677.0
7.300917059183121e-05,216.98244905471802,,0.0002752542495727539,0.0013973349705338478,123776,0.0,152.76123046875,0.00025118887424468994,,0.48844677209854126,0.00022580644872505218,1763260295.5152822,1543,678.0
0.0008869906887412071,217.2676682472229,,0.14288663864135742,-0.00027738604694604874,124032,0.00390625,0.0003456887206993997,-0.014050021767616272,,0.5315865278244019,0.00022565283870790154,1763260295.8005013,1545,678.0
,217.32160806655884,500.0,,,124151,,,,500.0,,,1763260295.8544412,1546,
9.510666131973267e-05,218.74894165992737,,0.018644273281097412,-0.0002612657845020294,125312,0.0,0.008224721997976303,-0.0021690726280212402,,0.47541874647140503,0.00022488478862214833,1763260297.2817748,1558,680.0
0.00036250799894332886,218.9136185646057,,0.1181563138961792,-0.0041804928332567215,125440,0.0,0.0015158744063228369,0.0017921924591064453,,0.4850360155105591,0.00022480798361357301,1763260297.4464517,1559,680.0
0.0007914677262306213,219.3639042377472,,0.10321426391601562,-0.01265471987426281,125824,0.0,0.010048880241811275,0.005969025194644928,,0.5476759672164917,0.00022457756858784705,1763260297.8967373,1563,680.0
,219.67615461349487,500.0,,,126151,,,,500.0,,,1763260298.2089877,1566,
0.0004028491675853729,222.4146625995636,,-0.047615766525268555,0.009465109556913376,128384,0.0,0.0105018001049757,-0.0009707845747470856,,0.5695318579673767,0.00022304146841634065,1763260300.9474957,1588,683.0
0.000702178105711937,222.55721354484558,,0.003007650375366211,0.0016501136124134064,128512,0.0,0.0019536959007382393,0.004132308065891266,,0.608697772026062,0.00022296466340776533,1763260301.0900466,1589,683.0
0.0010821083560585976,223.34686732292175,,0.0033174753189086914,-0.00037911999970674515,129152,0.0,1698.064208984375,0.000364549458026886,,0.3670578598976135,0.00022258063836488873,1763260301.8797004,1597,683.0
,224.19081234931946,163.0,,,129942,,,,163.0,,,1763260302.7236454,1607,
0.0007271301001310349,224.4080319404602,,-0.030796051025390625,0.012388916686177254,130176,0.0,0.03890420123934746,-0.0012424886226654053,,0.5308783054351807,0.0002219662128482014,1763260302.940865,1609,685.0
0.0030378280207514763,224.5183138847351,,-0.178924560546875,0.0015169521793723106,130304,0.0,0.008478480391204357,-0.0005021095275878906,,0.5591105818748474,0.00022188940783962607,1763260303.051147,1610,685.0
,224.63299107551575,500.0,,,130442,,,,500.0,,,1763260303.1658242,1612,
,225.91471815109253,500.0,,,131942,,,,500.0,,,1763260304.4475513,1626,
0.0008664652705192566,227.01874685287476,,0.18021762371063232,0.002791034057736397,133120,0.0,0.008032792247831821,-0.004272550344467163,,0.5056665539741516,0.00022019969765096903,1763260305.55158,1638,691.0
4.068296402692795e-05,231.5454876422882,,-0.03492474555969238,0.0028629889711737633,138112,0.0,0.010489135980606079,-0.00012231618165969849,,0.5057559013366699,0.00021720430231653154,1763260310.0783207,1687,700.0
0.0013882694765925407,235.6857089996338,,-0.05099296569824219,0.0157153457403183,142720,0.0,0.0016608452424407005,-0.001610906794667244,,0.5717611908912659,0.00021443932200782,1763260314.218542,1732,709.0
0.002682243473827839,236.84905338287354,,0.0002034902572631836,0.01534352544695139,144000,0.0234375,1259.078857421875,-0.0065523795783519745,,0.3748849630355835,0.0002136712719220668,1763260315.3818865,1745,711.0
0.004962380975484848,237.6212387084961,,0.012807846069335938,0.019547782838344574,144896,0.01171875,0.0003482950269244611,0.0034272000193595886,,0.42087748646736145,0.00021313363686203957,1763260316.1540718,1753,713.0
,237.6391897201538,500.0,,,144942,,,,500.0,,,1763260316.1720228,1754,
0.00019880849868059158,238.85127925872803,,-0.00028777122497558594,0.004734407179057598,146048,0.001953125,871.0333251953125,0.001120544970035553,,0.4357532560825348,0.00021244239178486168,1763260317.3841124,1765,714.0
6.538908928632736e-05,239.25918221473694,,-0.027093172073364258,-0.0015998082235455513,146432,0.0,0.0005179278086870909,-3.220885992050171e-05,,0.4809524714946747,0.00021221197675913572,1763260317.7920153,1768,715.0
0.0005763070657849312,240.28286385536194,,0.019751667976379395,-0.0024860771372914314,147328,0.0,0.000422259618062526,-0.0032948367297649384,,0.5032987594604492,0.00021167434169910848,1763260318.815697,1777,715.0
,244.85205459594727,500.0,,,151442,,,,500.0,,,1763260323.3848877,1818,
,245.46268725395203,500.0,,,151942,,,,500.0,,,1763260323.9955204,1823,
0.0010655876249074936,248.70278358459473,,-0.1139059066772461,0.006148472428321838,154880,0.001953125,0.0003539907047525048,0.005988653749227524,,0.5194295644760132,0.00020714286074507982,1763260327.2356167,1851,723.0
0.0045602330937981606,249.1441125869751,,-0.391815185546875,0.01421901024878025,155392,0.01171875,0.0007580030942335725,0.009435046464204788,,0.5754520297050476,0.00020683564071077853,1763260327.6769457,1856,723.0
0.0004305923357605934,250.28377747535706,,0.011253893375396729,0.007817291654646397,156544,0.0,0.00030446017626672983,0.0011600218713283539,,0.5944307446479797,0.00020614439563360065,1763260328.8166106,1868,725.0
0.004814017564058304,250.93425798416138,,0.07456696033477783,0.02158096246421337,157056,0.01953125,0.000349732261383906,-0.021666407585144043,,0.558823823928833,0.00020583717559929937,1763260329.467091,1873,725.0
0.0011031636968255043,251.35780811309814,,-0.03677499294281006,-0.010381481610238552,157440,0.013671875,0.0012538944138213992,-0.00271683931350708,,0.4490704834461212,0.0002056067605735734,1763260329.8906412,1877,725.0
2.7822330594062805e-05,252.35662031173706,,-0.004671454429626465,-0.0006904006004333496,158336,0.0,0.008793741464614868,-0.00021058320999145508,,0.5124876499176025,0.00020506912551354617,1763260330.8894534,1886,726.0
0.00037487875670194626,253.3413679599762,,2.09808349609375e-05,-0.0023615388199687004,159232,0.0,1233.741455078125,-0.0032890960574150085,,0.5973782539367676,0.00020453149045351893,1763260331.874201,1895,727.0
0.006134183146059513,254.27350997924805,,-0.2606210708618164,-0.01108201127499342,160128,0.01171875,0.00020544561266433448,-0.01765337958931923,,0.5372531414031982,0.00020399385539349169,1763260332.806343,1903,728.0
7.960386574268341e-05,254.49659848213196,,0.015020191669464111,-0.001940818503499031,160384,0.0,0.008610472083091736,-0.00015067309141159058,,0.5817608833312988,0.00020384024537634104,1763260333.0294316,1906,728.0
0.0020737769082188606,255.53104615211487,,-0.03606128692626953,0.010342002846300602,161536,0.0,0.0021856827661395073,-0.011645540595054626,,0.5735719203948975,0.00020314900029916316,1763260334.0638793,1918,730.0
0.0028752097859978676,255.64406323432922,,-0.00010800361633300781,0.0013734465464949608,161664,0.00390625,814.0968017578125,0.025031201541423798,,0.5151135921478271,0.00020307219529058784,1763260334.1768963,1920,730.0
