losses/entropy,losses/policy_loss,losses/value_loss,_runtime,charts/episodic_return,losses/explained_variance,losses/old_approx_kl,_timestamp,charts/episodic_length,_step,charts/SPS,charts/learning_rate,losses/approx_kl,losses/clipfrac,global_step
0.5681604743003845,0.006879173219203949,1352.968017578125,338.4073302745819,,0.00017058849334716797,-0.0011678561568260193,1763260416.9431162,,2570,788.0,0.0001562211982673034,0.0002503432333469391,0.0,239744
0.565093994140625,0.0013338178396224976,0.005442193243652582,338.561972618103,,-0.023576855659484863,0.0019475920125842094,1763260417.0977585,,2571,788.0,0.0001561443932587281,0.0003899121657013893,0.0,239872
0.5115429162979126,-0.0029940828680992126,0.007392802741378546,339.25528597831726,,-0.8526788949966431,0.005116072483360767,1763260417.791072,,2576,788.0,0.0001558371732244268,0.00044749584048986435,0.0,240384
0.5329854488372803,-0.005064725875854492,0.0009280281374230981,339.40246534347534,,0.11813217401504517,-0.006312265060842037,1763260417.9382513,,2577,788.0,0.00015576036821585149,0.0012904340401291847,0.0,240512
0.43761661648750305,-0.0007845945656299591,0.00023702882754150778,343.7014365196228,,-0.3145878314971924,0.003306458704173565,1763260422.2372224,,2608,787.0,0.00015384024300146848,9.294506162405014e-05,0.0,243712
0.40068525075912476,-0.001180540770292282,0.004566031042486429,343.88609528541565,,4.601478576660156e-05,-0.0043045757338404655,1763260422.4218812,,2610,787.0,0.00015376343799289316,0.00012904498726129532,0.0,243840
0.3836325407028198,-0.004132024943828583,0.007252977229654789,346.5928294658661,,-0.07310700416564941,-0.012671521864831448,1763260425.1286154,,2630,787.0,0.00015253455785568804,0.0008527273312211037,0.0,245888
0.41099655628204346,0.000974014401435852,0.0006192908622324467,347.4369614124298,,-0.018729090690612793,0.007770903408527374,1763260425.9727473,,2636,787.0,0.00015215053281281143,0.0003818124532699585,0.0,246528
0.4368632137775421,-0.0070503950119018555,0.0007661088020540774,348.84030175209045,,-0.07920503616333008,-0.003237146884202957,1763260427.3760877,,2646,787.0,0.00015153609274420887,0.0008137840777635574,0.0,247552
0.42023029923439026,-0.013397814705967903,0.00014590960927307606,349.0042953491211,,0.08812791109085083,-0.0021681813523173332,1763260427.5400813,,2647,787.0,0.00015145928773563355,0.0009457534179091454,0.0,247680
,,,349.04506826400757,500.0,,,1763260427.5808542,500.0,2648,,,,,247717
0.42869582772254944,-0.005794275552034378,1542.18408203125,351.48893880844116,,0.00012892484664916992,0.0001299707219004631,1763260430.0247247,,2668,787.0,0.00015023040759842843,0.0001323828473687172,0.0,249728
0.39515286684036255,-0.004377253353595734,1319.9107666015625,351.9753086566925,,0.0014842748641967773,0.005815261974930763,1763260430.5110946,,2673,787.0,0.00014992320211604238,0.00016704760491847992,0.0,250240
0.4245077967643738,-0.0028357431292533875,1342.849365234375,352.90459656715393,,-3.457069396972656e-05,-0.011323672719299793,1763260431.4403825,,2683,788.0,0.00014930876204743981,0.0009514214470982552,0.0,251264
,,,353.2649505138397,500.0,,,1763260431.8007364,500.0,2687,,,,,251675
0.43443429470062256,-0.005580456927418709,0.006499244831502438,353.4782259464264,,-0.44558048248291016,-0.009561293758451939,1763260432.0140119,,2689,789.0,0.0001489247370045632,0.000787840224802494,0.0,251904
,,,353.74402356147766,500.0,,,1763260432.2798095,500.0,2692,,,,,252175
