episodic_return,global_step
19,19
12,31
22,53
10,63
16,79
29,108
24,132
23,155
18,173
13,186
17,203
10,213
23,236
14,250
14,264
10,274
41,315
14,329
27,356
41,397
16,413
28,441
16,457
14,471
29,500
13,513
30,543
38,581
72,653
55,708
28,736
17,753
27,780
12,792
47,839
14,853
44,897
16,913
36,949
41,990
58,1048
21,1069
40,1109
37,1146
33,1179
53,1232
26,1258
25,1283
21,1304
42,1346
90,1436
50,1486
40,1526
67,1593
35,1628
32,1660
68,1728
69,1797
40,1837
75,1912
49,1961
33,1994
33,2027
154,2181
31,2212
53,2265
138,2403
56,2459
18,2477
45,2522
37,2559
37,2596
50,2646
108,2754
153,2907
177,3084
118,3202
87,3289
91,3380
101,3481
190,3671
131,3802
39,3841
106,3947
184,4131
158,4289
128,4417
151,4568
129,4697
150,4847
137,4984
143,5127
137,5264
32,5296
125,5421
113,5534
82,5616
66,5682
316,5998
103,6101
56,6157
148,6305
101,6406
122,6528
28,6556
148,6704
145,6849
206,7055
49,7104
80,7184
151,7335
159,7494
131,7625
130,7755
115,7870
218,8088
111,8199
101,8300
118,8418
82,8500
92,8592
84,8676
110,8786
73,8859
229,9088
103,9191
93,9284
114,9398
81,9479
99,9578
131,9709
78,9787
168,9955
93,10048
158,10206
94,10300
123,10423
63,10486
161,10647
185,10832
101,10933
84,11017
143,11160
100,11260
109,11369
138,11507
80,11587
58,11645
158,11803
112,11915
98,12013
123,12136
76,12212
184,12396
323,12719
245,12964
116,13080
129,13209
157,13366
246,13612
132,13744
82,13826
102,13928
136,14064
193,14257
119,14376
70,14446
116,14562
63,14625
72,14697
55,14752
168,14920
137,15057
141,15198
72,15270
76,15346
133,15479
54,15533
60,15593
69,15662
50,15712
186,15898
133,16031
104,16135
168,16303
256,16559
154,16713
128,16841
121,16962
102,17064
116,17180
155,17335
159,17494
128,17622
180,17802
152,17954
125,18079
108,18187
130,18317
117,18434
109,18543
128,18671
119,18790
86,18876
136,19012
112,19124
88,19212
168,19380
137,19517
107,19624
112,19736
150,19886
96,19982
42,20024
122,20146
114,20260
191,20451
150,20601
146,20747
143,20890
55,20945
143,21088
70,21158
115,21273
112,21385
60,21445
139,21584
112,21696
122,21818
185,22003
139,22142
186,22328
102,22430
141,22571
144,22715
180,22895
186,23081
140,23221
134,23355
187,23542
152,23694
217,23911
119,24030
121,24151
259,24410
143,24553
157,24710
201,24911
111,25022
189,25211
144,25355
165,25520
164,25684
151,25835
114,25949
118,26067
253,26320
160,26480
173,26653
122,26775
283,27058
111,27169
180,27349
258,27607
109,27716
128,27844
239,28083
192,28275
321,28596
117,28713
103,28816
231,29047
151,29198
177,29375
129,29504
146,29650
218,29868
274,30142
238,30380
172,30552
136,30688
188,30876
401,31277
155,31432
164,31596
183,31779
266,32045
150,32195
310,32505
500,33005
500,33505
358,33863
220,34083
500,34583
313,34896
185,35081
304,35385
198,35583
404,35987
127,36114
255,36369
179,36548
174,36722
231,36953
387,37340
220,37560
146,37706
161,37867
94,37961
356,38317
324,38641
185,38826
197,39023
280,39303
500,39803
154,39957
183,40140
463,40603
247,40850
163,41013
370,41383
273,41656
411,42067
246,42313
131,42444
249,42693
325,43018
288,43306
358,43664
293,43957
425,44382
283,44665
280,44945
500,45445
346,45791
500,46291
210,46501
429,46930
282,47212
406,47618
374,47992
500,48492
233,48725
283,49008
438,49446
500,49946
494,50440
270,50710
500,51210
500,51710
500,52210
215,52425
179,52604
215,52819
278,53097
500,53597
279,53876
264,54140
500,54640
353,54993
257,55250
435,55685
91,55776
480,56256
238,56494
228,56722
451,57173
365,57538
99,57637
414,58051
500,58551
455,59006
500,59506
488,59994
500,60494
415,60909
373,61282
500,61782
322,62104
500,62604
434,63038
500,63538
500,64038
500,64538
500,65038
169,65207
500,65707
500,66207
84,66291
373,66664
389,67053
72,67125
285,67410
201,67611
500,68111
500,68611
434,69045
189,69234
500,69734
500,70234
500,70734
500,71234
242,71476
500,71976
500,72476
500,72976
500,73476
184,73660
457,74117
500,74617
500,75117
500,75617
500,75617
500,76117
500,76617
500,77117
500,77617
438,78055
500,78555
500,79055
185,79240
500,79740
293,80033
500,80533
500,81033
500,81533
500,82033
500,82533
500,83033
500,83533
500,84033
500,84533
500,85033
500,85533
500,86033
500,86533
500,87033
500,87533
500,88033
500,88533
500,89033
500,89533
500,90033
500,90533
500,91033
500,91533
500,92033
500,92533
500,93033
500,93533
500,94033
500,94533
500,95033
500,95533
500,96033
500,96533
500,97033
500,97533
500,98033
500,98533
500,99033
500,99533
500,100033
500,100533
500,101033
500,101533
500,102033
500,102533
500,103033
500,103533
191,103724
279,104003
314,104317
129,104446
428,104874
365,105239
342,105581
239,105820
484,106304
131,106435
229,106664
188,106852
159,107011
279,107290
137,107427
208,107635
120,107755
185,107940
180,108120
132,108252
125,108377
98,108475
332,108807
296,109103
116,109219
195,109414
139,109553
327,109880
207,110087
192,110279
308,110587
432,111019
233,111252
287,111539
222,111761
126,111887
403,112290
118,112408
259,112667
169,112836
291,113127
358,113485
209,113694
185,113879
360,114239
284,114523
204,114727
500,115227
346,115573
278,115851
415,116266
500,116766
490,117256
500,117756
500,118256
500,118756
500,119256
500,119756
500,120256
500,120756
500,121256
500,121756
500,122256
500,122756
500,123256
500,123756
500,124256
500,124756
500,125256
500,125756
500,126256
500,126756
500,127256
500,127756
500,128256
500,128756
500,129256
500,129756
500,130256
500,130756
500,131256
500,131756
500,132256
500,132756
500,133256
500,133756
500,134256
500,134756
500,135256
500,135756
500,136256
500,136756
500,137256
500,137756
500,138256
500,138756
500,139256
500,139756
500,140256
500,140756
500,141256
500,141756
500,142256
500,142756
500,143256
500,143756
500,144256
500,144756
500,145256
500,145756
500,146256
500,146756
500,147256
500,147756
500,148256
500,148756
500,149256
500,149756
500,150256
500,150756
500,151256
500,151756
500,152256
500,152756
500,153256
500,153756
500,154256
500,154756
500,155256
500,155756
500,156256
500,156756
500,157256
500,157756
500,158256
500,158756
500,159256
500,159756
500,160256
500,160756
500,161256
500,161756
500,162256
500,162756
500,163256
500,163756
500,164256
500,164756
500,165256
500,165756
500,166256
500,166756
500,167256
500,167756
500,168256
500,168756
500,169256
500,169756
500,170256
500,170756
500,171256
500,171756
500,172256
500,172756
500,173256
500,173756
500,174256
500,174756
500,175256
500,175756
500,176256
500,176756
500,177256
500,177756
500,178256
500,178756
500,179256
500,179756
500,180256
500,180756
500,181256
500,181756
500,182256
500,182756
500,183256
500,183756
500,184256
500,184756
500,185256
500,185756
500,186256
500,186756
500,187256
500,187756
500,188256
500,188756
500,189256
500,189756
500,190256
500,190756
500,191256
500,191756
500,192256
500,192756
500,193256
500,193756
500,194256
500,194756
500,195256
500,195756
500,196256
500,196756
500,197256
500,197756
500,198256
500,198756
500,199256
500,199756
500,200256
500,200756
500,201256
500,201756
500,202256
500,202756
500,203256
500,203756
500,204256
500,204756
500,205256
500,205756
500,206256
500,206756
500,207256
500,207756
500,208256
500,208756
500,209256
500,209756
500,210256
500,210756
500,211256
500,211756
500,212256
500,212756
500,213256
500,213756
500,214256
500,214756
500,215256
500,215756
500,216256
500,216756
500,217256
500,217756
500,218256
500,218756
500,219256
500,219756
500,220256
500,220756
500,221256
500,221756
500,222256
500,222756
500,223256
500,223756
500,224256
500,224756
500,225256
500,225756
500,226256
500,226756
500,227256
500,227756
500,228256
500,228756
500,229256
500,229756
500,230256
500,230756
500,231256
500,231756
500,232256
500,232756
500,233256
500,233756
500,234256
500,234756
500,235256
500,235756
500,236256
500,236756
500,237256
500,237756
500,238256
500,238756
500,239256
500,239756
500,240256
500,240756
500,241256
500,241756
500,242256
500,242756
500,243256
500,243756
500,244256
500,244756
500,245256
500,245756
500,246256
500,246756
500,247256
500,247756
500,248256
500,248756
500,249256
500,249756
500,250256
500,250756
500,251256
500,251756
500,252256
500,252756
500,253256
500,253756
500,254256
500,254756
500,255256
500,255756
500,256256
500,256756
500,257256
500,257756
500,258256
500,258756
500,259256
500,259756
500,260256
500,260756
162,260918
213,261131
374,261505
500,262005
316,262321
140,262461
87,262548
96,262644
90,262734
170,262904
41,262945
75,263020
80,263100
124,263224
52,263276
47,263323
40,263363
45,263408
57,263465
27,263492
65,263557
26,263583
73,263656
38,263694
38,263732
96,263828
87,263915
112,264027
58,264085
71,264156
45,264201
151,264352
53,264405
41,264446
418,264864
500,265364
500,265864
500,266364
500,266864
500,267364
500,267864
500,268364
500,268864
500,269364
500,269864
500,270364
500,270864
500,271364
500,271864
500,272364
500,272864
500,273364
500,273864
500,274364
500,274864
500,274864
500,275364
500,275864
500,276364
500,276864
500,277364
500,277864
500,278364
500,278864
500,279364
500,279864
500,280364
500,280864
500,281364
500,281864
500,282364
500,282864
500,283364
500,283864
500,284364
500,284864
500,285364
500,285864
500,286364
500,286864
500,287364
500,287864
500,288364
500,288864
500,289364
500,289864
500,290364
500,290864
500,291364
500,291864
500,292364
500,292864
500,293364
500,293864
500,294364
500,294864
500,295364
500,295864
500,296364
500,296864
500,297364
500,297864
500,298364
500,298864
500,299364
500,299864
500,300364
500,300864
500,301364
500,301864
500,302364
500,302864
500,303364
500,303864
500,304364
500,304864
500,305364
500,305864
500,306364
500,306864
500,307364
500,307864
500,308364
500,308864
500,309364
500,309864
500,310364
500,310864
500,311364
500,311864
500,312364
500,312864
500,313364
500,313864
500,314364
500,314864
500,315364
500,315864
500,316364
500,316864
500,317364
500,317864
500,318364
500,318864
500,319364
500,319864
500,320364
500,320864
500,321364
500,321864
500,322364
500,322864
500,323364
500,323864
500,324364
500,324864
500,325364
500,325864
500,326364
500,326864
500,327364
500,327864
500,328364
500,328864
500,329364
500,329864
500,330364
500,330864
500,331364
500,331864
500,332364
500,332864
500,333364
500,333864
500,334364
500,334864
500,335364
500,335864
500,336364
500,336864
500,337364
500,337864
500,338364
500,338864
500,339364
500,339864
500,340364
500,340864
500,341364
500,341864
500,342364
500,342864
500,343364
500,343864
500,344364
500,344864
500,345364
500,345864
500,346364
500,346864
500,347364
500,347864
500,348364
500,348864
500,349364
500,349864
500,350364
500,350864
500,351364
500,351864
500,352364
500,352864
500,353364
500,353864
500,354364
500,354864
500,355364
500,355864
500,356364
500,356864
500,357364
500,357864
500,358364
500,358864
500,359364
500,359864
500,360364
500,360864
500,361364
500,361864
500,362364
500,362864
209,363073
500,363573
500,364073
500,364573
500,365073
500,365573
500,366073
500,366573
500,367073
500,367573
500,368073
500,368573
500,369073
500,369573
500,370073
500,370573
500,371073
500,371573
500,372073
500,372573
500,373073
500,373573
500,374073
500,374573
500,375073
500,375573
500,376073
500,376573
500,377073
500,377573
500,378073
500,378573
500,379073
500,379573
500,380073
500,380573
500,381073
500,381573
500,382073
500,382573
500,383073
500,383573
500,384073
500,384573
500,385073
500,385573
500,386073
500,386573
500,387073
500,387573
500,388073
500,388573
500,389073
500,389573
500,390073
500,390573
500,391073
500,391573
500,392073
500,392573
500,393073
500,393573
500,394073
500,394573
500,395073
500,395573
500,396073
500,396573
500,397073
500,397573
500,398073
500,398573
500,399073
500,399573
500,400073
500,400573
500,401073
500,401573
500,402073
500,402573
500,403073
500,403573
500,404073
500,404573
500,405073
500,405573
500,406073
500,406573
500,407073
500,407573
500,408073
500,408573
500,409073
500,409573
500,410073
500,410573
500,411073
500,411573
500,412073
500,412573
500,413073
500,413573
500,414073
500,414573
500,415073
500,415573
500,416073
500,416573
500,417073
500,417573
500,418073
500,418573
500,419073
500,419573
500,420073
500,420573
500,421073
500,421573
500,422073
500,422573
500,423073
500,423573
500,424073
500,424573
500,425073
500,425573
500,426073
500,426573
500,427073
500,427573
500,428073
500,428573
500,429073
500,429573
500,430073
500,430573
500,431073
500,431573
500,432073
500,432573
500,433073
500,433573
500,434073
500,434573
500,435073
500,435573
500,436073
500,436573
500,437073
500,437573
500,438073
500,438573
500,439073
500,439573
500,440073
500,440573
500,441073
500,441573
500,442073
500,442573
500,443073
500,443573
500,444073
500,444573
500,445073
500,445573
500,446073
500,446573
500,447073
500,447573
500,448073
500,448573
500,449073
500,449573
500,450073
500,450573
500,451073
500,451573
500,452073
500,452573
500,453073
500,453573
500,454073
500,454573
500,455073
500,455573
500,456073
500,456573
500,457073
500,457573
500,458073
500,458573
500,459073
500,459573
500,460073
500,460573
500,461073
500,461573
500,462073
500,462573
500,463073
500,463573
500,464073
500,464573
500,465073
500,465573
500,466073
500,466573
500,467073
500,467573
500,468073
500,468573
500,469073
500,469573
500,470073
500,470573
500,471073
500,471573
500,472073
500,472573
500,473073
500,473573
500,474073
500,474573
500,475073
500,475573
500,476073
500,476573
500,477073
500,477573
500,478073
500,478573
500,479073
500,479573
500,480073
500,480573
500,481073
500,481573
500,482073
500,482573
500,483073
500,483573
500,484073
500,484573
500,485073
500,485573
500,486073
500,486573
500,487073
500,487573
500,488073
500,488573
500,489073
500,489573
500,490073
500,490573
500,491073
500,491573
500,492073
500,492573
500,493073
500,493573
500,494073
500,494573
500,495073
500,495573
500,496073
500,496573
500,497073
500,497573
500,498073
500,498573
500,499073
500,499573
