charts/learning_rate,losses/explained_variance,charts/SPS,losses/old_approx_kl,charts/episodic_length,_timestamp,charts/episodic_return,losses/entropy,_runtime,losses/policy_loss,global_step,_step,losses/value_loss,losses/clipfrac,losses/approx_kl
0.00020752688578795642,9.649991989135742e-05,731.0,0.013595877215266228,,1763260323.7198567,,0.5200760364532471,245.17575669288635,-0.017063837498426437,154240,1754,1519.939208984375,0.0,0.001654118299484253
0.00020683564071077853,-0.07302725315093994,732.0,0.004806156270205975,,1763260325.1393168,,0.5219452977180481,246.59521675109863,0.004974452778697014,155392,1765,0.007059662137180567,0.0,0.00033027585595846176
,,,,500.0,1763260325.4600806,500.0,,246.91598057746887,,155668,1768,,,
,,,,500.0,1763260326.5182602,500.0,,247.97416019439697,,156668,1777,,,
0.00020360983035061508,4.798173904418945e-05,737.0,0.0035523297265172005,,1763260330.9762843,,0.4840887188911438,252.43218421936035,-0.006868876516819,160768,1818,1142.724365234375,0.0,0.00021033454686403275
0.0002033026103163138,5.412101745605469e-05,737.0,-0.0009495504200458527,,1763260331.5799918,,0.4765970706939697,253.03589177131653,0.0058356113731861115,161280,1823,0.017720047384500504,0.0,0.00017380528151988983
,,,,500.0,1763260334.3389058,500.0,,255.79480576515198,,164168,1851,,,
,,,,500.0,1763260334.8231647,500.0,,256.27906465530396,,164668,1856,,,
0.00020053763000760227,0.020719051361083984,743.0,-0.0007845964282751083,,1763260335.9807305,,0.47746509313583374,257.436630487442,-0.0030240118503570557,165888,1868,0.008293868973851204,0.0,0.0014272630214691162
0.000200230409973301,0.17164266109466553,744.0,0.002745768055319786,,1763260336.4398882,,0.4338221549987793,257.895788192749,0.01669667288661003,166400,1873,0.011637299321591854,0.0234375,0.006034744903445244
0.00019999999494757503,-0.0003205537796020508,744.0,-0.0030788294970989227,,1763260336.8198464,,0.4381554424762726,258.27574634552,0.018109634518623352,166784,1877,409.2420654296875,0.0,0.0013599451631307602
0.00019938555487897247,-0.4820551872253418,746.0,0.00144243985414505,,1763260337.765475,,0.5172089338302612,259.2213749885559,-0.004271047189831734,167808,1886,0.006450241897255182,0.0,0.00013808347284793854
0.00019884791981894523,-0.0006939172744750977,747.0,0.0033915191888809204,,1763260338.5698924,,0.45565265417099,260.0257923603058,0.0018224194645881653,168704,1895,1359.9615478515625,0.0,7.440894842147827e-05
0.000198310284758918,-0.05636954307556152,748.0,0.00038795266300439835,,1763260339.396084,,0.5485134124755859,260.85198402404785,-0.015338417142629623,169600,1903,0.0003212294541299343,0.0,0.0035351766273379326
0.00019815668929368258,-0.12806129455566406,748.0,0.005465622991323471,,1763260339.7190392,,0.5254440307617188,261.1749391555786,-0.008085763081908226,169856,1906,0.010546996258199215,0.001953125,0.0029579438269138336
0.00019738863920792937,-0.33592355251312256,749.0,-0.007883225567638874,,1763260341.2362168,,0.5152040719985962,262.6921167373657,0.0003893449902534485,171136,1918,0.0003558893804438412,0.0,0.0012136241421103477
0.00019731183419935405,-0.00030219554901123047,749.0,-0.0019004782661795616,,1763260341.398514,,0.44188016653060913,262.85441398620605,-0.004104837775230408,171264,1920,620.01318359375,0.0,0.00026981625705957413
0.00019577573402784765,-0.14807164669036865,750.0,-0.0046547213569283485,,1763260344.4209754,,0.5550958514213562,265.8768754005432,-0.001028798520565033,173824,1945,0.009163668379187584,0.0,0.0006772959604859352
0.00019493087893351912,-0.00029075145721435547,751.0,0.002697410061955452,,1763260346.1278255,,0.47353091835975647,267.5837254524231,-0.007569458335638046,175232,1959,1264.364013671875,0.0,0.00025640055537223816
,,,,500.0,1763260347.65387,500.0,,269.10977005958557,,176668,1973,,,
0.0001933179737534374,-0.06325507164001465,754.0,0.0005720742046833038,,1763260348.805705,,0.5223464965820312,270.26160502433777,-0.004922635853290558,177920,1985,0.0012379051186144352,0.0,0.0004241727292537689
0.0001929339487105608,-0.04279148578643799,755.0,-0.008938467130064964,,1763260349.3915763,,0.5605459809303284,270.8474762439728,0.0034947488456964493,178560,1991,0.0004076241748407483,0.005859375,0.00377536378800869
,,,,500.0,1763260350.3285558,500.0,,271.7844557762146,,179668,2002,,,
,,,,500.0,1763260350.8283365,500.0,,272.2842364311218,,180168,2007,,,
0.0001913978485390544,-0.08576631546020508,758.0,-0.0034369491040706635,,1763260351.8656814,,0.4841669797897339,273.321581363678,0.0037322845309972763,181120,2016,0.0005768008413724601,0.0,0.0006964132189750671
0.00019124423852190375,-0.05150938034057617,758.0,0.014088992960751057,,1763260352.1906571,,0.44534483551979065,273.6465570926666,0.0036032963544130325,181376,2019,0.008609441109001637,0.001953125,0.0023218560963869095
0.00019093701848760247,-0.01914381980895996,758.0,-0.0020215800032019615,,1763260352.7873037,,0.44398173689842224,274.24320363998413,-0.006159111857414246,181888,2024,0.009233307093381882,0.0,0.00013490673154592514
,,,,500.0,1763260353.1236281,500.0,,274.579528093338,,182168,2027,,,
0.0001906297984533012,-0.06672191619873047,758.0,-0.0007920172065496445,,1763260353.4335382,,0.5284919738769531,274.88943815231323,-0.002751283347606659,182400,2029,0.007030539680272341,0.0,4.019215703010559e-05
0.0001903225784189999,-0.055373311042785645,758.0,-0.003907430917024612,,1763260354.0479138,,0.4738929867744446,275.5038137435913,0.0011907294392585754,182912,2034,0.008682752028107643,0.0,0.00012095645070075989
,,,,500.0,1763260355.4487624,500.0,,276.90466237068176,,184168,2045,,,
0.00018924730829894543,-0.0003342628479003906,759.0,-0.005260555073618889,,1763260356.1906111,,0.47929489612579346,277.64651107788086,0.002218693494796753,184704,2051,1770.5067138671875,0.0,0.000836668536067009
0.0001891705032903701,0.03705054521560669,759.0,-0.0008950969204306602,,1763260356.339982,,0.5137584209442139,277.79588198661804,-0.003723621368408203,184832,2052,0.009449723176658154,0.0078125,0.004548895172774792
,,,,500.0,1763260358.1156,500.0,,279.5715000629425,,186668,2070,,,
0.00018771120812743902,-8.7738037109375e-05,762.0,-0.0005231695249676704,,1763260358.669277,,0.4590909481048584,280.1251769065857,0.001036565750837326,187264,2076,1358.4600830078125,0.0,0.00018612761050462723
0.00018663593800738454,-0.06584179401397705,764.0,0.0052474988624453545,,1763260360.3106956,,0.5567226409912109,281.7665956020355,-0.027252446860074997,189056,2093,0.00046575890155509114,0.00390625,0.004016363061964512
,,,,500.0,1763260360.349627,500.0,,281.805526971817,,189168,2094,,,
0.00018517665739636868,-0.043988704681396484,767.0,-0.001171180047094822,,1763260362.5177405,,0.5156444311141968,283.97364044189453,-0.02531694620847702,191488,2117,0.0013036434538662434,0.0,0.001583966426551342
0.0001837173622334376,0.14071285724639893,770.0,0.019890427589416504,,1763260364.7202535,,0.4868971109390259,286.176153421402,-0.007950279861688614,193920,2141,0.006991441361606121,0.0,0.002000541426241398
0.00018341014219913632,-0.31730127334594727,770.0,-0.0007890500128269196,,1763260365.1662266,,0.6242222785949707,286.62212657928467,-0.0004679672420024872,194432,2146,0.0018099513836205006,0.0,0.0007906313985586166
0.000183333337190561,-0.7023811340332031,770.0,0.013290375471115112,,1763260365.305203,,0.5550828576087952,286.7611029148102,-0.009996980428695679,194560,2147,0.00042128475615754724,0.005859375,0.0008786683902144432
,,,,500.0,1763260365.3422856,500.0,,286.7981855869293,,194668,2148,,,
0.00018287250713910908,0.2854246497154236,771.0,-0.008737997151911259,,1763260366.234711,,0.5054856538772583,287.6906108856201,-0.027871984988451004,195328,2155,0.007251521572470665,0.001953125,0.0029120249673724174
0.0001817972370190546,-0.3707538843154907,772.0,-0.002718941308557987,,1763260368.2628956,,0.5090498924255371,289.7187955379486,-0.005842872895300388,197120,2172,0.0006060139276087284,0.0,0.001035989262163639
0.0001810291869333014,0.30575472116470337,773.0,0.007343532517552376,,1763260369.5909734,,0.5526779890060425,291.04687333106995,-0.008347474038600922,198400,2185,0.00849656481295824,0.0,0.0005510952323675156
0.00018056835688184947,-0.00038063526153564453,773.0,0.013329166918992996,500.0,1763260370.2683198,500.0,0.5267053842544556,291.72421979904175,0.007414571940898895,199168,2192,1914.7904052734375,0.0,0.000554671511054039
0.00018018433183897287,0.1870012879371643,774.0,-0.0006070444360375404,,1763260370.8762589,,0.5498059988021851,292.3321588039398,-0.00045074522495269775,199808,2198,0.008319692686200142,0.0,0.0007370738312602043
0.00018010752683039755,-0.000847935676574707,774.0,0.0003659175708889961,,1763260370.987228,,0.5822060108184814,292.4431278705597,-0.007270917296409607,199936,2199,0.0016563271638005972,0.001953125,0.001670534722507
,,,,500.0,1763260372.3265934,500.0,,293.78249335289,,201168,2211,,,
0.0001791858667274937,-0.33640754222869873,775.0,0.014256893657147884,,1763260372.8276901,,0.4916711747646332,294.2835900783539,0.002898015081882477,201472,2214,0.0015308072324842215,0.0,0.0014374805614352226
0.0001788018416846171,-1.1259510517120361,775.0,-0.0030509717762470245,,1763260373.6593199,,0.5465361475944519,295.1152198314667,-0.010136798024177551,202112,2220,0.0005736578023061156,0.0,0.0011024996638298035
0.00017864823166746646,0.0822417140007019,775.0,-0.008407537825405598,,1763260374.0172808,,0.5121858716011047,295.473180770874,-0.005587376654148102,202368,2223,0.010580647736787796,0.0,0.0010767364874482155
0.00017849462165031582,0.2989906072616577,775.0,-0.006849805824458599,,1763260374.3103883,,0.545293927192688,295.76628828048706,-0.005925491452217102,202624,2225,0.00024798541562631726,0.0,0.00040413904935121536
,,,,500.0,1763260374.3307328,500.0,,295.7866327762604,,202668,2226,,,
0.0001784178166417405,0.0012173056602478027,775.0,-0.004588140174746513,,1763260374.4788535,,0.537369966506958,295.93475341796875,-0.0016429349780082703,202752,2227,1475.1468505859375,0.0,0.00010538473725318909
,,,,500.0,1763260374.9768243,500.0,,296.432724237442,,203168,2231,,,
0.00017788018158171326,-1.5367577075958252,775.0,-0.012788485735654831,,1763260375.5501907,,0.4687305986881256,297.00609064102173,-0.0216689370572567,203648,2235,0.0008690289105288684,0.00390625,0.002034042961895466
,,,,500.0,1763260376.2266347,500.0,,297.68253469467163,,204168,2241,,,
0.00017711213149596006,0.10962164402008057,775.0,-0.0017843255773186684,,1763260377.1475756,,0.3956126868724823,298.6034755706787,-0.0035656187683343887,204928,2248,0.002359413541853428,0.0,0.0004838360473513603
,,,,500.0,1763260377.3443959,500.0,,298.80029582977295,,205168,2250,,,
0.00017680491146165878,0.2633371353149414,775.0,-0.011601190082728863,,1763260377.7187366,,0.4647456407546997,299.17463660240173,0.0005982629954814911,205440,2253,0.000903547799680382,0.0,0.0022304831072688103
0.00017565283633302897,0.16833877563476562,777.0,-0.002262124791741371,,1763260379.7057626,,0.4396054148674011,301.16166257858276,-0.009893499314785004,207360,2272,0.009057460352778435,0.0,0.0013953670859336853
,,,,500.0,1763260380.4270024,500.0,,301.8829023838043,,208168,2280,,,
,,,,500.0,1763260381.7878094,500.0,,303.2437093257904,,209668,2295,,,
0.00017403994570486248,0.11830383539199829,780.0,-0.001686212606728077,,1763260382.1194649,,0.4463386535644531,303.57536482810974,-0.00948604941368103,210048,2298,0.0006849264027550817,0.0,0.0008248677477240562
0.0001733487006276846,0.0006471872329711914,780.0,2.02888622879982e-05,,1763260383.4755316,,0.4213293194770813,304.9314315319061,-0.0014694184064865112,211200,2310,1741.50341796875,0.0,0.00024221185594797134
0.00017319509061053395,0.11630380153656006,780.0,0.0011057350784540176,,1763260383.7184358,,0.4893547594547272,305.1743357181549,-0.007591113448143005,211456,2312,0.0011816781479865313,0.0,0.0002451464533805847
0.00017281106556765735,-0.8633894920349121,781.0,-0.0022205570712685585,,1763260384.4476302,,0.4244202673435211,305.9035301208496,0.004412367939949036,212096,2318,0.0006109577370807528,0.0,0.0006174510344862938
0.0001725806505419314,-0.20371711254119873,781.0,-0.0008352482691407204,,1763260384.88538,,0.416381299495697,306.3412799835205,-0.0006106570363044739,212480,2322,0.001785149099305272,0.0,2.293754369020462e-05
,,,,500.0,1763260385.0708196,500.0,,306.5267195701599,,212668,2324,,,
,,,,500.0,1763260385.52646,500.0,,306.98235988616943,,213168,2329,,,
,,,,500.0,1763260386.443301,500.0,,307.8992009162903,,214168,2339,,,
0.00017127496539615095,-0.19874536991119385,783.0,0.0034347139298915863,,1763260386.91418,,0.46326953172683716,308.37007999420166,-0.0037816613912582397,214656,2343,0.0005052561173215508,0.001953125,0.00046161189675331116
0.00017096774536184967,0.0002675056457519531,784.0,-0.0007124217227101326,500.0,1763260387.3639262,500.0,0.4479120373725891,308.81982612609863,-0.006239190697669983,215168,2348,1702.3685302734375,0.0,0.0003573531284928322
0.00017058372031897306,0.21677643060684204,784.0,-0.00024111662060022354,,1763260387.9558625,,0.4983446002006531,309.4117624759674,-0.004192065447568893,215808,2354,0.0049406844191253185,0.0,0.00028510671108961105
0.00017004608525894582,0.0005266070365905762,785.0,0.002697979100048542,,1763260388.774458,,0.46341994404792786,310.2303578853607,-0.0015705972909927368,216704,2363,1657.462646484375,0.0,0.00042519625276327133
0.0001684331800788641,-0.1713557243347168,788.0,-5.887914448976517e-05,,1763260391.1791017,,0.4728773832321167,312.6350016593933,0.0002453327178955078,219392,2389,0.003967134281992912,0.0,1.2557022273540497e-05
0.00016812596004456282,0.08299058675765991,789.0,0.006462989374995232,,1763260391.6252096,,0.38336998224258423,313.0811095237732,0.007103476673364639,219904,2394,0.005504515487700701,0.0,0.000972917303442955
,,,,500.0,1763260394.5468473,500.0,,316.002747297287,,223168,2426,,,
0.00016589861479587853,-0.05326497554779053,792.0,0.0016748448833823204,,1763260394.9983788,,0.3355967104434967,316.4542787075043,-0.02753428742289543,223616,2430,0.00040893355617299676,0.0078125,0.0023472821339964867
0.00016474653966724873,-0.13971590995788574,793.0,-0.007015427574515343,,1763260397.2811267,,0.3658323884010315,318.73702669143677,-0.014079034328460693,225536,2449,0.0013535162433981895,0.0,0.00089234858751297
,,,,500.0,1763260399.2652752,500.0,,320.7211751937866,,227168,2465,,,
0.00016221197438426316,-1.6450881958007812e-05,792.0,0.0011139092966914177,,1763260402.7225413,,0.32041066884994507,324.17844128608704,-0.0005547031760215759,229760,2491,777.5809936523438,0.0,1.556333154439926e-05
0.00016205837891902775,-0.08428597450256348,792.0,4.628673195838928e-06,,1763260403.051597,,0.3612728714942932,324.50749707221985,0.001310795545578003,230016,2493,0.0006172779249027371,0.0,1.2032687664031982e-05
0.00016121352382469922,-0.12924325466156006,792.0,-0.0015539927408099174,,1763260404.9736784,,0.3266734778881073,326.42957830429077,0.005225837230682373,231424,2506,0.0012183290673419833,0.0,0.00018694903701543808
0.0001607526937732473,-0.00030422210693359375,792.0,0.0005459245294332504,,1763260405.9444797,,0.37061554193496704,327.40037965774536,-0.004902828484773636,232192,2514,1534.3009033203125,0.0,0.0001358911395072937
0.00016067588876467198,-0.3279433250427246,792.0,0.0033388929441571236,,1763260406.06424,,0.3847195506095886,327.52013993263245,0.0009264210239052773,232320,2515,0.005019426811486483,0.0,0.0002689110115170479
0.0001603686687303707,-0.23072218894958496,793.0,0.004465896636247635,,1763260406.5097961,,0.3791218400001526,327.9656960964203,-0.01594867929816246,232832,2520,0.007133808918297291,0.0,0.000417197123169899
,,,,500.0,1763260407.6864786,500.0,,329.1423785686493,,234168,2533,,,
0.00015913978859316558,-4.843326568603516,795.0,-0.0025500357151031494,,1763260408.3751068,,0.29949572682380676,329.8310067653656,-0.006184756755828857,234880,2540,0.012101434171199799,0.0,0.0009732618927955627
0.00015867895854171365,0.3493337631225586,795.0,0.01117843110114336,,1763260409.078585,,0.2903522849082947,330.53448486328125,-0.010869704186916351,235648,2547,0.0008542064460925758,0.00390625,0.00392269529402256
0.0001572964683873579,-0.22476434707641602,797.0,0.0007024174556136131,,1763260411.1584089,,0.2967641353607178,332.6143088340759,0.0004903785884380341,237952,2570,0.0011913892813026905,0.0,0.00012132059782743454
0.00015721966337878257,-0.1314709186553955,798.0,0.012226785533130169,,1763260411.269301,,0.3383614420890808,332.72520089149475,-0.008394606411457062,238080,2571,0.0002658420125953853,0.0,0.0009805476292967796
0.0001569124433444813,-0.19058799743652344,798.0,-0.0008025234565138817,,1763260411.8318324,,0.3611648976802826,333.2877323627472,-0.0022582411766052246,238592,2576,0.0002558859996497631,0.0,9.946618229150772e-05
,,,,500.0,1763260411.8782635,500.0,,333.3341634273529,,238668,2577,,,
0.00015499231813009828,0.00015622377395629883,797.0,0.0034183096140623093,,1763260416.021485,,0.333828866481781,337.4773850440979,-0.00025328993797302246,241792,2608,143.76242065429688,0.0,4.4051557779312134e-05
0.00015483870811294764,-0.04321324825286865,797.0,-0.009957398287951946,,1763260416.3174844,,0.32975322008132935,337.77338433265686,0.002820707857608795,242048,2610,0.00048084359150379896,0.0,0.0007121870294213295
0.00015360982797574252,-1.05938720703125,797.0,0.0009934073314070702,,1763260418.94626,,0.4073127210140228,340.4021599292755,-0.00021381676197052002,244096,2630,0.0004189967003185302,0.0,0.0004216330125927925
,,,,500.0,1763260419.683213,500.0,,341.13911294937134,,244668,2636,,,
,,,,500.0,1763260421.092247,500.0,,342.5481469631195,,245668,2646,,,
0.00015261136286426336,0.00016742944717407227,797.0,-0.0020926939323544502,,1763260421.2629988,,0.33881768584251404,342.71889877319336,-0.0037144869565963745,245760,2647,1008.588623046875,0.0,0.0001755962148308754
0.00015253455785568804,-0.4052734375,797.0,0.004973509348928928,,1763260421.4403408,,0.32970374822616577,342.89624071121216,-0.00952690839767456,245888,2648,0.005655187647789717,0.0,0.000706714577972889
0.0001512288727099076,-0.1992419958114624,796.0,-0.009412454441189766,,1763260424.3862529,,0.35737866163253784,345.8421528339386,-0.008152514696121216,248064,2668,0.00032608365290798247,0.001953125,0.0018275752663612366
0.0001509216526756063,-0.007515549659729004,796.0,-0.0023456476628780365,,1763260425.0727081,,0.31381848454475403,346.528608083725,-0.00217413529753685,248576,2673,0.00028659941744990647,0.0,0.00044438987970352173
0.00015030721260700375,0.021639883518218994,796.0,0.012537971138954163,,1763260426.4753356,,0.36566102504730225,347.9312355518341,0.005264585837721825,249600,2683,0.00029144235304556787,0.0,0.0008907169103622437
0.00015007681213319302,-0.2192775011062622,795.0,-0.003464135341346264,,1763260426.992436,,0.37986722588539124,348.4483358860016,-0.003659866750240326,249984,2687,0.0009092796826735139,0.0,0.0006569111719727516
,,,,500.0,1763260427.215699,500.0,,348.6715989112854,,250168,2689,,,
0.00014976959209889174,-0.03166639804840088,795.0,0.005640492774546146,,1763260427.7079897,,0.3391335606575012,349.16388964653015,-0.005382681265473366,250496,2692,0.0007581308018416166,0.0,0.0011807167902588844
0.0001473118318244815,-0.09054732322692871,797.0,0.0001458311453461647,,1763260431.9999158,,0.4487323760986328,353.45581579208374,-0.0026482343673706055,254592,2732,0.00033901669667102396,0.0,0.0004019932821393013
0.00014608295168727636,-0.03657877445220947,799.0,-0.006220060400664806,,1763260433.88102,,0.4154736399650574,355.3369200229645,0.0018577352166175842,256640,2752,0.0003213504096493125,0.0,0.001210263930261135
0.00014577573165297508,0.4255630373954773,800.0,-0.0017745709046721458,,1763260434.3428614,,0.4595469534397125,355.79876136779785,-0.0031381696462631226,257152,2757,0.00026363457436673343,0.0,0.00026987772434949875
,,,,500.0,1763260435.677712,500.0,,357.1336119174957,,258668,2772,,,
,,,,500.0,1763260436.5685637,500.0,,358.02446365356445,,259668,2782,,,
0.00014423963148146868,-4.7206878662109375e-05,802.0,-0.004012865014374256,,1763260436.6843023,,0.49681800603866577,358.14020228385925,0.005507349967956543,259712,2783,1463.4217529296875,0.0,0.0002759145572781563
0.00014362519141286612,-0.0003921985626220703,803.0,0.0038441140204668045,,1763260437.581388,,0.46550440788269043,359.03728795051575,-0.004312742501497269,260736,2793,1250.8685302734375,0.0,0.0006591137498617172
0.0001416282611899078,-0.0896683931350708,805.0,0.006440035067498684,,1763260440.5859451,,0.5169029235839844,362.0418450832367,-0.010317005217075348,264064,2824,0.00025170150911435485,0.00390625,0.000830858014523983
0.00014047618606127799,-0.08870530128479004,807.0,-0.0007002996280789375,,1763260442.3923602,,0.5438453555107117,363.84826016426086,1.7784535884857178e-05,265984,2843,0.0012538791634142399,0.0,7.222499698400497e-05
0.00013963133096694946,0.008403897285461426,808.0,0.014757450670003891,,1763260443.6619096,,0.5022448301315308,365.1178095340729,0.002372460439801216,267392,2857,0.013560331426560879,0.0,0.0021236417815089226
0.00013809524534735829,-0.03178906440734863,810.0,0.008216656744480133,,1763260445.9930012,,0.5268973112106323,367.44890117645264,-0.005718771368265152,269952,2882,0.0009303810657002032,0.0,0.0013313069939613342
0.00013763441529590636,-0.0004934072494506836,811.0,0.008733292110264301,,1763260446.7053773,,0.5272576212882996,368.16127729415894,-0.0034775137901306152,270720,2890,1900.595458984375,0.0,0.0007582018151879311
0.00013632873015012592,-0.05512356758117676,812.0,-0.001952286809682846,,1763260448.6746647,,0.5931249856948853,370.13056468963623,0.001372259110212326,272896,2911,0.005247411318123341,0.0,0.00014221109449863434
0.00013486943498719484,0.01792621612548828,814.0,-0.01108569372445345,,1763260450.8720062,,0.49061939120292664,372.3279061317444,-0.014252692461013794,275328,2935,0.005406320560723543,0.0,0.001392875798046589
0.00013410138490144163,-0.07802629470825195,815.0,-0.0018380926921963692,,1763260452.0377455,,0.5630743503570557,373.4936454296112,-0.020474299788475037,276608,2949,0.013936545699834824,0.0,0.0009281998500227928
0.00013341013982426375,-0.5868061780929565,816.0,0.0002588881179690361,,1763260453.082902,,0.553729772567749,374.53880190849304,0.006460137665271759,277760,2960,0.0007493733428418636,0.00390625,0.0006110863760113716
0.0001324884797213599,-0.34326279163360596,817.0,0.011661871336400509,,1763260454.4963558,,0.5648003220558167,375.9522557258606,-0.011966560035943985,279296,2975,0.0004854914441239089,0.0,0.0016090022400021553
0.00013164362462703139,-0.19289731979370117,818.0,0.008789168670773506,,1763260455.8534179,,0.5255271792411804,377.30931782722473,0.0057027265429496765,280704,2989,0.000274996884400025,0.0,0.0006041321903467178
0.00013118279457557946,-0.1827007532119751,819.0,-0.0017916709184646606,,1763260456.5546238,,0.47095614671707153,378.01052379608154,0.0019073523581027985,281472,2997,0.00611749105155468,0.0,5.5963173508644104e-05
0.00013033793948125094,-0.00012063980102539062,820.0,-0.001699129119515419,,1763260457.8263123,,0.5380811095237732,379.28221225738525,0.002812720835208893,282880,3011,1043.70458984375,0.0,8.37668776512146e-05
0.0001278801792068407,-0.04034829139709473,822.0,0.008652963675558567,,1763260461.7263613,,0.5502868890762329,383.1822612285614,-0.003675553947687149,286976,3051,0.006427614949643612,0.0,0.0008678687736392021
0.00012772656918969005,0.09090334177017212,822.0,-0.00035730283707380295,,1763260462.0261664,,0.5224263072013855,383.48206639289856,0.006189532577991486,287232,3053,0.0005496402736753225,0.0,0.0017526065930724144
0.00012695851910393685,-0.009001851081848145,822.0,-0.008162911981344223,,1763260463.5881555,,0.5440952777862549,385.04405546188354,-0.005270898342132568,288512,3066,0.006608415860682726,0.0,0.0011805631220340729
0.0001267281040782109,-0.00011074542999267578,822.0,0.004276378080248833,,1763260464.0294132,,0.49412989616394043,385.48531317710876,-0.0016235560178756714,288896,3070,1280.11865234375,0.0,6.633251905441284e-05
0.0001258832635357976,-0.47186028957366943,823.0,-0.0063956668600440025,,1763260465.2985241,,0.5153830051422119,386.7544240951538,-0.008383065462112427,290304,3083,0.0005431585013866425,0.005859375,0.0038068266585469246
,,,,500.0,1763260467.0718546,500.0,,388.5277545452118,,291811,3098,,,
,,,,500.0,1763260467.6559381,500.0,,389.1118381023407,,292311,3103,,,
0.0001231950882356614,-0.1433401107788086,824.0,0.015383432619273663,,1763260470.5062084,,0.5173670053482056,391.96210837364197,0.0003732815384864807,294784,3127,0.0009449058561585844,0.0,0.0007434887811541557
0.00012311828322708607,-1.2516975402832031e-05,824.0,-0.008214949630200863,,1763260470.6194534,,0.5374573469161987,392.07535338401794,0.005067076534032822,294912,3129,1063.84423828125,0.0,0.00038375798612833023
0.00012235023314133286,-0.4782588481903076,825.0,-0.01881622150540352,,1763260471.780083,,0.4607745409011841,393.23598289489746,-0.006947740912437439,296192,3141,0.0005663043120875955,0.0,0.0014500124379992485
0.00012227342813275754,-5.9485435485839844e-05,825.0,-0.008001689799129963,,1763260471.8943121,,0.5070658326148987,393.35021209716797,0.006166053935885429,296320,3143,1784.525146484375,0.0,0.0005150279030203819
0.00012204301310703158,-0.037621378898620605,825.0,-0.007910211570560932,,1763260472.2288525,,0.5157049298286438,393.68475246429443,0.0009393952786922455,296704,3146,0.0005473080673255026,0.0,0.0006149811670184135
0.0001205837179441005,-0.24394023418426514,827.0,-0.007045797072350979,,1763260474.437343,,0.49404072761535645,395.89324283599854,-0.024076636880636215,299136,3170,0.001482598832808435,0.00390625,0.001675405539572239
0.0001198156678583473,0.0004150271415710449,828.0,-3.467220813035965e-05,,1763260475.6338503,,0.5739631652832031,397.089750289917,-0.005052924156188965,300416,3183,775.37744140625,0.0,0.00027986709028482437
0.00011950844782404602,0.00032335519790649414,828.0,0.0027350643649697304,,1763260476.0807257,,0.5765732526779175,397.536625623703,-0.003897629678249359,300928,3188,382.12396240234375,0.0,5.779881030321121e-05
0.00011774193262681365,0.000886380672454834,830.0,-0.0008411454036831856,,1763260478.7665713,,0.5211248993873596,400.2224712371826,0.0002794414758682251,303872,3217,1733.4156494140625,0.0,5.785655230283737e-05
0.00011728110257536173,-0.008249163627624512,831.0,0.015317423269152641,,1763260479.4400175,,0.5542664527893066,400.8959174156189,-0.006818503141403198,304640,3224,0.001028232043609023,0.0,0.0014948882162570953
0.00011589861969696358,0.10742074251174927,832.0,-0.001530386507511139,,1763260481.534285,,0.5588071346282959,402.9901850223541,-0.003716401755809784,306944,3247,0.007475118152797222,0.0,0.0005345847457647324
,,,,500.0,1763260481.834488,500.0,,403.2903878688812,,307311,3250,,,
0.0001155913996626623,0.01597696542739868,833.0,-0.009657684713602066,,1763260482.0272412,,0.5305168628692627,403.48314118385315,-0.008156083524227142,307456,3252,0.006375166121870279,0.0,0.0009152591228485107
,,,,500.0,1763260482.2879047,500.0,,403.74380469322205,,307811,3255,,,
0.00011513056961121038,0.2513797879219055,833.0,0.0021681049838662148,,1763260482.701434,,0.5030770897865295,404.1573338508606,-0.0019433777779340744,308224,3259,0.00032183132134377956,0.0,0.0006818836554884911
0.00011436251952545717,0.18125808238983154,834.0,-0.0046519748866558075,,1763260483.8751566,,0.5412649512290955,405.33105659484863,-0.0033518075942993164,309504,3272,0.005979759618639946,0.0,0.0004213843494653702
,,,,500.0,1763260484.1349936,500.0,,405.5908935070038,,309811,3275,,,
0.00011413210449973121,0.0003362894058227539,834.0,-9.429547935724258e-05,,1763260484.2317126,,0.5783352851867676,405.68761253356934,0.0012460574507713318,309888,3276,1116.807373046875,0.0,2.2045336663722992e-05
0.00011290322436252609,0.00025707483291625977,835.0,-0.004304993897676468,,1763260486.0881896,,0.4183783531188965,407.54408955574036,-0.002785244956612587,311936,3296,0.0022575336042791605,0.0,0.00011156685650348663
,,,,500.0,1763260486.3498561,500.0,,407.80575609207153,,312311,3299,,,
0.00011029186134692281,0.26960015296936035,838.0,-0.02140921540558338,,1763260490.0382023,,0.483428418636322,411.49410223960876,0.0009590499103069305,316288,3338,0.0003437683917582035,0.0,0.0008810414001345634
0.00010952381126116961,0.19484543800354004,839.0,-0.004847288131713867,,1763260491.2846024,,0.46048179268836975,412.7405023574829,-0.0024143680930137634,317568,3351,0.0011154040694236755,0.0,0.00020956248044967651
0.00010913978621829301,-0.5459165573120117,839.0,-0.0024296538904309273,,1763260491.8493176,,0.47250762581825256,413.30521750450134,-0.007797678932547569,318208,3357,0.000940491387154907,0.0,0.0005627116188406944
0.00010898617620114237,0.1760736107826233,839.0,-0.0010941633954644203,,1763260492.0752368,,0.5267289876937866,413.5311367511749,-0.009015465155243874,318464,3360,0.004678153898566961,0.0,0.0009036334231495857
,,,,500.0,1763260495.6612482,500.0,,417.11714816093445,,322311,3398,,,
