charts/learning_rate,charts/episodic_return,losses/clipfrac,losses/policy_loss,_runtime,global_step,_timestamp,losses/entropy,charts/episodic_length,losses/value_loss,losses/approx_kl,charts/SPS,losses/explained_variance,_step,losses/old_approx_kl
0.0002810291771311313,,0.0,0.002037346363067627,57.18061184883118,31744,1763260135.085677,0.5417730212211609,,169.78456115722656,3.86163592338562e-05,1019.0,0.33201318979263306,547,-0.001160910353064537
,178.0,,,57.64470291137695,32285,1763260135.549768,,178.0,,,,,555,
,128.0,,,57.88428592681885,32594,1763260135.789351,,128.0,,,,,559,
,200.0,,,58.47874855995178,33205,1763260136.3838136,,200.0,,,,,568,
0.0002788786368910223,,0.0,0.004562601447105408,60.4354510307312,35328,1763260138.340516,0.5326472520828247,,118.50186157226562,0.002642357721924782,1027.0,0.8798415660858154,595,0.002771768718957901
0.0002779569767881185,,0.0,-0.0006000921130180359,61.80272316932678,36864,1763260139.7077882,0.49755218625068665,,95.50597381591797,0.00018576811999082565,1030.0,0.7215191125869751,612,0.005698702298104763
0.00027780336677096784,,0.0,-0.0016729123890399933,62.02140283584595,37120,1763260139.926468,0.5073644518852234,,55.67045974731445,0.00011004135012626648,1031.0,0.9417626857757568,614,-0.0018853433430194855
0.000276881706668064,,0.009765625,0.07276313006877899,63.380452394485474,38656,1763260141.2855175,0.49130064249038696,,115.53012084960938,0.006061825901269913,1035.0,-0.011388182640075684,630,-0.01627797819674015
0.0002765744866337627,,0.0,0.0016620084643363953,63.856433391571045,39168,1763260141.7614985,0.5098934173583984,,76.39555358886719,0.00011933408677577972,1035.0,0.0011605024337768555,636,0.001429922878742218
0.00027634407160803676,,0.0,0.0013082586228847504,64.18843007087708,39552,1763260142.0934951,0.5548177361488342,,103.45038604736328,6.204377859830856e-05,1036.0,0.025250375270843506,640,-0.00226657185703516
,500.0,,,65.01069569587708,40475,1763260142.9157608,,500.0,,,,,650,
0.00027496161055751145,,0.0,0.0005351901054382324,66.2358934879303,41856,1763260144.1409585,0.4942786693572998,,79.85430908203125,5.145277827978134e-05,1041.0,0.0552213191986084,664,0.0011078109964728355
,500.0,,,67.95113825798035,43812,1763260145.8562033,,500.0,,,,,684,
,500.0,,,68.38944578170776,44312,1763260146.2945108,,500.0,,,,,689,
0.0002728878753259778,500.0,0.0,-0.004459057003259659,69.28671264648438,45312,1763260147.1917777,0.5336319208145142,500.0,596.8627319335938,0.0012138467282056808,1047.0,0.03521829843521118,698,0.0001223888248205185
,500.0,,,69.6517744064331,45812,1763260147.5568395,,500.0,,,,,702,
,500.0,,,70.11518931388855,46312,1763260148.0202544,,500.0,,,,,707,
,500.0,,,72.0404622554779,48498,1763260149.9455273,,500.0,,,,,729,
,192.0,,,74.4195556640625,51086,1763260152.3246207,,192.0,,,,,757,
0.0002691244299057871,,0.0,0.0008226484060287476,74.85585808753967,51584,1763260152.7609231,0.5015718340873718,,1035.483642578125,0.001241873949766159,1056.0,0.006650805473327637,762,-0.004460068419575691
0.00026881720987148583,,0.0,0.007255129516124725,75.35791873931885,52096,1763260153.2629838,0.5497251152992249,,905.8740234375,0.0007960963994264603,1056.0,0.19554096460342407,767,-0.0027632806450128555
0.0002683563798200339,,0.0,0.00045572593808174133,76.12598156929016,52864,1763260154.0310466,0.483727365732193,,417.084716796875,1.130625605583191e-06,1055.0,0.3203902840614319,775,-0.0002893023192882538
0.0002675883297342807,,0.0,-0.0003886669874191284,77.29592657089233,54144,1763260155.2009916,0.5483139753341675,,35.446720123291016,4.201382398605347e-05,1056.0,-2.2337095737457275,788,-0.0008893702179193497
0.00026705069467425346,,0.0,-0.0012391284108161926,78.10124707221985,55040,1763260156.0063121,0.47407078742980957,,16.851377487182617,1.2489035725593567e-05,1057.0,-0.02596724033355713,797,0.0007712244987487793
0.0002665130596142262,,0.0,0.00015322305262088776,78.87844443321228,55936,1763260156.7835095,0.48713457584381104,,14.236443519592285,4.676450043916702e-05,1058.0,-0.04072213172912598,806,0.00037231016904115677
0.000265975424554199,,0.0,-0.011262692511081696,79.68794894218445,56832,1763260157.593014,0.5247347950935364,,12.800564765930176,0.0005659610033035278,1059.0,-0.04409301280975342,815,-0.0013711415231227875
0.00026328724925406277,,0.0,0.020191185176372528,83.70930910110474,61312,1763260161.6143742,0.4484465718269348,,680.0010986328125,0.0008693421259522438,1063.0,0.21123594045639038,863,-0.013479004614055157
0.00026274961419403553,,0.0,0.004683131352066994,84.51621580123901,62208,1763260162.4212809,0.5086418986320496,,1481.792236328125,0.0001071300357580185,1063.0,0.040902137756347656,872,-0.0017325133085250854
,500.0,,,84.87249612808228,62676,1763260162.7775612,,500.0,,,,,876,
0.00025983102386817336,,0.0,-0.0013657491654157639,88.85112452507019,67072,1763260166.7561896,0.42627882957458496,,4.2209882736206055,0.00017292052507400513,1067.0,-0.9076825380325317,922,-0.00398622453212738
0.00025937019381672144,,0.0,-0.00011529028415679932,89.52764630317688,67840,1763260167.4327114,0.5249310731887817,,119.53845977783203,7.105059921741486e-06,1068.0,0.5272705554962158,930,-0.0011548260226845741
,500.0,,,90.24876666069031,68717,1763260168.1538317,,500.0,,,,,938,
0.00025867894873954356,,0.0,-0.0030653998255729675,90.54317855834961,68992,1763260168.4482436,0.483171284198761,,3.767855644226074,0.00042267516255378723,1069.0,-4.561446666717529,941,-0.002097493037581444
0.00025860214373096824,,0.0,0.0017801709473133087,90.6890778541565,69120,1763260168.594143,0.44223451614379883,,2.712421178817749,0.00029169488698244095,1069.0,-1.85044264793396,942,-0.006448944099247456
,500.0,,,91.16154146194458,69717,1763260169.0666065,,500.0,,,,,948,
,125.0,,,93.23259568214417,72049,1763260171.1376607,,125.0,,,,,974,
0.0002565284084994346,,0.0,-0.004158917814493179,93.77720355987549,72576,1763260171.6822686,0.555824875831604,,0.38571983575820923,0.00028488319367170334,1071.0,-0.018723130226135254,980,-0.0015912791714072227
0.00025629799347370863,,0.0,-0.00027091801166534424,94.11708068847656,72960,1763260172.0221457,0.5737178921699524,,867.444091796875,5.287677049636841e-05,1071.0,0.01645505428314209,985,-0.0014692656695842743
0.0002557603584136814,,0.0,-0.0006340183317661285,94.92538666725159,73856,1763260172.8304517,0.5377508401870728,,1.9166717529296875,1.1200085282325745e-05,1072.0,-7.668734550476074,995,-0.0004591066390275955
0.00025560674839653075,,0.0,0.005994383245706558,95.14727640151978,74112,1763260173.0523415,0.5880061984062195,,2.581192970275879,0.0007143672555685043,1072.0,0.13100922107696533,997,-0.003511052578687668
,101.0,,,96.32853579521179,75488,1763260174.2336009,,101.0,,,,,1015,
0.0002546082832850516,,0.0,0.003501683473587036,96.63183450698853,75776,1763260174.5368996,0.5415275692939758,,906.9532470703125,0.00029747840017080307,1073.0,0.22793233394622803,1020,0.00450227502733469
0.000253993843216449,,0.0,-0.00024321302771568298,97.5571813583374,76800,1763260175.4622464,0.6056842803955078,,927.9462890625,7.9423189163208e-06,1073.0,0.5170624256134033,1031,0.0010696128010749817
0.00025291857309639454,,0.0,0.010510984808206558,99.17932653427124,78592,1763260177.0843916,0.541226863861084,,1196.4349365234375,0.0015295026823878288,1074.0,0.05986589193344116,1050,0.006474814377725124
0.0002526881580706686,,0.0,0.006701342761516571,99.50586581230164,78976,1763260177.4109309,0.4685089886188507,,2.019777774810791,0.0015785489231348038,1075.0,-4.9164652824401855,1053,0.019730135798454285
0.0002523809380363673,,0.0,-0.0005881339311599731,99.96943545341492,79488,1763260177.8745005,0.4656977653503418,,0.4270327389240265,0.00012022163718938828,1075.0,-0.10184371471405029,1058,-0.002342953346669674
,500.0,,,102.1861207485199,82037,1763260180.0911858,,500.0,,,,,1083,
0.00025038403691723943,,0.00390625,-0.011515162885189056,102.91553139686584,82816,1763260180.8205965,0.5064706206321716,,0.0018489862559363246,0.00195985846221447,1077.0,-0.7513148784637451,1091,-0.002384081482887268
0.0002494623768143356,,0.001953125,-0.002886667847633362,104.30146646499634,84352,1763260182.2065315,0.5128301382064819,,0.0045036375522613525,0.0013045761734247208,1077.0,-0.9557827711105347,1106,0.003758421167731285
,500.0,,,105.33662033081055,85537,1763260183.2416854,,500.0,,,,,1118,
0.0002483103016857058,,0.00390625,-0.02822728455066681,105.98503994941711,86272,1763260183.890105,0.4705768823623657,,0.004364424385130405,0.00303563941270113,1079.0,0.5439679622650146,1125,-0.013464880175888538
0.00024784947163425386,,0.001953125,-0.03311624377965927,106.68523979187012,87040,1763260184.5903049,0.46957260370254517,,1645.041259765625,0.0031327754259109497,1079.0,-0.0001266002655029297,1133,-0.03472729027271271
0.00024708142154850066,,0.0,-0.004543043673038483,107.82466149330139,88320,1763260185.7297266,0.48103445768356323,,0.0009102423791773617,0.0018678829073905945,1079.0,0.18653994798660278,1145,-0.00956808403134346
0.00024592934641987085,,0.0,-0.003698989748954773,109.56561255455017,90240,1763260187.4706776,0.4209989905357361,,0.006867960561066866,0.0005725501105189323,1080.0,-0.7262868881225586,1164,-0.004233517684042454
0.00024585254141129553,,0.0,-0.009655334055423737,109.67362809181213,90368,1763260187.5786932,0.4618612229824066,,0.0018874373054131866,0.0008199550211429596,1080.0,-0.6261552572250366,1165,-0.0091263297945261
,500.0,,,110.23723077774048,91037,1763260188.1422958,,500.0,,,,,1172,
0.00024485407629981637,,0.001953125,-0.010090168565511703,111.14240670204163,92032,1763260189.0474718,0.474152147769928,,0.00013721775030717254,0.0038633188232779503,1081.0,-0.12098526954650879,1181,0.033147282898426056
,500.0,,,111.54251289367676,92537,1763260189.447578,,500.0,,,,,1186,
0.00024393241619691253,,0.0,0.001650303602218628,112.52777481079102,93568,1763260190.4328399,0.45846787095069885,,1909.63134765625,6.774254143238068e-05,1081.0,5.340576171875e-05,1197,0.0010456163436174393
0.00024293395108543336,,0.0,0.002453666180372238,114.00091576576233,95232,1763260191.9059808,0.4815908968448639,,0.005352146923542023,0.00011600088328123093,1082.0,-0.12143588066101074,1213,0.004825913347303867
0.00024278034106828272,,0.029296875,-0.020284738391637802,114.22473311424255,95488,1763260192.1297982,0.48730748891830444,,0.00019879316096194088,0.008669579401612282,1082.0,-0.3828766345977783,1215,0.0010101590305566788
,500.0,,,115.18706107139587,96537,1763260193.0921261,,500.0,,,,,1226,
0.00024185868096537888,,0.009765625,0.0033880695700645447,115.61681652069092,97024,1763260193.5218816,0.44871604442596436,,0.0002531748032197356,0.0017827833071351051,1083.0,-0.056336402893066406,1230,-0.001948879100382328
0.00024162826593965292,,0.00390625,-0.004487786442041397,115.981764793396,97408,1763260193.8868299,0.493744432926178,,0.0012068379437550902,0.0015187105163931847,1083.0,-0.2094212770462036,1234,-0.008847096003592014
,500.0,,,116.93203043937683,98537,1763260194.8370955,,500.0,,,,,1245,
0.0002403993858024478,,0.0390625,0.0010668421164155006,117.80112862586975,99456,1763260195.7061937,0.3902457356452942,,0.00056368054356426,0.006038951687514782,1083.0,-1.2536287307739258,1254,-0.01758430153131485
0.00023940092069096863,,0.001953125,0.0034872591495513916,119.27645635604858,101120,1763260197.1815214,0.4861433506011963,,0.0056129633449018,0.002242530696094036,1084.0,0.005622744560241699,1271,0.012854949571192265
0.0002377112105023116,,0.0,0.0010382160544395447,121.77565813064575,103936,1763260199.6807232,0.5143540501594543,,1823.361328125,1.0948628187179565e-05,1085.0,0.0004547238349914551,1299,-9.206309914588928e-05
0.00023525345022790134,,0.01171875,-0.02533496916294098,125.43624353408813,108032,1763260203.3413086,0.5451646447181702,,0.0018607068341225386,0.004728466272354126,1086.0,-0.4539334774017334,1339,0.01746029406785965
0.00023517664521932602,,0.001953125,0.003071427345275879,125.54533505439758,108160,1763260203.4504,0.4697839617729187,,0.00022505140805151314,0.0006035175174474716,1086.0,0.05363869667053223,1340,0.014160184189677238
0.00023463901015929878,,0.005859375,-0.0074224770069122314,126.35630559921265,109056,1763260204.2613707,0.5435486435890198,,0.0008485382422804832,0.004256660118699074,1087.0,-0.05188906192779541,1349,0.01346263475716114
0.00023379416961688548,,0.0,-0.00045859813690185547,127.60681772232056,110464,1763260205.5118828,0.49572575092315674,,0.0011869953013956547,0.00032776594161987305,1087.0,-0.015280842781066895,1363,-0.002659168094396591
,500.0,,,127.74769735336304,110685,1763260205.6527624,,500.0,,,,,1365,
,500.0,,,128.2149567604065,111185,1763260206.1200218,,500.0,,,,,1370,
,500.0,,,129.0947139263153,112185,1763260206.999779,,500.0,,,,,1380,
0.000232718899496831,,0.0,0.001953437924385071,129.1897234916687,112256,1763260207.0947886,0.44164586067199707,,1259.22216796875,0.0003558006137609482,1088.0,0.00011426210403442383,1381,0.002562832087278366
0.00023225806944537908,,0.0,0.0109361931681633,129.88766360282898,113024,1763260207.7927287,0.40482857823371887,,0.0013645500876009464,0.0016377680003643036,1088.0,0.1019863486289978,1388,0.0001760479062795639
,500.0,,,130.4830949306488,113685,1763260208.38816,,500.0,,,,,1395,
0.0002315668243682012,,0.0,-0.0054144710302352905,130.91579699516296,114176,1763260208.820862,0.3741162419319153,,0.0005445802817121148,0.0005067959427833557,1088.0,-1.736499309539795,1399,0.0015237163752317429
0.00023125960433389992,,0.0,-0.0007139332592487335,131.39028692245483,114688,1763260209.295352,0.33838632702827454,,1460.275390625,0.00014854129403829575,1088.0,-0.00021827220916748047,1405,0.0010838182643055916
0.00022956989414524287,,0.0,-0.0037671122699975967,133.89418387413025,117504,1763260211.799249,0.32166919112205505,,0.0018650951096788049,4.555191844701767e-05,1089.0,0.22503560781478882,1432,0.0018217889592051506
0.00022949308913666755,,0.052734375,-4.858151078224182e-05,134.00456261634827,117632,1763260211.9096277,0.36018407344818115,,0.0002580833970569074,0.008433409035205841,1089.0,-0.10009396076202393,1433,-0.04814586788415909
0.0002281874039908871,,0.0,0.001866789534687996,135.9508571624756,119808,1763260213.8559222,0.32370445132255554,,152.5238800048828,0.0004494106397032738,1090.0,0.0005346536636352539,1455,-0.013108733110129833
0.00022811059898231179,,0.0,-0.0009578242897987366,136.06086993217468,119936,1763260213.965935,0.34636998176574707,,0.003486067522317171,7.013324648141861e-05,1090.0,0.17820918560028076,1456,0.00015018414705991745
0.00022803379397373646,,0.0,-0.008057361468672752,136.17361998558044,120064,1763260214.078685,0.3438984155654907,,0.0007905201055109501,0.0005717463791370392,1090.0,0.013027787208557129,1457,0.0004472695291042328
0.00022457756858784705,,0.0,-0.006262442097067833,141.3049557209015,125824,1763260219.2100208,0.37661293148994446,,0.006293270271271467,0.0002209208905696869,1091.0,-0.05383896827697754,1514,0.0037854239344596863
0.00022411673853639513,,0.0,0.0002471841871738434,141.99685287475586,126592,1763260219.901918,0.43715712428092957,,0.0002559802960604429,0.00031663011759519577,1091.0,0.01737922430038452,1521,0.0001585083082318306
0.00022388632351066917,,0.0,-0.0025194399058818817,142.33117413520813,126976,1763260220.2362392,0.4149143099784851,,0.0020306953229010105,0.00019390229135751724,1091.0,0.01544731855392456,1525,-0.0016734199598431587
,500.0,,,142.46807670593262,127185,1763260220.3731418,,500.0,,,,,1527,
0.0002236559084849432,,0.0,-0.0008632540702819824,142.66157627105713,127360,1763260220.5666413,0.38218581676483154,,0.00890824943780899,0.0007819272577762604,1092.0,-0.02287304401397705,1529,-0.013180792331695557
0.00022334868845064193,,0.001953125,-0.013375535607337952,143.1373896598816,127872,1763260221.0424547,0.448840469121933,,0.010830814018845558,0.004174710251390934,1092.0,-0.056037068367004395,1534,0.012061020359396935
0.0002231950784334913,,0.0,-0.0005570724606513977,143.3571915626526,128128,1763260221.2622566,0.4041594862937927,,0.00042917669634334743,0.000631997361779213,1092.0,-0.03883981704711914,1536,-0.003850014880299568
0.0002228110533906147,,0.0,0.0029401257634162903,143.9435441493988,128768,1763260221.8486092,0.4808836281299591,,1564.408935546875,0.00047830771654844284,1092.0,-7.617473602294922e-05,1543,-0.0041712066158652306
0.00022265744337346405,,0.0,-0.0010725483298301697,144.1654770374298,129024,1763260222.070542,0.43526339530944824,,0.0010723740560933948,0.0001854337751865387,1092.0,0.0085984468460083,1545,0.0032252557575702667
0.00022258063836488873,,0.005859375,-0.014141257852315903,144.27444624900818,129152,1763260222.1795113,0.49509987235069275,,0.00024050011415965855,0.001462383195757866,1092.0,-0.03174459934234619,1546,0.0018073078244924545
0.00022188940783962607,,0.001953125,0.008075494319200516,145.3072943687439,130304,1763260223.2123594,0.4045183062553406,,430.6755676269531,0.0006699003279209137,1092.0,-6.42538070678711e-05,1558,-0.005209555849432945
0.00022181260283105075,,0.0,-0.010978449136018753,145.4170913696289,130432,1763260223.3221564,0.45366162061691284,,0.00914468988776207,0.0005560200661420822,1092.0,-0.006150484085083008,1559,-0.0036573950201272964
0.0002215821878053248,,0.00390625,-0.011638574302196503,145.7474398612976,130816,1763260223.652505,0.438778817653656,,0.011071883141994476,0.0019675660878419876,1092.0,-0.008402585983276367,1563,-0.006438106298446655
,500.0,,,146.0368046760559,131185,1763260223.9418697,,500.0,,,,,1566,
0.0002200460876338184,,0.0,-0.002928607165813446,148.04055547714233,133376,1763260225.9456205,0.47764211893081665,,0.0069012148305773735,0.0010429061949253082,1093.0,-0.012167692184448242,1588,-0.006223604083061218
0.00021996928262524307,,0.001953125,-0.006885014474391937,148.15733861923218,133504,1763260226.0624037,0.49066948890686035,,0.0011835272889584303,0.0028553176671266556,1093.0,0.0002905130386352539,1589,-0.006427047774195671
0.00021950845257379115,,0.0,-0.0003610439598560333,148.81937408447266,134272,1763260226.7244391,0.46088850498199463,,1259.7415771484375,0.00032844115048646927,1093.0,-6.473064422607422e-05,1597,0.006507891230285168
0.00021889401250518858,,0.0,0.002901652827858925,149.7324721813202,135296,1763260227.6375372,0.5029807090759277,,276.2039794921875,0.0006056986749172211,1093.0,5.537271499633789e-05,1607,0.005856458097696304
0.00021874040248803794,,0.0,-0.006151341833174229,149.95244002342224,135552,1763260227.857505,0.41543635725975037,,0.0015155745204538107,0.0002660825848579407,1093.0,-0.028007030487060547,1609,-0.00529392808675766
0.00021866359747946262,,0.00390625,-0.0069166794419288635,150.08672380447388,135680,1763260227.9917889,0.5637699961662292,,0.0002956247190013528,0.004090487957000732,1093.0,0.019734561443328857,1610,0.00035831518471241
0.0002185867924708873,,0.005859375,-0.02215881645679474,150.20693850517273,135808,1763260228.1120036,0.5102479457855225,,0.01001789327710867,0.0032996656373143196,1093.0,-2.467632293701172e-05,1612,-0.019276831299066544
0.00021774193737655878,,0.0,-0.0005272924900054932,151.4565567970276,137216,1763260229.3616219,0.4506509602069855,,1732.92626953125,0.00011336524039506912,1094.0,2.3484230041503906e-05,1626,0.0016068192198872566
0.00021697388729080558,,0.0,-0.006416838616132736,152.59109663963318,138496,1763260230.4961617,0.4971987009048462,,0.0015871728537604213,0.0013804538175463676,1094.0,0.017350316047668457,1638,-0.003763877786695957
0.0002139784919563681,,0.0,-0.011136665940284729,157.0265336036682,143488,1763260234.9315987,0.512817919254303,,0.0013413712149485946,0.00041971355676651,1095.0,0.11637896299362183,1687,0.0037609077990055084
0.00021121351164765656,,0.0,0.0013728020712733269,161.16817545890808,148096,1763260239.0732405,0.47417259216308594,,0.0002586534828878939,0.000964154489338398,1095.0,0.021870970726013184,1732,-0.0009109517559409142
0.00021044546156190336,,0.0,-0.0031843632459640503,162.30885791778564,149376,1763260240.213923,0.48294925689697266,,0.008675886318087578,0.000520089641213417,1096.0,-0.008496999740600586,1745,-0.003620132803916931
,500.0,,,163.0177938938141,150185,1763260240.922859,,500.0,,,,,1753,
0.00020990784105379134,,0.0,0.00011003389954566956,163.11576867103577,150272,1763260241.0208337,0.4147450029850006,,1568.2911376953125,0.0011388296261429787,1096.0,3.325939178466797e-05,1754,0.006830091588199139
0.00020921659597661346,,0.0,0.011642254889011383,164.13917350769043,151424,1763260242.0442386,0.4850168824195862,,0.008066218346357346,0.0009991833940148354,1096.0,0.010629057884216309,1765,-0.0032932935282588005
,500.0,,,164.361798286438,151685,1763260242.2668633,,500.0,,,,,1768,
,500.0,,,165.19951343536377,152685,1763260243.1045785,,500.0,,,,,1777,
0.00020599078561645,,0.00390625,-0.0027255937457084656,168.91512036323547,156800,1763260246.8201854,0.41110873222351074,,724.0148315429688,0.0018405700102448463,1097.0,1.3828277587890625e-05,1818,-0.001845777966082096
0.00020568356558214873,,0.0,0.004132058471441269,169.39042019844055,157312,1763260247.2954853,0.5162815451622009,,0.000810316123533994,0.0005321642383933067,1097.0,1.2874603271484375e-05,1823,-0.006192590110003948
0.00020414746541064233,,0.00390625,-0.01546097919344902,171.67218136787415,159872,1763260249.5772464,0.4983600676059723,,0.026665030047297478,0.004268361255526543,1097.0,0.03367561101913452,1851,-0.023250097408890724
0.00020384024537634104,,0.0,-0.015132594853639603,172.13934969902039,160384,1763260250.0444148,0.540930986404419,,0.014086224138736725,0.0010246280580759048,1097.0,0.1181783676147461,1856,-0.015207331627607346
0.00020307219529058784,,0.060546875,-0.041822466999292374,173.27755570411682,161664,1763260251.1826208,0.5005828142166138,,0.00045431387843564153,0.008289814926683903,1097.0,0.03688383102416992,1868,0.026054121553897858
0.00020276497525628656,,0.005859375,-0.002818971872329712,173.74776196479797,162176,1763260251.652827,0.47834575176239014,,0.0007267615874297917,0.003936453722417355,1097.0,-0.09732532501220703,1873,0.0015571760013699532
