_step,_timestamp,losses/entropy,charts/episodic_length,charts/learning_rate,charts/SPS,losses/value_loss,losses/explained_variance,_runtime,charts/episodic_return,losses/approx_kl,losses/clipfrac,global_step,losses/old_approx_kl,losses/policy_loss
1823,1763260246.5714803,,500.0,,,,,168.66185426712036,500.0,,,155524,,
1851,1763260249.1301818,0.4965447187423706,,0.00020506912551354617,1090.0,0.008111187256872654,0.41322004795074463,171.22055578231812,,0.002577429637312889,0.001953125,158336,0.014747263863682747,0.009806081652641296
1856,1763260249.5774558,0.48462921380996704,,0.0002047619054792449,1090.0,0.012108132243156433,0.10521674156188965,171.66782975196838,,5.578435957431793e-05,0.0,158848,0.0015054736286401749,-0.00237186998128891
1868,1763260250.72511,0.5411705374717712,,0.00020399385539349169,1090.0,0.0003325282596051693,0.2639240622520447,172.81548404693604,,0.0036438284441828728,0.00390625,160128,0.02096579596400261,-0.01325671374797821
1873,1763260251.2047913,0.4644131660461426,,0.0002036866353591904,1090.0,0.00042327542905695736,-0.009087920188903809,173.29516530036926,,0.00019399169832468033,0.0,160640,0.00821633543819189,-0.003588227555155754
1877,1763260251.5391178,0.42757517099380493,,0.00020345622033346444,1090.0,0.000335678894771263,-3.1364617347717285,173.62949180603027,,0.0014637662097811699,0.0,161024,0.01526511088013649,-0.011135861277580261
1886,1763260252.3571405,0.4652045667171478,,0.0002029185852734372,1091.0,0.0017881967360153794,-0.28566300868988037,174.44751453399658,,0.0023596715182065964,0.0078125,161920,-0.008634140715003014,-0.003990078344941139
1895,1763260253.1699064,0.5663242936134338,,0.00020238095021340996,1091.0,0.01576383225619793,-0.1374528408050537,175.26028037071228,,0.002287212759256363,0.00390625,162816,0.026179466396570206,-5.009956657886505e-05
1903,1763260253.837479,0.3733902871608734,,0.00020192012016195804,1091.0,0.017641663551330566,0.16355741024017334,175.9278531074524,,0.0036030206829309464,0.0078125,163584,0.019381530582904816,-0.009186133742332458
1906,1763260254.0855181,,500.0,,,,,176.17589211463928,500.0,,,163905,,
1918,1763260255.2459986,0.4119466245174408,,0.0002009984600590542,1091.0,0.0161784328520298,-0.26104962825775146,177.33637261390686,,0.00596977211534977,0.015625,165120,0.0008961930871009827,-0.03773117810487747
1920,1763260255.469103,0.4758996367454529,,0.00020084485004190356,1091.0,0.0003800105769187212,0.3262568712234497,177.55947709083557,,0.0043252501636743546,0.0234375,165376,0.016673434525728226,-0.03372826799750328
1945,1763260257.677339,,500.0,,,,,179.76771306991577,500.0,,,167905,,
1959,1763260259.0102828,0.4906626045703888,,0.00019846389477606863,1092.0,0.00048406366840936244,0.06896167993545532,181.100656747818,,0.004240767098963261,0.005859375,169344,0.007584934122860432,-0.007003800943493843
1973,1763260260.27025,0.4663507044315338,,0.00019761905423365533,1092.0,0.0018716359045356512,-0.05974423885345459,182.3606240749359,,0.0009320471435785294,0.00390625,170752,-0.004314154386520386,-0.0050722286105155945
1985,1763260261.303444,,500.0,,,,,183.39381790161133,500.0,,,171905,,
1991,1763260261.893122,0.5398586988449097,,0.00019654378411360085,1092.0,0.006544752046465874,0.02792602777481079,183.98349595069885,,0.0012923423200845718,0.00390625,172544,0.014252066612243652,-0.0117536261677742
2002,1763260262.9271603,0.5514304041862488,,0.00019585253903642297,1092.0,0.002668806118890643,-0.10031259059906006,185.01753425598145,,0.0012700650840997696,0.0,173696,0.007547635585069656,-0.0066446587443351746
2007,1763260263.374302,0.5662496089935303,,0.0001955453190021217,1092.0,0.0021295854821801186,0.12108981609344482,185.4646759033203,,0.0008859662339091301,0.00390625,174208,0.010514461435377598,-0.01186322420835495
2016,1763260264.1897097,0.594325602054596,,0.00019500768394209445,1092.0,0.009267501533031464,0.17334187030792236,186.28008365631104,,0.0001977980136871338,0.0,175104,0.0010260958224534988,0.004402883350849152
2019,1763260264.4304152,,500.0,,,,,186.52078914642334,500.0,,,175405,,
2024,1763260264.8960118,0.5604016780853271,,0.00019454685389064252,1092.0,0.003957430832087994,-0.12847018241882324,186.98638582229614,,0.001471925526857376,0.0,175872,-0.01640171930193901,-0.0036311596632003784
2027,1763260265.1208816,0.47632259130477905,,0.00019439324387349188,1092.0,1394.6121826171875,-0.000240325927734375,187.21125555038452,,0.0013273758813738823,0.001953125,176128,-0.005760711617767811,-0.014114059507846832
2029,1763260265.2340236,0.3786400854587555,,0.00019431643886491656,1092.0,277.6905517578125,0.005721390247344971,187.32439756393433,,0.006280465051531792,0.01171875,176256,0.021960139274597168,-0.02233022451400757
2034,1763260265.7186878,0.44785550236701965,,0.00019400921883061528,1092.0,0.00968665350228548,-0.004288077354431152,187.80906176567078,,0.004120317287743092,0.009765625,176768,0.0025146305561065674,0.013969983905553818
2045,1763260266.757772,0.4813483655452728,,0.0001933179737534374,1092.0,0.003142709843814373,-0.08904170989990234,188.84814596176147,,0.00033798348158597946,0.0,177920,0.0021142875775694847,-0.0025639086961746216
2051,1763260267.3148825,0.5107775330543518,,0.0001929339487105608,1092.0,0.0004334316763561219,-0.09918534755706787,189.40525650978088,,0.010188431479036808,0.029296875,178560,0.05602739006280899,-0.017502442002296448
2052,1763260267.3419638,,500.0,,,,,189.4323377609253,500.0,,,178636,,
2070,1763260269.0586567,0.5212112665176392,,0.000191781873581931,1093.0,0.0022356489207595587,-0.5319428443908691,191.1490306854248,,0.0044554173946380615,0.00390625,180480,-0.019561978057026863,-0.009473666548728943
2076,1763260269.6159742,0.5232658982276917,,0.0001913978485390544,1093.0,0.00041652313666418195,-0.4051327705383301,191.70634818077087,,0.0013389065861701965,0.0,181120,0.01592380926012993,-0.0042268335819244385
2093,1763260271.1381583,0.5509228706359863,,0.00019039938342757523,1093.0,0.010145515203475952,0.1521407961845398,193.22853231430054,,0.0032458938658237457,0.00390625,182784,-0.0010311082005500793,-0.019054634496569633
2094,1763260271.2481375,0.5230181813240051,,0.0001903225784189999,1093.0,0.0013339071301743388,0.13906371593475342,193.33851146697998,,0.010924160480499268,0.02734375,182912,0.019980624318122864,-0.010453026741743088
2117,1763260273.3270652,0.46294909715652466,,0.00018894008826464415,1093.0,1330.4412841796875,0.0002472400665283203,195.41743922233582,,0.0006475262343883514,0.0,185216,-0.014696678146719933,0.0016479194164276123
2141,1763260275.6175668,0.4635060131549835,,0.00018740398809313774,1093.0,0.007495426572859287,0.4441736936569214,197.70794081687927,,0.0009136954322457314,0.0,187776,-0.0010690568014979362,-0.01445729285478592
2146,1763260276.0997128,0.5112455487251282,,0.00018709676805883646,1093.0,0.005814988166093826,0.3789862394332886,198.19008684158325,,0.0006585828959941864,0.0,188288,-0.002347346395254135,-0.0026829279959201813
2147,1763260276.2102866,0.49691158533096313,,0.00018701996305026114,1093.0,0.0009846534812822938,0.059349000453948975,198.30066061019897,,0.005987654440104961,0.0078125,188416,0.054359301924705505,-0.006224080920219421
2148,1763260276.3215485,0.4272145628929138,,0.00018694315804168582,1093.0,0.0009322052937932312,-2.260723829269409,198.41192245483398,,0.003011452965438366,0.00390625,188544,-0.006750763393938541,0.0068180859088897705
2155,1763260276.879874,0.5173649191856384,,0.00018655913299880922,1093.0,1163.361572265625,0.00029915571212768555,198.9702479839325,,1.0502524673938751e-05,0.0,189184,0.00018203351646661758,0.0008810851722955704
2172,1763260278.5103803,0.49262669682502747,,0.00018548387743066996,1094.0,0.0020487154833972454,0.4036633372306824,200.60075426101685,,0.006935890763998032,0.0078125,190976,-0.006019173189997673,-0.030301563441753387
2185,1763260279.6640174,0.4228159189224243,,0.00018471582734491676,1094.0,132.52279663085938,0.0004937052726745605,201.75439143180847,,0.0024866657331585884,0.005859375,192256,-0.012474696151912212,0.0004412829875946045
2192,1763260280.3635826,0.4740132987499237,,0.00018425499729346484,1094.0,0.0006226750556379557,-0.5160279273986816,202.4539566040039,,0.0038750534877181053,0.01953125,193024,0.0015364298596978188,-0.010365075431764126
2198,1763260280.8443515,,500.0,,,,,202.934725522995,500.0,,,193636,,
2199,1763260280.9216666,0.5704948306083679,,0.00018387097225058824,1094.0,1462.471923828125,0.0005792975425720215,203.0120406150818,,3.411620855331421e-05,0.0,193664,-4.330277442932129e-05,-0.0019031316041946411
2211,1763260282.113885,0.5193026661872864,,0.00018310292216483504,1094.0,0.0022612232714891434,-0.39995110034942627,204.2042589187622,,0.0028253477066755295,0.005859375,194944,0.009616535156965256,0.0069702863693237305
2214,1763260282.2679286,,50.0,,,,,204.3583025932312,50.0,,,195186,,
2220,1763260282.6060836,0.3006564974784851,,0.00018279570213053375,1094.0,2886.40966796875,0.009045958518981934,204.69645762443542,,8.752197027206421e-05,0.0,195456,0.0011004824191331863,0.00201619416475296
2223,1763260282.6507475,,28.0,,,,,204.74112153053284,28.0,,,195573,,
2225,1763260282.754865,,102.0,,,,,204.8452389240265,102.0,,,195675,,
2226,1763260282.836786,0.5144874453544617,,0.00018264209211338311,1094.0,1278.185546875,0.00500178337097168,204.92716002464294,,0.0012186672538518906,0.00390625,195712,-0.008842451497912407,-0.014324773102998734
2227,1763260282.8759608,,152.0,,,,,204.9663348197937,152.0,,,195827,,
2231,1763260283.077319,,61.0,,,,,205.16769289970398,61.0,,,196004,,
2235,1763260283.4374287,0.31812578439712524,,0.0001822580670705065,1093.0,1.1830581426620483,-9.798219680786133,205.52780270576477,,0.002865373156964779,0.00390625,196352,0.01693442463874817,-0.0046015456318855286
2241,1763260284.004928,0.4918140172958374,,0.0001818740420276299,1094.0,0.05025673285126686,-0.13673055171966553,206.09530210494995,,0.0027138693258166313,0.0,196992,0.013663739897310734,-0.00765768438577652
2248,1763260284.5995164,0.5789328217506409,,0.0001814900169847533,1093.0,819.3652954101562,2.104043960571289e-05,206.68989038467407,,0.00010952260345220566,0.0,197632,-0.002096795476973057,0.0011518895626068115
2250,1763260284.819446,0.40956050157546997,,0.00018133640696760267,1094.0,0.004354993812739849,0.03616291284561157,206.90982007980347,,0.002074762247502804,0.001953125,197888,0.01067321840673685,-0.003923915326595306
2253,1763260285.0446672,0.5365514159202576,,0.00018118279695045203,1094.0,917.35400390625,-0.0001766681671142578,207.13504123687744,,3.100931644439697e-05,0.0,198144,-0.0001679304987192154,-0.0008377805352210999
2272,1763260286.7784648,0.4697069525718689,,0.00018003072182182223,1094.0,1676.9111328125,-0.0008974075317382812,208.86883878707886,,0.001447346992790699,0.0,200064,-0.01031139213591814,-0.0008861199021339417
2280,1763260287.5869842,0.4969255328178406,,0.00017949308676179498,1094.0,0.0003160339256282896,-0.22011804580688477,209.67735815048218,,0.0021956022828817368,0.0,200960,-0.018160171806812286,-0.01688237488269806
2295,1763260288.957151,0.5828317403793335,,0.00017857142665889114,1094.0,0.0005131629877723753,-0.1565791368484497,211.04752492904663,,0.002576894126832485,0.001953125,202496,0.011433935724198818,0.004893489181995392
2298,1763260289.1824772,0.5589605569839478,,0.0001784178166417405,1094.0,0.008878268301486969,0.1739019751548767,211.272851228714,,0.0016138888895511627,0.001953125,202752,0.00036985427141189575,0.0026989690959453583
2310,1763260290.3317177,0.5332579612731934,,0.0001776497665559873,1094.0,0.0003146952949464321,0.17866361141204834,212.4220917224884,,0.004177614115178585,0.001953125,204032,0.03514483571052551,0.007016457617282867
2312,1763260290.4449868,0.5805009007453918,,0.00017757296154741198,1094.0,265.1959533691406,0.0006753802299499512,212.53536081314087,,0.00033064931631088257,0.0,204160,-0.0015590917319059372,0.0010887198150157928
2318,1763260291.1476915,0.5119775533676147,,0.00017711213149596006,1094.0,0.00044370119576342404,0.12035959959030151,213.2380654811859,,0.0009384602308273315,0.0,204928,0.0001581534743309021,0.0017852429300546646
2322,1763260291.4811637,0.5648320913314819,,0.0001768817164702341,1094.0,0.0010478683980181813,0.060318589210510254,213.571537733078,,0.00018280092626810074,0.0,205312,0.007856626994907856,0.000525420531630516
2324,1763260291.6286967,,500.0,,,,,213.7190706729889,500.0,,,205544,,
2329,1763260292.1033037,,500.0,,,,,214.1936776638031,500.0,,,206044,,
2339,1763260293.0264928,,500.0,,,,,215.1168668270111,500.0,,,207044,,
2343,1763260293.445912,0.49452969431877136,,0.00017557603132445365,1094.0,0.00043487499351613224,0.119282066822052,215.53628587722778,,6.4886175096035e-05,0.0,207488,-0.0009202761575579643,-0.004038302227854729
2348,1763260293.9250863,0.5227448344230652,,0.00017526881129015237,1094.0,0.0003596640599425882,-0.18768346309661865,216.01546025276184,,0.00022640731185674667,0.0,208000,-0.0036094291135668755,-0.002331625670194626
2354,1763260294.3845627,,500.0,,,,,216.4749367237091,500.0,,,208544,,
2363,1763260295.297384,0.5022082328796387,,0.00017434715118724853,1095.0,0.00040026637725532055,-0.27920985221862793,217.3877580165863,,7.991772145032883e-05,0.0,209536,0.0010305745527148247,-6.229616701602936e-05
2389,1763260297.5974476,0.486893892288208,,0.00017281106556765735,1095.0,1323.529296875,-0.0002938508987426758,219.6878216266632,,0.00023576896637678146,0.0,212096,-0.004509828053414822,-0.010308414697647095
2394,1763260298.0775125,0.4872414767742157,,0.00017250384553335607,1095.0,1078.7794189453125,1.919269561767578e-05,220.1678864955902,,0.0003273831680417061,0.0,212608,0.0020873257890343666,0.00972401537001133
2426,1763260301.0512722,0.5363730788230896,,0.00017050691531039774,1095.0,0.0001823835918912664,0.17694133520126343,223.1416461467743,,0.0035953549668192863,0.001953125,215936,-2.299528568983078e-05,-0.00274096243083477
2430,1763260301.418907,0.5590330362319946,,0.00017027650028467178,1095.0,0.0011116592213511467,0.21253204345703125,223.5092809200287,,0.007820590399205685,0.00390625,216320,0.00272494088858366,-0.05874326825141907
2449,1763260303.1258905,0.5162277221679688,,0.00016912442515604198,1095.0,0.0066784340888261795,-0.2899668216705322,225.21626448631287,,0.0015351762995123863,0.0,218240,-0.008904439397156239,-0.008853928185999393
2465,1763260304.6400673,0.48269179463386536,,0.00016812596004456282,1095.0,0.001977891894057393,-0.20131492614746094,226.7304413318634,,0.0027006715536117554,0.0,219904,0.02512785606086254,-0.009117767214775085
2491,1763260307.057406,0.4216427803039551,,0.0001665130548644811,1095.0,1671.260498046875,0.0016480684280395508,229.14777994155884,,0.0017567388713359833,0.0,222592,-0.0057061295956373215,0.007720470428466797
2493,1763260307.2777903,0.5056822299957275,,0.00016635944484733045,1095.0,0.001958182780072093,-0.7273253202438354,229.36816430091858,,0.0012011285871267319,0.0,222848,0.005984598770737648,-0.002300690859556198
2506,1763260308.461829,0.5140858292579651,,0.00016559139476157725,1095.0,957.0716552734375,0.0010920166969299316,230.55220293998718,,0.00010604318231344223,0.0,224128,0.0011101746931672096,-0.0009802840650081635
2514,1763260309.238399,0.5371592044830322,,0.00016505375970155,1096.0,0.00046762131387367845,-1.8162038326263428,231.328773021698,,0.005586971528828144,0.001953125,225024,-0.015557772479951382,0.02240373194217682
2515,1763260309.2470553,,500.0,,,,,231.33742928504944,500.0,,,225044,,
2520,1763260309.717576,,500.0,,,,,231.80795001983643,500.0,,,225544,,
2533,1763260310.9709487,0.5143003463745117,,0.0001639016845729202,1096.0,0.0004316598060540855,0.19737374782562256,233.0613226890564,,0.0011877398937940598,0.0,226944,0.013648305088281631,-0.008214190602302551
2540,1763260311.5565443,0.5542178153991699,,0.0001635176595300436,1096.0,1562.58251953125,0.0003631711006164551,233.64691829681396,,8.727796375751495e-05,0.0,227584,0.0022026672959327698,-0.0005556754767894745
2547,1763260312.230536,0.49455803632736206,,0.00016305682947859168,1096.0,0.0016982743982225657,-0.23377704620361328,234.32090997695923,,0.011337538249790668,0.03125,228352,0.03628138452768326,-0.026758380234241486
2570,1763260314.2969856,0.5164194107055664,,0.00016167435387615114,1096.0,391.23388671875,-0.00027358531951904297,236.38735961914062,,0.0002756509929895401,0.0,230656,-0.0028876829892396927,0.0037345290184020996
2571,1763260314.4071093,0.49676942825317383,,0.00016159754886757582,1096.0,0.007916299626231194,-0.43579959869384766,236.497483253479,,3.2617710530757904e-05,0.0,230784,0.001997590996325016,0.000783504918217659
2576,1763260314.887783,0.507277250289917,,0.00016129032883327454,1096.0,0.0009467056952416897,0.135697603225708,236.97815704345703,,0.0009679179638624191,0.0,231296,0.0015559829771518707,-0.011156967841088772
2577,1763260314.998966,0.5146604776382446,,0.00016121352382469922,1096.0,0.0002731774584390223,-0.454179048538208,237.08933997154236,,0.001232740469276905,0.00390625,231424,0.006980434991419315,-0.00638328492641449
2608,1763260317.766197,,500.0,,,,,239.8565709590912,500.0,,,234544,,
2610,1763260318.0097744,0.4992470145225525,,0.0001592165936017409,1096.0,0.008035675622522831,-0.1701124906539917,240.10014843940735,,5.1889568567276e-05,0.0,234752,0.003483586013317108,-6.684660911560059e-05
2630,1763260319.9663022,0.4771903157234192,,0.00015791090845596045,1096.0,0.0005659450544044375,-0.22977042198181152,242.0566761493683,,0.0007174238562583923,0.0,236928,-0.007041230797767639,0.0016593895852565765
2636,1763260320.4472294,,500.0,,,,,242.5376033782959,500.0,,,237544,,
2646,1763260321.3641436,,500.0,,,,,243.45451760292053,500.0,,,238544,,
2647,1763260321.4485977,0.49968063831329346,,0.0001569124433444813,1096.0,1823.967041015625,0.00012862682342529297,243.53897166252136,,0.0010108016431331635,0.0,238592,0.00420277938246727,-0.0012469515204429626
2648,1763260321.558686,0.5189767479896545,,0.00015683563833590597,1096.0,0.01074972189962864,0.17989051342010498,243.64906001091003,,0.0049522193148732185,0.0,238720,0.010999103076756,-0.03007430210709572
2668,1763260323.4077544,0.48133590817451477,,0.00015560675819870085,1097.0,0.006477888207882643,0.10695403814315796,245.49812841415405,,0.002818227745592594,0.0,240768,0.014269170351326466,-0.010861853137612343
2673,1763260323.8541234,0.4339336156845093,,0.00015529953816439956,1097.0,0.006140471436083317,-0.2583179473876953,245.94449734687805,,0.0005459673702716827,0.0,241280,-0.0015834569931030273,0.008623629808425903
2683,1763260324.781163,0.40686073899269104,,0.000154685098095797,1097.0,0.0019626382272690535,-0.06452834606170654,246.87153697013855,,0.0005388762801885605,0.0,242304,0.008255181834101677,0.00303487665951252
2687,1763260325.1459935,0.4509097933769226,,0.00015445468307007104,1097.0,0.008324368856847286,0.28661924600601196,247.23636746406555,,2.370774745941162e-05,0.0,242688,0.0013254936784505844,-0.0011890623718500137
2689,1763260325.3728573,0.4063955545425415,,0.0001543010730529204,1097.0,0.0005728143732994795,-0.14107096195220947,247.46323132514954,,0.00040604639798402786,0.0,242944,-0.004098148085176945,-0.003122657537460327
2692,1763260325.5984375,0.5255447626113892,,0.00015414746303576976,1097.0,0.010106555186212063,0.20102828741073608,247.68881154060364,,0.0010597342625260353,0.0,243200,0.005471942014992237,0.010871769860386848
2732,1763260329.3157983,0.5135141015052795,,0.0001516897027613595,1097.0,0.0023456988856196404,-0.05760455131530762,251.4061722755432,,0.0002463860437273979,0.0,247296,-0.002206592820584774,-0.00032585859298706055
2752,1763260331.144346,0.4772513806819916,,0.0001504608226241544,1097.0,0.0012045517796650529,0.11374729871749878,253.23471999168396,,0.0026153940707445145,0.017578125,249344,0.0037653110921382904,0.0068807825446128845
2757,1763260331.6281402,0.5241494178771973,,0.0001501536025898531,1097.0,0.0012331617763265967,0.15389293432235718,253.71851420402527,,0.0035300245508551598,0.01171875,249856,-0.0312894806265831,-0.011659640818834305
2772,1763260332.9981523,0.5379812717437744,,0.0001492319570388645,1097.0,0.0008089632028713822,-0.06807506084442139,255.08852624893188,,0.004699554294347763,0.01171875,251392,0.010874366387724876,-0.006259799003601074
2782,1763260333.9216766,0.567725658416748,,0.00014861751697026193,1097.0,0.0010124045656993985,0.4835142493247986,256.0120506286621,,0.0001705782487988472,0.0,252416,-0.002237248234450817,-0.002857498824596405
2783,1763260334.033279,0.5571306943893433,500.0,0.0001485407119616866,1097.0,1722.8638916015625,-0.0006903409957885742,256.1236529350281,500.0,7.295142859220505e-05,0.0,252544,0.0015328573063015938,0.0012945979833602905
2793,1763260334.9572153,0.5987086296081543,,0.00014792627189308405,1097.0,1356.3580322265625,0.000652015209197998,257.047589302063,,0.0001317281275987625,0.0,253568,-0.00024412013590335846,-8.700788021087646e-05
2824,1763260337.8338392,0.46714597940444946,,0.00014600614667870104,1097.0,0.006080226507037878,0.17999345064163208,259.92421317100525,,0.0004834691062569618,0.0,256768,-0.003507114015519619,-0.0005703577771782875
2843,1763260339.5313764,0.5601896643638611,,0.00014485407155007124,1098.0,0.006148567423224449,0.2827391028404236,261.62175035476685,,3.592297434806824e-05,0.0,258688,-7.798522710800171e-05,0.00043816398829221725
2857,1763260340.824157,0.5374397039413452,,0.00014400921645574272,1098.0,1513.221435546875,0.0005401968955993652,262.91453099250793,,0.00011618342250585556,0.0,260096,-0.004409465007483959,-0.005328372120857239
2882,1763260343.1234071,0.5671789646148682,,0.0001424731162842363,1098.0,668.2327270507812,0.000881493091583252,265.21378111839294,,0.0002838168293237686,0.0,262656,-0.0069316066801548,0.010183043777942657
2890,1763260343.830644,,500.0,,,,,265.92101788520813,500.0,,,263544,,
2911,1763260345.7536721,0.524855375289917,,0.00014070660108700395,1098.0,1604.7901611328125,0.0010189414024353027,267.84404611587524,,0.000273633748292923,0.0,265600,-0.002237427979707718,0.007925689220428467
2935,1763260347.9386952,,500.0,,,,,270.02906918525696,500.0,,,268044,,
2949,1763260349.3323743,0.46643152832984924,,0.00013832564582116902,1098.0,1738.5570068359375,0.0010594725608825684,271.42274832725525,,0.00015864428132772446,0.0,269568,0.00449215155094862,-0.0037507768720388412
2960,1763260350.3630366,0.48289501667022705,,0.00013763441529590636,1098.0,0.004651488736271858,0.5986235737800598,272.45341062545776,,0.0005168560892343521,0.0,270720,-0.0071400608867406845,-0.010208590887486935
2975,1763260351.7289279,0.49263572692871094,,0.00013671275519300252,1098.0,0.006995744071900845,-0.45938074588775635,273.8193018436432,,0.0005545942112803459,0.0,272256,-0.0053794486448168755,-0.007872268557548523
2989,1763260352.9888546,0.4834314286708832,,0.000135867900098674,1098.0,275.74267578125,0.000686347484588623,275.07922863960266,,0.0011409847065806389,0.0,273664,0.0020018545910716057,0.011345362290740013
2997,1763260353.7267349,,500.0,,,,,275.8171088695526,500.0,,,274544,,
3011,1763260355.0635076,0.4732549488544464,,0.00013448540994431823,1098.0,0.00027622689958661795,0.27884864807128906,277.1538815498352,,0.00020519085228443146,0.0,275968,-0.0008648354560136795,-0.00432431697845459
3051,1763260358.6822333,,500.0,,,,,280.77260732650757,500.0,,,280044,,
3053,1763260358.867407,0.4679132103919983,,0.00013195084466133267,1099.0,0.005336074624210596,0.405049204826355,280.9577810764313,,0.0009387098252773285,0.0,280192,0.013383105397224426,-0.0019658077508211136
3066,1763260360.0331879,,500.0,,,,,282.12356185913086,500.0,,,281544,,
3070,1763260360.4804695,0.537682831287384,,0.00013087557454127818,1099.0,0.0003979145549237728,-0.6075756549835205,282.57084345817566,,0.0013883654028177261,0.0,281984,-0.011266255751252174,0.00011233612895011902
3083,1763260361.6355228,0.5360955595970154,,0.00013010752445552498,1099.0,0.007803972810506821,-0.11338818073272705,283.72589683532715,,0.0016780206933617592,0.0,283264,-0.0006844969466328621,0.006915003061294556
3098,1763260363.1139755,0.5251719951629639,,0.00012910905934404582,1099.0,0.0005983517039567232,-0.165826678276062,285.20434951782227,,0.0001981593668460846,0.0,284928,0.00033789128065109253,0.0059277452528476715
3103,1763260363.556686,0.5331922769546509,,0.00012880183930974454,1099.0,0.0007261171122081578,0.10324078798294067,285.64705991744995,,0.0009234854951500893,0.0,285440,-0.001512640155851841,-0.01085887011140585
3127,1763260365.7726076,0.5141030550003052,,0.00012734254414681345,1099.0,0.0008165468461811543,0.31932735443115234,287.86298155784607,,0.00018638931214809418,0.0,287872,0.0005950499325990677,0.00025565922260284424
3129,1763260365.9012487,,500.0,,,,,287.9916226863861,500.0,,,288044,,
3141,1763260367.0527534,0.5279577970504761,,0.00012649768905248493,1099.0,0.0069053396582603455,-0.1968005895614624,289.14312744140625,,0.00019958335906267166,0.0,289280,0.0006786054000258446,-0.0071067363023757935
3143,1763260367.2738109,0.551958441734314,,0.0001263440790353343,1099.0,0.0007155868224799633,-0.5638781785964966,289.3641848564148,,0.0023363418877124786,0.001953125,289536,0.015433269552886486,-0.013865131884813309
3146,1763260367.388478,0.5064646005630493,,0.00012626727402675897,1099.0,719.7401123046875,0.00041669607162475586,289.4788520336151,,0.002163340337574482,0.00390625,289664,0.014469749294221401,-0.014362718909978867
3170,1763260369.5738409,0.569340169429779,,0.0001248079934157431,1099.0,1374.318603515625,0.0010889768600463867,291.66421484947205,,0.00015916675329208374,0.0,292096,0.001531435176730156,0.0034529119729995728
3183,1763260370.8291826,0.49065399169921875,,0.0001239631383214146,1099.0,0.0015729197766631842,-0.224562406539917,292.9195566177368,,0.0038689756765961647,0.0078125,293504,-0.012624252587556839,-0.017758790403604507
3188,1763260371.3079417,0.5116587281227112,,0.0001236559182871133,1099.0,0.0016366918571293354,-0.8315620422363281,293.3983156681061,,8.750241249799728e-05,0.0,294016,0.004037213511765003,-0.0011640861630439758
3217,1763260373.8330297,0.5467373132705688,,0.00012196620809845626,1099.0,0.0018978737061843276,-0.027003765106201172,295.9234037399292,,0.0005526077002286911,0.0,296832,-0.004680462181568146,-0.010655097663402557
3224,1763260374.4586225,,500.0,,,,,296.54899644851685,500.0,,,297571,,
3247,1763260376.6455486,0.5203040242195129,,0.00012012288789264858,1099.0,0.0020200677681714296,-0.13039946556091309,298.73592257499695,,0.002627851441502571,0.0,299904,0.008354222401976585,0.0028586890548467636
3250,1763260376.8689892,0.5672817230224609,,0.00011996927787549794,1099.0,465.2317199707031,0.0007114410400390625,298.9593632221222,,4.656892269849777e-05,0.0,300160,-0.0021259011700749397,0.001691926270723343
3252,1763260377.0909348,0.6309994459152222,,0.0001198156678583473,1099.0,0.0012032071826979518,-0.0009974241256713867,299.1813087463379,,0.000318305566906929,0.0,300416,0.0025875139981508255,0.0019886791706085205
3255,1763260377.3527675,0.4434000849723816,,0.00011966205784119666,1099.0,761.8175659179688,0.0002892017364501953,299.4431414604187,,0.0004260111600160599,0.0,300672,0.0009919423609972,-0.004027321934700012
3259,1763260377.6909676,,500.0,,,,,299.7813415527344,500.0,,,301071,,
3272,1763260378.9518964,0.5644543170928955,,0.00011858678772114217,1099.0,0.0006615419988520443,-0.7047756910324097,301.0422704219818,,0.00011243205517530441,0.0,302464,-0.008336090482771397,-0.004524395801126957
3275,1763260379.1781363,0.511969804763794,,0.00011843317770399153,1099.0,0.005648977588862181,0.6019705533981323,301.2685103416443,,0.001271056942641735,0.0,302720,-0.008402698673307896,-0.009748362004756927
3276,1763260379.293563,0.5306787490844727,,0.00011835637269541621,1099.0,0.0018761144019663334,-0.49523401260375977,301.38393688201904,,0.0023845983669161797,0.00390625,302848,-0.0006609903648495674,0.002077855169773102
3296,1763260381.1448889,0.5333906412124634,,0.00011712749255821109,1099.0,0.0009525858331471682,0.02260512113571167,303.2352628707886,,0.0007696542888879776,0.0,304896,0.007250290364027023,0.0022422559559345245
3299,1763260381.3679004,0.5410164594650269,,0.00011697388981701806,1099.0,1403.972900390625,0.0006292462348937988,303.45827436447144,,5.5287033319473267e-05,0.0,305152,-0.00027761049568653107,-0.003048267215490341
3338,1763260384.974115,0.5557612776756287,,0.00011459293455118313,1099.0,1532.7818603515625,0.0013037323951721191,307.06448888778687,,3.288872539997101e-05,0.0,309120,0.001409793272614479,0.001974785700440407
3351,1763260386.233768,0.4698077142238617,,0.00011374807945685461,1100.0,0.0014748963294550776,-1.9813132286071777,308.32414197921753,,0.0021798713132739067,0.0,310528,0.012453875504434109,0.008326083421707153
3357,1763260386.7233942,,500.0,,,,,308.81376814842224,500.0,,,311071,,
3360,1763260387.0452507,0.5115894079208374,,0.00011321044439682737,1100.0,0.0009591945563443005,-0.24607932567596436,309.1356246471405,,0.0009468449279665947,0.0,311424,0.00391059834510088,-0.013921380043029785
