episodic_return,global_step
11,11
9,20
12,32
31,63
15,78
19,97
10,107
27,134
23,157
40,197
21,218
31,249
22,271
37,308
24,332
18,350
22,372
29,401
27,428
16,444
10,454
44,498
52,550
24,574
11,585
11,596
18,614
19,633
22,655
24,679
29,708
16,724
23,747
19,766
16,782
12,794
14,808
27,835
73,908
15,923
15,938
23,961
28,989
34,1023
25,1048
18,1066
53,1119
29,1148
15,1163
47,1210
19,1229
21,1250
61,1311
202,1513
74,1587
69,1656
28,1684
68,1752
74,1826
27,1853
67,1920
33,1953
52,2005
43,2048
40,2088
120,2208
84,2292
109,2401
55,2456
37,2493
36,2529
54,2583
72,2655
60,2715
75,2790
43,2833
24,2857
71,2928
83,3011
64,3075
83,3158
59,3217
64,3281
36,3317
102,3419
66,3485
43,3528
67,3595
89,3684
98,3782
89,3871
49,3920
62,3982
168,4150
91,4241
99,4340
39,4379
109,4488
82,4570
38,4608
61,4669
88,4757
144,4901
93,4994
28,5022
107,5129
146,5275
87,5362
150,5512
45,5557
72,5629
135,5764
140,5904
105,6009
160,6169
117,6286
346,6632
43,6675
46,6721
127,6848
150,6998
220,7218
108,7326
132,7458
265,7723
379,8102
123,8225
138,8363
240,8603
113,8716
209,8925
399,9324
70,9394
64,9458
65,9523
226,9749
177,9926
181,10107
235,10342
498,10840
75,10915
108,11023
95,11118
113,11231
109,11340
91,11431
164,11595
148,11743
139,11882
212,12094
218,12312
114,12426
188,12614
235,12849
180,13029
56,13085
165,13250
142,13392
400,13792
247,14039
116,14155
251,14406
122,14528
359,14887
204,15091
267,15358
191,15549
409,15958
218,16176
135,16311
181,16492
169,16661
186,16847
111,16958
183,17141
130,17271
387,17658
225,17883
146,18029
260,18289
184,18473
227,18700
416,19116
399,19515
500,20015
117,20132
222,20354
235,20589
156,20745
109,20854
117,20971
171,21142
130,21272
193,21465
157,21622
232,21854
174,22028
283,22311
298,22609
163,22772
138,22910
97,23007
102,23109
320,23429
133,23562
248,23810
125,23935
154,24089
91,24180
169,24349
109,24458
164,24622
100,24722
74,24796
137,24933
107,25040
50,25090
128,25218
194,25412
136,25548
81,25629
142,25771
134,25905
82,25987
86,26073
78,26151
148,26299
242,26541
156,26697
89,26786
152,26938
136,27074
127,27201
129,27330
124,27454
109,27563
211,27774
139,27913
122,28035
102,28137
163,28300
289,28589
206,28795
204,28999
150,29149
118,29267
150,29417
109,29526
127,29653
159,29812
73,29885
125,30010
87,30097
121,30218
63,30281
148,30429
67,30496
67,30563
95,30658
116,30774
108,30882
144,31026
107,31133
118,31251
135,31386
127,31513
115,31628
153,31781
241,32022
121,32143
154,32297
130,32427
134,32561
336,32897
253,33150
257,33407
134,33541
299,33840
500,34340
149,34489
118,34607
219,34826
141,34967
130,35097
183,35280
176,35456
409,35865
500,36365
500,36865
500,37365
147,37512
432,37944
500,38444
484,38928
436,39364
340,39704
289,39993
101,40094
500,40594
196,40790
366,41156
285,41441
285,41726
368,42094
500,42594
500,43094
308,43402
374,43776
110,43886
296,44182
403,44585
206,44791
78,44869
150,45019
85,45104
58,45162
123,45285
128,45413
154,45567
137,45704
115,45819
65,45884
118,46002
152,46154
84,46238
252,46490
157,46647
159,46806
137,46943
179,47122
370,47492
175,47667
113,47780
89,47869
370,48239
224,48463
88,48551
230,48781
305,49086
102,49188
285,49473
84,49557
77,49634
276,49910
253,50163
369,50532
361,50893
158,51051
357,51408
500,51908
500,52408
430,52838
293,53131
440,53571
225,53796
500,54296
226,54522
340,54862
51,54913
500,55413
500,55913
166,56079
187,56266
461,56727
52,56779
373,57152
327,57479
132,57611
300,57911
500,58411
146,58557
137,58694
396,59090
83,59173
500,59673
202,59875
500,60375
434,60809
88,60897
500,61397
130,61527
186,61713
123,61836
131,61967
182,62149
500,62649
500,63149
500,63649
500,64149
500,64649
500,65149
500,65649
500,66149
476,66625
500,67125
500,67625
500,68125
500,68625
500,69125
500,69625
358,69983
500,70483
500,70983
500,71483
500,71983
500,72483
488,72971
500,73471
500,73971
287,74258
242,74500
229,74729
414,75143
327,75470
500,75970
500,76470
321,76791
301,77092
251,77343
442,77785
114,77899
500,78399
500,78899
290,79189
192,79381
74,79455
264,79719
259,79978
74,80052
132,80184
32,80216
93,80309
159,80468
43,80511
140,80651
223,80874
121,80995
234,81229
438,81667
408,82075
488,82563
231,82794
229,83023
500,83523
206,83729
500,84229
500,84729
500,85229
500,85729
127,85856
500,86356
64,86420
103,86523
377,86900
135,87035
35,87070
104,87174
65,87239
34,87273
72,87345
68,87413
284,87697
98,87795
49,87844
295,88139
500,88639
489,89128
500,89628
352,89980
500,90480
500,90980
500,91480
500,91980
500,92480
500,92980
500,93480
500,93980
500,94480
500,94980
500,95480
500,95980
500,96480
500,96980
500,97480
500,97980
500,98480
500,98980
500,99480
500,99980
500,100480
500,100980
500,101480
500,101980
500,102480
500,102980
500,103480
372,103852
98,103950
84,104034
17,104051
84,104135
183,104318
34,104352
328,104680
191,104871
409,105280
65,105345
111,105456
462,105918
229,106147
211,106358
500,106858
500,107358
500,107858
473,108331
500,108831
500,109331
500,109831
500,110331
500,110831
500,111331
500,111831
500,112331
500,112831
500,113331
500,113831
500,114331
500,114831
500,115331
500,115831
500,116331
500,116831
500,117331
462,117793
80,117873
274,118147
43,118190
75,118265
114,118379
15,118394
500,118894
500,119394
500,119894
500,120394
500,120894
500,121394
500,121894
500,122394
60,122454
379,122833
89,122922
325,123247
500,123747
500,124247
500,124747
500,125247
500,125747
500,126247
500,126747
500,127247
500,127747
500,128247
500,128747
500,129247
500,129747
500,130247
500,130747
500,131247
500,131747
500,132247
500,132747
500,133247
500,133747
500,134247
500,134747
500,135247
500,135747
500,136247
500,136747
500,137247
500,137747
500,138247
500,138747
500,139247
500,139747
500,140247
500,140747
500,141247
500,141747
500,142247
500,142747
500,143247
500,143747
500,144247
500,144747
500,145247
500,145747
500,146247
500,146747
500,147247
500,147747
500,148247
500,148747
500,149247
500,149747
500,150247
500,150747
500,151247
500,151747
500,152247
500,152747
500,153247
500,153747
500,154247
500,154747
500,155247
500,155747
500,156247
500,156747
500,157247
500,157747
500,158247
500,158747
500,159247
500,159747
500,160247
500,160747
273,161020
500,161520
500,162020
500,162520
482,163002
500,163502
500,164002
500,164502
500,165002
500,165502
500,166002
500,166502
500,167002
500,167502
500,168002
500,168502
500,169002
500,169502
500,170002
500,170502
500,171002
500,171502
500,172002
500,172502
500,173002
500,173502
500,174002
500,174502
500,175002
500,175502
500,176002
303,176305
500,176805
500,177305
500,177805
500,178305
500,178805
500,179305
500,179805
500,180305
500,180805
445,181250
500,181750
44,181794
375,182169
38,182207
117,182324
392,182716
194,182910
153,183063
500,183563
68,183631
500,184131
500,184631
500,185131
346,185477
373,185850
500,186350
245,186595
500,187095
500,187595
500,188095
500,188595
500,189095
348,189443
500,189943
500,190443
500,190943
500,191443
500,191943
500,192443
500,192943
500,193443
500,193943
500,194443
500,194943
500,195443
500,195943
500,196443
500,196943
500,197443
500,197943
500,198443
500,198943
500,199443
500,199943
500,200443
500,200943
500,201443
500,201943
500,202443
500,202943
482,203425
500,203925
500,204425
500,204925
500,205425
500,205925
500,206425
500,206925
500,207425
500,207925
500,208425
500,208925
500,209425
500,209925
500,210425
500,210925
500,211425
500,211925
500,212425
500,212925
500,213425
500,213925
500,214425
500,214925
500,215425
500,215925
500,216425
500,216925
500,217425
500,217925
500,218425
500,218925
500,219425
500,219925
500,220425
500,220925
500,221425
500,221925
500,222425
500,222925
500,223425
500,223925
500,224425
500,224925
444,225369
227,225596
500,226096
500,226596
500,227096
500,227596
500,228096
500,228596
500,229096
500,229596
500,230096
500,230596
500,231096
500,231596
500,232096
500,232596
500,233096
500,233596
500,234096
500,234596
500,235096
500,235596
500,236096
500,236596
500,237096
500,237596
500,238096
57,238153
500,238653
500,239153
500,239653
500,240153
500,240653
500,241153
500,241653
500,242153
500,242653
500,243153
500,243653
500,244153
500,244653
500,245153
360,245513
500,246013
500,246513
120,246633
500,247133
500,247633
500,248133
500,248633
500,249133
500,249633
500,250133
228,250361
154,250515
500,251015
500,251515
500,252015
500,252515
425,252940
500,253440
500,253940
500,254440
500,254940
500,255440
500,255940
500,256440
500,256940
500,257440
500,257940
500,258440
500,258940
500,259440
500,259940
500,260440
500,260940
500,261440
500,261940
500,262440
500,262940
500,263440
500,263940
500,264440
500,264940
500,265440
500,265940
500,266440
500,266940
500,267440
500,267940
500,268440
500,268940
500,269440
500,269940
500,270440
500,270940
500,271440
500,271940
500,272440
500,272940
500,273440
500,273940
500,274440
500,274940
500,275440
500,275940
500,276440
156,276596
500,277096
500,277596
500,278096
500,278596
500,279096
179,279275
200,279475
53,279528
500,280028
500,280528
500,281028
500,281528
500,282028
500,282528
500,283028
500,283528
500,284028
500,284528
500,285028
500,285528
500,286028
500,286528
500,287028
500,287528
500,288028
500,288528
500,289028
500,289528
500,290028
500,290528
500,291028
500,291528
500,292028
500,292528
500,293028
500,293528
500,294028
500,294528
500,295028
500,295528
500,296028
415,296443
500,296943
344,297287
500,297787
500,298287
500,298787
500,299287
500,299787
500,300287
500,300787
500,301287
500,301787
500,302287
500,302787
500,303287
500,303787
500,304287
500,304787
500,305287
500,305787
500,306287
500,306787
500,307287
500,307787
500,308287
500,308787
500,309287
500,309787
500,310287
500,310787
500,311287
500,311787
500,312287
500,312787
500,313287
500,313787
500,314287
500,314787
500,315287
500,315787
500,316287
500,316787
500,317287
500,317787
500,318287
500,318787
500,319287
500,319787
500,320287
500,320787
500,321287
500,321787
500,322287
500,322787
500,323287
500,323787
500,324287
500,324787
500,325287
500,325787
500,326287
500,326787
500,327287
500,327787
500,328287
500,328787
500,329287
500,329787
500,330287
500,330787
500,331287
500,331787
500,332287
500,332787
500,333287
500,333787
500,334287
500,334787
500,335287
500,335787
500,336287
500,336787
500,337287
500,337787
500,338287
12,338299
500,338799
500,339299
500,339799
500,340299
500,340799
500,341299
500,341799
500,342299
500,342799
500,343299
500,343799
500,344299
500,344799
500,345299
500,345799
500,346299
500,346799
500,347299
500,347799
500,348299
500,348799
500,349299
500,349799
500,350299
500,350799
500,351299
500,351799
500,352299
500,352799
500,353299
500,353799
500,354299
500,354799
500,355299
500,355799
500,356299
500,356799
500,357299
500,357799
500,358299
500,358799
500,359299
437,359736
500,360236
500,360736
500,361236
500,361736
500,362236
500,362736
500,363236
500,363736
500,364236
500,364736
500,365236
500,365736
500,366236
500,366736
500,367236
500,367736
500,368236
500,368736
500,369236
500,369736
500,370236
500,370736
500,371236
500,371736
500,372236
500,372736
500,373236
500,373736
500,374236
500,374736
500,375236
500,375736
500,376236
500,376736
500,377236
500,377736
500,378236
500,378736
500,379236
500,379736
500,380236
500,380736
500,381236
500,381736
500,382236
500,382736
500,383236
500,383736
500,384236
500,384736
500,385236
500,385736
500,386236
500,386736
500,387236
500,387736
500,388236
500,388736
500,389236
500,389736
500,390236
500,390736
500,391236
500,391736
500,392236
500,392736
500,393236
500,393736
500,394236
500,394736
500,395236
500,395736
500,396236
500,396736
500,397236
500,397736
500,398236
500,398736
500,399236
500,399736
500,400236
500,400736
500,401236
500,401736
500,402236
500,402736
500,403236
500,403736
500,404236
500,404736
500,405236
500,405736
500,406236
500,406736
500,407236
500,407736
500,408236
500,408736
500,409236
500,409736
500,410236
500,410736
500,411236
500,411736
500,412236
500,412736
500,413236
500,413736
500,414236
500,414736
500,415236
500,415736
500,416236
500,416736
500,417236
500,417736
500,418236
500,418736
500,419236
350,419586
500,420086
500,420586
500,421086
500,421586
65,421651
500,422151
500,422651
274,422925
500,423425
500,423925
500,424425
500,424925
78,425003
500,425503
500,426003
500,426503
500,427003
500,427503
500,428003
500,428503
500,429003
500,429503
500,430003
500,430503
58,430561
500,431061
500,431561
500,432061
500,432561
500,433061
500,433561
500,434061
500,434561
500,435061
500,435561
500,436061
500,436561
500,437061
500,437561
500,438061
500,438561
500,439061
500,439561
500,440061
500,440561
500,441061
500,441561
500,442061
500,442561
500,443061
500,443561
500,444061
500,444561
69,444630
306,444936
500,445436
500,445936
500,446436
500,446936
500,447436
500,447936
500,448436
500,448936
500,449436
500,449936
500,450436
500,450936
500,451436
500,451936
500,452436
500,452936
500,453436
500,453936
500,454436
500,454936
500,455436
500,455936
500,456436
500,456936
500,457436
500,457936
500,458436
500,458936
13,458949
500,459449
500,459949
500,460449
500,460949
500,461449
500,461949
500,462449
500,462949
500,463449
500,463949
500,464449
500,464949
500,465449
500,465949
500,466449
500,466949
500,467449
500,467949
500,468449
500,468949
500,469449
115,469564
500,470064
500,470564
500,471064
500,471564
500,472064
500,472564
500,473064
500,473564
500,474064
500,474564
500,475064
500,475564
500,476064
500,476564
500,477064
500,477564
500,478064
500,478564
500,479064
500,479564
500,480064
500,480564
500,481064
500,481564
500,482064
500,482564
500,483064
500,483564
500,484064
500,484564
500,485064
500,485564
500,486064
500,486564
500,487064
500,487564
500,488064
500,488564
500,489064
500,489564
28,489592
500,490092
500,490592
500,491092
500,491592
275,491867
500,492367
500,492867
500,493367
500,493867
500,494367
500,494867
500,495367
500,495867
500,496367
500,496867
500,497367
358,497725
500,498225
500,498725
500,499225
18,499243
500,499743
