charts/SPS,charts/episodic_length,global_step,losses/clipfrac,losses/explained_variance,charts/learning_rate,_timestamp,losses/entropy,losses/policy_loss,losses/old_approx_kl,charts/episodic_return,losses/approx_kl,_runtime,losses/value_loss,_step
495.0,,32384,0.0,0.1341574788093567,0.0002806451520882547,1763260178.2946079,0.6262016892433167,-0.005642399191856384,-0.00578820426017046,,0.0012178225442767143,99.76358985900879,216.32864379882812,515
498.0,,33792,0.0,0.1093795895576477,0.00027980029699392617,1763260180.6958232,0.5845363140106201,-0.0024632886052131653,0.0019416827708482742,,7.504038512706757e-05,102.1648051738739,355.47808837890625,530
501.0,,34688,0.0,0.4574587941169739,0.0002792626619338989,1763260182.1589453,0.530232846736908,-0.002214580774307251,-0.0018037501722574234,,0.00013047084212303162,103.62792730331421,220.27450561523438,539
502.0,,35456,0.0,0.8967218399047852,0.000278801831882447,1763260183.4830313,0.5600929856300354,-0.003346838057041168,0.010000808164477348,,0.00048585422337055206,104.95201325416565,23.84060287475586,547
504.0,,36224,0.0,0.11174929141998291,0.0002783410018309951,1763260184.7196753,0.5672552585601807,-0.0018591508269309998,-0.005309908650815487,,0.00020995084196329117,106.18865728378296,133.72735595703125,555
505.0,,36608,0.0,0.12045150995254517,0.0002781105868052691,1763260185.3238196,0.5908863544464111,5.759298801422119e-05,0.0012341728433966637,,1.3678334653377533e-05,106.79280161857605,136.223876953125,559
507.0,,37504,0.0,0.8738240003585815,0.0002775729517452419,1763260186.8107328,0.5273816585540771,-0.0017679110169410706,-0.0003317277878522873,,6.490200757980347e-05,108.27971482276917,25.660980224609375,568
512.0,,40064,0.0,0.03481370210647583,0.00027603688067756593,1763260191.0582972,0.5002919435501099,-0.0003534778952598572,-8.116848766803741e-05,,0.00011712126433849335,112.52727913856506,88.71275329589844,595
516.0,,41728,0.0,0.6735002994537354,0.00027503841556608677,1763260193.7385006,0.5081213116645813,-0.0018976498395204544,0.0002958131954073906,,0.0006271963939070702,115.20748257637024,142.57699584960938,612
517.0,,41984,0.0,0.011828362941741943,0.00027488480554893613,1763260194.1110687,0.45308077335357666,0.006903231143951416,-0.009449103847146034,,0.0019298214465379715,115.5800507068634,99.76943969726562,614
,500.0,43621,,,,1763260196.5835881,,,,500.0,,118.052570104599,,630
521.0,,44160,0.0,0.0038924813270568848,0.0002735791204031557,1763260197.5783188,0.4616530239582062,0.0052327960729599,0.0002300376072525978,,0.00011879298835992813,119.04730081558228,850.9697875976562,636
522.0,,44544,0.0,-0.005988121032714844,0.0002733487053774297,1763260198.1664217,0.4564753472805023,0.006123801693320274,0.002034619450569153,,0.00024819374084472656,119.63540363311768,926.0481567382812,640
524.0,,45568,0.0,0.01146543025970459,0.00027273426530882716,1763260199.7711377,0.522960901260376,0.0006496552377939224,0.0023342417553067207,,3.7818215787410736e-05,121.24011969566345,63.60926055908203,650
527.0,,46976,0.0,0.002761542797088623,0.00027188941021449864,1763260201.9679692,0.504264235496521,-0.0009716525673866272,-0.0010809935629367828,,2.7570873498916626e-05,123.43695116043091,54.04889678955078,664
,311.0,48937,,,,1763260204.9334848,,,,311.0,,126.40246677398682,,684
532.0,,49408,0.0,0.0033975839614868164,0.00027043011505156755,1763260205.7396474,0.437600314617157,0.0005065351724624634,9.300187230110168e-06,,1.5653669834136963e-05,127.20862936973572,43.896095275878906,689
534.0,,50304,0.0,0.0023331642150878906,0.0002698924799915403,1763260207.1303675,0.4131677448749542,-0.0014021135866641998,0.0034798430278897285,,0.00011893454939126968,128.59934949874878,1198.4776611328125,698
534.0,,50688,0.0,0.023213088512420654,0.00026966206496581435,1763260207.7337384,0.5130747556686401,-0.00786764919757843,-0.006989519111812115,,0.0009166644886136055,129.20272040367126,770.636962890625,702
535.0,,51200,0.0,0.0038080215454101562,0.00026935484493151307,1763260208.5419154,0.5168495178222656,-5.370005965232849e-05,-0.0005712602287530899,,4.43682074546814e-06,130.010897397995,38.3876953125,707
539.0,,53376,0.0,0.20182669162750244,0.0002680491597857326,1763260211.9550443,0.4311128258705139,0.00033125653862953186,0.0004277629777789116,,2.0318664610385895e-05,133.42402625083923,21.503582000732422,729
543.0,,55936,0.0,0.4936451315879822,0.0002665130596142262,1763260215.9112647,0.5031358599662781,0.00010433606803417206,1.8889084458351135e-05,,1.0598450899124146e-06,137.3802466392517,528.6005249023438,757
544.0,,56448,0.0,0.10159748792648315,0.00026620583957992494,1763260216.6671731,0.5217821002006531,-0.004672316834330559,0.003979983739554882,,0.000222901813685894,138.136155128479,910.8588256835938,762
545.0,,56960,0.0,0.05149567127227783,0.00026589861954562366,1763260217.4380865,0.4464074969291687,0.0034548602998256683,-0.004094031639397144,,0.0006667179986834526,138.90706849098206,1434.6444091796875,767
546.0,,57728,0.0,0.5968776941299438,0.00026543778949417174,1763260218.5762863,0.50322425365448,-0.0007402710616588593,-0.005895921960473061,,0.00011636689305305481,140.04526829719543,7.738510608673096,775
548.0,,59008,0.0,-0.33511650562286377,0.00026466973940841854,1763260220.4751515,0.5472608804702759,-0.0003383755683898926,0.0074974652379751205,,0.0001450609415769577,141.94413352012634,12.747129440307617,788
550.0,,59904,0.0,0.007643997669219971,0.0002641321043483913,1763260221.8328507,0.47186070680618286,-0.0012124180793762207,-0.0022961487993597984,,8.138362318277359e-05,143.30183267593384,10.565458297729492,797
551.0,,60800,0.0,0.0009337663650512695,0.00026359446928836405,1763260223.213623,0.4555818736553192,-0.009222947061061859,0.00713950302451849,,0.0005540447309613228,144.68260502815247,1055.553466796875,806
,500.0,61753,,,,1763260224.5680213,,,,500.0,,146.0370032787323,,815
560.0,,66560,0.0,0.0044852495193481445,0.00026013824390247464,1763260231.7090306,0.4874366521835327,-0.0007976293563842773,0.003046788275241852,,0.00014348886907100677,153.1780126094818,1057.6180419921875,863
,500.0,67513,,,,1763260233.0001223,,,,500.0,,154.46910429000854,,872
562.0,,67840,0.0,0.5267587304115295,0.00025937019381672144,1763260233.5683415,0.41543495655059814,-0.0003906078636646271,0.0005393056198954582,,0.0003083599731326103,155.03732347488403,1217.3394775390625,876
,500.0,71849,,,,1763260239.5256102,,,,500.0,,160.99459218978882,,916
568.0,,72448,0.0,-0.08636868000030518,0.0002566052135080099,1763260240.447667,0.3776646852493286,0.007555119693279266,-0.002911684103310108,,0.00039551500231027603,161.9166488647461,0.018460379913449287,922
,500.0,73310,,,,1763260241.610586,,,,500.0,,163.07956790924072,,930
570.0,,74112,0.0,-0.15849578380584717,0.00025560674839653075,1763260242.9136834,0.35579735040664673,-0.002747761085629463,0.0042887041345238686,,0.0005225790664553642,164.3826653957367,0.0007009574328549206,938
570.0,,74368,0.0,0.0007694363594055176,0.0002554531383793801,1763260243.2854714,0.3895678222179413,-0.010770715773105621,-0.0007567098364233971,,0.0010109348222613335,164.75445342063904,1671.29638671875,941
570.0,,74496,0.0,0.03949284553527832,0.0002553763333708048,1763260243.426417,0.39201149344444275,-0.03501429036259651,0.01748593896627426,,0.0032218368723988533,164.89539909362793,0.00534143066033721,942
572.0,,75136,0.005859375,0.10012662410736084,0.0002549923083279282,1763260244.1960585,0.3068346083164215,0.0056521594524383545,0.02238556370139122,,0.00330335833132267,165.66504049301147,0.0008903929847292602,948
,500.0,77704,,,,1763260248.0111363,,,,500.0,,169.48011827468872,,974
575.0,,78336,0.0,0.14149510860443115,0.0002530721831135452,1763260248.984537,0.44490376114845276,-0.00416240468621254,0.007990720681846142,,7.62278214097023e-05,170.45351886749268,0.002671417547389865,980
576.0,,78848,0.0,0.008021771907806396,0.0002527649630792439,1763260249.7670534,0.4082691967487335,-0.0058996230363845825,0.009309688583016396,,0.0004267115145921707,171.23603534698486,0.015074855647981167,985
577.0,,79872,0.0,0.004850327968597412,0.0002521505521144718,1763260251.3453932,0.40745681524276733,-0.015919379889965057,0.007157701067626476,,0.0013701962307095528,172.81437516212463,0.0036078395787626505,995
577.0,,80128,0.013671875,-5.886786460876465,0.00025199694209732115,1763260251.7006688,0.3535291254520416,-0.013591911643743515,0.011638231575489044,,0.004086826927959919,173.16965079307556,0.0002486579760443419,997
579.0,,81920,0.0,-0.24173855781555176,0.00025092167197726667,1763260254.4026012,0.3454279601573944,0.017516979947686195,0.008517046459019184,,0.0009355237707495689,175.8715832233429,0.003299103118479252,1015
579.0,,82432,0.0,-1.028153657913208,0.0002506144519429654,1763260255.1698287,0.3684842586517334,-0.003076516091823578,0.005542772822082043,,0.0010875323787331581,176.63881063461304,0.0025331464130431414,1020
580.0,,83584,0.0,0.2136480212211609,0.0002499232068657875,1763260256.8603988,0.35337045788764954,-0.0017559677362442017,-0.0025621624663472176,,3.2699666917324066e-05,178.32938075065613,0.00017003214452415705,1031
582.0,,85504,0.0234375,-0.08777499198913574,0.0002487711317371577,1763260259.604138,0.2980632483959198,-0.010938666760921478,0.05916837602853775,,0.00909279752522707,181.07311987876892,0.0007476168684661388,1050
583.0,,85760,0.0,0.00032132863998413086,0.00024861752172000706,1763260259.9524162,0.3478725552558899,0.0008126422762870789,-0.0026313867419958115,,0.00023773498833179474,181.4213981628418,1036.9404296875,1053
584.0,,86272,0.0,7.18832015991211e-05,0.0002483103016857058,1763260260.4352913,0.333513081073761,-0.003397386521100998,0.000753386877477169,,0.0001277616247534752,181.90427327156067,960.1517944335938,1058
593.0,,88832,0.0,-0.005352139472961426,0.0002467742015141994,1763260262.7263577,0.29598483443260193,-0.005814041942358017,-0.0008757263422012329,,0.00019756704568862915,184.19533967971802,0.0054079643450677395,1083
,500.0,89675,,,,1763260263.7122364,,,,500.0,,185.1812183856964,,1091
,500.0,91175,,,,1763260265.6761382,,,,500.0,,187.14512014389038,,1106
598.0,,92416,0.0,-0.15768814086914062,0.0002446236612740904,1763260267.3072994,0.3999924063682556,-0.0033353008329868317,-0.001811794936656952,,0.00024285726249217987,188.77628135681152,0.004577002488076687,1118
,500.0,93175,,,,1763260268.18008,,,,500.0,,189.64906191825867,,1125
600.0,,93952,0.0,-0.17424499988555908,0.00024370200117118657,1763260269.2690952,0.37294310331344604,-0.0003690198063850403,0.007838369347155094,,0.001923820935189724,190.7380771636963,0.001488536479882896,1133
,500.0,95175,,,,1763260270.810673,,,,500.0,,192.2796549797058,,1145
608.0,,97152,0.0,0.01987779140472412,0.00024178187595680356,1763260272.699296,0.2945552468299866,-0.00467362254858017,-0.0031450754031538963,,6.200652569532394e-05,194.1682779788971,0.00027815275825560093,1164
,500.0,97175,,,,1763260272.7083364,,,,500.0,,194.17731833457947,,1165
610.0,,97920,0.0,-0.7923952341079712,0.00024132104590535164,1763260273.4435408,0.3456571698188782,-0.007071272470057011,-0.0034630978479981422,,0.000690278597176075,194.91252279281616,0.008515343070030212,1172
612.0,,98816,0.0,-0.0749366283416748,0.0002407834108453244,1763260274.242202,0.4699515104293823,-0.004971902817487717,0.0017383955419063568,,0.00034332275390625,195.7111840248108,0.006193226203322411,1181
613.0,,99328,0.0,0.17164099216461182,0.00024047619081102312,1763260274.8860724,0.38309380412101746,-0.011068996042013168,0.0026077423244714737,,0.0007413439452648163,196.35505437850952,0.010444476269185543,1186
614.0,,100480,0.0,0.15569430589675903,0.00023978494573384523,1763260276.4289138,0.5041443109512329,-0.037893667817115784,0.0032337037846446037,,0.002487749792635441,197.89789581298828,0.0012972052209079266,1197
616.0,,102144,0.0,-0.7637243270874023,0.00023878648062236607,1763260278.7041886,0.3924467861652374,-0.004108808934688568,0.0021131429821252823,,8.158199489116669e-05,200.17317056655884,0.00039635447319597006,1213
616.0,,102272,0.0,0.0003681778907775879,0.00023870967561379075,1763260278.8934376,0.43480178713798523,-0.004291325807571411,0.0013759173452854156,,0.00010339915752410889,200.36241960525513,891.890869140625,1215
617.0,,103424,0.0,0.24777323007583618,0.00023801843053661287,1763260280.3968837,0.45975106954574585,0.0006893593817949295,-0.00366195198148489,,0.0004383465275168419,201.86586570739746,0.0017502889968454838,1226
618.0,,103808,0.0,-0.12327635288238525,0.0002377880155108869,1763260280.9129412,0.39191240072250366,-0.00249660387635231,0.00827875081449747,,0.0003440147265791893,202.38192319869995,0.008233899250626564,1230
618.0,,104192,0.0,0.0009899735450744629,0.00023755760048516095,1763260281.4186115,0.39427512884140015,-0.011001814156770706,-0.006210269406437874,,0.00029060058295726776,202.88759350776672,1595.861572265625,1234
619.0,,105344,0.001953125,-0.0012598037719726562,0.00023686635540798306,1763260282.8945613,0.4483964443206787,-0.00997873768210411,0.00616353377699852,,0.0010651368647813797,204.36354327201843,0.007612926419824362,1245
621.0,,106240,0.0,0.00021541118621826172,0.00023632872034795582,1763260283.8461006,0.5217370986938477,-0.002581525593996048,-0.009155347011983395,,0.0006848825141787529,205.31508255004883,1121.53369140625,1254
626.0,,108032,0.0,-0.006294131278991699,0.00023525345022790134,1763260285.4652157,0.5260229110717773,-0.0010054707527160645,0.0048677437007427216,,0.0007605496793985367,206.93419766426086,0.0019915036391466856,1271
633.0,,110848,0.001953125,0.023625612258911133,0.00023356375459115952,1763260287.9687822,0.4813745319843292,-0.004496458917856216,-0.0019380375742912292,,0.0034403372555971146,209.43776416778564,0.0066766804084181786,1299
640.0,,114944,0.0,0.009962618350982666,0.00023110599431674927,1763260292.378796,0.5811352133750916,0.0016931043937802315,-0.00013063102960586548,,0.00020032189786434174,213.84777808189392,0.0018359522800892591,1339
640.0,,115072,0.0,0.008854448795318604,0.00023102918930817395,1763260292.561793,0.5319390296936035,-0.01578289084136486,0.0005045393481850624,,0.001045803539454937,214.03077507019043,0.0002490578917786479,1340
641.0,,115968,0.0,0.048776090145111084,0.0002304915542481467,1763260293.7952926,0.5429490208625793,-0.03743808716535568,-0.009236621670424938,,0.002513664774596691,215.26427459716797,0.0016168714500963688,1349
642.0,,117376,0.001953125,0.048066139221191406,0.0002296466991538182,1763260295.6787615,0.5662656426429749,0.004879765212535858,0.004870975390076637,,0.0016705431044101715,217.14774346351624,0.007598188705742359,1363
,413.0,117588,,,,1763260295.8764908,,,,413.0,,217.3454728126526,,1365
,500.0,118088,,,,1763260296.5090837,,,,500.0,,217.97806572914124,,1370
,500.0,119088,,,,1763260297.8589919,,,,500.0,,219.32797384262085,,1380
643.0,,119168,0.0,0.000621795654296875,0.0002285714290337637,1763260298.0058515,0.5442966222763062,0.002468641847372055,0.005907013081014156,,0.00020491424947977066,219.47483348846436,1429.79150390625,1381
644.0,,119936,0.0,-0.1788349151611328,0.00022811059898231179,1763260298.9704325,0.5483037233352661,0.0034950189292430878,-0.00496072880923748,,0.001688612625002861,220.43941450119019,0.0012249706778675318,1388
,500.0,120588,,,,1763260299.8710754,,,,500.0,,221.34005737304688,,1395
,445.0,121033,,,,1763260300.376696,,,,445.0,,221.8456780910492,,1399
646.0,,121600,0.009765625,0.024895131587982178,0.00022711213387083262,1763260301.169746,0.5737723708152771,0.001954229548573494,-0.0034148460254073143,,0.004566472955048084,222.6387279033661,1482.7454833984375,1405
650.0,,124288,0.0,0.6116282939910889,0.0002254992286907509,1763260303.9267876,0.5313031673431396,-0.01116131991147995,0.010975229553878307,,0.0024118786677718163,225.39576959609985,0.013434958644211292,1432
,500.0,124303,,,,1763260303.9342043,,,,500.0,,225.40318632125854,,1433
655.0,,126592,0.0,-0.6140693426132202,0.00022411673853639513,1763260306.0048623,0.4557994604110718,-0.0023024026304483414,-0.0070236558094620705,,0.0006285225972533226,227.47384428977966,0.0012699986109510064,1455
655.0,,126720,0.001953125,0.639115571975708,0.0002240399335278198,1763260306.1480854,0.4504142999649048,0.0063046980649232864,-0.0012981593608856201,,0.0005516577512025833,227.61706733703613,9.185291128233075e-05,1456
,500.0,126803,,,,1763260306.17875,,,,500.0,,227.64773201942444,,1457
667.0,,132608,0.0,0.09766519069671631,0.0002205069176852703,1763260311.4611773,0.4818882942199707,-0.00020341575145721436,-0.0014248332008719444,,2.953317016363144e-05,232.93015933036804,0.001843498321250081,1514
,500.0,133303,,,,1763260312.048872,,,,500.0,,233.51785397529602,,1521
670.0,,133760,0.0,0.004364490509033203,0.00021981567260809243,1763260312.509682,0.48844558000564575,-0.005227506160736084,0.002827518619596958,,0.0002246042713522911,233.9786639213562,0.000587721006013453,1525
670.0,,133888,0.0,0.00023359060287475586,0.0002197388675995171,1763260312.6232853,0.5055208206176758,-0.00023183785378932953,-0.0013382956385612488,,0.00030577927827835083,234.09226727485657,1182.62646484375,1527
671.0,,134144,0.0,0.17279493808746338,0.00021958525758236647,1763260312.8492255,0.42900630831718445,-0.010884866118431091,-0.0108202388510108,,0.001096201129257679,234.3182075023651,0.0014234452974051237,1529
672.0,,134656,0.00390625,-0.05442404747009277,0.00021927803754806519,1763260313.2958312,0.47861579060554504,-0.013017028570175171,-0.0006048716604709625,,0.004648212343454361,234.76481318473816,0.0014147566398605704,1534
,500.0,134803,,,,1763260313.447829,,,,500.0,,234.91681098937988,,1536
673.0,,135552,0.0,-0.2958400249481201,0.00021874040248803794,1763260314.1107028,0.5278899073600769,0.0037602782249450684,0.004174217581748962,,0.00010526925325393677,235.57968473434448,0.0047377306036651134,1543
,500.0,135803,,,,1763260314.2627165,,,,500.0,,235.731698513031,,1545
674.0,,135808,0.0,9.238719940185547e-05,0.0002185867924708873,1763260314.3340597,0.4884066581726074,-0.000608198344707489,0.0021011633798480034,,1.343805342912674e-05,235.80304169654846,1682.484619140625,1546
676.0,,137088,0.0,-0.07509899139404297,0.0002178187423851341,1763260315.5156808,0.47600996494293213,-0.012369345873594284,-0.005341252312064171,,0.0021182242780923843,236.98466277122498,0.0015595024451613426,1558
676.0,,137216,0.0,-0.3169604539871216,0.00021774193737655878,1763260315.6261277,0.45251548290252686,-0.0058485232293605804,-0.003811890259385109,,0.0010282620787620544,237.09510970115662,0.0005009982269257307,1559
677.0,,137600,0.0,-0.019511103630065918,0.00021751152235083282,1763260315.963311,0.48979777097702026,0.0036507844924926758,-0.003468027338385582,,0.00034383684396743774,237.43229293823242,0.0007534323376603425,1563
678.0,,137856,0.0,-0.00017309188842773438,0.00021735791233368218,1763260316.1884325,0.44607728719711304,0.007533282041549683,0.004103139974176884,,0.0004287930205464363,237.65741443634033,1535.3419189453125,1566
680.0,,140160,0.005859375,-0.11376988887786865,0.00021597542217932642,1763260319.041943,0.4526125192642212,-0.021485352888703346,0.004445573315024376,,0.0028206948190927505,240.51092505455017,0.0012196480529382825,1588
680.0,,140288,0.009765625,0.15181678533554077,0.0002158986171707511,1763260319.1839957,0.4538258910179138,-0.03042716160416603,0.001145465299487114,,0.0063292160630226135,240.65297770500183,0.0003028279170393944,1589
680.0,,141056,0.001953125,-0.008875131607055664,0.00021543778711929917,1763260320.224046,0.4347754120826721,-0.005711056292057037,-0.004563557915389538,,0.0005521299317479134,241.69302797317505,0.0026453216560184956,1597
681.0,,142080,0.0,-0.08688783645629883,0.0002148233470506966,1763260321.3933227,0.4412376880645752,0.0011946959421038628,0.00696048978716135,,0.001058191992342472,242.8623046875,0.0016183190746232867,1607
,500.0,142303,,,,1763260321.5477574,,,,500.0,,243.01673936843872,,1609
681.0,,142336,0.0,-7.772445678710938e-05,0.00021466973703354597,1763260321.664631,0.4207889437675476,0.0003664828836917877,-0.00038154609501361847,,0.0006639081984758377,243.13361287117004,1757.771240234375,1610
682.0,,142592,0.0,0.410663366317749,0.00021451612701639533,1763260322.005395,0.4645073711872101,0.0033460278064012527,-0.013735588639974594,,0.0014996202662587166,243.47437691688538,0.0008911259355954826,1612
682.0,,144000,0.0,0.310077965259552,0.0002136712719220668,1763260323.886357,0.4623136520385742,-0.006871325895190239,0.0073386626318097115,,0.0008038440719246864,245.35533905029297,0.006506070960313082,1626
683.0,,145280,0.0,-0.37741780281066895,0.0002129032218363136,1763260325.562024,0.4115021526813507,-5.9641897678375244e-05,-0.0005911793559789658,,4.4852495193481445e-05,247.03100609779358,0.00045097945258021355,1638
688.0,,150272,0.001953125,-1.1553065776824951,0.00020990784105379134,1763260331.1000597,0.37456023693084717,-0.02139650285243988,-0.01056725811213255,,0.0024626413360238075,252.5690417289734,0.0005858680815435946,1687
,500.0,154803,,,,1763260335.5657535,,,,500.0,,257.0347354412079,,1732
697.0,,156160,0.0,-0.013812065124511719,0.0002063748106593266,1763260336.844504,0.43910863995552063,-0.0009323060512542725,-0.004322618246078491,,4.7693029046058655e-05,258.31348609924316,0.0012452255468815565,1745
698.0,,156928,0.0,0.0001913905143737793,0.0002059139806078747,1763260337.516855,0.42869630455970764,-0.012052195146679878,0.008626553229987621,,0.0007842285558581352,258.98583698272705,149.77394104003906,1753
699.0,,157056,0.001953125,0.08319699764251709,0.00020583717559929937,1763260337.6265278,0.3686307668685913,-0.016417808830738068,1.4010816812515259e-05,,0.0009147636592388153,259.09550976753235,0.0011922515695914626,1754
700.0,,158208,0.0,-0.24892914295196533,0.0002051459305221215,1763260338.6689951,0.40077030658721924,-0.010941922664642334,-0.00029907654970884323,,0.0005960976704955101,260.1379771232605,0.00038152700290083885,1765
701.0,,158464,0.0,-0.12152361869812012,0.00020499232050497085,1763260338.9279811,0.43031466007232666,0.00562233105301857,-0.0033221496269106865,,0.000156317837536335,260.39696311950684,0.010119841434061527,1768
702.0,,159360,0.0,-0.00024569034576416016,0.0002044546854449436,1763260339.8893023,0.4550696611404419,-0.001559671014547348,0.0004810970276594162,,1.4638528227806091e-05,261.3582842350006,1421.0555419921875,1777
