global_step,losses/old_approx_kl,charts/learning_rate,losses/clipfrac,losses/policy_loss,_step,charts/episodic_length,losses/approx_kl,_runtime,charts/SPS,losses/value_loss,_timestamp,losses/entropy,losses/explained_variance,charts/episodic_return
155008,0.00045240577310323715,0.0002070660557365045,0.0,-7.990002632141113e-05,1823,,1.6131438314914703e-05,299.95200634002686,564.0,956.0721435546875,1763260376.1060343,0.3844868540763855,-0.00010704994201660156,
157910,,,,,1851,500.0,,303.9370906352997,,,1763260380.0911186,,,500.0
158410,,,,,1856,500.0,,304.49253726005554,,,1763260380.6465652,,,500.0
159616,0.00963057391345501,0.00020430107542779297,0.0,-0.0006709173321723938,1868,,0.0005984026938676834,305.8292157649994,568.0,0.008840610273182392,1763260381.9832437,0.45458418130874634,0.023410677909851074,
160128,0.0027190037071704865,0.00020399385539349169,0.0,-0.000981111079454422,1873,,0.000330096110701561,306.62605595588684,569.0,0.005883744917809963,1763260382.780084,0.44695067405700684,0.12139236927032471,
160512,-0.00409430917352438,0.00020376344036776572,0.0,-0.0029910504817962646,1877,,0.000264863483607769,307.3210184574127,569.0,926.7474975585938,1763260383.4750464,0.4883289933204651,-5.841255187988281e-06,
161410,,,,,1886,500.0,,308.73407530784607,,,1763260384.8881032,,,500.0
162410,,,,,1895,500.0,,309.7912108898163,,,1763260385.9452388,,,500.0
163200,0.009997483342885971,0.000202150535187684,0.0,-0.024370355531573296,1903,,0.0019907159730792046,310.7074394226074,571.0,0.0006995282019488513,1763260386.8614674,0.43917524814605713,0.36775630712509155,
163456,0.0017891451716423035,0.00020199692517053336,0.0,-0.00020358897745609283,1906,,4.384852945804596e-05,310.9966459274292,572.0,1630.2197265625,1763260387.1506739,0.371616929769516,0.0004432797431945801,
164736,-0.004109312780201435,0.00020122887508478016,0.001953125,-0.0002872981131076813,1918,,0.0005500977858901024,312.3765752315521,573.0,0.0014284045901149511,1763260388.5306032,0.4289773404598236,-2.491474151611328e-05,
164910,,,,,1920,500.0,,312.52900075912476,,,1763260388.6830287,,,500.0
167424,-0.0026878444477915764,0.00019961596990469843,0.0,-0.0006437450647354126,1945,,7.59391114115715e-05,315.28301668167114,577.0,1564.463134765625,1763260391.4370446,0.40670621395111084,0.00012856721878051758,
168910,,,,,1959,500.0,,316.82333540916443,,,1763260392.9773633,,,500.0
170368,0.004604830406606197,0.0001978494692593813,0.009765625,0.011785946786403656,1973,,0.0022404277697205544,318.44398641586304,581.0,0.0002182933094445616,1763260394.5980144,0.3338990807533264,-1.5262296199798584,
171520,-0.0009886659681797028,0.0001971582241822034,0.0,-0.00042387843132019043,1985,,0.000416608527302742,320.21757555007935,581.0,380.8277587890625,1763260396.3716035,0.31827542185783386,-6.496906280517578e-05,
172160,-0.0008672419935464859,0.0001967741991393268,0.0,-0.000977158546447754,1991,,0.00017569772899150848,321.30865812301636,581.0,0.002085561864078045,1763260397.462686,0.30863428115844727,0.16853153705596924,
173312,-0.0012130877003073692,0.00019608295406214893,0.0,-0.0030959760770201683,2002,,0.00014366116374731064,323.26700139045715,581.0,7.74471991462633e-05,1763260399.4210293,0.33064988255500793,0.7857601642608643,
173824,0.007460272870957851,0.00019577573402784765,0.00390625,-0.020516227930784225,2007,,0.003172897733747959,324.12301778793335,581.0,0.0003851019137073308,1763260400.2770457,0.372913122177124,-0.4131113290786743,
174720,-0.010751900263130665,0.0001952380989678204,0.0,-0.02822823077440262,2016,,0.002093675546348095,325.6831519603729,581.0,0.0009622403304092586,1763260401.83718,0.3973371088504791,-0.23509931564331055,
174976,0.002426675520837307,0.00019508448895066977,0.0,0.002286028116941452,2019,,0.000742143951356411,326.1628234386444,581.0,1202.398193359375,1763260402.3168514,0.32914790511131287,3.337860107421875e-06,
175488,0.0048456946387887,0.00019477726891636848,0.0,-0.0015986263751983643,2024,,0.00012040417641401291,327.04621863365173,581.0,1506.7066650390625,1763260403.2002466,0.37470996379852295,-7.212162017822266e-05,
175872,0.0022311415523290634,0.00019454685389064252,0.0,0.0015380941331386566,2027,,0.00043585896492004395,327.6408474445343,581.0,0.00015016840188764036,1763260403.7948754,0.42536041140556335,0.30058741569519043,
176000,0.003076130524277687,0.0001944700488820672,0.0,-0.0010109525173902512,2029,,7.660500705242157e-05,327.88405680656433,581.0,1541.196533203125,1763260404.0380847,0.3746451735496521,-7.605552673339844e-05,
176512,-0.0003886604681611061,0.00019416282884776592,0.0,-0.0005179792642593384,2034,,1.6019679605960846e-05,328.7665491104126,581.0,938.7156372070312,1763260404.920577,0.42510464787483215,0.00015997886657714844,
177664,-0.00126700010150671,0.00019347158377058804,0.0,0.0021947622299194336,2045,,7.153395563364029e-05,330.32929134368896,582.0,0.0005566866020672023,1763260406.4833193,0.42592939734458923,-0.09078717231750488,
178304,-0.011068320833146572,0.00019308755872771144,0.00390625,0.012540984898805618,2051,,0.0023781610652804375,331.1269061565399,583.0,0.00032040104269981384,1763260407.280934,0.43403705954551697,-0.27283036708831787,
178410,,,,,2052,500.0,,331.1783514022827,,,1763260407.3323793,,,500.0
180224,-0.0003485409542918205,0.00019193548359908164,0.0,-0.004653237760066986,2070,,0.0002186531201004982,333.4058291912079,584.0,0.00184864632319659,1763260409.5598571,0.42622655630111694,-0.9375567436218262,
180864,-0.004037090577185154,0.00019155145855620503,0.017578125,-0.019988909363746643,2076,,0.0013974523171782494,334.1962983608246,585.0,0.000777966866735369,1763260410.3503263,0.36899667978286743,-1.0407257080078125,
182528,0.0012249480932950974,0.00019055299344472587,0.0,-0.0005311667919158936,2093,,5.166791379451752e-05,336.80434942245483,585.0,552.6097412109375,1763260412.9583774,0.39534667134284973,9.566545486450195e-05,
182656,0.0012866286560893059,0.00019047618843615055,0.0,-0.0002849847078323364,2094,,0.0006956206634640694,337.03289556503296,585.0,0.005992335733026266,1763260413.1869235,0.37231919169425964,0.4059494137763977,
184960,-0.002253549173474312,0.0001890936982817948,0.0,0.009147342294454575,2117,,0.0003294050693511963,340.96014165878296,585.0,1533.875244140625,1763260417.1141696,0.41921013593673706,0.0015259981155395508,
187410,,,,,2141,500.0,,345.04535150527954,,,1763260421.1993794,,,500.0
187910,,,,,2146,500.0,,346.0076084136963,,,1763260422.1616364,,,500.0
188032,0.0028749164193868637,0.0001872503780759871,0.0,-0.0005054399371147156,2147,,0.0001466013491153717,346.2402718067169,585.0,436.525390625,1763260422.3942997,0.4384200870990753,0.0008434057235717773,
188160,-0.00039898883551359177,0.00018717357306741178,0.0,-0.0011081695556640625,2148,,0.00023205485194921494,346.43705654144287,585.0,0.002356292214244604,1763260422.5910845,0.400426983833313,0.21593087911605835,
188910,,,,,2155,500.0,,347.5559959411621,,,1763260423.7100239,,,500.0
190592,-0.0071213142946362495,0.00018571429245639592,0.0,-0.0005065035074949265,2172,,0.00020442623645067215,350.62152218818665,585.0,0.006100811995565891,1763260426.7755501,0.3687010705471039,-0.3315662145614624,
191910,,,,,2185,500.0,,352.8143434524536,,,1763260428.9683714,,,500.0
192640,-0.003213087096810341,0.0001844854123191908,0.0,-0.004779055714607239,2192,,8.776970207691193e-05,353.89732480049133,586.0,0.005950281396508217,1763260430.0513527,0.4084298014640808,-0.5075949430465698,
193280,0.0003547202795743942,0.0001841013872763142,0.0,0.0036035701632499695,2198,,0.00011139735579490662,354.6877965927124,586.0,0.0011937144445255399,1763260430.8418245,0.43006715178489685,0.06977295875549316,
193408,-0.0014861682429909706,0.00018402458226773888,0.0,0.0007768236100673676,2199,,0.00020750146359205246,354.82679557800293,586.0,0.0001545169943710789,1763260430.9808235,0.42930516600608826,0.20191174745559692,
194560,0.003218933939933777,0.000183333337190561,0.0,-0.02840842679142952,2211,,0.002623260021209717,356.29296612739563,587.0,0.007816902361810207,1763260432.446994,0.4607959985733032,0.07980161905288696,
194910,,,,,2214,500.0,,356.6226644515991,,,1763260432.7766924,,,500.0
195456,-0.002081464044749737,0.00018279570213053375,0.0,0.0011438094079494476,2220,,5.5621378123760223e-05,357.39391469955444,588.0,1811.51123046875,1763260433.5479426,0.4279402494430542,-0.0002875328063964844,
195840,0.00025615282356739044,0.0001825652871048078,0.00390625,-0.011273078620433807,2223,,0.002289537340402603,357.8471076488495,588.0,0.0003795230877585709,1763260434.0011356,0.3960070312023163,0.047076284885406494,
195968,0.0004987204447388649,0.00018248848209623247,0.0,-5.961209535598755e-05,2225,,0.0005154730752110481,358.01960134506226,588.0,1563.7578125,1763260434.1736293,0.4232270121574402,-8.380413055419922e-05,
196096,0.006859181448817253,0.00018241167708765715,0.0,0.005195692181587219,2226,,0.0005140937864780426,358.1657757759094,589.0,0.007733151316642761,1763260434.3198037,0.41651681065559387,0.20731979608535767,
196224,0.0081161018460989,0.00018233487207908183,0.0,-0.0015285611152648926,2227,,8.02353024482727e-05,358.3106622695923,589.0,0.0010056778555735946,1763260434.4646902,0.4696129262447357,0.06230396032333374,
196608,-0.00034495536237955093,0.00018210445705335587,0.0,-0.002420760691165924,2231,,4.583131521940231e-05,358.80837869644165,589.0,0.005386133678257465,1763260434.9624066,0.48492515087127686,-0.06446206569671631,
196992,-0.0015320228412747383,0.0001818740420276299,0.0,0.0020963475108146667,2235,,0.0003369254991412163,359.2783308029175,589.0,842.5601806640625,1763260435.4323587,0.46731671690940857,-0.00022745132446289062,
197632,0.003307226113975048,0.0001814900169847533,0.0,0.002430647611618042,2241,,0.00010210182517766953,360.0500741004944,590.0,0.005922310054302216,1763260436.204102,0.49606049060821533,0.0031509995460510254,
198400,0.0016849730163812637,0.0001810291869333014,0.00390625,0.015034172683954239,2248,,0.000751938670873642,360.92087841033936,591.0,0.0002225164498668164,1763260437.0749063,0.46063724160194397,-0.34408318996429443,
198528,-0.003771284595131874,0.00018095238192472607,0.0,-0.0006009414792060852,2250,,0.00016645342111587524,361.0971620082855,591.0,0.010205153375864029,1763260437.25119,0.46947455406188965,-0.00010716915130615234,
198910,,,,,2253,500.0,,361.4613788127899,,,1763260437.6154068,,,500.0
200832,-0.0017575416713953018,0.0001795698917703703,0.0,-0.0005176141858100891,2272,,3.4397467970848083e-05,363.8818209171295,593.0,0.00031562556978315115,1763260440.0358489,0.5691867470741272,0.06329107284545898,
201600,-0.012949247844517231,0.00017910906171891838,0.0078125,-0.015769924968481064,2280,,0.004403666593134403,364.82668471336365,593.0,0.006402527913451195,1763260440.9807127,0.5364487767219543,-0.37278199195861816,
203136,0.010027994401752949,0.00017818740161601454,0.0,-0.008030697703361511,2295,,0.000812196172773838,366.69008708000183,595.0,0.009469246491789818,1763260442.844115,0.6154066324234009,-0.0438234806060791,
203410,,,,,2298,500.0,,367.0359525680542,,,1763260443.1899805,,,500.0
204544,-0.0025118710473179817,0.00017734254652168602,0.0,-0.010238640010356903,2310,,0.0014131860807538033,368.47242975234985,596.0,1609.3204345703125,1763260444.6264577,0.4854954779148102,-0.0005207061767578125,
204800,0.0055138589814305305,0.00017718893650453538,0.0,0.0023248232901096344,2312,,0.00023965630680322647,368.7683401107788,596.0,0.0010499096242710948,1763260444.922368,0.5473046898841858,-0.07586348056793213,
205312,-0.002679329365491867,0.0001768817164702341,0.005859375,-0.019992947578430176,2318,,0.001668749377131462,369.37875628471375,596.0,0.001946064061485231,1763260445.5327842,0.44796013832092285,-0.1587216854095459,
205696,0.0010148854926228523,0.00017665130144450814,0.00390625,-0.004401169717311859,2322,,0.004887961782515049,369.84189009666443,597.0,0.0021229847334325314,1763260445.995918,0.5295055508613586,-0.12035226821899414,
205837,,,,,2324,500.0,,370.0090777873993,,,1763260446.1631057,,,500.0
206337,,,,,2329,500.0,,370.58767795562744,,,1763260446.741706,,,500.0
207360,-0.00046416744589805603,0.00017565283633302897,0.0,-0.00015970319509506226,2339,,0.00010948441922664642,371.7777523994446,598.0,2000.2080078125,1763260447.9317803,0.4777488112449646,-0.0004121065139770508,
207837,,,,,2343,500.0,,372.221310377121,,,1763260448.3753383,,,500.0
208337,,,,,2348,500.0,,372.80885100364685,,,1763260448.962879,,,500.0
208896,0.0034579597413539886,0.00017473117623012513,0.0,-0.002423129975795746,2354,,0.00047735869884490967,373.5687630176544,599.0,1445.56396484375,1763260449.722791,0.5040465593338013,9.071826934814453e-05,
209837,,,,,2363,500.0,,374.614705324173,,,1763260450.7687333,,,500.0
212480,0.0003505619242787361,0.0001725806505419314,0.0,1.8306076526641846e-05,2389,,3.897678107023239e-05,377.7309992313385,602.0,0.0060759722255170345,1763260453.8850272,0.5003690123558044,-0.045850396156311035,
212992,0.005525479093194008,0.0001722734305076301,0.0,-0.008756116032600403,2394,,0.00019231997430324554,378.39855670928955,603.0,0.006295455619692802,1763260454.5525846,0.49512621760368347,-0.10322773456573486,
216192,0.0060964059084653854,0.0001703533052932471,0.005859375,-0.023221783339977264,2426,,0.005387391895055771,382.43207836151123,605.0,0.002007965696975589,1763260458.5861063,0.5184276700019836,-0.06740701198577881,
216576,0.015267600305378437,0.00017012289026752114,0.0,-0.015505794435739517,2430,,0.002624385990202427,382.89107871055603,605.0,0.009243962354958057,1763260459.0451066,0.5407845973968506,0.07984799146652222,
218496,0.009678153321146965,0.00016897081513889134,0.0234375,-0.007905103266239166,2449,,0.0035317353904247284,385.366739988327,606.0,955.6984252929688,1763260461.520768,0.47104352712631226,-0.00036466121673583984,
220160,0.004007658921182156,0.00016797235002741218,0.0,0.0016942806541919708,2465,,0.00012553948909044266,387.930876493454,607.0,0.0013192486949265003,1763260464.0849044,0.5123609900474548,-0.1399153470993042,
222848,0.0010198811069130898,0.00016635944484733045,0.0,-0.009402234107255936,2491,,0.0012851087376475334,391.8860025405884,607.0,0.0005049981409683824,1763260468.0400305,0.5691396594047546,-0.05296468734741211,
222976,0.003959083929657936,0.00016628263983875513,0.0,-0.0015035644173622131,2493,,0.00048250891268253326,392.13440561294556,607.0,1265.38623046875,1763260468.2884336,0.5146228671073914,3.790855407714844e-05,
224384,-0.00756350252777338,0.0001654377847444266,0.005859375,-0.01602015644311905,2506,,0.0019579213112592697,394.0941352844238,608.0,0.000626416876912117,1763260470.2481632,0.5464324951171875,-0.004135489463806152,
225152,-0.008129874244332314,0.0001649769546929747,0.0,-0.00807993859052658,2514,,0.0007716305553913116,395.05489587783813,608.0,0.004153461195528507,1763260471.2089238,0.5117806792259216,-0.08354604244232178,
225280,-0.001724199391901493,0.00016490014968439937,0.0,-4.56199049949646e-05,2515,,0.00019933562725782394,395.21450328826904,609.0,0.0006273191538639367,1763260471.3685312,0.5069159865379333,-0.009633779525756836,
225792,0.0039683748036623,0.00016459292965009809,0.0,-0.004139987751841545,2520,,0.00042203254997730255,395.8119475841522,609.0,0.0003752353077288717,1763260471.9659755,0.5434122085571289,-0.012123465538024902,
227072,-0.00830664113163948,0.00016382487956434488,0.0,0.004348047077655792,2533,,0.0007388964295387268,397.36154294013977,610.0,0.005738862324506044,1763260473.5155709,0.5101991891860962,0.008803069591522217,
227840,-0.009193239733576775,0.00016336404951289296,0.0,0.005016487091779709,2540,,0.0007881801575422287,398.1820981502533,611.0,0.0005879644304513931,1763260474.336126,0.5169820189476013,0.005606174468994141,
228480,-0.014273753389716148,0.00016298002447001636,0.0,0.032403573393821716,2547,,0.0019171219319105148,398.95644307136536,611.0,1196.8316650390625,1763260475.110471,0.5351118445396423,0.0002416372299194336,
230902,,,,,2570,500.0,,401.55351066589355,,,1763260477.7075386,,,500.0
230912,-0.0017562676221132278,0.0001615207438590005,0.0,0.005105983465909958,2571,,0.0005866028368473053,401.67919659614563,613.0,1852.7264404296875,1763260477.8332245,0.48906517028808594,3.0994415283203125e-05,
231424,-0.00020631123334169388,0.00016121352382469922,0.0,0.0002010483294725418,2576,,2.0473264157772064e-05,402.27323603630066,613.0,1937.7708740234375,1763260478.427264,0.5007935166358948,-0.0001329183578491211,
231552,0.009536772966384888,0.0001611367188161239,0.0,-0.0007747001945972443,2577,,0.000611601397395134,402.41016149520874,614.0,0.006158462725579739,1763260478.5641894,0.4769372344017029,0.019886374473571777,
234752,0.0020047249272465706,0.0001592165936017409,0.0,0.004681244492530823,2608,,0.0004629185423254967,405.9875431060791,616.0,0.0008905713330022991,1763260482.141571,0.5092415809631348,0.042448461055755615,
234902,,,,,2610,500.0,,406.1431875228882,,,1763260482.2972155,,,500.0
236928,-0.002153482288122177,0.00015791090845596045,0.0,-0.005480483174324036,2630,,0.001104641705751419,408.45488929748535,618.0,1564.1517333984375,1763260484.6089172,0.49660155177116394,4.780292510986328e-05,
237568,-0.011714339256286621,0.00015752688341308385,0.0,-0.012778513133525848,2636,,0.0018856804817914963,409.1331787109375,618.0,0.011060780845582485,1763260485.2872066,0.4548828899860382,0.06115257740020752,
238592,-0.0011041471734642982,0.0001569124433444813,0.0,-0.0003576427698135376,2646,,0.00025746505707502365,410.33656120300293,619.0,0.0075088078156113625,1763260486.4905891,0.5351930856704712,-0.04547154903411865,
238720,0.018835414201021194,0.00015683563833590597,0.0,0.003081154078245163,2647,,0.0014309324324131012,410.4631791114807,619.0,0.0017700325697660446,1763260486.617207,0.43438124656677246,-0.037636399269104004,
238848,0.0059164417907595634,0.00015675883332733065,0.02734375,0.0073249004781246185,2648,,0.005221015773713589,410.57698345184326,619.0,0.0007502776570618153,1763260486.7310114,0.3764818012714386,-0.048564791679382324,
240670,,,,,2668,500.0,,412.511438369751,,,1763260488.6654663,,,500.0
241170,,,,,2673,500.0,,413.0667943954468,,,1763260489.2208223,,,500.0
242176,0.008826220408082008,0.00015476190310437232,0.0,0.005139442160725594,2683,,0.0007841605693101883,414.17014050483704,622.0,1983.974365234375,1763260490.3241684,0.5445284843444824,4.1365623474121094e-05,
242670,,,,,2687,500.0,,414.6245949268341,,,1763260490.7786229,,,500.0
242816,0.0026689330115914345,0.00015437787806149572,0.0,-0.003214806318283081,2689,,0.00046961288899183273,414.828396320343,623.0,0.007619689684361219,1763260490.9824243,0.48330649733543396,-0.02668154239654541,
243170,,,,,2692,500.0,,415.1388509273529,,,1763260491.2928789,,,500.0
247170,,,,,2732,500.0,,419.5222008228302,,,1763260495.6762288,,,500.0
249216,-0.003128277137875557,0.0001505376276327297,0.0,-0.001959044486284256,2752,,0.0002010837197303772,421.7451865673065,628.0,1622.1689453125,1763260497.8992145,0.481738418340683,0.00019127130508422852,
249728,0.0033233193680644035,0.00015023040759842843,0.0,0.0021483413875102997,2757,,4.11374494433403e-05,422.31109523773193,629.0,1523.134033203125,1763260498.4651232,0.5578372478485107,0.00022524595260620117,
251264,-0.0027760444208979607,0.00014930876204743981,0.0,0.012776002287864685,2772,,0.0006545716896653175,423.89111256599426,630.0,778.6216430664062,1763260500.0451405,0.5510183572769165,4.7266483306884766e-05,
252288,0.005064082331955433,0.00014869432197883725,0.0,0.00018431618809700012,2782,,0.0003757281228899956,424.9366846084595,631.0,533.2130737304688,1763260501.0907125,0.4973343014717102,0.00015544891357421875,
252416,0.011089961975812912,0.00014861751697026193,0.0,-0.0003255549818277359,2783,,0.0006692130118608475,425.06536388397217,631.0,0.004306687507778406,1763260501.2193918,0.509326696395874,-0.12884807586669922,
253440,5.2463263273239136e-05,0.00014800307690165937,0.0,0.004245638847351074,2793,,0.0009971428662538528,426.2071626186371,632.0,0.0015579345636069775,1763260502.3611906,0.5673474073410034,0.10830104351043701,
256512,0.002961123362183571,0.00014615975669585168,0.0,-0.004182096570730209,2824,,0.0002567712217569351,429.64928674697876,634.0,0.018692901358008385,1763260505.8033147,0.5358961820602417,0.038045406341552734,
258432,-0.003964267671108246,0.00014500768156722188,0.0,0.002649568021297455,2843,,0.00013208016753196716,431.76307344436646,635.0,0.005928863305598497,1763260507.9171014,0.525020956993103,0.024258017539978027,
259840,0.0015847152099013329,0.00014416282647289336,0.0,0.0034192977473139763,2857,,9.463634341955185e-05,433.2608642578125,636.0,1660.9757080078125,1763260509.4148922,0.5122301578521729,0.0001920461654663086,
262400,0.003946214914321899,0.00014262672630138695,0.0,0.0031091198325157166,2882,,0.00015399418771266937,436.05302143096924,638.0,832.7233276367188,1763260512.2070494,0.47784224152565,2.676248550415039e-05,
263286,,,,,2890,500.0,,436.89235758781433,,,1763260513.0463855,,,500.0
265344,0.004420301876962185,0.0001408602111041546,0.0,-0.0008008070290088654,2911,,0.00022008921951055527,439.2024075984955,641.0,1182.2230224609375,1763260515.3564355,0.46322524547576904,0.00016379356384277344,
267786,,,,,2935,500.0,,441.8752558231354,,,1763260518.0292838,,,500.0
269184,-0.000929499976336956,0.00013855606084689498,0.0,-0.0026474855840206146,2949,,0.0006259223446249962,443.3969671726227,643.0,1371.0704345703125,1763260519.550995,0.4364953637123108,0.0008281469345092773,
270336,-0.00718977116048336,0.00013786483032163233,0.0,-0.026266716420650482,2960,,0.0009904652833938599,444.6331202983856,644.0,0.015102873556315899,1763260520.7871482,0.4323689341545105,-7.423544883728027,
271872,0.013575021177530289,0.00013694317021872848,0.0,-0.006825052201747894,2975,,0.0013539306819438934,446.2879319190979,645.0,0.006678764242678881,1763260522.4419599,0.49420011043548584,-0.05152535438537598,
273280,-0.005123321898281574,0.00013609831512439996,0.0,0.004086099565029144,2989,,0.0005066255107522011,447.8384177684784,646.0,0.007825428619980812,1763260523.9924457,0.520878791809082,0.0157354474067688,
274146,,,,,2997,500.0,,448.7023150920868,,,1763260524.856343,,,500.0
275584,0.010216529481112957,0.0001347158249700442,0.00390625,-0.00045599788427352905,3011,,0.0020386697724461555,450.3061521053314,648.0,0.0004435690934769809,1763260526.46018,0.4870710074901581,0.05432993173599243,
279646,,,,,3051,500.0,,454.71369433403015,,,1763260530.8677223,,,500.0
279808,0.00122833251953125,0.00013218125968705863,0.0,-0.003511650487780571,3053,,0.00022845901548862457,454.9760477542877,651.0,0.007202141918241978,1763260531.1300757,0.4765869677066803,0.02119755744934082,
281146,,,,,3066,500.0,,456.3960545063019,,,1763260532.5500824,,,500.0
281600,0.01254312414675951,0.00013110598956700414,0.0,0.003059759736061096,3070,,0.0011303527280688286,456.9561367034912,652.0,0.0005286140367388725,1763260533.1101646,0.5584362149238586,0.012250542640686035,
282880,0.019704358652234077,0.00013033793948125094,0.001953125,-0.01884797215461731,3083,,0.0014138119295239449,458.3691518306732,653.0,0.007621300872415304,1763260534.5231798,0.5321727395057678,-0.0525822639465332,
284416,0.009195414371788502,0.0001294162793783471,0.0,0.00011898577213287354,3098,,0.0003650030121207237,460.0281984806061,654.0,0.0009988561505451798,1763260536.1822264,0.6229041814804077,-0.03048264980316162,
284914,,,,,3103,268.0,,460.5138237476349,,,1763260536.6678517,,,268.0
286976,0.0033628158271312714,0.0001278801792068407,0.0,-0.006182342767715454,3127,,0.0003020782023668289,462.8534560203552,655.0,0.002130204811692238,1763260539.007484,0.553912878036499,-0.03690826892852783,
287140,,,,,3129,500.0,,463.03753542900085,,,1763260539.1915634,,,500.0
288364,,,,,3141,500.0,,464.28071761131287,,,1763260540.4347456,,,500.0
288512,-0.0008555594831705093,0.00012695851910393685,0.0,-0.0001819133758544922,3143,,0.00018722563982009888,464.52301597595215,656.0,0.00714787095785141,1763260540.677044,0.5815058946609497,-0.0674746036529541,
288864,,,,,3146,500.0,,464.80815744400024,,,1763260540.9621854,,,500.0
291328,-0.0006800191476941109,0.00012526882346719503,0.0,-0.001833118498325348,3170,,0.0002069631591439247,467.42701530456543,658.0,0.0004597833612933755,1763260543.5810432,0.5396192669868469,0.08293157815933228,
292608,0.01606651023030281,0.00012450077338144183,0.0,-0.004392364993691444,3183,,0.0012911837548017502,468.74352955818176,659.0,0.004572498146444559,1763260544.8975575,0.5098568797111511,0.1389586329460144,
293248,0.00027026236057281494,0.00012411674833856523,0.0,0.0045750997960567474,3188,,0.00037623755633831024,469.3965058326721,660.0,0.040773794054985046,1763260545.5505338,0.4556856155395508,-11.678630828857422,
296192,-0.0034512821584939957,0.00012235023314133286,0.005859375,-0.023374320939183235,3217,,0.003877457231283188,472.1165759563446,662.0,0.000637535413261503,1763260548.270604,0.5083725452423096,0.07400166988372803,
296832,-0.0020496519282460213,0.00012196620809845626,0.0,0.002318587154150009,3224,,9.50368121266365e-05,472.7227864265442,663.0,1082.02783203125,1763260548.8768144,0.5664011836051941,-1.9311904907226562e-05,
299249,,,,,3247,500.0,,474.87613344192505,,,1763260551.0301614,,,500.0
299520,0.0016538165509700775,0.00012035330291837454,0.001953125,-0.002978334203362465,3250,,0.0014954078942537308,475.1805419921875,665.0,0.0011392273008823395,1763260551.33457,0.574392557144165,-0.036606431007385254,
299721,,,,,3252,472.0,,475.3191788196564,,,1763260551.4732068,,,472.0
300032,0.005503199994564056,0.00012004608288407326,0.0,-0.001001780852675438,3255,,0.0008661113679409027,475.63533544540405,666.0,0.0014587689656764269,1763260551.7893634,0.5223321914672852,-0.11662650108337402,
300416,0.016496775671839714,0.0001198156678583473,0.0,-0.016145914793014526,3259,,0.001635788008570671,476.0123248100281,666.0,0.008069168776273727,1763260552.1663527,0.5234453082084656,-0.1313081979751587,
301721,,,,,3272,500.0,,477.1944615840912,,,1763260553.3484895,,,500.0
302080,0.0039644911885261536,0.00011881720274686813,0.0,-0.004980489611625671,3275,,0.0004008375108242035,477.5236427783966,667.0,0.0014465549029409885,1763260553.6776707,0.4881932735443115,-0.04325604438781738,
302208,0.002980249933898449,0.00011874039773829281,0.0,0.007569765672087669,3276,,0.00026202481240034103,477.63619351387024,668.0,0.0007481240900233388,1763260553.7902215,0.5303308963775635,-0.18135333061218262,
304221,,,,,3296,500.0,,479.44457244873047,,,1763260555.5986004,,,500.0
304512,-0.0013494566082954407,0.00011735790758393705,0.0,-0.008558452129364014,3299,,0.0009398944675922394,479.75478053092957,670.0,0.0021888436749577522,1763260555.9088085,0.5653284788131714,-0.125311017036438,
308480,-0.0024735508486628532,0.00011497695959405974,0.0,-0.0028826966881752014,3338,,8.938740938901901e-05,483.42391204833984,673.0,0.002330131595954299,1763260559.57794,0.4790598750114441,-0.08316028118133545,
309760,0.006869294680655003,0.00011420890950830653,0.0,0.013123437762260437,3351,,0.000601976178586483,484.5925657749176,674.0,1522.08837890625,1763260560.7465937,0.5173983573913574,0.0004768967628479004,
310144,-0.009480605833232403,0.00011397849448258057,0.0,-0.006309172138571739,3357,,0.0004005925729870796,484.9381618499756,674.0,0.011626578867435455,1763260561.0921898,0.5553315281867981,0.1427299976348877,
310494,,,,,3360,500.0,,485.2350733280182,,,1763260561.3891013,,,500.0
314368,2.2880733013153076e-05,0.000111443929199595,0.0,-0.008342485874891281,3398,,0.000872436910867691,488.8436107635498,678.0,0.0013346918858587742,1763260564.9976387,0.5052027702331543,-0.22835731506347656,
314624,0.00033928826451301575,0.00011129031918244436,0.0,0.0026989206671714783,3401,,0.0002315770834684372,489.0703809261322,678.0,0.00588896544650197,1763260565.2244089,0.47546958923339844,-0.05951428413391113,
315136,-0.005803344771265984,0.0001109831064241007,0.0,-0.007086342200636864,3406,,0.00046317465603351593,489.56118607521057,678.0,0.006211556028574705,1763260565.715214,0.4986036419868469,0.07525688409805298,
315264,-0.0007804427295923233,0.00011090630141552538,0.0,0.00017504394054412842,3407,,4.263594746589661e-06,489.6723334789276,678.0,0.0018641406204551458,1763260565.8263614,0.5421087741851807,0.02666926383972168,
316494,,,,,3419,500.0,,490.9212579727173,,,1763260567.075286,,,500.0
317184,0.00047366227954626083,0.00010975422628689557,0.0,-0.0029838234186172485,3426,,0.00017991382628679276,491.6914687156677,680.0,0.006292658392339945,1763260567.8454967,0.5316803455352783,0.034552037715911865,
317440,-0.0009312499314546585,0.00010960061626974493,0.0,0.00022436678409576416,3428,,7.459893822669983e-06,491.9557259082794,680.0,0.0008938616956584156,1763260568.1097538,0.5572782158851624,-0.07404983043670654,
318080,0.0016581956297159195,0.00010921659122686833,0.0,-0.007594376802444458,3435,,0.0001733824610710144,492.6517732143402,680.0,1196.441650390625,1763260568.8058012,0.5055171251296997,0.00042563676834106445,
