losses/clipfrac,losses/entropy,losses/explained_variance,losses/policy_loss,_step,charts/learning_rate,global_step,charts/SPS,losses/approx_kl,losses/old_approx_kl,charts/episodic_length,charts/episodic_return,_runtime,_timestamp,losses/value_loss
0.001953125,0.37037843465805054,-5.920423984527588,-0.007765701971948147,1918,0.00020030721498187631,166272,728.0,0.0014318665489554405,0.00023953896015882492,,,262.64104771614075,1763260341.1664088,0.007996739819645882
,,,,1920,,166421,,,,500.0,500.0,262.8220329284668,1763260341.347394,
0.0,0.408169686794281,0.00038748979568481445,-0.004332931712269783,1945,0.0001986943098017946,168960,730.0,0.0008860994130373001,-0.003832397982478142,,,265.78167271614075,1763260344.3070338,1320.9505615234375
,,,,1959,,170421,,,,500.0,500.0,267.5097689628601,1763260346.03513,
0.0,0.4500654935836792,-0.07104051113128662,0.0006209816783666611,1973,0.00019692780915647745,171904,732.0,0.0006950031965970993,-0.002072306349873543,,,269.110143661499,1763260347.6355047,0.00020109837350901216
0.0,0.4678665101528168,0.017549991607666016,-0.0011925715953111649,1985,0.00019623656407929957,173056,734.0,2.2658146917819977e-05,-0.0014446945860981941,,,270.15113973617554,1763260348.6765008,0.0060471054166555405
0.0,0.4425716996192932,-0.14573729038238525,-0.005614953115582466,1991,0.00019585253903642297,173696,734.0,0.0003727814182639122,-0.0017113862559199333,,,270.7416260242462,1763260349.266987,0.0012358898529782891
0.0,0.47371265292167664,0.359475314617157,0.00014550238847732544,2002,0.00019516129395924509,174848,736.0,0.0005881479009985924,0.0040519265457987785,,,271.774094581604,1763260350.2994556,0.00019408724620006979
0.0,0.5286440849304199,-0.016449689865112305,-0.0032675229012966156,2007,0.0001948540739249438,175360,737.0,0.0016814609989523888,-0.014614679850637913,,,272.23651909828186,1763260350.7618802,0.00018044062016997486
0.0,0.4604484438896179,0.1617647409439087,-0.007211439311504364,2016,0.00019431643886491656,176256,738.0,0.0013388320803642273,0.01770440675318241,,,273.20162868499756,1763260351.7269897,0.0011283319909125566
0.0,0.4295365512371063,9.828805923461914e-05,-0.0005713850259780884,2019,0.00019416282884776592,176512,738.0,2.8518028557300568e-05,-0.00041144806891679764,,,273.5847918987274,1763260352.110153,724.5494384765625
0.0,0.5030845403671265,-3.4689903259277344e-05,-4.180148243904114e-05,2024,0.00019385560881346464,177024,738.0,5.3085386753082275e-06,0.000671708956360817,,,274.2505593299866,1763260352.7759204,692.4439697265625
0.0,0.496059387922287,-0.14195489883422852,-0.0038093142211437225,2027,0.00019362519378773868,177408,738.0,0.0003050547093153,-0.002415863797068596,,,274.74884057044983,1763260353.2742016,0.000266550196101889
0.0,0.5096732378005981,-1.430511474609375e-06,5.3863972425460815e-05,2029,0.00019354838877916336,177536,738.0,6.592925637960434e-05,0.0007583638653159142,,,274.9380044937134,1763260353.4633656,404.2509460449219
0.0,0.4874209761619568,-6.520748138427734e-05,0.0036229565739631653,2034,0.00019324116874486208,178048,738.0,0.000291675329208374,0.005003159865736961,,,275.57740545272827,1763260354.1027665,0.00043817947153002024
0.0,0.6008260250091553,0.003680109977722168,-0.007360775023698807,2045,0.0001925499236676842,179200,738.0,0.0007370170205831528,0.00875188410282135,,,277.0545959472656,1763260355.579957,0.0013262471184134483
0.0,0.5369766354560852,-0.3966634273529053,0.0014187172055244446,2051,0.0001921658986248076,179840,738.0,6.364472210407257e-05,0.002291560173034668,,,277.88619565963745,1763260356.4115567,0.0001806353684514761
,,,,2052,,179921,,,,500.0,500.0,277.92904233932495,1763260356.4544034,
0.0,0.5685123205184937,-0.18850946426391602,-0.01035945862531662,2070,0.0001910138234961778,181760,740.0,0.0019883718341588974,-0.009691694751381874,,,279.7446331977844,1763260358.2699943,0.0015333298360928893
0.0,0.5353811383247375,-0.5074164867401123,-0.0053501613438129425,2076,0.0001906297984533012,182400,741.0,0.0011131493374705315,-0.007455629296600819,,,280.30190777778625,1763260358.8272688,0.0003181767533533275
0.0,0.5538267493247986,-0.0036401748657226562,0.001019507646560669,2093,0.00018963133334182203,184064,743.0,0.00023103877902030945,-0.001623569056391716,,,281.8210368156433,1763260360.3463979,0.0039691380225121975
0.0,0.5067170262336731,0.08718222379684448,-0.006379131227731705,2094,0.0001895545283332467,184192,744.0,0.0006125550717115402,0.0019337702542543411,,,281.9333565235138,1763260360.4587176,0.0007781130843795836
0.0,0.5262992978096008,6.574392318725586e-05,0.0019615255296230316,2117,0.00018817203817889094,186496,747.0,0.0001023290678858757,-0.00028012413531541824,,,284.0108108520508,1763260362.536172,1609.30810546875
0.0,0.607393205165863,0.00014162063598632812,0.003473351476714015,2141,0.00018671274301595986,188928,750.0,0.00016044266521930695,0.0021856259554624557,,,286.19416403770447,1763260364.719525,1558.0325927734375
0.0,0.5795233249664307,-0.13376307487487793,-0.0007838085293769836,2146,0.00018640552298165858,189440,751.0,0.0012853965163230896,0.008031677454710007,,,286.6400771141052,1763260365.1654382,0.0011777658946812153
,,,,2147,,189490,,,,500.0,500.0,286.6581470966339,1763260365.1835082,
0.0,0.5992169976234436,-1.800060272216797e-05,0.005551442503929138,2148,0.00018632871797308326,189568,751.0,0.00023505929857492447,0.0039083948358893394,,,286.8033621311188,1763260365.3287232,1290.71630859375
0.0,0.5717472434043884,0.00012481212615966797,0.0011007338762283325,2155,0.00018594470748212188,190208,750.0,0.0004442688077688217,0.002897905185818672,,,287.69998478889465,1763260366.2253458,1632.454833984375
0.0,0.5060518980026245,-0.045693039894104004,-0.009887773543596268,2172,0.0001848694373620674,192000,751.0,0.0010740868747234344,-0.012772602960467339,,,289.8058657646179,1763260368.3312268,0.0009211781434714794
0.0,0.4973961114883423,-0.00021195411682128906,-0.0030298754572868347,2185,0.0001841013872763142,193280,752.0,0.00010801013559103012,-0.0022389618679881096,,,291.137553691864,1763260369.6629148,513.5442504882812
0.0,0.4635360836982727,-0.03457844257354736,0.0029105544090270996,2192,0.00018364055722486228,194048,753.0,0.0006166677922010422,0.010020406916737556,,,291.83694314956665,1763260370.3623042,0.0007743349997326732
,,,,2198,,194682,,,,500.0,500.0,292.3345880508423,1763260370.859949,
0.0,0.533333957195282,0.0005105137825012207,0.0033036768436431885,2199,0.00018325653218198568,194688,754.0,0.0003041094169020653,-0.0005122823640704155,,,292.40572142601013,1763260370.9310825,1656.572265625
0.0,0.4902411103248596,-0.11020636558532715,-0.004470489919185638,2211,0.00018248848209623247,195968,754.0,0.0002674814313650131,0.0026960857212543488,,,294.0306165218353,1763260372.5559776,0.0008119144476950169
0.0,0.4974657893180847,-6.401538848876953e-05,0.0030961334705352783,2214,0.00018233487207908183,196224,754.0,9.915418922901154e-05,-0.0032070688903331757,,,294.43324851989746,1763260372.9586096,1498.93798828125
0.0,0.5957580208778381,-0.014631867408752441,-0.0005732811987400055,2220,0.00018195084703620523,196864,754.0,0.0003282250836491585,-0.002084658481180668,,,295.3145582675934,1763260373.8399193,0.005484454799443483
,,,,2223,,197182,,,,500.0,500.0,295.67471265792847,1763260374.2000737,
0.0,0.5527647733688354,0.1405041217803955,-0.0032314062118530273,2225,0.00018164362700190395,197376,754.0,7.583945989608765e-05,-0.0027636438608169556,,,295.99869894981384,1763260374.52406,0.0036303314846009016
0.0,0.5004943609237671,-0.010928630828857422,-0.02169625833630562,2226,0.00018156682199332863,197504,754.0,0.00227261520922184,0.021325761452317238,,,296.1669456958771,1763260374.6923068,0.0011246181093156338
0.017578125,0.515724241733551,-0.878337025642395,0.013680815696716309,2227,0.0001814900169847533,197632,754.0,0.003515268675982952,0.0005384432151913643,,,296.3322525024414,1763260374.8576136,0.0003235350886825472
0.0,0.5229853987693787,-0.09090209007263184,0.0030950410291552544,2231,0.00018125960195902735,198016,754.0,0.0002590855583548546,-0.0006374465301632881,,,296.8506739139557,1763260375.376035,0.0010468336986377835
0.0,0.47002989053726196,-0.028771638870239258,-0.00040278397500514984,2235,0.0001810291869333014,198400,754.0,7.166992872953415e-05,-0.0008150795474648476,,,297.35716366767883,1763260375.8825247,0.004010195843875408
0.0,0.5024784803390503,-0.04902911186218262,0.0036468766629695892,2241,0.0001806451618904248,199040,754.0,0.00026680249720811844,0.007115430198609829,,,298.20851254463196,1763260376.7338736,0.0009092491236515343
,,,,2248,,199682,,,,500.0,500.0,299.0225713253021,1763260377.5479324,
0.0,0.5214418768882751,0.034654855728149414,0.0009238682687282562,2250,0.00018010752683039755,199936,754.0,0.0004115849733352661,-0.0007435083389282227,,,299.33802008628845,1763260377.8633811,0.00030609063105657697
0.0,0.5029202103614807,0.00023365020751953125,-0.004192311316728592,2253,0.0001799539168132469,200192,754.0,0.00021769292652606964,0.003844223916530609,,,299.694593667984,1763260378.2199547,1689.377197265625
,,,,2272,,202182,,,,500.0,500.0,301.5884954929352,1763260380.1138566,
0.0,0.5318684577941895,0.08794564008712769,-0.0074555352330207825,2280,0.00017834101163316518,202880,757.0,0.0002931663766503334,-0.0012033572420477867,,,302.2706243991852,1763260380.7959855,0.005761400796473026
0.0,0.6096565127372742,-0.02064692974090576,0.0014081597328186035,2295,0.00017741935153026134,204416,759.0,4.357844591140747e-05,0.00025077909231185913,,,303.64891386032104,1763260382.174275,0.005984744988381863
,,,,2298,,204735,,,,500.0,500.0,303.90795850753784,1763260382.4333196,
0.001953125,0.5049716234207153,0.06342220306396484,-0.012559264898300171,2310,0.0001764976914273575,205952,759.0,0.0020601944997906685,0.009216838516294956,,,305.62815260887146,1763260384.1535137,0.006224542856216431
0.0,0.5748429298400879,-0.0030859708786010742,-0.015486761927604675,2312,0.00017634408141020685,206208,759.0,0.0011874912306666374,-0.013703019358217716,,,305.9421110153198,1763260384.467472,0.00024202250642701983
,,,,2318,,206735,,,,500.0,500.0,306.614461183548,1763260385.1398222,
0.0,0.5380254983901978,-0.05768179893493652,-0.002274438738822937,2322,0.0001757296413416043,207232,760.0,0.000890977680683136,0.02066841721534729,,,307.0624077320099,1763260385.5877688,0.00024315263726748526
0.0,0.5358698964118958,-3.2067298889160156e-05,-0.011847048997879028,2324,0.00017565283633302897,207360,760.0,0.0005637248978018761,0.006845246069133282,,,307.1757628917694,1763260385.701124,0.004282761365175247
0.0,0.43644505739212036,0.19590610265731812,-0.01353146880865097,2329,0.0001753456162987277,207872,760.0,0.0014616018161177635,0.0004038577899336815,,,307.6580629348755,1763260386.183424,0.005306615028530359
0.0,0.537362277507782,0.03249406814575195,-0.013072244822978973,2339,0.00017473117623012513,208896,761.0,0.00046554021537303925,0.000248471274971962,,,308.5871846675873,1763260387.1125457,0.007184930145740509
0.0,0.49052348732948303,-2.2649765014648438e-05,0.0003845728933811188,2343,0.00017450076120439917,209280,762.0,5.3797848522663116e-05,-0.002270846627652645,,,308.9242293834686,1763260387.4495904,1893.7783203125
0.0,0.5527417063713074,5.0067901611328125e-06,-0.0034747235476970673,2348,0.0001741935411700979,209792,762.0,0.0001269914209842682,-0.0010576583445072174,,,309.3718183040619,1763260387.8971794,1360.3836669921875
0.001953125,0.44062530994415283,0.0034772753715515137,-0.006065772846341133,2354,0.00017380953067913651,210432,763.0,0.001863718032836914,0.00863909162580967,,,309.96130776405334,1763260388.4866688,0.006270863581448793
0.0,0.5584055185317993,-1.2874603271484375e-05,0.003369569778442383,2363,0.00017327189561910927,211328,764.0,0.0007950449362397194,-0.010904689319431782,,,310.7798330783844,1763260389.3051941,789.38916015625
0.0,0.48811447620391846,-0.011621713638305664,-0.0022012703120708466,2389,0.00017165899043902755,214016,767.0,0.0006780503317713737,-0.0012242840602993965,,,313.2014091014862,1763260391.7267702,0.0007878256728872657
0.0,0.5205469131469727,-0.0028908252716064453,-0.01215517520904541,2394,0.00017135177040472627,214528,768.0,0.0012702969834208488,-0.000359593890607357,,,313.64706087112427,1763260392.172422,0.0005749815609306097
,,,,2426,,217735,,,,500.0,500.0,316.5521194934845,1763260395.0774806,
,,,,2430,,218235,,,,500.0,500.0,316.981636762619,1763260395.5069978,
0.0,0.5184508562088013,0.000532984733581543,-0.01809607446193695,2449,0.00016797235002741218,220160,771.0,0.0012722024694085121,0.006399448029696941,,,319.7150444984436,1763260398.2404056,0.0002682190097402781
,,,,2465,,221735,,,,500.0,500.0,321.9118378162384,1763260400.4371989,
0.0,0.5430812239646912,0.03405278921127319,-0.0029458031058311462,2491,0.0001654377847444266,224384,770.0,9.980518370866776e-05,0.0052209896966814995,,,325.6935489177704,1763260404.21891,0.004622140899300575
0.0,0.5781911015510559,-0.08289265632629395,-0.005344510078430176,2493,0.00016528417472727597,224640,770.0,0.0009681778028607368,0.004556438885629177,,,326.0720229148865,1763260404.597384,0.00017213277169503272
0.0,0.581560492515564,0.021167874336242676,0.0032445229589939117,2506,0.00016451612464152277,225920,770.0,0.00043886061757802963,-0.004442459903657436,,,327.7203748226166,1763260406.245736,0.005957605317234993
,,,,2514,,226735,,,,500.0,500.0,328.4119837284088,1763260406.9373448,
0.0,0.5531465411186218,-3.325939178466797e-05,0.0033115725964307785,2515,0.00016397848958149552,226816,771.0,0.0004781913012266159,-0.004057725891470909,,,328.50793385505676,1763260407.033295,1004.2222290039062
0.0,0.5790388584136963,-9.894371032714844e-06,-0.0060918889939785,2520,0.00016367126954719424,227328,771.0,0.00044896360486745834,0.003916817717254162,,,328.98417472839355,1763260407.5095358,760.2659301757812
,,,,2533,,228735,,,,500.0,500.0,330.17525696754456,1763260408.700618,
0.0,0.5987730622291565,-0.010116815567016602,-0.003572234883904457,2540,0.00016244238940998912,229376,773.0,0.00026647746562957764,-0.0007341969758272171,,,330.84328269958496,1763260409.3686438,0.005661297589540482
0.0,0.547206461429596,-0.1603013277053833,0.004735207185149193,2547,0.00016198157391045243,230144,774.0,0.00013247691094875336,-0.0013756416738033295,,,331.5224120616913,1763260410.0477731,0.000408947526011616
0.0,0.49748164415359497,0.019438624382019043,-0.007752891629934311,2570,0.00016059908375609666,232448,775.0,0.0011448496952652931,0.0020320145413279533,,,334.1602523326874,1763260412.6856134,0.004738428629934788
0.0,0.5624043941497803,-0.04631209373474121,0.005636908113956451,2571,0.00016052227874752134,232576,775.0,8.290354162454605e-05,0.0010022139176726341,,,334.34458661079407,1763260412.8699477,0.0008259559399448335
0.0,0.5332738161087036,0.02712869644165039,0.010224491357803345,2576,0.00016021505871322006,233088,775.0,0.0030753118917346,0.0024628741666674614,,,335.12773847579956,1763260413.6530995,0.0010400861501693726
0.0,0.5758265256881714,0.037644147872924805,-0.020038284361362457,2577,0.00016013825370464474,233216,775.0,0.004328629933297634,0.005078552290797234,,,335.2942268848419,1763260413.819588,0.00026960927061736584
0.0,0.5285746455192566,0.00023925304412841797,-0.0004176236689090729,2608,0.00015829493349883705,236288,773.0,0.00037172529846429825,-0.004500026814639568,,,339.78349447250366,1763260418.3088555,1640.729736328125
0.0,0.49706345796585083,-0.2007230520248413,-0.005385271739214659,2610,0.0001581413234816864,236544,773.0,0.0009601199999451637,0.001988970674574375,,,340.1180109977722,1763260418.643372,0.0012184323277324438
0.0,0.5132231712341309,-0.01537942886352539,-0.0016509927809238434,2630,0.0001569124433444813,238592,772.0,0.0001187911257147789,0.0013814279809594154,,,343.0823004245758,1763260421.6076615,0.000689634180162102
0.0,0.573462188243866,0.1432044506072998,-0.007260849699378014,2636,0.0001565284183016047,239232,772.0,0.0004857117310166359,-0.0056119030341506,,,343.9971001148224,1763260422.5224612,0.00020673993276432157
,,,,2646,,240235,,,,500.0,500.0,345.29405426979065,1763260423.8194153,
0.0,0.5280730128288269,-1.800060272216797e-05,-0.002375394105911255,2647,0.00015591397823300213,240256,772.0,0.00017595011740922928,0.0042169103398919106,,,345.4367549419403,1763260423.962116,1623.6494140625
0.0,0.5578528046607971,0.09682148694992065,-0.008430428802967072,2648,0.0001558371732244268,240384,772.0,0.0005364390090107918,0.00833051186054945,,,345.6219983100891,1763260424.1473594,0.006836462765932083
0.0,0.5088086128234863,-0.04005134105682373,-0.009309334680438042,2668,0.00015460829308722168,242432,772.0,0.0009033866226673126,0.003474215045571327,,,348.4353039264679,1763260426.960665,0.005372493993490934
0.0,0.5078325867652893,-0.0740894079208374,-0.003389354795217514,2673,0.0001543010730529204,242944,771.0,4.801061004400253e-05,-0.0014343662187457085,,,349.1638779640198,1763260427.689239,0.004540245980024338
0.0,0.5156700611114502,-0.01535797119140625,-0.0018282197415828705,2683,0.00015368663298431784,243968,771.0,0.00025406479835510254,0.01387583278119564,,,350.5332000255585,1763260429.058561,0.004971819929778576
0.0,0.5274174213409424,-4.887580871582031e-06,-0.007204275578260422,2687,0.00015345621795859188,244352,771.0,0.00040119700133800507,-0.0002712216228246689,,,351.0113151073456,1763260429.5366762,550.7135620117188
0.0,0.5289808511734009,-0.0005578994750976562,0.0018628314137458801,2689,0.00015330260794144124,244608,771.0,0.00032502878457307816,0.00421691220253706,,,351.29712438583374,1763260429.8224854,0.0007591808098368347
0.0,0.47132521867752075,0.03530162572860718,-0.00353066623210907,2692,0.0001531489979242906,244864,772.0,0.0009241299703717232,-0.0014817481860518456,,,351.54085326194763,1763260430.0662143,0.007946131750941277
0.0,0.5331301689147949,0.013741254806518555,-0.011232882738113403,2732,0.00015069123764988035,248960,775.0,0.0008708583191037178,-0.002268013544380665,,,355.2424886226654,1763260433.7678497,0.003981493413448334
0.0,0.46161559224128723,0.035078346729278564,-0.0013548657298088074,2752,0.00014946237206459045,251008,777.0,9.004026651382446e-05,-0.0018959585577249527,,,357.1774642467499,1763260435.7028253,0.0007365584024228156
0.0,0.4851036071777344,-0.02995777130126953,-0.0011428259313106537,2757,0.00014915515203028917,251520,778.0,4.831422120332718e-05,0.002671322785317898,,,357.63075828552246,1763260436.1561193,0.0009063677280209959
0.0,0.5500980019569397,-0.01908397674560547,-0.003608398139476776,2772,0.00014823349192738533,253056,779.0,0.0002031419426202774,0.008593862876296043,,,359.05897068977356,1763260437.5843318,0.000815743173006922
0.0,0.535207211971283,-0.010018467903137207,0.0035088378936052322,2782,0.00014761905185878277,254080,780.0,0.0003984086215496063,0.0018808264285326004,,,360.0009527206421,1763260438.5263138,0.0008334604790434241
0.0,0.5472416877746582,0.009131550788879395,-0.003303384408354759,2783,0.00014754224685020745,254208,780.0,0.0003750612959265709,0.0020184097811579704,,,360.1139750480652,1763260438.639336,0.0003109786775894463
0.0,0.549381673336029,-0.010889649391174316,-0.0007075145840644836,2793,0.00014692780678160489,255232,781.0,0.00011496152728796005,-0.0007943408563733101,,,361.05068159103394,1763260439.5760427,0.00022377078130375594
0.0,0.5934202075004578,3.4809112548828125e-05,0.003832124173641205,2824,0.0001450844865757972,258304,784.0,6.448198109865189e-05,-0.0020887600257992744,,,363.8181571960449,1763260442.3435183,1873.61181640625
,,,,2843,,260235,,,,500.0,500.0,365.581041097641,1763260444.1064022,
,,,,2857,,261640,,,,405.0,405.0,366.8563723564148,1763260445.3817334,
0.0,0.5581068992614746,0.0001850724220275879,-0.0031377337872982025,2882,0.00014155145618133247,264192,789.0,5.0718896090984344e-05,0.002870953641831875,,,369.21403980255127,1763260447.7394009,878.046875
0.0,0.5358127355575562,-0.23198223114013672,-0.00023067742586135864,2890,0.00014101382112130523,265088,789.0,2.5179237127304077e-05,5.665607750415802e-05,,,370.0003135204315,1763260448.5256746,0.00015551602700725198
,,,,2911,,267140,,,,500.0,500.0,371.87290024757385,1763260450.3982613,
,,,,2935,,269640,,,,500.0,500.0,374.1110167503357,1763260452.6363778,
0.0,0.5790729522705078,-0.2673172950744629,-0.023420710116624832,2949,0.0001374040002701804,271104,794.0,0.0011829333379864693,0.003405326046049595,,,375.5018005371094,1763260454.0271616,0.0002459250099491328
,,,,2960,,272140,,,,500.0,500.0,376.43788385391235,1763260454.963245,
0.0,0.5363354682922363,0.0072212815284729,-0.00023123063147068024,2975,0.00013579109509009868,273792,796.0,7.75698572397232e-06,-0.00010553468018770218,,,378.02791929244995,1763260456.5532804,0.003399610286578536
0.0,0.5177003741264343,3.5762786865234375e-07,0.0008591227233409882,2989,0.00013494623999577016,275200,797.0,1.7058104276657104e-05,-0.0007226299494504929,,,379.30637431144714,1763260457.8317354,1545.529541015625
0.0,0.5764537453651428,-0.017914414405822754,-0.0049446821212768555,2997,0.00013440860493574291,276096,798.0,0.00015662144869565964,-0.000705956481397152,,,380.126779794693,1763260458.6521409,0.00017399950593244284
0.0,0.4923730492591858,-0.0024083852767944336,-0.004593726247549057,3011,0.0001335637498414144,277504,799.0,0.000384320504963398,0.0011534607037901878,,,381.39595341682434,1763260459.9213145,0.0007116051856428385
0.0,0.48505592346191406,-1.2583329677581787,0.011175408959388733,3051,0.00013110598956700414,281600,800.0,0.0007374165579676628,0.013976979069411755,,,385.9838547706604,1763260464.5092158,0.0010273042134940624
0.0,0.49857378005981445,0.000997304916381836,-0.0024675726890563965,3053,0.00013102918455842882,281728,801.0,4.4483691453933716e-05,0.0033713337033987045,,,386.09788274765015,1763260464.6232438,1600.5377197265625
0.0,0.4851495325565338,0.6777576208114624,0.0009654797613620758,3066,0.0001301843294641003,283136,801.0,8.292589336633682e-05,-0.0005927989259362221,,,387.5028133392334,1763260466.0281744,0.00019485570373944938
0.0,0.46191874146461487,-1.5988702774047852,-0.009127527475357056,3070,0.00012995391443837434,283520,801.0,0.0006194356828927994,0.0012917779386043549,,,388.0219666957855,1763260466.5473278,0.0008362181833945215
0.0,0.4201444387435913,-0.10612106323242188,0.003944270312786102,3083,0.00012918586435262114,284800,801.0,0.0002203378826379776,-0.00023878738284111023,,,389.66193556785583,1763260468.1872966,0.003898950293660164
0.0,0.5069534182548523,0.055941998958587646,-0.0033648014068603516,3098,0.0001282642042497173,286336,801.0,4.364829510450363e-05,-0.002124839462339878,,,391.4833171367645,1763260470.0086782,0.004023994784802198
0.0,0.4705955386161804,-0.17039835453033447,-0.0032553146593272686,3103,0.00012795698421541601,286848,802.0,0.0004478059709072113,-0.006677478551864624,,,391.9363420009613,1763260470.461703,0.003617830341681838
0.001953125,0.477495938539505,-0.5469253063201904,-0.004056230187416077,3127,0.0001264208840439096,289408,804.0,0.0001132916659116745,0.005395162850618362,,,394.28404474258423,1763260472.8094058,0.0007986167329363525
,,,,3129,,289640,,,,500.0,500.0,394.46218633651733,1763260472.9875474,
0.0,0.5399463176727295,0.07102596759796143,-0.0036141686141490936,3141,0.00012557604350149632,290816,805.0,0.0002898620441555977,-0.001432354561984539,,,395.590487241745,1763260474.1158483,0.004163840785622597
0.0,0.4891468286514282,-0.017893195152282715,-0.002589929848909378,3143,0.00012542243348434567,291072,805.0,0.00012861471623182297,-0.0010132314637303352,,,395.81786251068115,1763260474.3432236,0.0001657323882682249
0.0,0.517909586429596,-0.019630074501037598,-0.0029619820415973663,3146,0.00012526882346719503,291328,805.0,0.00027048494666814804,0.0025167586281895638,,,396.0450744628906,1763260474.5704355,0.004305276088416576
0.0,0.565151572227478,-7.998943328857422e-05,-5.182623863220215e-05,3170,0.00012380952830426395,293760,807.0,9.180977940559387e-06,4.437565803527832e-05,,,398.2686142921448,1763260476.7939754,282.0074462890625
,,,,3183,,295140,,,,500.0,500.0,399.4705014228821,1763260477.9958625,
,,,,3188,,295640,,,,500.0,500.0,399.9557948112488,1763260478.4811559,
0.0,0.5237677097320557,-0.1070336103439331,-0.0002434179186820984,3217,0.00012089093797840178,298624,810.0,6.807968020439148e-06,0.0006282459944486618,,,402.74845147132874,1763260481.2738125,0.00020084690186195076
0.0,0.46247875690460205,2.384185791015625e-05,-0.00023714639246463776,3224,0.00012050691293552518,299264,811.0,0.00016722921282052994,-0.000485018827021122,,,403.31496691703796,1763260481.840328,149.77157592773438
,,,,3247,,301640,,,,500.0,500.0,405.45755648612976,1763260483.9829175,
0.0,0.526465117931366,-0.436787486076355,-0.0022493526339530945,3250,0.00011889400775544345,301952,813.0,0.00038004200905561447,0.000972929410636425,,,405.7728490829468,1763260484.2982101,0.0011656531132757664
,,,,3252,,302140,,,,500.0,500.0,405.9441554546356,1763260484.4695165,
0.0,0.4730498194694519,-0.06897628307342529,-0.006224431097507477,3255,0.00011858678772114217,302464,813.0,0.00044848956167697906,-0.0019816961139440536,,,406.2587389945984,1763260484.7841,0.0005477946833707392
0.0,0.5317451357841492,-0.0355989933013916,0.005628478713333607,3259,0.00011835637269541621,302848,813.0,0.00019357632845640182,-0.0015504779294133186,,,406.6033442020416,1763260485.1287053,0.0037611806765198708
,,,,3272,,304140,,,,500.0,500.0,407.77915048599243,1763260486.3045115,
0.0,0.4980016350746155,0.15948748588562012,-0.0032118577510118484,3275,0.00011735790758393705,304512,814.0,0.00011409353464841843,-0.003512154333293438,,,408.1517241001129,1763260486.6770852,0.0006644355016760528
0.0,0.5352071523666382,-0.0003591775894165039,-0.0009689219295978546,3276,0.00011728110257536173,304640,814.0,0.00022504199296236038,0.004956056363880634,500.0,500.0,408.2671763896942,1763260486.7925375,1530.25537109375
0.0,0.48376524448394775,2.9325485229492188e-05,6.849318742752075e-05,3296,0.00011605222971411422,306688,816.0,8.888542652130127e-05,0.004138249903917313,,,410.1636526584625,1763260488.6890137,1660.427978515625
0.0,0.4936011731624603,0.0022686123847961426,-0.00039085373282432556,3299,0.00011582181468838826,307072,816.0,6.32917508482933e-05,-0.00016455631703138351,,,410.5000915527344,1763260489.0254526,0.00024474249221384525
0.0,0.5568851828575134,-0.019017815589904785,-0.000956295058131218,3338,0.00011344085942255333,311040,818.0,3.7219375371932983e-05,0.0026189088821411133,,,414.4514138698578,1763260492.976775,0.00020845032122451812
0.0,0.5138526558876038,0.21796703338623047,-0.00099138543009758,3351,0.00011267280933680013,312320,819.0,7.099471986293793e-05,0.0036899391561746597,,,415.6484513282776,1763260494.1738124,0.003734161611646414
0.0,0.5127661824226379,-0.0937185287475586,-0.0020152628421783447,3357,0.00011228878429392353,312960,819.0,9.191501885652542e-05,0.0014426419511437416,,,416.22057247161865,1763260494.7459335,0.0006654661847278476
0.0,0.5309181809425354,6.0439109802246094e-05,-0.0016295164823532104,3360,0.00011213517427677289,313216,819.0,2.1270476281642914e-05,0.00020526815205812454,,,416.4918267726898,1763260495.0171878,1195.3768310546875
,,,,3398,,317140,,,,500.0,500.0,420.1271963119507,1763260498.6525574,
0.0,0.5278467535972595,-0.5289041996002197,-0.0038423342630267143,3401,0.00010960061626974493,317440,822.0,0.0006318232044577599,0.004197095520794392,,,420.43820428848267,1763260498.9635653,0.0007261703722178936
0.0,0.5476341247558594,-0.03911316394805908,-0.0005822703242301941,3406,0.00010929339623544365,317952,822.0,0.0001981835812330246,-0.0007533710449934006,,,420.92897272109985,1763260499.4543338,0.0007029270054772496
0.0,0.48572418093681335,0.5683826208114624,0.0021057426929473877,3407,0.00010921659122686833,318080,822.0,6.887223571538925e-05,-0.0003796769306063652,,,421.0402874946594,1763260499.5656486,0.00014556068344973028
0.0,0.5199460387229919,-1.3828277587890625e-05,-0.001139998435974121,3419,0.00010852534614969045,319232,823.0,9.767711162567139e-06,0.0009224172681570053,,,422.1048505306244,1763260500.6302116,1082.6829833984375
0.0,0.5263200998306274,-0.011549115180969238,0.013067349791526794,3426,0.00010806451609823853,320000,823.0,0.000337403267621994,-0.005218898877501488,,,422.8116466999054,1763260501.3370078,0.0005137632833793759
,,,,3428,,320140,,,,500.0,500.0,422.9309904575348,1763260501.4563515,
0.0,0.49548572301864624,-1.8961522579193115,0.0018092617392539978,3435,0.00010745007602963597,321024,824.0,4.4815242290496826e-05,-0.00037449412047863007,,,423.75142526626587,1763260502.2767863,0.0010582073591649532
0.0,0.5459737777709961,0.0032460689544677734,0.0034972503781318665,3450,0.00010660522093530744,322432,825.0,0.00021727848798036575,-0.0005543241277337074,,,425.0522737503052,1763260503.5776348,559.4137573242188
0.0,0.5011080503463745,-0.08635079860687256,-0.004291640594601631,3451,0.00010652841592673212,322560,825.0,0.0002452423796057701,0.004617792554199696,,,425.1664524078369,1763260503.6918135,0.004427713342010975
