global_step,losses/old_approx_kl,losses/approx_kl,charts/learning_rate,losses/entropy,_runtime,charts/episodic_return,losses/value_loss,charts/SPS,losses/policy_loss,_step,_timestamp,losses/explained_variance,losses/clipfrac,charts/episodic_length
103040,0.002026952803134918,0.00037732161581516266,0.00023824884556233883,0.3611096739768982,229.54479360580444,,0.006637190468609333,504.0,-0.0023253634572029114,1234,1763260305.6984537,-0.018610000610351562,0.0,
104192,0.0029779374599456787,5.05838543176651e-05,0.00023755760048516095,0.4001886248588562,230.93563270568848,,0.001987555529922247,506.0,0.0032498687505722046,1245,1763260307.0892928,0.006265461444854736,0.0,
105088,-0.01468435674905777,0.0019507240504026413,0.0002370199654251337,0.36030110716819763,231.99133944511414,,0.004667781759053469,508.0,0.004003964364528656,1254,1763260308.1449995,0.29538822174072266,0.0,
106875,,,,,234.0079734325409,500.0,,,,1271,1763260310.1616335,,,500.0
109696,-0.0038775233551859856,0.0003815358504652977,0.00023425498511642218,0.4291177988052368,237.3731393814087,,0.0016893905121833086,517.0,0.0003602467477321625,1299,1763260313.5267994,0.4415266513824463,0.0,
113792,-0.003975473344326019,0.005827443674206734,0.00023179723939392716,0.38049861788749695,242.81844639778137,,0.0007984300027601421,523.0,0.00864209234714508,1339,1763260318.9721065,-1.3396055698394775,0.015625,
113821,,,,,242.86890482902527,500.0,,,,1340,1763260319.022565,,,500.0
114816,0.001920470967888832,0.0013035126030445099,0.0002311827993253246,0.30922839045524597,244.6166708469391,,0.00014342799840960652,523.0,0.006363796070218086,1349,1763260320.770331,0.3677947521209717,0.005859375,
116224,0.006103633902966976,5.960743874311447e-05,0.00023033794423099607,0.35925716161727905,247.1097114086151,,0.000213344901567325,523.0,-0.0005007088184356689,1363,1763260323.2633715,0.004344642162322998,0.0,
116352,0.00102253258228302,0.00019701756536960602,0.00023026113922242075,0.4201534688472748,247.3987648487091,,1736.912353515625,523.0,0.00408582016825676,1365,1763260323.552425,6.127357482910156e-05,0.0,
116864,-0.004756400361657143,0.0011444799602031708,0.00022995391918811947,0.46271610260009766,248.3093547821045,,2102.88818359375,524.0,-0.003815382719039917,1370,1763260324.4630148,-0.00015223026275634766,0.0,
117888,0.00010319706052541733,0.00010144989937543869,0.0002293394791195169,0.4017030596733093,250.0456337928772,,1359.5611572265625,524.0,0.0017622672021389008,1380,1763260326.1992939,0.0016771554946899414,0.0,
118016,0.00039855577051639557,0.0004607792943716049,0.0002292626741109416,0.37195929884910583,250.19722890853882,,0.01124637946486473,524.0,0.0001330338418483734,1381,1763260326.350889,-1.0498244762420654,0.0,
118784,0.002202552743256092,0.005164644680917263,0.00022880184405948967,0.34374523162841797,251.1514391899109,,0.0007184947025962174,525.0,-0.019860148429870605,1388,1763260327.3050992,-7.979560852050781,0.005859375,
119424,-0.0006782477721571922,0.00037298258394002914,0.00022841781901661307,0.4458926320075989,251.90470480918884,,874.3926391601562,527.0,-0.0031919553875923157,1395,1763260328.0583649,0.00011348724365234375,0.0,
119821,,,,,252.56673622131348,500.0,,,,1399,1763260328.7203963,,,500.0
120448,0.008414321579039097,0.0029141856357455254,0.0002278033789480105,0.36224237084388733,253.66589856147766,,152.87875366210938,527.0,-0.0013607796281576157,1405,1763260329.8195586,0.0003151893615722656,0.00390625,
123264,-0.041160501539707184,0.010694636963307858,0.00022611366875935346,0.3742760419845581,257.6481580734253,,0.0019518090412020683,530.0,-0.014051167294383049,1432,1763260333.8018181,0.17063826322555542,0.0546875,
123321,,,,,257.684707403183,500.0,,,,1433,1763260333.8383675,,,500.0
125568,-0.01718481257557869,0.0011330535635352135,0.0002247311786049977,0.3872608542442322,260.2279417514801,,0.10256905108690262,534.0,-0.007672697305679321,1455,1763260336.3816018,0.5743216872215271,0.00390625,
125665,,,,,260.27387404441833,344.0,,,,1456,1763260336.427534,,,344.0
125696,0.0160501878708601,0.002498726360499859,0.00022465437359642237,0.4256933629512787,260.40916872024536,,1337.3424072265625,534.0,0.005417667329311371,1457,1763260336.5628288,0.17656880617141724,0.005859375,
131538,,,,,268.85839319229126,500.0,,,,1514,1763260345.0120533,,,500.0
132224,0.010455600917339325,0.0009943488985300064,0.00022073733271099627,0.44372427463531494,270.1902732849121,,0.012658157385885715,539.0,0.0023742690682411194,1521,1763260346.3439333,-1.556326150894165,0.001953125,
132608,0.005970176309347153,0.000673951581120491,0.0002205069176852703,0.4173910319805145,270.8185570240021,,1082.357177734375,540.0,-0.002010870724916458,1525,1763260346.972217,0.0035929083824157715,0.0,
132864,-0.004033711738884449,0.004604472778737545,0.00022035330766811967,0.4314119219779968,271.1428678035736,,0.001098707551136613,540.0,-0.016354836523532867,1527,1763260347.2965279,-1.230032205581665,0.021484375,
133038,,,,,271.3037166595459,500.0,,,,1529,1763260347.4573767,,,500.0
133538,,,,,271.8394396305084,500.0,,,,1534,1763260347.9930997,,,500.0
133760,0.001619548536837101,0.0005798256024718285,0.00021981567260809243,0.4087545871734619,272.11482763290405,,0.003726562252268195,541.0,-0.006225407123565674,1536,1763260348.2684877,0.04447513818740845,0.0,
134528,0.031121302396059036,0.007370541803538799,0.0002193548425566405,0.28045064210891724,272.9385461807251,,0.058738842606544495,543.0,-0.022977828979492188,1543,1763260349.0922062,-26.568954467773438,0.048828125,
134656,0.0006017396226525307,0.0003640102222561836,0.00021927803754806519,0.3034125566482544,273.1113727092743,,411.8923645019531,543.0,0.00044531747698783875,1545,1763260349.2650328,0.003129124641418457,0.0,
134784,-0.0004590153694152832,0.00012820400297641754,0.00021920123253948987,0.39160385727882385,273.25071358680725,,0.002240928588435054,543.0,0.0010223668068647385,1546,1763260349.4043736,-2.665865421295166,0.0,
136038,,,,,274.6049134731293,500.0,,,,1558,1763260350.7585735,,,500.0
136064,2.195313572883606e-05,2.8312206268310547e-06,0.00021843318245373666,0.389551043510437,274.7112774848938,,1819.5478515625,545.0,-5.552172660827637e-05,1559,1763260350.8649375,-0.000695347785949707,0.0,
136538,,,,,275.2822804450989,500.0,,,,1563,1763260351.4359405,,,500.0
136832,0.01373727060854435,0.0010059811174869537,0.00021797235240228474,0.4921712279319763,275.92687153816223,,0.002218646463006735,545.0,-0.006542108952999115,1566,1763260352.0805316,0.00176924467086792,0.0,
139038,,,,,279.7403931617737,500.0,,,,1588,1763260355.8940532,,,500.0
139136,-0.00019512604922056198,6.667338311672211e-06,0.00021658986224792898,0.41007986664772034,279.958811044693,,1089.974853515625,546.0,-4.6193599700927734e-06,1589,1763260356.112471,-0.0005588531494140625,0.0,
140032,0.008593380451202393,0.0006974395364522934,0.00021605222718790174,0.3753487169742584,281.12662267684937,,0.0007885338272899389,547.0,0.004584788344800472,1597,1763260357.2802827,-2.682509422302246,0.0,
141038,,,,,282.093631029129,500.0,,,,1607,1763260358.247291,,,500.0
141184,0.009081359952688217,0.0005711447447538376,0.00021536098211072385,0.43769365549087524,282.33683371543884,,0.0030864086002111435,549.0,-0.005351625382900238,1609,1763260358.4904938,-0.5891621112823486,0.0,
141312,0.018596692010760307,0.004092841409146786,0.00021528417710214853,0.49266648292541504,282.46697425842285,,0.0004733356472570449,549.0,-0.011348173022270203,1610,1763260358.6206343,0.5746604204177856,0.00390625,
141538,,,,,282.6422209739685,500.0,,,,1612,1763260358.795881,,,500.0
142976,0.004022173583507538,0.002219047397375107,0.00021428571199066937,0.47347190976142883,284.3298316001892,,0.00029008302954025567,551.0,-0.015452532097697258,1626,1763260360.4834917,-9.844643592834473,0.001953125,
144128,0.003338608890771866,0.000338822603225708,0.0002135944669134915,0.5251538753509521,285.5593237876892,,559.9075317382812,553.0,0.005395255982875824,1638,1763260361.7129838,-0.00042498111724853516,0.0,
149120,0.014475005678832531,0.0008761314675211906,0.000210599071579054,0.5173539519309998,291.9562146663666,,1250.141845703125,559.0,0.0022213514894247055,1687,1763260368.1098747,0.00036770105361938477,0.0,
153728,0.002826145850121975,0.0002127150073647499,0.0002078341058222577,0.40752407908439636,298.54397439956665,,0.004764757119119167,562.0,-0.0015786997973918915,1732,1763260374.6976345,0.402016818523407,0.0,
155038,,,,,300.70528388023376,500.0,,,,1745,1763260376.858944,,,500.0
155904,0.005004594102501869,0.000449594110250473,0.00020652842067647725,0.42753249406814575,302.0816750526428,,0.001268503488972783,563.0,-0.004043832421302795,1753,1763260378.235335,-0.3880423307418823,0.0,
156032,0.0012334184721112251,0.0023747356608510017,0.00020645161566790193,0.4297148287296295,302.29958176612854,,0.00011777464533224702,563.0,0.0034043490886688232,1754,1763260378.4532418,-0.8122246265411377,0.0,
157056,-0.0009339321404695511,0.0012031402438879013,0.00020583717559929937,0.46652841567993164,303.557804107666,,1495.5091552734375,564.0,0.0032950788736343384,1765,1763260379.7114642,0.0009857416152954102,0.0,
157440,0.005064693279564381,0.002614411525428295,0.0002056067605735734,0.5164728760719299,303.95318365097046,,0.0028377866838127375,565.0,-0.004912231117486954,1768,1763260380.1068437,-2.4881081581115723,0.001953125,
158336,0.008152946829795837,0.0004926938563585281,0.00020506912551354617,0.46403801441192627,304.93132853507996,,0.0011345299426466227,566.0,0.002673327922821045,1777,1763260381.0849886,-0.6465089321136475,0.00390625,
162538,,,,,310.48747420310974,500.0,,,,1818,1763260386.6411343,,,500.0
163038,,,,,311.05280923843384,500.0,,,,1823,1763260387.2064693,,,500.0
165888,0.01589064858853817,0.000961747020483017,0.00020053763000760227,0.42496466636657715,314.1711311340332,,0.0012635408202186227,574.0,-0.008161650970578194,1851,1763260390.3247912,0.033210039138793945,0.0,
166400,0.003356550820171833,5.1965005695819855e-05,0.000200230409973301,0.444964736700058,314.7236752510071,,0.0007099974900484085,574.0,-0.0014405995607376099,1856,1763260390.8773353,0.1625610589981079,0.0,
167552,-0.0011256663128733635,0.000594492070376873,0.0001995391648961231,0.4729134738445282,316.009094953537,,1846.25634765625,576.0,-0.0059626176953315735,1868,1763260392.162755,-0.0004756450653076172,0.0,
168064,0.01256063673645258,0.0008741943165659904,0.00019923194486182183,0.4392275810241699,316.57145380973816,,1432.109130859375,577.0,0.0034949705004692078,1873,1763260392.7251139,-0.00037670135498046875,0.00390625,
168538,,,,,317.0069479942322,500.0,,,,1877,1763260393.160608,,,500.0
169472,0.014228328131139278,0.004478405229747295,0.0001983870897674933,0.5375084280967712,318.0908625125885,,0.00041619589319452643,578.0,-0.005780450999736786,1886,1763260394.2445226,-0.5083737373352051,0.005859375,
170368,-0.0079820416867733,0.004037991166114807,0.0001978494692593813,0.4220982789993286,319.1560983657837,,0.0013106055557727814,579.0,-0.03525732085108757,1895,1763260395.3097584,-0.1283930540084839,0.005859375,
171136,0.0011932626366615295,0.0002706572413444519,0.00019738863920792937,0.46963638067245483,320.5098876953125,,1210.635986328125,579.0,-0.0016644839197397232,1903,1763260396.6635478,0.0003083944320678711,0.0,
