global_step,losses/old_approx_kl,losses/approx_kl,charts/learning_rate,losses/entropy,_runtime,charts/episodic_return,losses/value_loss,charts/SPS,losses/policy_loss,_step,_timestamp,losses/explained_variance,losses/clipfrac,charts/episodic_length
171520,0.001033448614180088,0.0006927559152245522,0.0001971582241822034,0.4710572361946106,321.15883588790894,,0.0004137038777116686,579.0,-0.005946427583694458,1906,1763260397.312496,-0.1707843542098999,0.0,
172672,-0.0022527016699314117,0.0005467329174280167,0.00019646697910502553,0.41323763132095337,323.1545195579529,,0.008395683020353317,579.0,-0.00625494122505188,1918,1763260399.3081796,-0.03686380386352539,0.0,
172928,-0.004172668792307377,0.00029421690851449966,0.0001963133690878749,0.45749345421791077,323.5804612636566,,0.0005800209473818541,579.0,0.00202275812625885,1920,1763260399.7341213,-0.11268651485443115,0.0,
175488,-0.0014750082045793533,2.243928611278534e-05,0.00019477726891636848,0.3626418113708496,328.1765522956848,,0.00025467126397415996,579.0,-0.0006097555160522461,1945,1763260404.3302124,0.07465732097625732,0.0,
176896,0.0015881629660725594,0.00019987206906080246,0.00019393241382203996,0.4183076024055481,330.3460171222687,,0.0016800728626549244,579.0,-0.0026334859430789948,1959,1763260406.4996772,-0.28392553329467773,0.0,
178304,0.00849281344562769,0.00035789143294095993,0.00019308755872771144,0.39667946100234985,331.9073624610901,,0.0014693808043375611,581.0,0.008527640253305435,1973,1763260408.0610225,0.0028878450393676758,0.0,
179538,,,,,333.17010259628296,500.0,,,,1985,1763260409.3237627,,,500.0
180096,0.00024411268532276154,6.312504410743713e-06,0.00019201228860765696,0.4032912254333496,333.8737552165985,,1470.0687255859375,583.0,2.5490298867225647e-05,1991,1763260410.0274153,0.00023937225341796875,0.0,
181248,0.000246632844209671,7.67931342124939e-05,0.00019132104353047907,0.47234275937080383,335.1593096256256,,0.0052694096229970455,584.0,-0.002159006893634796,2002,1763260411.3129697,-0.0746009349822998,0.0,
181760,0.004188899882137775,0.0001575453206896782,0.0001910138234961778,0.5219423174858093,336.18201541900635,,0.0068635777570307255,584.0,0.004439185373485088,2007,1763260412.3356755,0.0040239691734313965,0.0,
182656,9.56142321228981e-05,4.495494067668915e-06,0.00019047618843615055,0.4142579138278961,337.7868995666504,,293.031494140625,584.0,-0.0002588331699371338,2016,1763260413.9405596,-2.4080276489257812e-05,0.0,
183038,,,,,338.2182114124298,500.0,,,,2019,1763260414.3718715,,,500.0
183538,,,,,339.10970664024353,500.0,,,,2024,1763260415.2633667,,,500.0
183808,0.001054699532687664,0.001501454971730709,0.00018978494335897267,0.5015713572502136,339.7622447013855,,0.0008924087742343545,584.0,-0.0022370796650648117,2027,1763260415.9159048,-0.012302517890930176,0.0,
184038,,,,,340.02300000190735,500.0,,,,2029,1763260416.17666,,,500.0
184538,,,,,340.92868757247925,500.0,,,,2034,1763260417.0823476,,,500.0
185600,0.011145936325192451,0.0004202667623758316,0.00018870967323891819,0.5279223918914795,342.9554305076599,,1297.346923828125,584.0,0.002915777266025543,2045,1763260419.1090906,8.881092071533203e-05,0.0,
186240,8.809380233287811e-05,6.622076034545898e-05,0.00018832564819604158,0.5294976234436035,344.07866978645325,,0.009926298633217812,584.0,0.0012246258556842804,2051,1763260420.2323298,0.022931993007659912,0.0,
186368,-0.00086172204464674,0.0012348229065537453,0.00018824884318746626,0.5104588866233826,344.3078496456146,,0.001242425641976297,584.0,-0.019740691408514977,2052,1763260420.4615097,-0.052216529846191406,0.0,
188160,0.011123372241854668,0.0009340252727270126,0.00018717357306741178,0.45925819873809814,347.62150979042053,,138.00772094726562,583.0,0.004441792145371437,2070,1763260423.7751698,6.300210952758789e-05,0.0,
188800,0.001892048865556717,5.3025782108306885e-05,0.00018678954802453518,0.4810880720615387,348.73386812210083,,0.0017931032925844193,583.0,-0.001254785805940628,2076,1763260424.8875282,-0.0784308910369873,0.0,
190538,,,,,351.86732959747314,500.0,,,,2093,1763260428.0209897,,,500.0
190592,-0.0005315504968166351,0.0003358796238899231,0.00018571429245639592,0.4660024344921112,352.09048867225647,,1671.4349365234375,583.0,-0.002709820866584778,2094,1763260428.2441487,-8.356571197509766e-05,0.0,
193024,0.0029460955411195755,0.00033334270119667053,0.00018425499729346484,0.5451328158378601,355.3043396472931,,0.00035919586662203074,584.0,0.004160728305578232,2117,1763260431.4579997,0.02787172794342041,0.0,
195456,-0.00883107166737318,0.005135250277817249,0.00018279570213053375,0.5457049012184143,358.0547766685486,,0.0004047705151606351,587.0,-0.017333894968032837,2141,1763260434.2084367,-0.048050880432128906,0.015625,
195968,0.006454911082983017,0.0018597748130559921,0.00018248848209623247,0.5705534815788269,358.601842880249,,0.00043581597856245935,587.0,0.0019954070448875427,2146,1763260434.755503,-0.13838744163513184,0.0,
196038,,,,,358.6359689235687,500.0,,,,2147,1763260434.789629,,,500.0
196096,-0.009063941426575184,0.0003391401842236519,0.00018241167708765715,0.49350860714912415,358.771142244339,,1239.496826171875,588.0,0.0034608952701091766,2148,1763260434.9248023,-0.00022745132446289062,0.0,
196864,0.002735080197453499,0.00012945570051670074,0.00018195084703620523,0.5260124206542969,359.62502884864807,,0.0014064322458580136,588.0,-0.0008661933243274689,2155,1763260435.778689,0.052311062812805176,0.0,
198538,,,,,361.51531624794006,500.0,,,,2172,1763260437.6689763,,,500.0
199808,0.002614719793200493,0.0009377226233482361,0.00018018433183897287,0.47135376930236816,362.9058291912079,,0.022420279681682587,591.0,0.0021020621061325073,2185,1763260439.0594893,-0.14278292655944824,0.0,
200576,-0.002875271253287792,3.144051879644394e-05,0.00017972350178752095,0.5575014352798462,363.73882842063904,,0.0006589327240362763,592.0,-0.001758776605129242,2192,1763260439.8924885,-0.2146134376525879,0.0,
201088,0.006893402896821499,0.00022172089666128159,0.00017941628175321966,0.4688916504383087,364.3459622859955,,1811.5908203125,593.0,-0.0036563165485858917,2198,1763260440.4996223,0.00017845630645751953,0.0,
201216,0.0007447749376296997,5.4853036999702454e-05,0.00017933947674464434,0.5199143886566162,364.49287819862366,,0.008522134274244308,593.0,0.0017385873943567276,2199,1763260440.6465383,-0.012427926063537598,0.0,
202369,,,,,365.76612973213196,284.0,,,,2211,1763260441.9197898,,,284.0
202752,-0.0009876042604446411,8.842162787914276e-05,0.0001784178166417405,0.6118125915527344,366.1313192844391,,0.00021329609444364905,594.0,0.0014855079352855682,2214,1763260442.2849793,-0.14123749732971191,0.0,
203369,,,,,366.75949358940125,500.0,,,,2220,1763260442.9131536,,,500.0
203648,-0.008775907568633556,0.004407503642141819,0.00017788018158171326,0.5267847180366516,367.14730286598206,,0.0023149095941334963,595.0,0.007232175208628178,2223,1763260443.300963,-0.794241189956665,0.0078125,
203869,,,,,367.3314530849457,500.0,,,,2225,1763260443.4851131,,,500.0
203904,0.0034695668146014214,0.0004809955134987831,0.00017772657156456262,0.5020614266395569,367.4601173400879,,1692.363525390625,595.0,0.0010992474853992462,2226,1763260443.6137774,0.00016254186630249023,0.0,
204032,-0.0005484325811266899,0.0003530709072947502,0.0001776497665559873,0.5534453392028809,367.59400177001953,,0.006791559513658285,596.0,-0.004326172173023224,2227,1763260443.7476618,0.008175492286682129,0.0,
204416,-0.002302381210029125,0.0003729546442627907,0.00017741935153026134,0.5332164168357849,368.01940393447876,,1475.2109375,596.0,-0.0060775913298130035,2231,1763260444.173064,9.179115295410156e-05,0.0,
204869,,,,,368.4577715396881,500.0,,,,2235,1763260444.6114316,,,500.0
205440,0.0031355656683444977,8.350610733032227e-05,0.00017680491146165878,0.5746060609817505,369.14274740219116,,1366.19580078125,597.0,0.0012519825249910355,2241,1763260445.2964075,-5.0902366638183594e-05,0.0,
206085,,,,,369.8781156539917,500.0,,,,2248,1763260446.0317757,,,500.0
206336,-0.010825147852301598,0.0012270677834749222,0.00017626727640163153,0.5280349254608154,370.14384865760803,,0.004959944169968367,598.0,-0.0013858024030923843,2250,1763260446.2975087,-0.5587624311447144,0.0,
206592,-5.994737148284912e-05,1.2720003724098206e-05,0.0001761136663844809,0.5384972095489502,370.43191480636597,,1876.677001953125,598.0,0.0006614141166210175,2253,1763260446.5855749,-0.00012385845184326172,0.0,
208585,,,,,372.56028151512146,500.0,,,,2272,1763260448.7139416,,,500.0
209408,-0.006454716436564922,0.0009243255481123924,0.00017442395619582385,0.5361663699150085,373.4853091239929,,0.0006754166097380221,601.0,-0.014207884669303894,2280,1763260449.6389692,0.03582698106765747,0.0,
210944,-0.008299825713038445,0.0005402155220508575,0.00017350231064483523,0.4874580204486847,375.06849694252014,,0.0011485767317935824,603.0,-0.0023692622780799866,2295,1763260451.222157,-0.27544963359832764,0.0,
211200,-0.0059147244319319725,0.0004077861085534096,0.0001733487006276846,0.5146358609199524,375.3379256725311,,415.7857360839844,603.0,0.0019137561321258545,2298,1763260451.4915857,-5.161762237548828e-05,0.0,
212480,-0.004223008640110493,0.00036209914833307266,0.0001725806505419314,0.4602685570716858,376.69151520729065,,0.00044339068699628115,604.0,-0.003677748143672943,2310,1763260452.8451753,-0.005923748016357422,0.0,
212608,-0.005203394219279289,0.0008489973843097687,0.00017250384553335607,0.5173380374908447,376.85519218444824,,1594.4781494140625,604.0,0.00020816922187805176,2312,1763260453.0088522,8.302927017211914e-05,0.0,
213248,0.002478068694472313,2.966262400150299e-05,0.00017211982049047947,0.49481549859046936,377.5336203575134,,0.005833276081830263,605.0,-0.0018925443291664124,2318,1763260453.6872804,-0.05578112602233887,0.0,
213632,0.002097395248711109,0.00048508960753679276,0.0001718894054647535,0.5425114631652832,377.9521367549896,,1745.1522216796875,605.0,0.008318707346916199,2322,1763260454.1057968,4.851818084716797e-05,0.0,
213888,0.003175911493599415,0.000806211493909359,0.00017173579544760287,0.47201675176620483,378.2348401546478,,0.0008993971277959645,606.0,0.0022416040301322937,2324,1763260454.3885002,0.10821878910064697,0.0,
214400,0.004149084910750389,0.0038703158497810364,0.0001714285754133016,0.44986528158187866,378.79081892967224,,0.0013712976360693574,606.0,-0.004395157098770142,2329,1763260454.944479,-0.12794053554534912,0.00390625,
215424,-0.008506274782121181,0.0018234411254525185,0.00017081413534469903,0.48521336913108826,380.09793615341187,,0.0012856617104262114,607.0,-0.002477198839187622,2339,1763260456.2515962,-0.039136528968811035,0.005859375,
215808,0.006537257693707943,6.315577775239944e-05,0.00017058372031897306,0.48815178871154785,380.53348684310913,,0.009918219409883022,607.0,0.0020190495997667313,2343,1763260456.687147,-0.10687673091888428,0.0,
216320,0.0020946012809872627,6.818864494562149e-05,0.00017027650028467178,0.4705824851989746,381.0909614562988,,0.008384739980101585,607.0,-0.0025499295443296432,2348,1763260457.2446215,-0.02101767063140869,0.0,
216960,-0.020575139671564102,0.005609882064163685,0.00016989247524179518,0.48660093545913696,381.7935297489166,,0.0006816801615059376,608.0,-0.041925497353076935,2354,1763260457.9471898,-0.062012553215026855,0.013671875,
217856,0.002164817415177822,0.00025069620460271835,0.00016935484018176794,0.45844078063964844,382.79388904571533,,0.0010992393363267183,609.0,-0.003709465265274048,2363,1763260458.947549,-0.005701899528503418,0.0,
220544,-0.009500136598944664,0.003643173724412918,0.00016774193500168622,0.4537033438682556,386.2543785572052,,0.00035040415241383016,611.0,0.0038173720240592957,2389,1763260462.4080386,-0.12236952781677246,0.001953125,
221056,-0.003631697967648506,0.0004556085914373398,0.00016743471496738493,0.5615062117576599,387.1118142604828,,0.0003934086416848004,610.0,-0.0031884126365184784,2394,1763260463.2654743,0.0674365758895874,0.0,
222585,,,,,388.89052629470825,500.0,,,,2409,1763260465.0441864,,,500.0
224256,0.008164639584720135,0.0014262879267334938,0.00016551458975300193,0.5438570380210876,391.7112457752228,,0.008091211318969727,612.0,-0.008492028340697289,2426,1763260467.8649058,0.009212911128997803,0.0,
224640,-0.004562030546367168,0.00020790006965398788,0.00016528417472727597,0.5317569971084595,392.37368869781494,,1621.297119140625,611.0,0.003190312534570694,2430,1763260468.5273488,0.0001093149185180664,0.0,
226585,,,,,394.8298680782318,500.0,,,,2449,1763260470.9835281,,,500.0
228224,0.005366720259189606,0.00015662983059883118,0.000163133634487167,0.488925039768219,396.66423320770264,,0.006523638032376766,614.0,-0.002353563904762268,2465,1763260472.8178933,-0.033684730529785156,0.0,
230912,-0.0058692870661616325,0.0009943349286913872,0.0001615207438590005,0.5670287609100342,399.55646872520447,,0.0009076321730390191,616.0,-0.011782065033912659,2491,1763260475.7101288,-0.0009746551513671875,0.0,
231085,,,,,399.71819162368774,500.0,,,,2493,1763260475.8718517,,,500.0
232407,,,,,401.0601370334625,322.0,,,,2506,1763260477.213797,,,322.0
233216,-0.0010266443714499474,0.0001646755263209343,0.00016013825370464474,0.5898523926734924,401.95023679733276,,1769.1959228515625,619.0,-0.0026293937116861343,2514,1763260478.1038969,3.641843795776367e-05,0.0,
233344,0.0032306062057614326,0.00021221023052930832,0.00016006144869606942,0.5514237880706787,402.0800642967224,,0.00951059628278017,619.0,0.004793625324964523,2515,1763260478.2337244,0.019758522510528564,0.0,
233856,0.0013709887862205505,0.00012309662997722626,0.00015975422866176814,0.5852110981941223,402.59784054756165,,0.004834913648664951,619.0,-0.0019363164901733398,2520,1763260478.7515006,-0.07347524166107178,0.0,
235096,,,,,403.83131194114685,60.0,,,,2533,1763260479.984972,,,60.0
235392,-0.0018601519986987114,0.00031240005046129227,0.0001588325685588643,0.4672565162181854,404.322922706604,,3120.570556640625,621.0,0.007356930524110794,2540,1763260480.4765828,0.003976345062255859,0.0,
235776,-0.0007559396326541901,8.159317076206207e-05,0.00015860215353313833,0.5295130014419556,404.80189990997314,,1760.685791015625,621.0,-0.0019065011292696,2547,1763260480.95556,0.007998466491699219,0.0,
237312,-0.0004069563001394272,0.0015142131596803665,0.0001576804934302345,0.5782679319381714,406.68589639663696,,0.5091544389724731,622.0,-0.03312651813030243,2570,1763260482.8395565,-0.20726513862609863,0.0,
237440,0.005080976523458958,0.0007183188572525978,0.00015760368842165917,0.5780650973320007,406.81703639030457,,0.65695720911026,622.0,0.007386703044176102,2571,1763260482.9706964,-1.1182398796081543,0.0,
237952,-0.0020089875906705856,0.00011156685650348663,0.0001572964683873579,0.6122666597366333,407.3584225177765,,0.3996315896511078,622.0,-0.002932138741016388,2576,1763260483.5120826,0.04732811450958252,0.0,
238080,0.002597273327410221,0.00010016653686761856,0.00015721966337878257,0.5455335974693298,407.4735186100006,,0.3909704387187958,622.0,-0.0002677515149116516,2577,1763260483.6271787,-0.5761404037475586,0.0,
241152,-0.006423278711736202,0.0004869392141699791,0.00015537634317297488,0.5853469371795654,410.9457242488861,,1525.1983642578125,625.0,-0.006252281367778778,2608,1763260487.0993843,-0.0002802610397338867,0.0,
241408,0.006956574507057667,0.0012653013691306114,0.00015522273315582424,0.5754806995391846,411.18508195877075,,0.001653403276577592,625.0,-0.0003025718033313751,2610,1763260487.338742,-0.5507204532623291,0.0,
243456,0.005866391584277153,0.00025978684425354004,0.00015399385301861912,0.4811815619468689,413.43311858177185,,0.001575411413796246,627.0,0.001423574984073639,2630,1763260489.5867786,-0.2428210973739624,0.0,
244096,-9.445473551750183e-05,0.0001409091055393219,0.00015360982797574252,0.4486187696456909,414.1635477542877,,0.0002710244443733245,627.0,0.004734471440315247,2636,1763260490.3172078,-2.178450345993042,0.0,
245118,,,,,415.2299470901489,500.0,,,,2646,1763260491.3836071,,,500.0
245120,-0.000613146461546421,3.0123628675937653e-05,0.00015299538790713996,0.48147737979888916,415.3404870033264,,1635.6702880859375,628.0,-0.0007267557084560394,2647,1763260491.494147,7.706880569458008e-05,0.0,
245248,0.003849487751722336,0.00016007199883460999,0.00015291858289856464,0.471868634223938,415.47812128067017,,0.00488330889493227,628.0,0.0026634708046913147,2648,1763260491.6317813,-0.42169952392578125,0.0,
247296,-0.0020824577659368515,2.668425440788269e-05,0.0001516897027613595,0.4196893274784088,417.75729870796204,,0.005689195357263088,630.0,-0.0010207314044237137,2668,1763260493.9109588,-0.4274933338165283,0.0,
247808,0.001404816284775734,0.0003861505538225174,0.00015138248272705823,0.41513049602508545,418.31091690063477,,0.004315266385674477,630.0,-0.004008881747722626,2673,1763260494.464577,0.18539804220199585,0.0,
248832,0.0017355531454086304,2.7844682335853577e-05,0.00015076804265845567,0.4955603778362274,419.4630310535431,,0.006835096050053835,631.0,-0.001249559223651886,2683,1763260495.616691,-1.2351338863372803,0.0,
249216,0.0016424022614955902,2.9159709811210632e-05,0.0001505376276327297,0.5225934982299805,419.90887570381165,,1078.62646484375,631.0,0.0008663535118103027,2687,1763260496.0625358,0.0007714629173278809,0.0,
249472,0.0024702558293938637,2.5772489607334137e-05,0.00015038401761557907,0.47336235642433167,420.1784064769745,,0.0015050057554617524,631.0,-0.0016763582825660706,2689,1763260496.3320665,-0.5735945701599121,0.0,
249728,0.0008242800831794739,9.155087172985077e-05,0.00015023040759842843,0.5472977757453918,420.43886733055115,,941.8299560546875,632.0,-0.004190446808934212,2692,1763260496.5925274,-7.331371307373047e-05,0.0,
253824,0.004076155833899975,0.00011226627975702286,0.0001477726618759334,0.46084263920783997,424.86965918540955,,0.004573639016598463,635.0,0.0018442869186401367,2732,1763260501.0233192,0.2820599675178528,0.0,
255872,0.0028127236291766167,0.0003972398117184639,0.00014654378173872828,0.49306386709213257,427.2162895202637,,0.0008273142157122493,636.0,-0.0023716501891613007,2752,1763260503.3699496,-0.6414539813995361,0.0,
256384,-0.0050314487889409065,0.0011686040088534355,0.000146236561704427,0.44057697057724,427.830894947052,,0.0009218963677994907,636.0,0.008541431277990341,2757,1763260503.984555,-0.6951611042022705,0.0,
257920,-0.007581427693367004,0.0012870226055383682,0.00014531490160152316,0.4175320863723755,429.5809121131897,,0.0010599169181659818,637.0,0.001103697344660759,2772,1763260505.7345722,-0.21573591232299805,0.001953125,
258944,0.004576430656015873,0.00015782099217176437,0.0001447004615329206,0.4979507625102997,430.73301815986633,,0.0006807328900322318,638.0,-0.000951673835515976,2782,1763260506.8866782,-0.06000947952270508,0.0,
259072,0.0024740751832723618,2.8774142265319824e-05,0.00014462365652434528,0.5095289945602417,430.861515045166,,0.0004898307379335165,638.0,-0.0010933969169855118,2783,1763260507.015175,-0.4061415195465088,0.0,
260096,0.008359196595847607,0.0002507539466023445,0.00014400921645574272,0.5265563130378723,431.9957048892975,,0.00042702234350144863,639.0,-0.003292977809906006,2793,1763260508.149365,-1.7877717018127441,0.0,
263168,0.0009194761514663696,0.0001593027263879776,0.00014216589624993503,0.5035889744758606,435.4902856349945,,1608.9256591796875,641.0,0.0011336356401443481,2824,1763260511.6439457,-0.00040602684020996094,0.0,
265118,,,,,437.69832396507263,500.0,,,,2843,1763260513.851984,,,500.0
266618,,,,,439.3314549922943,500.0,,,,2857,1763260515.485115,,,500.0
269118,,,,,442.21407198905945,500.0,,,,2882,1763260518.367732,,,500.0
269952,-0.0022638533264398575,0.00021899305284023285,0.00013809524534735829,0.5317941904067993,443.1986207962036,,0.0008320633205585182,645.0,-0.0016931071877479553,2890,1763260519.3522809,0.013243913650512695,0.0,
272118,,,,,445.5004382133484,500.0,,,,2911,1763260521.6540983,,,500.0
274560,-0.0004912903532385826,0.00015375670045614243,0.00013533026503864676,0.5538443922996521,448.3228316307068,,0.0003817920805886388,649.0,0.00041222572326660156,2935,1763260524.4764917,0.2314368486404419,0.0,
275968,-0.0055890679359436035,0.0012418925762176514,0.00013448540994431823,0.4977852702140808,449.9446895122528,,0.0011111455969512463,649.0,-0.0075675807893276215,2949,1763260526.0983496,-0.36161983013153076,0.0,
277118,,,,,451.2030522823334,500.0,,,,2960,1763260527.3567123,,,500.0
278618,,,,,452.92588353157043,500.0,,,,2975,1763260529.0795436,,,500.0
280064,-0.004687072709202766,0.0007773656398057938,0.000132027649669908,0.5270233154296875,454.59392189979553,,0.0002032818883890286,652.0,-0.004606008529663086,2989,1763260530.747582,-0.006680607795715332,0.0,
280832,0.0001476304605603218,5.281437188386917e-05,0.00013156681961845607,0.47355517745018005,455.4724671840668,,0.005584524478763342,652.0,-0.0010367818176746368,2997,1763260531.6261272,0.02214646339416504,0.0,
282240,8.007697761058807e-05,0.0003810413181781769,0.00013072196452412754,0.49479448795318604,457.1090669631958,,0.006903288420289755,653.0,0.004739895462989807,3011,1763260533.262727,-6.413459777832031e-05,0.0,
286336,0.0007401276379823685,0.0002040080726146698,0.0001282642042497173,0.4898906350135803,461.671804189682,,0.005064153578132391,656.0,-0.006929852068424225,3051,1763260537.8254642,-0.020951390266418457,0.0,
286592,-0.001267298124730587,4.798080772161484e-05,0.00012811059423256665,0.42884042859077454,461.931809425354,,0.0006184272351674736,656.0,-0.001310868188738823,3053,1763260538.0854695,-0.3582136631011963,0.0,
287872,-0.0021366430446505547,0.00012849178165197372,0.00012734254414681345,0.4597478210926056,463.3648109436035,,0.0013533505843952298,657.0,-0.0019118189811706543,3066,1763260539.518471,-0.06323826313018799,0.0,
288256,0.0009118914604187012,0.0006332751363515854,0.0001271121291210875,0.4122748374938965,463.7886598110199,,0.0054752277210354805,657.0,-0.01009492576122284,3070,1763260539.9423199,-0.24884331226348877,0.0,
289618,,,,,465.14320850372314,500.0,,,,3083,1763260541.2968686,,,500.0
291118,,,,,466.7805845737457,500.0,,,,3098,1763260542.9342446,,,500.0
291618,,,,,467.3179576396942,500.0,,,,3103,1763260543.4716177,,,500.0
294118,,,,,469.8959631919861,500.0,,,,3127,1763260546.0496233,,,500.0
294272,0.003417693078517914,0.0007713921368122101,0.00012350230826996267,0.4332277774810791,470.0865309238434,,0.005364477168768644,661.0,-0.0183357335627079,3129,1763260546.240191,0.2739659547805786,0.0,
295552,0.011722832918167114,0.0016160905361175537,0.00012273425818420947,0.4887907803058624,471.2603168487549,,0.000358553952537477,662.0,-0.008861318230628967,3141,1763260547.413977,0.28546106815338135,0.0,
295680,0.001672675833106041,0.0009499043226242065,0.00012265745317563415,0.477143794298172,471.37522649765015,,1504.478515625,662.0,0.005735380575060844,3143,1763260547.5288866,-8.213520050048828e-05,0.0,
296064,0.0036906898021698,0.0003448463976383209,0.00012242703814990819,0.5090882778167725,471.714054107666,,0.0004551204910967499,663.0,0.0025500543415546417,3146,1763260547.8677142,0.0029714107513427734,0.0,
297600,0.016927357763051987,0.0014264797791838646,0.00012150537804700434,0.5464116334915161,473.1344430446625,,0.00030209458782337606,664.0,-0.009472981095314026,3161,1763260549.288103,0.18996864557266235,0.0,
298496,0.0019508684054017067,7.709767669439316e-05,0.0001209677429869771,0.5195304155349731,473.9223337173462,,0.0008996019023470581,665.0,9.118439629673958e-05,3170,1763260550.0759938,0.07686728239059448,0.0,
299776,0.00278469268232584,9.376835078001022e-05,0.0001201996929012239,0.46990537643432617,475.12501072883606,,0.00474891159683466,666.0,0.002515949308872223,3183,1763260551.2786708,-0.001797795295715332,0.0,
300288,-0.0010398225858807564,4.444736987352371e-05,0.00011989247286692262,0.5112484097480774,475.57683300971985,,0.005272947251796722,666.0,-0.0024287477135658264,3188,1763260551.730493,-0.14665436744689941,0.0,
303232,0.0036252522841095924,0.00016931165009737015,0.00011812595766969025,0.41036489605903625,478.28390741348267,,293.4720764160156,669.0,6.87912106513977e-05,3217,1763260554.4375675,-1.8358230590820312e-05,0.0,
304000,0.0022732215002179146,0.00041552912443876266,0.00011766512761823833,0.5341252684593201,478.96287870407104,,0.00010529717110330239,670.0,-0.0020811930298805237,3224,1763260555.1165388,-0.162750244140625,0.0,
306304,0.0016416124999523163,2.9262155294418335e-05,0.00011628264473984018,0.4731854498386383,481.07773637771606,,0.004310077056288719,672.0,0.0004402920603752136,3247,1763260557.2313964,0.012362122535705566,0.0,
306618,,,,,481.32220482826233,500.0,,,,3250,1763260557.475865,,,500.0
306816,0.010376879014074802,0.0008167186751961708,0.0001159754247055389,0.4783080518245697,481.5670268535614,,0.005550095811486244,672.0,0.009543396532535553,3252,1763260557.720687,-0.16216623783111572,0.0,
307118,,,,,481.8092019557953,500.0,,,,3255,1763260557.962862,,,500.0
307584,0.0008713426068425179,2.684909850358963e-05,0.00011551459465408698,0.4381738305091858,482.2448375225067,,0.00048394594341516495,673.0,-0.001211307942867279,3259,1763260558.3984976,0.07485079765319824,0.0,
308864,0.005388974212110043,0.0005187755450606346,0.00011474654456833377,0.4854695796966553,483.4079682826996,,0.004811698570847511,674.0,-0.00485413521528244,3272,1763260559.5616283,-0.12243759632110596,0.0,
309120,-0.001368410885334015,0.00024317391216754913,0.00011459293455118313,0.4581834077835083,483.6712908744812,,2087.477783203125,674.0,-0.00031951069831848145,3275,1763260559.824951,0.00027126073837280273,0.0,
309248,0.0009558210149407387,0.0002454696223139763,0.00011451612954260781,0.4495882987976074,483.78286957740784,,0.006416500546038151,674.0,-0.0025558099150657654,3276,1763260559.9365296,0.1366836428642273,0.0,
311296,0.009135284461081028,0.000801783986389637,0.00011328724940540269,0.5475302338600159,485.65551948547363,,0.0062031736597418785,676.0,-0.0017336755990982056,3296,1763260561.8091795,-0.06662893295288086,0.0,
311618,,,,,485.93203234672546,500.0,,,,3299,1763260562.0856924,,,500.0
315618,,,,,489.6160161495209,500.0,,,,3338,1763260565.7696762,,,500.0
316928,0.0011934693902730942,3.075040876865387e-05,0.00010990783630404621,0.5327402353286743,491.0586693286896,,0.0006793771754018962,680.0,-0.0020327866077423096,3351,1763260567.2123294,0.2062034010887146,0.0,
317568,0.0013462742790579796,0.000294356606900692,0.00010952381126116961,0.5273085832595825,491.69893980026245,,0.00031488752574659884,680.0,-0.00028742849826812744,3357,1763260567.8525999,0.11177629232406616,0.0,
317824,0.00014592427760362625,2.700183540582657e-05,0.00010937020124401897,0.5424041748046875,491.9981179237366,,0.004014287143945694,681.0,0.0029378533363342285,3360,1763260568.151778,-0.164986252784729,0.0,
321664,-0.00011246465146541595,0.00013436749577522278,0.00010706605098675936,0.5487271547317505,495.9950613975525,,1865.53369140625,683.0,-0.003137858584523201,3398,1763260572.1487215,0.0004699230194091797,0.0,
322048,0.0002463953569531441,0.0003970162943005562,0.0001068356359610334,0.5239596366882324,496.3849067687988,,0.00043944132630713284,683.0,0.002596721053123474,3401,1763260572.5385668,0.06011420488357544,0.0,
322560,5.541369318962097e-07,7.4007548391819e-05,0.00010652841592673212,0.5089448094367981,496.90868282318115,,0.0004611245240084827,683.0,-0.0032867304980754852,3406,1763260573.062343,-0.5506782531738281,0.0,
322618,,,,,496.9400248527527,500.0,,,,3407,1763260573.093685,,,500.0
323840,0.004314987920224667,0.00013337377458810806,0.00010576036584097892,0.5339215993881226,498.2525722980499,,0.004256316926330328,684.0,-0.009043693542480469,3419,1763260574.4062324,0.21358132362365723,0.0,
324608,-0.0003429735079407692,4.306156188249588e-05,0.000105299535789527,0.5482268333435059,499.028742313385,,0.0003110961988568306,685.0,-0.0012867599725723267,3426,1763260575.1824024,-0.24072611331939697,0.0,
324736,-0.0031599588692188263,3.892183303833008e-05,0.00010522273078095168,0.5285156965255737,499.1732225418091,,284.7255859375,685.0,0.0008490867912769318,3428,1763260575.3268826,1.2516975402832031e-06,0.0,
325504,-0.00025506969541311264,0.00025520380586385727,0.00010476190800545737,0.5064151287078857,499.9480550289154,,0.0005564059247262776,685.0,-0.0028595179319381714,3435,1763260576.101715,-0.32016587257385254,0.0,
327040,0.0006939573213458061,0.0001842370256781578,0.00010384024790255353,0.5425609946250916,501.56379532814026,,0.00038116652285680175,686.0,-0.0010254466906189919,3450,1763260577.7174554,-0.3756833076477051,0.0,
327118,,,,,501.5933802127838,500.0,,,,3451,1763260577.7470403,,,500.0
328192,-0.003324170596897602,0.0002168053761124611,0.00010314900282537565,0.49405768513679504,502.734801530838,,1482.384765625,687.0,-0.0012694895267486572,3462,1763260578.8884616,-4.291534423828125e-05,0.0,
329618,,,,,504.16544365882874,500.0,,,,3476,1763260580.3191037,,,500.0
