_step,losses/entropy,_timestamp,charts/episodic_length,losses/explained_variance,charts/episodic_return,losses/approx_kl,_runtime,losses/policy_loss,losses/value_loss,losses/old_approx_kl,charts/SPS,charts/learning_rate,global_step,losses/clipfrac
1851,0.3569653630256653,1763260337.727521,,-0.41036999225616455,,0.00019327644258737564,259.18113589286804,-0.0032929256558418274,0.007389090023934841,0.0034192753955721855,736.0,0.00020069124002475291,165632,0.0
1856,0.46106162667274475,1763260338.219812,,-0.0511699914932251,,0.0010011764243245125,259.6734268665314,-0.007045626640319824,0.00505609717220068,-0.0012739403173327446,737.0,0.00020038401999045163,166144,0.001953125
1868,0.4199487566947937,1763260339.3765998,,-0.6799945831298828,,0.00016456656157970428,260.8302147388458,-0.0012738071382045746,0.0005898857489228249,0.0029773302376270294,739.0,0.00019961596990469843,167424,0.0
1873,,1763260339.911831,500.0,,500.0,,261.36544585227966,,,,,,167931,
1877,0.40916427969932556,1763260340.442834,,-3.9422640800476074,,0.0015971576794981956,261.8964488506317,-0.01180075854063034,0.000731191597878933,-0.004774908535182476,739.0,0.0001990783348446712,168320,0.0
1886,0.40845438838005066,1763260341.4823496,,-4.824958801269531,,0.0011837733909487724,262.9359645843506,-0.0038965418934822083,0.0029435898177325726,0.013197471387684345,740.0,0.00019854069978464395,169216,0.0
1895,0.31600168347358704,1763260342.539912,,-0.7725789546966553,,4.1913241147994995e-05,263.9935269355774,-0.00047823600471019745,0.004184571094810963,-0.0008629355579614639,740.0,0.00019800307927653193,170112,0.0
1903,,1763260343.456684,500.0,,500.0,,264.9102990627289,,,,,,170931,
1906,0.40332841873168945,1763260343.8687015,,-0.054268598556518555,,6.463099271059036e-05,265.32231640815735,-0.0015912242233753204,0.0007845755899325013,0.0029139360412955284,741.0,0.00019731183419935405,171264,0.0
1918,,1763260345.3082438,500.0,,500.0,,266.76185870170593,,,,,,172431,
1920,0.37092602252960205,1763260345.6122181,,-0.764640212059021,,0.00029167626053094864,267.06583309173584,-0.006972378119826317,0.010946536436676979,0.0031425589695572853,742.0,0.00019646697910502553,172672,0.0
1945,0.3729174733161926,1763260348.3055294,,-0.47012603282928467,,0.00017198454588651657,269.75914430618286,0.0025888532400131226,0.0005892097251489758,0.0007080631330609322,744.0,0.00019493087893351912,175232,0.0
1959,0.3964277505874634,1763260349.6192007,,0.04911750555038452,,2.8905458748340607e-05,271.072815656662,7.846485823392868e-05,0.0030997584108263254,0.002576627768576145,746.0,0.0001940860238391906,176640,0.0
1973,0.4711630344390869,1763260350.9342701,,0.0009859204292297363,,4.934612661600113e-05,272.38788509368896,0.0004443638026714325,272.72998046875,0.0021135853603482246,748.0,0.00019324116874486208,178048,0.0
1985,0.43207991123199463,1763260352.4536078,,-0.7166439294815063,,0.00022768694907426834,273.90722274780273,-0.00443338043987751,0.0005018870579078794,-0.004710891284048557,748.0,0.00019247311865910888,179328,0.00390625
1991,,1763260353.1761198,500.0,,500.0,,274.6297347545624,,,,,,179931,
2002,0.47347912192344666,1763260354.6394746,,-0.0004780292510986328,,0.0003688875585794449,276.0930895805359,0.0024021603167057037,1719.9959716796875,-0.006026009097695351,748.0,0.00019147465354762971,180992,0.001953125
2007,0.40737658739089966,1763260355.3214579,,-0.0003237724304199219,,0.0005463697016239166,276.77507281303406,-0.00648747943341732,1607.52197265625,-0.0007413905113935471,748.0,0.00019116743351332843,181504,0.0
2016,,1763260356.446458,500.0,,500.0,,277.90007305145264,,,,,,182431,
2019,0.41317036747932434,1763260356.8576856,,0.41885077953338623,,0.00011720601469278336,278.31130051612854,-0.002939276397228241,0.001211707596667111,0.0001879548653960228,749.0,0.00019039938342757523,182784,0.0
2024,0.3721559941768646,1763260357.3630283,,0.7249431610107422,,0.0007492238655686378,278.8166432380676,-0.005112141370773315,0.0008755723247304559,0.004195301793515682,749.0,0.00019009216339327395,183296,0.0
2027,0.40068018436431885,1763260357.6115782,,-0.000962376594543457,,0.00046285148710012436,279.06519317626953,-0.0047231316566467285,293.4886474609375,0.005559411831200123,750.0,0.0001899385533761233,183552,0.0
2029,0.45293742418289185,1763260357.8542051,,0.17684310674667358,,0.00198528915643692,279.3078200817108,-0.02488018572330475,0.0006467089988291264,0.005549222230911255,750.0,0.00018978494335897267,183808,0.001953125
2034,0.4058413505554199,1763260358.3615289,,0.5478247404098511,,0.0014822818338871002,279.81514382362366,-0.006578065454959869,0.00034388736821711063,0.004246620461344719,751.0,0.0001894777233246714,184320,0.0
2045,,1763260359.343637,500.0,,500.0,,280.79725193977356,,,,,,185431,
2051,0.4138369560241699,1763260359.8836234,,0.00017946958541870117,,0.00027357321232557297,281.3372383117676,-0.0032077059149742126,1370.3099365234375,0.004551750607788563,753.0,0.00018847925821319222,185984,0.0
2052,0.38257890939712524,1763260359.9957087,,-0.0037499666213989258,,0.0008538533002138138,281.4493236541748,0.0033450648188591003,0.006047253496944904,0.0019619446247816086,753.0,0.0001884024532046169,186112,0.0
2070,,1763260361.6755648,500.0,,500.0,,283.12917971611023,,,,,,187931,
2076,0.39384862780570984,1763260362.2771006,,-9.310245513916016e-05,,0.00020757783204317093,283.73071551322937,-0.0009471345692873001,1046.328857421875,0.004239403642714024,756.0,0.00018694315804168582,188544,0.0
2093,0.4065244197845459,1763260363.9094267,,-1.7174193859100342,,0.006770111620426178,285.363041639328,0.018265031278133392,0.001714510377496481,0.031026875600218773,758.0,0.00018586790247354656,190336,0.017578125
2094,,1763260363.944789,500.0,,500.0,,285.39840388298035,,,,,,190431,
2117,0.36293983459472656,1763260366.5143783,,-0.24779629707336426,,0.0022066738456487656,287.96799325942993,-0.00817674770951271,0.0013900786871090531,0.004541875794529915,760.0,0.00018440860731061548,192768,0.0
2141,0.3638937473297119,1763260369.3306682,,0.8085439205169678,,0.0022994857281446457,290.78428316116333,0.0006994158029556274,0.00032586121233180165,0.009237686172127724,761.0,0.0001829493121476844,195200,0.0
2146,0.41308164596557617,1763260369.819163,,0.3749268651008606,,0.003263073042035103,291.2727780342102,-0.000523984432220459,0.0008351908181793988,0.0025094877928495407,761.0,0.00018264209211338311,195712,0.013671875
2147,0.34564417600631714,1763260369.931905,,-0.524842381477356,,0.0004076259210705757,291.3855199813843,0.0024764686822891235,0.0010284731397405267,0.009196740575134754,762.0,0.0001825652871048078,195840,0.0
2148,,1763260369.9655218,500.0,,500.0,,291.419136762619,,,,,,195931,
2155,0.41149890422821045,1763260370.6322684,,-0.591827392578125,,0.00012194830924272537,292.08588337898254,-0.0023415982723236084,0.00463192630559206,-0.001377328298985958,762.0,0.00018210445705335587,196608,0.0
2172,0.3899255394935608,1763260372.82139,,0.22185498476028442,,0.0030774055048823357,294.275004863739,0.001479513943195343,0.0005455946084111929,-0.017231937497854233,763.0,0.0001810291869333014,198400,0.005859375
2185,0.3882710635662079,1763260374.598258,,-1.6940925121307373,,0.00023218616843223572,296.0518729686737,-0.0008311234414577484,0.00332248630002141,-0.0012254510074853897,763.0,0.0001802611368475482,199680,0.0
2192,,1763260375.4868073,500.0,,500.0,,296.94042229652405,,,,,,200431,
2198,0.31304752826690674,1763260376.3199334,,0.001896679401397705,,0.00018006842583417892,297.7735483646393,5.891919136047363e-05,2030.28076171875,0.001012212596833706,762.0,0.00017949308676179498,200960,0.0
2199,0.29329633712768555,1763260376.4644895,,-0.6484763622283936,,0.0006441771984100342,297.9181044101715,-0.0072680022567510605,0.005389709025621414,0.007281383499503136,763.0,0.00017941628175321966,201088,0.0
2211,0.3089637756347656,1763260378.081302,,0.30644333362579346,,0.0018567852675914764,299.5349168777466,-0.01055549830198288,0.00024261852377094328,0.005124833434820175,763.0,0.00017864823166746646,202368,0.0078125
2214,0.3335387408733368,1763260378.4651024,,-1.379584789276123,,0.00013850070536136627,299.9187173843384,-0.0008070468902587891,0.010508681647479534,0.00010131672024726868,763.0,0.00017849462165031582,202624,0.0
2220,0.3069875240325928,1763260379.122087,,0.34659773111343384,,0.002096066251397133,300.5757019519806,-0.008960682898759842,0.0006044324254617095,0.004895282909274101,763.0,0.00017811059660743922,203264,0.001953125
2223,0.37712931632995605,1763260379.3753638,,0.0004448890686035156,,1.281779259443283e-05,300.82897877693176,0.0006986670196056366,964.5704345703125,0.0016385195776820183,763.0,0.00017795698659028858,203520,0.0
2225,0.3198164105415344,1763260379.607289,,0.34656453132629395,,0.0019076839089393616,301.0609040260315,-0.018650230020284653,0.00280784722417593,0.013698138296604156,764.0,0.00017780337657313794,203776,0.0
2226,0.33071646094322205,1763260379.7182007,,-7.638082504272461,,0.0041544558480381966,301.1718156337738,-0.0008216649293899536,0.004240385722368956,0.004701011814177036,764.0,0.00017772657156456262,203904,0.021484375
2227,,1763260379.7297368,500.0,,500.0,,301.1833517551422,,,,,,203931,
2231,0.3354169726371765,1763260380.1751099,,0.20771509408950806,,0.0003071920946240425,301.6287248134613,-0.006207909435033798,0.0005059915129095316,-0.0026667648926377296,764.0,0.00017741935153026134,204416,0.0
2235,0.3569961190223694,1763260380.5525844,,0.07835441827774048,,0.0007165437564253807,302.0061993598938,-0.006411615759134293,0.0015073235845193267,-0.004847601987421513,765.0,0.00017718893650453538,204800,0.0
2241,,1763260381.050609,500.0,,500.0,,302.50422406196594,,,,,,205431,
2248,0.35916078090667725,1763260381.7277176,,-2.5908007621765137,,0.000360662117600441,303.1813325881958,0.00039569661021232605,0.0039048970211297274,-0.002750806510448456,766.0,0.00017642088641878217,206080,0.0
2250,0.3920176029205322,1763260381.9572017,,0.6778819561004639,,0.005330551415681839,303.4108166694641,-0.007851778529584408,0.0003214864118490368,-0.0055406708270311356,766.0,0.00017626727640163153,206336,0.021484375
2253,0.3775952458381653,1763260382.1881745,,0.4958476424217224,,0.002724621444940567,303.64178943634033,-0.021373922005295753,0.0060794781893491745,-0.009768068790435791,767.0,0.0001761136663844809,206592,0.0078125
2272,0.44832926988601685,1763260384.640018,,0.0004550814628601074,,0.00021130871027708054,306.09363293647766,-0.0006773322820663452,1474.2227783203125,-0.0005401475355029106,767.0,0.0001749615912558511,208512,0.0
2280,0.4976843595504761,1763260385.5809665,,0.4981563687324524,,0.002690204419195652,307.0345814228058,0.004033390432596207,0.0001912621664814651,-0.004826138727366924,768.0,0.00017442395619582385,209408,0.00390625
2295,,1763260386.9402854,500.0,,500.0,,308.3939003944397,,,,,,210931,
2298,0.507976233959198,1763260387.254804,,-0.4088021516799927,,0.001149684190750122,308.70841884613037,-0.015742484480142593,0.0015885350294411182,-0.0038543157279491425,769.0,0.0001733487006276846,211200,0.0
2310,,1763260388.35634,500.0,,500.0,,309.8099548816681,,,,,,212431,
2312,0.4663921594619751,1763260388.5556796,,-0.04643559455871582,,0.0010210787877440453,310.0092945098877,-0.004590734839439392,0.00804491899907589,-0.010750162415206432,771.0,0.00017250384553335607,212608,0.0
2318,0.5016633868217468,1763260389.163292,,-0.1458723545074463,,0.0009912718087434769,310.6169068813324,-0.001208323985338211,0.0014935118379071355,0.008331483229994774,771.0,0.00017211982049047947,213248,0.0
2322,0.46211719512939453,1763260389.5065398,,0.15577757358551025,,1.9594095647335052e-05,310.9601547718048,-0.0009408816695213318,0.008150417357683182,-0.0007787691429257393,772.0,0.0001718894054647535,213632,0.0
2324,0.4026877284049988,1763260389.7321956,,-1.5200281143188477,,0.0006241286173462868,311.1858105659485,-0.012113368138670921,0.0013661314733326435,-0.00766079593449831,772.0,0.00017173579544760287,213888,0.0
2329,0.48117005825042725,1763260390.2182882,,-0.5346499681472778,,0.0008388152346014977,311.67190313339233,0.0076080188155174255,0.00046126675442792475,-0.0013360055163502693,773.0,0.0001714285754133016,214400,0.001953125
2339,0.43915873765945435,1763260391.163193,,0.3838772773742676,,0.007231714203953743,312.61680793762207,-0.04468690603971481,0.00038119699456728995,-0.0006407741457223892,774.0,0.00017081413534469903,215424,0.017578125
2343,0.41815125942230225,1763260391.5049164,,-0.5123355388641357,,0.0010661166161298752,312.9585313796997,0.0002488214522600174,0.0035252291709184647,0.01164320670068264,774.0,0.00017058372031897306,215808,0.0
2348,0.4752075672149658,1763260391.9591727,,-0.614642858505249,,0.0005590477958321571,313.41278767585754,-0.001070663332939148,0.001055017113685608,-0.0034354059025645256,775.0,0.00017027650028467178,216320,0.001953125
2354,,1763260392.4871626,500.0,,500.0,,313.9407775402069,,,,,,216931,
2363,0.5041528940200806,1763260393.4024816,,0.29977935552597046,,0.003459111787378788,314.8560965061188,-0.009420722723007202,0.0005102639552205801,-0.023702507838606834,776.0,0.00016935484018176794,217856,0.00390625
2389,,1763260395.9875576,500.0,,500.0,,317.4411725997925,,,,,,220431,
2394,,1763260396.7060087,500.0,,500.0,,318.1596236228943,,,,,,220931,
2409,0.4986238479614258,1763260398.8316083,,0.0026137828826904297,,0.0008769035339355469,320.2852232456207,0.005903266370296478,1375.8883056640625,0.0029174871742725372,778.0,0.0001665898598730564,222464,0.0
2426,0.47691810131073,1763260401.3532066,,-0.7125425338745117,,0.00035186856985092163,322.80682158470154,0.00092330202460289,0.0018377243541181087,0.004935756325721741,777.0,0.00016551458975300193,224256,0.0
2430,0.4488433301448822,1763260401.920252,,0.8511066436767578,,0.0039206016808748245,323.3738670349121,-0.021210845559835434,0.004539136774837971,0.014652993530035019,777.0,0.00016528417472727597,224640,0.001953125
2449,0.4584469199180603,1763260404.6825273,,0.32423025369644165,,1.7560087144374847e-05,326.13614225387573,0.00044915080070495605,0.0057561215944588184,0.0004734722897410393,776.0,0.00016413209959864616,226560,0.0
2465,0.46427175402641296,1763260406.6317852,,-0.41051340103149414,,0.0011696470901370049,328.0854001045227,0.0032096989452838898,0.0026144678704440594,-0.0004786374047398567,777.0,0.000163133634487167,228224,0.0
2491,0.4772522449493408,1763260409.0951204,,-3.0975308418273926,,0.003429829142987728,330.54873538017273,-0.005420885980129242,0.0010463291546329856,-0.009908988140523434,779.0,0.0001615207438590005,230912,0.00390625
2493,0.44179967045783997,1763260409.2448382,,0.001162111759185791,,0.0013955077156424522,330.6984531879425,-0.004958577454090118,375.1700439453125,-0.012019083835184574,779.0,0.00016144393885042518,231040,0.0
2506,,1763260410.4541376,500.0,,500.0,,331.9077525138855,,,,,,232431,
2514,0.4779939651489258,1763260411.2519417,,0.3496053218841553,,0.0006397850811481476,332.70555663108826,-0.004768667742609978,0.0038970804307609797,-0.013338202610611916,781.0,0.00016013825370464474,233216,0.0
2515,0.447207510471344,1763260411.3648658,,-0.655177116394043,,0.008366207592189312,332.81848073005676,0.004717379808425903,0.00593184120953083,-0.0005807606503367424,781.0,0.00016006144869606942,233344,0.02734375
2520,0.4702571928501129,1763260412.1067302,,0.5662778615951538,,0.011015107855200768,333.5603451728821,0.004067517817020416,0.0026809503324329853,0.02011672966182232,781.0,0.00015975422866176814,233856,0.060546875
2533,0.3914399743080139,1763260414.0396967,,0.4585161805152893,,0.00037820078432559967,335.49331164360046,0.004227451980113983,0.006088889669626951,0.0011310260742902756,780.0,0.00015898617857601494,235136,0.0
2540,0.45261478424072266,1763260415.0712018,,0.1400068998336792,,0.0013376371935009956,336.5248167514801,-0.024417903274297714,0.005386990960687399,0.0031457440927624702,780.0,0.00015852534852456301,235904,0.0
2547,0.43312013149261475,1763260416.0482082,,0.006201326847076416,,5.13000413775444e-05,337.5018231868744,0.00028869137167930603,122.0841064453125,-0.0002809567376971245,780.0,0.0001581413234816864,236544,0.0
2570,,1763260419.4351432,500.0,,500.0,,340.88875818252563,,,,,,238931,
2571,0.4734248220920563,1763260419.6217968,,0.00747370719909668,,0.0018297424539923668,341.0754117965698,-0.016895901411771774,1808.4052734375,-0.0017591463401913643,779.0,0.00015668202831875533,238976,0.0
2576,0.4981677234172821,1763260420.371393,,0.006004750728607178,,4.50965017080307e-05,341.8250079154968,0.003234364092350006,1700.6572265625,0.0001610051840543747,778.0,0.00015637480828445405,239488,0.0
2577,0.5024949312210083,1763260420.5549276,,-4.045762062072754,,0.005640581250190735,342.0085425376892,0.029509861022233963,0.0042891716584563255,-0.0335773266851902,778.0,0.00015629800327587873,239616,0.005859375
2608,0.4059549570083618,1763260425.0301387,,-1.504995346069336,,0.0037524811923503876,346.48375368118286,-0.004835519939661026,0.011515336111187935,0.005537930876016617,778.0,0.00015437787806149572,242816,0.0
2610,0.49107128381729126,1763260425.2298121,,0.002127230167388916,,0.0017378870397806168,346.6834270954132,-0.0019439198076725006,1633.3973388671875,-0.006697002798318863,777.0,0.0001543010730529204,242944,0.0
2630,0.3834565281867981,1763260428.1672208,,0.006363570690155029,,0.0008127568289637566,349.6208357810974,-0.006611838936805725,1269.0545654296875,-0.0029758987948298454,777.0,0.00015307219291571528,244992,0.0
2636,0.39347603917121887,1763260428.9614446,,0.8204646110534668,,0.0007169507443904877,350.4150595664978,-0.002854391932487488,0.0030181354377418756,-0.0004168786108493805,777.0,0.00015268816787283868,245632,0.0
2646,0.3819679617881775,1763260430.1154282,,0.47838014364242554,,0.0009673712775111198,351.56904315948486,0.0020445305854082108,0.014735307544469833,-0.0006773928180336952,777.0,0.00015207372780423611,246656,0.0
2647,0.3630546033382416,1763260430.2284884,,-0.2766226530075073,,0.0007777828723192215,351.68210339546204,0.005563065409660339,0.0024033007211983204,-0.002993199974298477,777.0,0.0001519969227956608,246784,0.0
2648,0.3304049074649811,1763260430.3414612,,-0.28186678886413574,,0.00014797411859035492,351.7950761318207,-0.0038326866924762726,0.0012338084634393454,-0.0037252549082040787,777.0,0.00015192011778708547,246912,0.0
2668,,1763260432.167459,500.0,,500.0,,353.62107396125793,,,,,,248931,
2673,,1763260432.662642,500.0,,500.0,,354.11625695228577,,,,,,249431,
2683,,1763260433.5732772,500.0,,500.0,,355.0268921852112,,,,,,250431,
2687,0.45156151056289673,1763260434.0413983,,-2.2758677005767822,,0.0019311299547553062,355.4950132369995,-0.0025294646620750427,0.003021546406671405,0.0067150285467505455,781.0,0.00014953917707316577,250880,0.0
2689,0.3983624577522278,1763260434.1575885,,0.0020688772201538086,,0.00032018031924963,355.61120343208313,-0.0006171241402626038,1069.0809326171875,0.0028980402275919914,781.0,0.00014946237206459045,251008,0.0
2692,0.401892751455307,1763260434.498294,,-3.468752861022949,,6.0160644352436066e-05,355.9519090652466,0.0036572525277733803,0.002106834203004837,0.0012063467875123024,781.0,0.0001492319570388645,251392,0.0
2732,,1763260438.2161758,500.0,,500.0,,359.6697907447815,,,,,,255431,
2752,,1763260440.1040602,500.0,,500.0,,361.5576751232147,,,,,,257431,
2757,,1763260440.557569,500.0,,500.0,,362.0111839771271,,,,,,257931,
2772,0.3530110716819763,1763260441.9743688,,-0.0009503364562988281,,7.760338485240936e-05,363.42798376083374,-0.0034064743667840958,1669.7767333984375,-0.0013996940106153488,788.0,0.00014439324149861932,259456,0.0
2782,0.3655686378479004,1763260442.9198427,,-0.00038886070251464844,,0.00042876042425632477,364.3734576702118,0.0009049177169799805,1336.751220703125,0.009599369019269943,789.0,0.00014377880143001676,260480,0.0
2783,0.4387882947921753,1763260443.0628653,,-0.053197622299194336,,0.00026945024728775024,364.51648020744324,-0.005059868097305298,0.009848613291978836,-0.003988863900303841,789.0,0.00014370199642144144,260608,0.0
2793,0.4784560203552246,1763260443.9799242,,-0.4863114356994629,,0.0017266646027565002,365.4335391521454,-0.02471018210053444,0.007477096281945705,0.027147946879267693,790.0,0.00014308755635283887,261632,0.0
2824,0.42749741673469543,1763260446.9964232,,-0.11274170875549316,,0.0016233185306191444,368.4500381946564,0.000613730400800705,0.001036518020555377,0.0067603690549731255,792.0,0.00014116743113845587,264832,0.0
2843,0.4790542721748352,1763260448.7803211,,-0.23519933223724365,,0.00021024048328399658,370.2339360713959,-0.003472456708550453,0.003306945553049445,-0.0030979905277490616,794.0,0.00014001535600982606,266752,0.0
2857,0.47636401653289795,1763260450.0751529,,-0.49654197692871094,,0.00037206336855888367,371.528767824173,-0.006154052913188934,0.009001321159303188,0.004046270623803139,795.0,0.00013917050091549754,268160,0.0
2882,0.3480452299118042,1763260452.4355688,,-0.13035345077514648,,0.002317284233868122,373.88918375968933,-0.005811873823404312,0.0009072751272469759,0.005007232539355755,797.0,0.00013763441529590636,270720,0.0078125
2890,0.3462390899658203,1763260453.1590347,,-9.381771087646484e-05,,0.00023746583610773087,374.61264967918396,-0.007336601614952087,1348.1419677734375,0.0016165608540177345,797.0,0.00013717358524445444,271488,0.0
2911,0.2739349603652954,1763260455.1747246,,-0.10387599468231201,,0.0004965988919138908,376.6283395290375,0.0027939975261688232,0.007024620659649372,0.0011294437572360039,799.0,0.000135867900098674,273664,0.0
2935,0.31382519006729126,1763260457.5254776,,0.42726415395736694,,0.00010766834020614624,378.9790925979614,-0.0036440864205360413,0.004576647654175758,0.0007127262651920319,801.0,0.00013440860493574291,276096,0.0
2949,0.30290278792381287,1763260458.8512194,,-2.8371810913085938e-05,,0.00025160331279039383,380.3048343658447,0.004512622952461243,1221.0693359375,-0.00046038907021284103,802.0,0.0001335637498414144,277504,0.0
2960,0.3959987759590149,1763260459.9174309,,-0.6797242164611816,,3.293529152870178e-05,381.3710458278656,-0.0008760131895542145,0.006299180444329977,-0.0022980161011219025,803.0,0.0001328725047642365,278656,0.0
2975,0.3167409300804138,1763260461.4751978,,-0.10732781887054443,,0.0012092338874936104,382.9288127422333,0.007542766630649567,0.001866182661615312,-0.008502247743308544,803.0,0.00013195084466133267,280192,0.0
2989,0.32155078649520874,1763260463.2753272,,-0.725265622138977,,9.23406332731247e-06,384.728942155838,0.0003895200788974762,0.006332017481327057,-0.0013095410540699959,803.0,0.00013110598956700414,281600,0.0
2997,,1763260464.204451,500.0,,500.0,,385.658066034317,,,,,,282431,
3011,0.3809077739715576,1763260465.600773,,-1.4104764461517334,,0.0004797745496034622,387.05438804626465,-0.007457982748746872,0.0006441267905756831,-0.006855631247162819,805.0,0.00012972349941264838,283904,0.0
3051,,1763260470.414736,500.0,,500.0,,391.868350982666,,,,,,287931,
3053,0.382675439119339,1763260470.661522,,-0.10184228420257568,,0.0001991773024201393,392.11513686180115,0.0034627895802259445,0.005318524781614542,0.0011211810633540154,805.0,0.0001271889341296628,288128,0.0
3066,,1763260471.8471777,500.0,,500.0,,393.3007926940918,,,,,,289431,
3070,0.37982895970344543,1763260472.2975998,,-0.4949129819869995,,0.0017632273957133293,393.7512147426605,0.0019980743527412415,0.0005848220316693187,0.00968183670192957,806.0,0.00012611366400960833,289920,0.001953125
3083,0.4040933847427368,1763260473.4804757,,0.14044135808944702,,0.0008564218878746033,394.93409061431885,-0.008409686386585236,0.000949983368627727,-0.001415131613612175,807.0,0.00012534562847577035,291200,0.0
3098,0.5016699433326721,1763260474.927654,,-0.020356059074401855,,0.0011917883530259132,396.3812689781189,-0.006372123956680298,0.0017465626588091254,-0.00017436128109693527,808.0,0.0001244239683728665,292736,0.001953125
3103,0.5449014902114868,1763260475.3891647,,0.146426260471344,,3.317650407552719e-05,396.84277963638306,0.0004169195890426636,0.0013654620852321386,0.004793650470674038,809.0,0.00012411674833856523,293248,0.0
3127,0.5366562008857727,1763260477.6366544,,-0.050757527351379395,,4.3421052396297455e-05,399.0902693271637,0.0017167739570140839,0.006184589117765427,-0.0009240163490176201,810.0,0.00012265745317563415,295680,0.0
3129,,1763260477.794041,500.0,,500.0,,399.2476558685303,,,,,,295931,
3141,0.47138553857803345,1763260478.975849,,-0.0404820442199707,,0.0006680488586425781,400.4294638633728,-0.00959419459104538,0.008264254778623581,-0.00456632487475872,811.0,0.00012181259808130562,297088,0.0
3143,0.49822279810905457,1763260479.2064345,,0.3319946527481079,,0.0007375450804829597,400.66004943847656,0.0008493624627590179,0.0005668735248036683,0.0024124914780259132,811.0,0.00012165898806415498,297344,0.0
3146,0.4209711253643036,1763260479.440325,,0.1672777533531189,,0.0007790680974721909,400.8939399719238,-0.012782324105501175,0.007604964543133974,0.006490061059594154,811.0,0.00012150537804700434,297600,0.0
3161,0.4915422201156616,1763260480.856589,,-0.18420159816741943,,7.256865501403809e-05,402.31020402908325,-0.002562187612056732,0.005847684107720852,0.00363214872777462,813.0,0.0001205837179441005,299136,0.0
3170,0.49441877007484436,1763260481.6984913,,-3.314018249511719e-05,,0.000189327634871006,403.1521062850952,0.0005303062498569489,480.09124755859375,-0.008301450870931149,813.0,0.00012004608288407326,300032,0.0
3183,,1763260482.9154892,500.0,,500.0,,404.3691041469574,,,,,,301431,
3188,0.49698957800865173,1763260483.3766065,,0.038080573081970215,,0.0009609609842300415,404.83022141456604,-0.009125730022788048,0.008890492841601372,-0.004724886268377304,814.0,0.00011897081276401877,301824,0.0
3217,0.3627626895904541,1763260485.9733474,,0.002250075340270996,,4.0007755160331726e-05,407.42696237564087,-0.0002223048359155655,2125.95947265625,-0.001504974439740181,816.0,0.00011728110257536173,304640,0.0
3224,0.5023234486579895,1763260486.692717,,-0.3690335750579834,,0.0007468424737453461,408.14633202552795,-0.0008595585823059082,0.002818876877427101,0.002451397478580475,817.0,0.00011682027979986742,305408,0.0
3247,0.49143415689468384,1763260488.816656,,-0.05036818981170654,,0.0002911863848567009,410.27027106285095,0.004588648676872253,0.00621817447245121,-0.0060203662142157555,818.0,0.00011543778964551166,307712,0.0
3250,,1763260489.0841663,500.0,,500.0,,410.5377812385559,,,,,,308078,
3252,0.5207995176315308,1763260489.2769575,,-0.06871366500854492,,0.00031502917408943176,410.7305724620819,0.0001262463629245758,0.006530381739139557,0.004182862117886543,819.0,0.00011513056961121038,308224,0.0
3255,,1763260489.5765166,500.0,,500.0,,411.03013157844543,,,,,,308578,
3259,0.5305303931236267,1763260489.998889,,-0.3089299201965332,,0.00403900071978569,411.45250391960144,0.01290273666381836,0.000662222329992801,0.002879250794649124,819.0,0.00011466973955975845,308992,0.009765625
3272,0.442963182926178,1763260491.2001832,,-0.2897876501083374,,0.0005938047543168068,412.6537981033325,0.0026023872196674347,0.008669608272612095,-0.005683275870978832,820.0,0.00011390168947400525,310272,0.0
3275,,1763260491.4798768,500.0,,500.0,,412.93349170684814,,,,,,310578,
3276,0.5049887895584106,1763260491.5747356,,-0.0002962350845336914,,9.554065763950348e-05,413.02835059165955,-0.001035645604133606,1315.470458984375,0.0003849118947982788,820.0,0.00011367127444827929,310656,0.0
3296,0.45738697052001953,1763260493.4876373,,-4.744529724121094e-05,,5.9062615036964417e-05,414.9412522315979,0.0005038157105445862,0.0045429435558617115,-0.00048198923468589783,821.0,0.00011244239431107417,312704,0.0
3299,,1763260493.7611625,500.0,,500.0,,415.214777469635,,,,,,313078,
3338,0.42922353744506836,1763260497.534028,,0.011965692043304443,,0.0016063833609223366,418.98764300346375,-0.02089809440076351,0.0008341586217284203,0.003727777861058712,824.0,0.0001098310312954709,317056,0.001953125
3351,0.4987175464630127,1763260498.7502892,,-0.00751650333404541,,0.0015750313177704811,420.2039041519165,-0.011503059417009354,0.004366599023342133,0.0062990495935082436,825.0,0.00010906298120971769,318336,0.005859375
3357,0.44230228662490845,1763260499.327331,,-0.3941720724105835,,0.000857979990541935,420.78094601631165,-0.010793732479214668,0.0017309735994786024,-0.0001847902312874794,825.0,0.00010867895616684109,318976,0.0
3360,0.5245040059089661,1763260499.5578337,,0.1250888705253601,,9.001139551401138e-05,421.0114486217499,-0.002255399711430073,0.007120206020772457,0.0011204155161976814,825.0,0.00010852534614969045,319232,0.0
3398,,1763260503.2028923,500.0,,500.0,,424.65650725364685,,,,,,323078,
3401,0.5033637285232544,1763260503.5474484,,0.016234755516052246,,6.0898251831531525e-05,425.0010633468628,0.0016272440552711487,0.001308311359025538,0.0012266924604773521,828.0,0.00010599078086670488,323456,0.0
3406,0.5311723351478577,1763260504.0161402,,-0.14316213130950928,,0.0032420093193650246,425.4697551727295,-0.015308983623981476,0.0012880821013823152,-0.02118687331676483,828.0,0.0001056835608324036,323968,0.005859375
3407,,1763260504.0781584,500.0,,500.0,,425.5317733287811,,,,,,324078,
