losses/approx_kl,charts/learning_rate,_step,_timestamp,charts/SPS,losses/value_loss,losses/old_approx_kl,charts/episodic_return,losses/entropy,losses/policy_loss,losses/explained_variance,global_step,losses/clipfrac,_runtime,charts/episodic_length
,,2002,1763260258.0877178,,,,500.0,,,,168740,,180.18095088005066,500.0
,,2007,1763260258.5600317,,,,500.0,,,,169240,,180.65326476097107,500.0
0.00020606815814971924,0.00019792627426795661,2016,1763260259.4729655,1094.0,1800.1990966796875,0.003592049703001976,500.0,0.40320539474487305,0.005558781325817108,0.00018167495727539062,170240,0.0,181.5661985874176,500.0
0.0005395933985710144,0.00019769585924223065,2019,1763260259.8017788,1094.0,0.0007379825692623854,-0.00020007044076919556,,0.4143665134906769,-0.004579715430736542,-0.20571255683898926,170624,0.0,181.89501190185547,
9.172037243843079e-05,0.00019738863920792937,2024,1763260260.2744544,1094.0,0.0005800246726721525,0.000529211014509201,,0.3539174199104309,0.0032339352183043957,-0.07698404788970947,171136,0.0,182.36768746376038,
0.005085114389657974,0.00019723502919077873,2027,1763260260.4946766,1094.0,0.007302470970898867,0.029580745846033096,,0.44630587100982666,-0.006789572536945343,0.22667616605758667,171392,0.00390625,182.58790969848633,
2.8458423912525177e-05,0.0001970814191736281,2029,1763260260.7124434,1094.0,0.0005223875632509589,0.0001031411811709404,,0.3937005400657654,-0.0011730529367923737,-0.2289952039718628,171648,0.0,182.8056764602661,
0.002162318676710129,0.0001967741991393268,2034,1763260261.1554604,1095.0,0.00015303163672797382,-0.0029592420905828476,,0.432204008102417,0.0002994351089000702,0.21900087594985962,172160,0.0,183.24869346618652,
,,2045,1763260262.092809,,,,500.0,,,,173240,,184.1860420703888,500.0
4.5462511479854584e-05,0.00019577573402784765,2051,1763260262.6645691,1095.0,1639.0377197265625,0.001667712815105915,,0.38808512687683105,0.0006337761878967285,1.4781951904296875e-05,173824,0.0,184.7578022480011,
0.0001089712604880333,0.00019569892901927233,2052,1763260262.7725275,1095.0,0.006301920395344496,-0.0004158681258559227,,0.4569662809371948,-0.004689395427703857,0.008915960788726807,173952,0.0,184.86576056480408,
0.00011695176362991333,0.00019462365889921784,2070,1763260264.350606,1095.0,1520.4775390625,0.0029042456299066544,,0.41803619265556335,-0.0018304679542779922,5.650520324707031e-05,175744,0.0,186.44383907318115,
0.0023832758888602257,0.00019423963385634124,2076,1763260264.9809737,1095.0,0.008107421919703484,-0.005264698527753353,,0.489254355430603,-0.015288490802049637,-0.05270040035247803,176384,0.005859375,187.07420682907104,
0.00019500963389873505,0.00019316436373628676,2093,1763260266.55764,1095.0,0.0002797658962663263,0.0023780912160873413,,0.5153720378875732,-0.001079099252820015,-0.026990771293640137,178176,0.0,188.6508731842041,
,,2094,1763260266.5807102,,,,500.0,,,,178240,,188.6739432811737,500.0
0.002961099147796631,0.00019170506857335567,2117,1763260268.7480543,1095.0,0.0013182676630094647,-0.016982082277536392,,0.49629345536231995,-0.005362652242183685,0.024135351181030273,180608,0.005859375,190.84128737449646,
0.00012588594108819962,0.0001902457734104246,2141,1763260270.9153607,1096.0,0.0009612488793209195,0.0008683213964104652,,0.479231595993042,-0.0014785155653953552,-0.021083354949951172,183040,0.0,193.00859379768372,
0.004059835337102413,0.0001899385533761233,2146,1763260271.3555627,1096.0,0.001160715939477086,-0.020241398364305496,,0.49455881118774414,-0.019322335720062256,-0.15840041637420654,183552,0.009765625,193.44879579544067,
0.001558602787554264,0.000189861748367548,2147,1763260271.4631705,1096.0,0.00035073625622317195,-0.0068998998031020164,,0.5039358139038086,-0.006628202274441719,-0.0711064338684082,183680,0.001953125,193.55640363693237,
,,2148,1763260271.4862902,,,,500.0,,,,183740,,193.57952332496643,500.0
0.00036734435707330704,0.00018940091831609607,2155,1763260272.1597307,1096.0,0.00827996525913477,-0.00812892708927393,,0.4619969427585602,-0.0036693066358566284,0.030389368534088135,184448,0.0,194.2529637813568,
0.0003770478069782257,0.00018832564819604158,2172,1763260273.7412648,1096.0,1967.0255126953125,-0.0014313887804746628,500.0,0.5291308164596558,-0.001684047281742096,-0.00034356117248535156,186240,0.0,195.83449792861938,500.0
5.364697426557541e-05,0.00018748079310171306,2185,1763260275.0184684,1096.0,0.00038727224455215037,-0.005344931967556477,,0.448230504989624,0.0023885369300842285,0.03008955717086792,187648,0.0,197.11170148849487,
0.0007556639611721039,0.00018709676805883646,2192,1763260275.5733285,1097.0,1548.796142578125,-0.00022694095969200134,,0.5105213522911072,0.005659505724906921,0.0002582669258117676,188288,0.0,197.66656160354614,
0.0009069880470633507,0.00018671274301595986,2198,1763260276.1604915,1097.0,0.006821897812187672,0.00215147715061903,,0.4821140468120575,0.00031217001378536224,0.13415557146072388,188928,0.0,198.25372457504272,
0.00027922168374061584,0.00018663593800738454,2199,1763260276.2717407,1097.0,0.0013385602505877614,0.004648787900805473,,0.465389609336853,-0.0006300956010818481,-0.08375287055969238,189056,0.0,198.36497378349304,
,,2211,1763260277.30795,,,,500.0,,,,190240,,199.40118312835693,500.0
0.00030479487031698227,0.00018571429245639592,2214,1763260277.627802,1097.0,0.0009998524328693748,0.0042329346761107445,,0.4583798348903656,-0.004996366798877716,0.0705384612083435,190592,0.0,199.7210350036621,
0.0007246155291795731,0.00018533026741351932,2220,1763260278.212411,1097.0,0.00037263816921040416,0.002906017005443573,,0.4370952844619751,-0.008170351386070251,-0.083892822265625,191232,0.0,200.30564403533936,
0.00027572084218263626,0.00018517665739636868,2223,1763260278.434097,1097.0,0.003267322201281786,-0.0019935695454478264,,0.4594426155090332,-0.0005196481943130493,-0.010168194770812988,191488,0.0,200.527330160141,
,,2225,1763260278.5855417,,,,500.0,,,,191740,,200.6787748336792,500.0
8.037406951189041e-05,0.00018502304737921804,2226,1763260278.654626,1097.0,1792.360107421875,-0.0021578865125775337,,0.45445042848587036,0.0026567522436380386,-1.430511474609375e-06,191744,0.0,200.74785900115967,
0.00017191749066114426,0.00018494624237064272,2227,1763260278.7652419,1097.0,0.00818950217217207,0.00752385426312685,,0.4922722280025482,-0.0004229024052619934,0.052338361740112305,191872,0.0,200.8584749698639,
0.0001673717051744461,0.00018471582734491676,2231,1763260279.12621,1097.0,1834.245361328125,-7.312744855880737e-05,,0.5041634440422058,0.0011268146336078644,1.6450881958007812e-05,192256,0.0,201.21944308280945,
,,2235,1763260279.4961202,,,,500.0,,,,192740,,201.5893533229828,500.0
0.000591241754591465,0.0001841013872763142,2241,1763260280.0151157,1097.0,1840.321044921875,-0.002712746150791645,,0.5454042553901672,-0.007227085530757904,4.57763671875e-05,193280,0.0,202.10834884643555,
7.0156529545784e-05,0.00018364055722486228,2248,1763260280.7130482,1097.0,0.0012939415173605084,0.0022553037852048874,,0.536758303642273,0.0008497126400470734,-0.07517027854919434,194048,0.0,202.8062813282013,
,,2250,1763260280.8455904,,,,500.0,,,,194240,,202.9388234615326,500.0
8.505955338478088e-05,0.000183333337190561,2253,1763260281.1783252,1097.0,0.001775523996911943,0.0015416797250509262,,0.5606784820556641,-0.00035140663385391235,-0.0024073123931884766,194560,0.0,203.27155828475952,
0.00035238079726696014,0.0001821812620619312,2272,1763260282.881565,1098.0,0.010232029482722282,-0.0001665409654378891,,0.4920079708099365,-0.0026998519897460938,0.004688739776611328,196480,0.0,204.97479820251465,
0.0006560701876878738,0.00018172043201047927,2280,1763260283.5835564,1098.0,1543.496337890625,-0.006242334842681885,,0.5731472969055176,-0.0019056051969528198,-0.0001201629638671875,197248,0.0,205.67678952217102,
0.00028219074010849,0.00018079877190757543,2295,1763260284.9449267,1098.0,1566.1806640625,-0.006979081779718399,,0.48981332778930664,0.0009686648845672607,0.00012934207916259766,198784,0.0,207.03815984725952,
0.0015164641663432121,0.00018056835688184947,2298,1763260285.270859,1098.0,0.00034336710814386606,-0.001718449406325817,,0.5640181303024292,-0.010133326053619385,-0.0075751543045043945,199168,0.0,207.36409211158752,
0.00064895860850811,0.00017987711180467159,2310,1763260286.2991884,1098.0,1071.6859130859375,0.0032050739973783493,,0.5308266878128052,-0.005774902179837227,2.205371856689453e-06,200320,0.0,208.39242148399353,
0.001422354020178318,0.00017972350178752095,2312,1763260286.550271,1098.0,0.0012059544678777456,0.007795101962983608,,0.5527544021606445,-0.0036793053150177,-0.03937423229217529,200576,0.001953125,208.64350414276123,
0.001260293647646904,0.00017933947674464434,2318,1763260287.0989525,1098.0,0.00027030278579331934,0.0008500758558511734,,0.5179673433303833,-0.0005477964878082275,0.02642911672592163,201216,0.0,209.19218564033508,
1.247413456439972e-05,0.00017910906171891838,2322,1763260287.4576418,1098.0,0.0010330101940780878,3.380514681339264e-05,,0.5284299850463867,-0.002071784809231758,-0.0299760103225708,201600,0.0,209.5508749485016,
,,2324,1763260287.5736976,,,,500.0,,,,201740,,209.6669306755066,500.0
0.0001260722056031227,0.00017864823166746646,2329,1763260288.117901,1098.0,0.01425191294401884,-0.0015067653730511665,,0.5510339736938477,-0.0008158013224601746,0.03363305330276489,202368,0.0,210.21113419532776,
5.393289029598236e-05,0.0001780337915988639,2339,1763260289.0300848,1098.0,0.00746570061892271,0.0017477590590715408,,0.5161195993423462,0.000583600252866745,0.012751340866088867,203392,0.0,211.12331795692444,
0.00040144287049770355,0.00017780337657313794,2343,1763260289.3599615,1099.0,1589.5391845703125,0.0003645699471235275,,0.5561087131500244,-0.0051081255078315735,-8.821487426757812e-05,203776,0.0,211.4531946182251,
0.0008589522913098335,0.00017749615653883666,2348,1763260289.8317947,1098.0,1446.531494140625,-0.0011600581929087639,,0.5021865367889404,0.005751080811023712,0.00019937753677368164,204288,0.0,211.92502784729004,
0.002431783825159073,0.00017711213149596006,2354,1763260290.3817484,1099.0,0.009187179617583752,-0.007514782249927521,,0.5445654392242432,-0.03381899744272232,-0.061775803565979004,204928,0.0,212.47498154640198,
0.0011351564899086952,0.00017657449643593282,2363,1763260291.194001,1099.0,1176.3697509765625,0.004399470053613186,,0.542365312576294,-0.003429871052503586,-0.00013577938079833984,205824,0.005859375,213.28723406791687,
0.0001240251585841179,0.0001749615912558511,2389,1763260293.577665,1099.0,0.0009091630345210433,-0.00041266437619924545,,0.5102007389068604,0.00012138113379478455,-0.022597193717956543,208512,0.0,215.67089819908142,
,,2426,1763260296.9130466,,,,500.0,,,,212240,,219.00627970695496,500.0
0.000619400292634964,0.00017242704052478075,2430,1763260297.3461125,1099.0,0.0004974845214746892,0.006007036194205284,,0.43645063042640686,-0.010203633457422256,0.027440011501312256,212736,0.0,219.43934559822083,
0.002591976895928383,0.00017127496539615095,2449,1763260299.0756397,1100.0,0.00024662696523591876,-0.0008074287325143814,,0.48302537202835083,-0.017498552799224854,-0.033209919929504395,214656,0.00390625,221.16887283325195,
,,2465,1763260300.4542415,,,,500.0,,,,216240,,222.54747462272644,500.0
0.0006665578112006187,0.00016866359510459006,2491,1763260302.9356434,1100.0,0.0013071262510493398,0.005760557018220425,,0.5081123113632202,0.006136823445558548,0.028009533882141113,219008,0.0,225.02887654304504,
,,2493,1763260303.1118865,,,,500.0,,,,219240,,225.20511960983276,500.0
0.0010121632367372513,0.00016774193500168622,2506,1763260304.321312,1100.0,0.001171573530882597,0.011085040867328644,,0.4654408395290375,-0.010423004627227783,0.19783872365951538,220544,0.0,226.4145450592041,
0.0014767264947295189,0.0001672811049502343,2514,1763260304.98276,1100.0,1786.69140625,0.003891599364578724,,0.4693696200847626,-0.01193518191576004,0.00012475252151489258,221312,0.0,227.07599306106567,
1.560710370540619e-05,0.00016720429994165897,2515,1763260305.1182685,1100.0,0.008345837704837322,-0.0021925531327724457,,0.5486313700675964,-0.00014188513159751892,-0.0662158727645874,221440,0.0,227.21150159835815,
0.0006681345403194427,0.0001668970799073577,2520,1763260305.5633705,1100.0,0.008984962478280067,0.0011927466839551926,,0.49203574657440186,0.0001424141228199005,-0.12952983379364014,221952,0.0,227.6566035747528,
,,2533,1763260306.7143567,,,,500.0,,,,223240,,228.8075897693634,500.0
0.0005837269127368927,0.00016566819977015257,2540,1763260307.4053485,1100.0,0.001398431952111423,-0.0003200545907020569,,0.5722963213920593,-0.009439053013920784,0.029379844665527344,224000,0.0,229.49858164787292,
,,2547,1763260307.9907491,,,,500.0,,,,224740,,230.0839822292328,500.0
0.0008822940289974213,0.00016382487956434488,2570,1763260310.1096294,1101.0,0.0014651159290224314,0.00579424574971199,,0.4471364915370941,-0.008147306740283966,0.08888018131256104,227072,0.0,232.2028625011444,
0.0035691680386662483,0.00016374807455576956,2571,1763260310.2343893,1101.0,0.0005812634481117129,0.012410100549459457,,0.5104855298995972,-0.01731739565730095,-0.009274959564208984,227200,0.001953125,232.32762241363525,
0.00012905802577733994,0.00016344085452146828,2576,1763260310.6962092,1101.0,0.0004016281454823911,-0.0032264618203043938,,0.5107626914978027,0.0015284419059753418,0.051650047302246094,227712,0.0,232.7894423007965,
,,2577,1763260310.7079477,,,,500.0,,,,227740,,232.80118083953857,500.0
0.0005377773195505142,0.0001615207438590005,2608,1763260313.5862098,1101.0,0.00564291188493371,0.009434999898076057,,0.6088172197341919,0.0014519467949867249,0.010985851287841797,230912,0.0,235.67944288253784,
0.0011490210890769958,0.00016136713384184986,2610,1763260313.805206,1101.0,0.00019086171232629567,0.0025943536311388016,,0.5041678547859192,0.017327288165688515,0.2021012306213379,231168,0.0,235.89843916893005,
0.0028735650703310966,0.00016021505871322006,2630,1763260315.5286722,1101.0,0.0006372736534103751,0.0022974302992224693,,0.5678871870040894,-0.024106696248054504,-0.17196273803710938,233088,0.005859375,237.62190532684326,
,,2636,1763260315.9960465,,,,500.0,,,,233668,,238.08927965164185,500.0
,,2646,1763260316.9054103,,,,500.0,,,,234668,,238.9986433982849,500.0
0.0002744952216744423,0.0001592165936017409,2647,1763260317.0019896,1101.0,1229.766845703125,0.0038904519751667976,,0.5473403930664062,-0.0003674700856208801,0.0006800293922424316,234752,0.0,239.0952227115631,
0.0020137429237365723,0.00015913978859316558,2648,1763260317.1124609,1101.0,0.006643320433795452,0.009543677791953087,,0.4410232901573181,-0.007635593414306641,0.1905469298362732,234880,0.005859375,239.20569396018982,
0.00047847628593444824,0.00015791090845596045,2668,1763260318.9373279,1102.0,0.00211501307785511,0.00631500780582428,,0.5646019577980042,-0.004173927009105682,0.010165572166442871,236928,0.0,241.0305609703064,
0.001371581107378006,0.00015760368842165917,2673,1763260319.3766913,1102.0,0.0018414142541587353,-0.012574467808008194,,0.5180978178977966,-0.0011133868247270584,0.05873000621795654,237440,0.0,241.46992444992065,
0.00011098291724920273,0.00015706605336163193,2683,1763260320.1860914,1102.0,1474.136474609375,0.00196188036352396,,0.3744494318962097,0.0024143625050783157,-0.0001538991928100586,238336,0.0,242.27932453155518,
0.00010328926146030426,0.00015683563833590597,2687,1763260320.518461,1102.0,1752.8092041015625,-0.003938224166631699,,0.41843825578689575,0.003598332405090332,0.002330601215362549,238720,0.0,242.61169409751892,
0.0026100557297468185,0.00015668202831875533,2689,1763260320.7726421,1102.0,0.0038683221209794283,-0.01911194808781147,,0.5510830283164978,0.009204844012856483,-0.06915533542633057,238976,0.0,242.86587524414062,
0.0012865401804447174,0.0001565284183016047,2692,1763260320.9947999,1102.0,1437.083251953125,-0.0037697870284318924,,0.47457438707351685,-0.0016365423798561096,0.0004557967185974121,239232,0.0,243.08803296089172,
9.278673678636551e-05,0.00015407065802719444,2732,1763260324.6223629,1102.0,0.0035067987628281116,0.0021838853135704994,,0.5402207374572754,-0.0014470294117927551,-0.0591278076171875,243328,0.0,246.71559596061707,
0.008271393366158009,0.00015284177788998932,2752,1763260326.455096,1102.0,0.0010073286248371005,0.002749585546553135,,0.49016106128692627,-0.04449555277824402,-0.09241211414337158,245376,0.015625,248.54832911491394,
4.0090642869472504e-05,0.00015253455785568804,2757,1763260326.9289474,1102.0,0.0008819826762191951,0.0003723977133631706,,0.5587839484214783,7.30808824300766e-05,-0.13179230690002441,245888,0.0,249.02218055725098,
0.002890021540224552,0.0001516128977527842,2772,1763260328.2848947,1102.0,0.0016043386422097683,-0.01047772727906704,,0.48064813017845154,-0.004944749176502228,-0.10220396518707275,247424,0.009765625,250.37812781333923,
0.0004307050257921219,0.00015099845768418163,2782,1763260329.2021694,1102.0,0.0019168334547430277,-0.007174698635935783,,0.5385318398475647,-0.008361970074474812,-0.37315893173217773,248448,0.0,251.29540252685547,
0.00012203212827444077,0.0001509216526756063,2783,1763260329.3135884,1102.0,0.0003517622244544327,-0.0003147972747683525,,0.5847290754318237,0.0027726367115974426,-0.23282885551452637,248576,0.0,251.4068214893341,
,,2793,1763260330.1566231,,,,500.0,,,,249579,,252.2498562335968,500.0
0.00020465347915887833,0.0001484639069531113,2824,1763260332.9526193,1103.0,1426.6864013671875,0.0005805743858218193,,0.5865777134895325,-0.0024382025003433228,-6.437301635742188e-05,252672,0.0,255.04585242271423,
0.0008068922907114029,0.0001473118318244815,2843,1763260334.673053,1103.0,0.00046896282583475113,0.01397102139890194,,0.5707300901412964,-0.003015700727701187,-0.01247704029083252,254592,0.0,256.76628613471985,
,,2857,1763260335.5027475,,,,109.0,,,,255529,,257.5959806442261,109.0
,,2882,1763260336.812074,,,,54.0,,,,257008,,258.90530705451965,54.0
0.0007066037505865097,0.00014539170661009848,2890,1763260337.5870256,1103.0,37.9388313293457,-0.0013324432075023651,,0.5130766034126282,0.00025955960154533386,-101.95777130126953,257792,0.0,259.6802587509155,
0.0021324167028069496,0.00014408602146431804,2911,1763260339.5248897,1103.0,0.10753683000802994,0.012669913470745087,,0.5007314682006836,-0.017272349447011948,0.08069121837615967,259968,0.0,261.6181228160858,
0.0015753544867038727,0.00014262672630138695,2935,1763260341.6852047,1103.0,0.006440659519284964,0.013529974967241287,,0.5726133584976196,0.017771951854228973,-9.234357833862305,262400,0.0,263.7784378528595,
0.0007235407829284668,0.00014178187120705843,2949,1763260342.9339213,1103.0,0.0004659158585127443,3.0994415283203125e-05,,0.5056439638137817,-0.0059409961104393005,-0.1726360321044922,263808,0.0,265.0271544456482,
0.0038515152409672737,0.00014109062612988055,2960,1763260343.9593885,1103.0,0.000661382160615176,0.02442566491663456,,0.49664995074272156,-0.012564374133944511,-1.8358662128448486,264960,0.00390625,266.0526216030121,
0.0017220471054315567,0.0001401689660269767,2975,1763260345.3182938,1104.0,0.00026571424677968025,0.01710868626832962,,0.4510977864265442,-0.004755401983857155,0.306881308555603,266496,0.0,267.41152691841125,
,,2989,1763260346.633989,,,,500.0,,,,268008,,268.7272222042084,500.0
0.0005400935187935829,0.00013878647587262094,2997,1763260347.3724306,1104.0,0.00636379374191165,-0.009513148106634617,,0.3909013569355011,-0.008484721183776855,-3.172487735748291,268800,0.0,269.46566367149353,
0.0002951221540570259,0.00013794163533020765,3011,1763260348.6163929,1104.0,0.008007807657122612,0.0024574650451540947,,0.4148156940937042,-0.007391982711851597,-0.7364785671234131,270208,0.0,270.70962595939636,
0.000881630927324295,0.0001354838750557974,3051,1763260352.3031251,1104.0,0.001085483469069004,0.010393703356385231,,0.5261675715446472,-0.016220591962337494,-0.22941064834594727,274304,0.0,274.39635825157166,
,,3053,1763260352.4401155,,,,500.0,,,,274508,,274.53334856033325,500.0
0.0008532814681529999,0.00013456221495289356,3066,1763260353.6572628,1104.0,0.0010914047015830874,0.004497973248362541,,0.5356808304786682,-0.01770312339067459,0.010013401508331299,275840,0.0,275.75049591064453,
0.0005899779498577118,0.0001343317999271676,3070,1763260354.0215333,1104.0,0.003515207441523671,-0.003715917468070984,,0.4814457893371582,0.006612297147512436,0.08153057098388672,276224,0.0,276.1147663593292,
,,3083,1763260355.1645222,,,,500.0,,,,277508,,277.257755279541,500.0
3.2646581530570984e-05,0.00013264208973851055,3098,1763260356.5268788,1104.0,1758.218017578125,2.2569671273231506e-05,,0.5049131512641907,0.001703217625617981,-0.0013511180877685547,279040,0.0,278.62011194229126,
0.00044587161391973495,0.00013233486970420927,3103,1763260356.9689002,1104.0,1725.26025390625,0.0009360583499073982,,0.486093133687973,-0.00860874354839325,0.00029277801513671875,279552,0.0,279.06213331222534,
,,3127,1763260359.141357,,,,500.0,,,,282008,,281.23459005355835,500.0
0.000362141989171505,0.00013072196452412754,3129,1763260359.3858228,1104.0,0.006043743807822466,-0.0014003673568367958,,0.4981656074523926,0.003402024507522583,-0.2951422929763794,282240,0.0,281.47905588150024,
3.6075711250305176e-05,0.00012995391443837434,3141,1763260360.5173433,1105.0,1828.8675537109375,0.0020074304193258286,,0.5071125030517578,-0.0007116440683603287,-1.1920928955078125e-07,283520,0.0,282.6105763912201,
0.001155652105808258,0.0001298003044212237,3143,1763260360.7362695,1105.0,0.0007372853578999639,-0.0010560229420661926,,0.47259780764579773,-0.014332594349980354,-0.06989240646362305,283776,0.0,282.82950258255005,
0.0004712427034974098,0.00012964669440407306,3146,1763260360.9592588,1105.0,1577.8153076171875,-0.0032924888655543327,,0.5090062618255615,-0.0009954385459423065,-0.00013208389282226562,284032,0.0,283.05249190330505,
,,3170,1763260363.1360037,,,,500.0,,,,286508,,285.2292368412018,500.0
4.477519541978836e-05,0.00012734254414681345,3183,1763260364.3672483,1105.0,0.0010816005524247885,0.0014791609719395638,,0.511085033416748,0.0005756430327892303,-0.036239027976989746,287872,0.0,286.4604814052582,
0.0008484972640872002,0.00012703532411251217,3188,1763260364.840879,1105.0,0.0006446025217883289,0.007771453820168972,,0.4949950873851776,-0.010481081902980804,-0.12852025032043457,288384,0.001953125,286.93411207199097,
7.125362753868103e-05,0.00012526882346719503,3217,1763260367.4640644,1105.0,0.0016466306988149881,-0.002390928566455841,,0.4004637598991394,-0.0025017540901899338,-0.22937297821044922,291328,0.0,289.5572974681854,
,,3224,1763260368.0651531,,,,500.0,,,,292008,,290.15838623046875,500.0
0.0002546105533838272,0.00012342550326138735,3247,1763260370.2089298,1105.0,0.0005458859959617257,0.006138969212770462,,0.41364777088165283,-0.0012559965252876282,-0.16319811344146729,294400,0.0,292.3021628856659,
0.0005471585318446159,0.0001232718932442367,3250,1763260370.4312294,1105.0,0.004762113559991121,-0.004146774299442768,,0.48715847730636597,-0.0036757364869117737,-0.04622852802276611,294656,0.0,292.52446246147156,
0.00033149775117635727,0.00012311828322708607,3252,1763260370.675275,1105.0,0.0004165925201959908,-1.8087215721607208e-05,,0.45646989345550537,-0.008855801075696945,-0.12752950191497803,294912,0.0,292.7685081958771,
0.00015373807400465012,0.00012296467320993543,3255,1763260370.9008613,1105.0,0.006656356155872345,0.0010738903656601906,,0.4453802704811096,0.0014042109251022339,-0.39024579524993896,295168,0.0,292.99409437179565,
6.056390702724457e-06,0.00012273425818420947,3259,1763260371.2320125,1105.0,1797.281494140625,-0.0005774432793259621,,0.4638296961784363,-0.000319555401802063,0.0001933574676513672,295552,0.0,293.3252456188202,
0.0004197657108306885,0.00012188940308988094,3272,1763260372.485182,1105.0,0.000737457477953285,0.0007381774485111237,,0.3742472529411316,-0.001833304762840271,-0.27892279624938965,296960,0.0,294.57841515541077,
3.7153251469135284e-05,0.0001217357930727303,3275,1763260372.7071216,1105.0,0.005957586225122213,-0.000170770101249218,,0.4021640419960022,-0.001402735710144043,-0.17511296272277832,297216,0.0,294.800354719162,
6.952602416276932e-05,0.00012165898806415498,3276,1763260372.8524745,1105.0,0.00047796673607081175,0.00060985516756773,,0.4468734860420227,-0.0020565129816532135,0.12177395820617676,297344,0.0,294.94570755958557,
,,3296,1763260374.6931853,,,,500.0,,,,299508,,296.78641843795776,500.0
0.0010549668222665787,0.0001201996929012239,3299,1763260375.0203247,1105.0,0.0005516375531442463,0.0014396030455827713,,0.42119261622428894,0.004315726459026337,0.24956369400024414,299776,0.0,297.11355781555176,
0.0001520216464996338,0.00011781873763538897,3338,1763260378.538211,1106.0,0.004093455150723457,0.00037012435495853424,,0.3670450747013092,0.002387702465057373,-0.562293529510498,303744,0.0,300.63144421577454,
0.0006926525384187698,0.00011705069482559338,3351,1763260379.6713252,1106.0,1708.77783203125,-0.005677113309502602,,0.5111861824989319,-0.0031837522983551025,0.00034230947494506836,305024,0.0,301.7645583152771,
9.062420576810837e-05,0.00011666666978271678,3357,1763260380.2513025,1106.0,0.006742727942764759,-0.0019088229164481163,,0.444792240858078,-0.00033480674028396606,-0.07771718502044678,305664,0.0,302.34453558921814,
,,3360,1763260380.50064,,,,500.0,,,,306008,,302.5938730239868,500.0
0.0010584397241473198,0.00011413210449973121,3398,1763260383.989523,1106.0,0.0005408399738371372,-0.009549104608595371,,0.4453909993171692,-0.006174664944410324,-0.48318982124328613,309888,0.0,306.08275604248047,
0.0013663247227668762,0.00011397849448258057,3401,1763260384.2496226,1106.0,0.006111952476203442,-0.0014998819679021835,,0.43382975459098816,-0.01518116146326065,-0.3590841293334961,310144,0.0,306.3428556919098,
0.0008742362260818481,0.00011367127444827929,3406,1763260384.6912591,1106.0,0.005742513574659824,-0.009891539812088013,,0.4143414795398712,-0.007118731737136841,-0.31766390800476074,310656,0.0,306.7844922542572,
0.0005035419017076492,0.00011359446943970397,3407,1763260384.801004,1106.0,0.001828369335271418,-0.0036610066890716553,,0.465293824672699,0.004468703642487526,-0.23114144802093506,310784,0.0,306.8942370414734,
,,3419,1763260385.8554056,,,,500.0,,,,312008,,307.94863867759705,500.0
0.00024146493524312973,0.00011244239431107417,3426,1763260386.5248423,1106.0,0.006244237534701824,0.00516131054610014,,0.3909652829170227,-0.002389185130596161,-0.5187705755233765,312704,0.0,308.6180753707886,
0.0018462017178535461,0.00011228878429392353,3428,1763260386.7433348,1106.0,0.0005226376815699041,-0.0015704892575740814,,0.4443250298500061,0.0032935161143541336,-0.2577463388442993,312960,0.001953125,308.83656787872314,
0.00018676463514566422,0.00011190475925104693,3435,1763260387.3307447,1106.0,677.1490478515625,-0.0013590147718787193,,0.4177462160587311,-0.0008956007659435272,-0.00012600421905517578,313600,0.0,309.4239778518677,
0.0028700493276119232,0.00011090630141552538,3450,1763260388.7911458,1106.0,0.0027209408581256866,-0.015376860275864601,,0.39028623700141907,0.0035380497574806213,0.08086460828781128,315264,0.009765625,310.8843789100647,
0.00021341443061828613,0.00011082949640695006,3451,1763260388.9022686,1106.0,0.0006935103447176516,-0.00335785374045372,,0.41017404198646545,0.0031050629913806915,-0.19053125381469727,315392,0.0,310.9955017566681,
,,3462,1763260389.8415413,,,,500.0,,,,316508,,311.9347743988037,500.0
0.00019057467579841614,0.00010929339623544365,3476,1763260391.1629996,1107.0,0.0003600952331908047,-0.001801496371626854,,0.3927907645702362,-0.0042458027601242065,-0.0055921077728271484,317952,0.0,313.2562327384949,
8.161459118127823e-05,0.00010913978621829301,3479,1763260391.4138553,1106.0,0.00583580182865262,-0.0037189507856965065,,0.38818439841270447,-0.003085922449827194,-0.1479034423828125,318208,0.0,313.50708842277527,
0.0001966552808880806,0.00010798771108966321,3498,1763260393.0986347,1107.0,727.6979370117188,0.007905145175755024,,0.41154226660728455,0.004793792963027954,3.057718276977539e-05,320128,0.0,315.19186782836914,
0.0002850601449608803,0.00010768049105536193,3503,1763260393.5757456,1107.0,0.007621134631335735,-0.0018945364281535149,,0.3511667251586914,-0.002238817512989044,0.18973428010940552,320640,0.0,315.6689786911011,
7.248297333717346e-05,0.00010706605098675936,3513,1763260394.457699,1107.0,0.00431210407987237,-0.003649810329079628,,0.49000293016433716,0.0005750358104705811,0.3721886873245239,321664,0.0,316.55093216896057,
0.0003404952585697174,0.00010629800090100616,3525,1763260395.624234,1107.0,0.0007490382995456457,-0.0018430743366479874,,0.41573473811149597,-0.004103178158402443,-0.008993268013000488,322944,0.0,317.71746706962585,
8.626282215118408e-05,0.00010560675582382828,3537,1763260396.656598,1107.0,902.1702270507812,-0.005875647068023682,,0.3703882694244385,-0.0007948577404022217,4.506111145019531e-05,324096,0.0,318.749831199646,
