losses/approx_kl,charts/learning_rate,_step,_timestamp,charts/SPS,losses/value_loss,losses/old_approx_kl,charts/episodic_return,losses/entropy,losses/policy_loss,losses/explained_variance,global_step,losses/clipfrac,_runtime,charts/episodic_length
0.001254294067621231,0.0002830261073540896,504,1763260131.6364105,1026.0,120.17570495605469,0.01706298068165779,,0.5722513794898987,-0.0014529228210449219,0.36674678325653076,28416,0.0,53.72964358329773,
,,515,1763260132.2463322,,,,121.0,,,,29060,,54.33956527709961,121.0
6.47539272904396e-05,0.0002821044472511858,530,1763260133.2410948,1022.0,289.4897155761719,0.002175058238208294,,0.5323036909103394,-0.005763928405940533,0.10289239883422852,29952,0.0,55.334327936172485,
,,539,1763260133.8944566,,,,88.0,,,,30489,,55.98768973350525,88.0
,,547,1763260134.51498,,,,121.0,,,,31093,,56.60821318626404,121.0
,,555,1763260135.0378866,,,,125.0,,,,31580,,57.13111972808838,125.0
,,559,1763260135.350675,,,,305.0,,,,31885,,57.44390821456909,305.0
6.335880607366562e-05,0.00028056834707967937,568,1763260135.9041696,1017.0,201.1996307373047,0.0034262770786881447,,0.6229546666145325,-0.0038213711231946945,0.42931848764419556,32512,0.0,57.99740266799927,
5.00725582242012e-05,0.00027941627195104957,595,1763260137.6627567,1021.0,115.80683135986328,0.0005194051191210747,,0.5944334268569946,0.0010209046304225922,0.5934685468673706,34432,0.0,59.75598978996277,
,,612,1763260138.715018,,,,128.0,,,,35589,,60.80825114250183,128.0
0.00015520956367254257,0.00027864822186529636,614,1763260138.8265574,1023.0,118.94068145751953,-0.0014381809160113335,,0.6066970825195312,-0.00278550386428833,0.6336584091186523,35712,0.0,60.919790506362915,
5.404464900493622e-06,0.0002781105868052691,630,1763260139.6639836,1024.0,125.98143005371094,-0.0008840644732117653,,0.625331699848175,-0.0004007704555988312,0.5802119970321655,36608,0.0,61.757216691970825,
3.5888515412807465e-05,0.00027788017177954316,636,1763260140.0009568,1025.0,544.72802734375,0.0011100200936198235,,0.6029455661773682,-0.0019738301634788513,0.01891934871673584,36992,0.0,62.09418988227844,
4.375353455543518e-06,0.0002777265617623925,640,1763260140.2628565,1025.0,306.65606689453125,-0.0001100488007068634,,0.6189828515052795,0.00017812103033065796,0.04734933376312256,37248,0.0,62.35608959197998,
,,650,1763260140.8527558,,,,46.0,,,,37952,,62.94598889350891,46.0
,,664,1763260141.7719514,,,,240.0,,,,38930,,63.86518454551697,240.0
,,684,1763260142.7463973,,,,14.0,,,,40020,,64.8396303653717,14.0
,,689,1763260143.0645716,,,,156.0,,,,40340,,65.15780472755432,156.0
0.0002480046823620796,0.000275576050626114,698,1763260143.5384657,1031.0,54.01996612548828,0.002464218996465206,,0.5976541638374329,-0.006829150021076202,0.8063094019889832,40832,0.0,65.63169884681702,
0.00015154387801885605,0.00027542244060896337,702,1763260143.7616339,1031.0,66.49851989746094,0.003893679939210415,,0.6379927396774292,-0.0022412389516830444,0.8562023043632507,41088,0.0,65.85486698150635,
0.00011354777961969376,0.0002751920255832374,707,1763260144.0952113,1032.0,92.6104736328125,0.0012603504583239555,,0.64628005027771,-0.0041182879358530045,0.4022243618965149,41472,0.0,66.18844437599182,
,,729,1763260145.3798456,,,,168.0,,,,42940,,67.47307872772217,168.0
,,757,1763260147.2687926,,,,206.0,,,,45007,,69.36202573776245,206.0
,,762,1763260147.594856,,,,137.0,,,,45368,,69.68808913230896,137.0
1.4035031199455261e-05,0.0002725806552916765,767,1763260148.048335,1039.0,67.14917755126953,0.0003356616944074631,,0.5697889924049377,0.00017138198018074036,0.03607463836669922,45824,0.0,70.14156818389893,
,,775,1763260148.5305195,,,,240.0,,,,46436,,70.62375259399414,240.0
0.0012709982693195343,0.00027158219018019736,788,1763260149.5271735,1041.0,13.603560447692871,-0.005006812512874603,,0.5331128835678101,0.013853199779987335,0.9815309047698975,47488,0.0,71.62040662765503,
,,797,1763260150.2481122,,,,375.0,,,,48327,,72.34134531021118,375.0
0.0026305774226784706,0.0002705069200601429,806,1763260151.1310973,1044.0,174.96060180664062,0.0030582891777157784,,0.5834769010543823,-0.005765816196799278,0.7546056509017944,49280,0.01953125,73.22433042526245,
,,815,1763260151.8053458,,,,226.0,,,,50053,,73.89857888221741,226.0
1.1362135410308838e-07,0.00026743471971713006,863,1763260155.8680124,1047.0,49.000362396240234,1.3075768947601318e-06,,0.5881702303886414,-8.046627044677734e-05,-0.0027093887329101562,54400,0.0,77.9612455368042,
9.804032742977142e-06,0.0002668970846571028,872,1763260156.6833723,1048.0,37.2890739440918,0.0003473302349448204,,0.5652716159820557,0.0009087668731808662,0.7548176050186157,55296,0.0,78.77660536766052,
4.768837243318558e-05,0.00026666666963137686,876,1763260157.018015,1049.0,17.430377960205078,0.00045612361282110214,,0.5538794994354248,-0.0022573955357074738,0.4365588426589966,55680,0.0,79.11124801635742,
,,922,1763260160.9568002,,,,500.0,,,,60127,,83.05003333091736,500.0
0.00021163839846849442,0.00026351766427978873,930,1763260161.729164,1054.0,20.549732208251953,0.004307153634727001,,0.5365090370178223,-0.00575602799654007,0.2635135054588318,60928,0.0,83.82239699363708,
5.319714546203613e-06,0.0002630568342283368,938,1763260162.4314268,1054.0,19.579500198364258,0.0003358740359544754,,0.5430271029472351,-0.0007213354110717773,-0.02276778221130371,61696,0.0,84.52465987205505,
,,941,1763260162.68081,,,,500.0,,,,62040,,84.77404308319092,500.0
0.00015110895037651062,0.00026282641920261085,942,1763260162.7616293,1055.0,1143.0194091796875,-0.003660246729850769,,0.5744437575340271,0.0015796013176441193,0.0008900761604309082,62080,0.0,84.85486245155334,
9.98377799987793e-07,0.00026244239415973425,948,1763260163.341683,1055.0,23.229524612426758,-0.00011949986219406128,,0.5742223262786865,0.0001711621880531311,0.5139341354370117,62720,0.0,85.4349160194397,
0.00045895855873823166,0.00026090629398822784,974,1763260165.6251013,1058.0,8.857963562011719,0.003887058235704899,,0.5324850678443909,0.004155345261096954,-0.014420509338378906,65280,0.0,87.71833443641663,
,,980,1763260166.0966887,,,,500.0,,,,65876,,88.18992185592651,500.0
,,985,1763260166.5465565,,,,447.0,,,,66323,,88.63978958129883,447.0
7.152557373046875e-07,0.0002596774138510227,995,1763260167.4508328,1060.0,6.96034049987793,-2.9319897294044495e-05,,0.5526469945907593,-0.00024338066577911377,0.028049588203430176,67328,0.0,89.54406595230103,
0.00042688846588134766,0.0002596006088424474,997,1763260167.5704882,1060.0,5.144339561462402,-0.0016020014882087708,,0.5928979516029358,0.007234405726194382,0.0017796754837036133,67456,0.0,89.6637213230133,
0.0007987609133124352,0.0002585253387223929,1015,1763260169.156893,1061.0,5.627718925476074,0.0016975132748484612,,0.5697391033172607,-0.0006838962435722351,-0.7907615900039673,69248,0.0,91.25012612342834,
2.341531217098236e-05,0.00025821811868809164,1020,1763260169.6676192,1061.0,2.709364414215088,-0.0003180205821990967,,0.5626239776611328,-0.00011857599020004272,-0.06416630744934082,69760,0.0,91.76085233688354,
,,1031,1763260170.4773211,,,,281.0,,,,70743,,92.57055425643921,281.0
0.00026400573551654816,0.00025645160349085927,1050,1763260172.2883093,1063.0,1.1654850244522095,-0.002515440806746483,,0.6060428619384766,0.002338014543056488,-0.05158233642578125,72704,0.0,94.38154244422913,
0.0007027238607406616,0.00025629799347370863,1053,1763260172.509366,1064.0,1.0304760932922363,-0.004239371046423912,,0.5494147539138794,-0.008406523615121841,-0.21461033821105957,72960,0.0,94.60259914398193,
1.4240853488445282e-05,0.00025599077343940735,1058,1763260172.9804668,1064.0,0.7976670265197754,0.0001133279874920845,,0.5730395317077637,-0.0009003207087516785,-0.0019501447677612305,73472,0.0,95.07369995117188,
,,1083,1763260175.1915321,,,,500.0,,,,76029,,97.28476524353027,500.0
0.00017417129129171371,0.00025407064822502434,1091,1763260175.81175,1066.0,1260.486083984375,0.0019570263102650642,,0.5431480407714844,-0.005273319780826569,0.000670313835144043,76672,0.0,97.90498304367065,
,,1106,1763260177.0353153,,,,144.0,,,,78071,,99.12854838371277,144.0
,,1118,1763260178.024907,,,,264.0,,,,79110,,100.11814022064209,264.0
4.109088331460953e-05,0.00025222732801921666,1125,1763260178.5817213,1068.0,1807.9169921875,-0.0029508257284760475,,0.5447735786437988,0.0017137229442596436,0.015805959701538086,79744,0.0,100.67495441436768,
0.0012635895982384682,0.0002518433320801705,1133,1763260179.1738296,1068.0,1024.88916015625,0.004100828431546688,,0.5343618392944336,0.00024609267711639404,0.14428293704986572,80384,0.0,101.26706266403198,
0.0001851879060268402,0.00025115208700299263,1145,1763260180.2038465,1069.0,0.14274172484874725,0.0005193501710891724,,0.47084563970565796,-0.002753201872110367,0.37401241064071655,81536,0.0,102.29707956314087,
0.004357879050076008,0.0002500000118743628,1164,1763260181.893928,1070.0,45.12941360473633,-0.014867382124066353,,0.5452042818069458,-0.01618615910410881,-97.48603057861328,83456,0.0078125,103.98716115951538,
,,1165,1763260181.9322286,,,,500.0,,,,83569,,104.02546167373657,500.0
,,1172,1763260182.5279517,,,,153.0,,,,84222,,104.62118482589722,153.0
0.0007798578590154648,0.00024900154676288366,1181,1763260183.4030046,1071.0,0.22528189420700073,0.0049178507179021835,,0.5457496047019958,0.0003134850412607193,-2.017735004425049,85120,0.0,105.49623775482178,
0.0022049900144338608,0.0002486943267285824,1186,1763260183.8434346,1071.0,0.13316230475902557,0.020049206912517548,,0.5398674607276917,-0.014567144215106964,-0.1811530590057373,85632,0.0,105.93666768074036,
,,1197,1763260184.783845,,,,500.0,,,,86722,,106.87707805633545,500.0
0.00041201338171958923,0.00024708142154850066,1213,1763260186.2471592,1073.0,841.2246704101562,0.0039684828370809555,,0.4048502445220947,0.004957437515258789,0.00337141752243042,88320,0.0,108.34039235115051,
0.0019119316712021828,0.00024692781153135,1215,1763260186.4993405,1072.0,2.1638002395629883,0.006858532316982746,,0.43206557631492615,-0.0018049255013465881,-25.484434127807617,88576,0.001953125,108.59257364273071,
,,1226,1763260187.4556398,,,,500.0,,,,89722,,109.54887294769287,500.0
0.0004914170131087303,0.0002460061514284462,1230,1763260187.8553653,1073.0,0.0004099566722288728,-0.006804930977523327,,0.357963889837265,0.00252489373087883,-0.8344136476516724,90112,0.0,109.94859838485718,
0.001212271861732006,0.0002457757364027202,1234,1763260188.1911442,1074.0,0.0005638344446197152,0.004870700649917126,,0.4204750061035156,0.009743280708789825,0.20077651739120483,90496,0.001953125,110.28437733650208,
0.007281656377017498,0.00024508449132554233,1245,1763260189.2238822,1074.0,0.007408314384520054,-0.021962875500321388,,0.4805190861225128,-0.023176979273557663,-14.427325248718262,91648,0.021484375,111.31711530685425,
0.00027987733483314514,0.0002445468562655151,1254,1763260190.028777,1075.0,0.0008857549401000142,0.000426270067691803,,0.5287816524505615,-0.0020711198449134827,-0.10651755332946777,92544,0.0,112.12200999259949,
,,1271,1763260191.527049,,,,500.0,,,,94222,,113.62028217315674,500.0
0.00155702605843544,0.00024178187595680356,1299,1763260194.1447647,1077.0,0.00024659972405061126,-0.009692266583442688,,0.5392423868179321,0.006774008274078369,-1.4579269886016846,97152,0.0,116.23799777030945,
,,1339,1763260197.695202,,,,500.0,,,,101159,,119.78843522071838,500.0
0.0002831248566508293,0.0002393241156823933,1340,1763260197.826775,1078.0,1033.068359375,-0.0014748265966773033,,0.5641724467277527,5.4895877838134766e-05,5.412101745605469e-05,101248,0.0,119.92000818252563,
,,1349,1763260198.6109285,,,,500.0,,,,102159,,120.70416164398193,500.0
,,1363,1763260199.9183526,,,,500.0,,,,103659,,122.01158571243286,500.0
0.000163273885846138,0.0002377880155108869,1365,1763260200.1042116,1079.0,0.0056205145083367825,-0.00041229650378227234,,0.5226296186447144,-0.0006309859454631805,0.22811555862426758,103808,0.0,122.1974446773529,
0.00015341304242610931,0.00023748079547658563,1370,1763260200.5492032,1079.0,0.005991918500512838,-0.00011983700096607208,,0.5678859353065491,-0.007272377610206604,0.1089586615562439,104320,0.0,122.64243626594543,
0.00043139606714248657,0.00023686635540798306,1380,1763260201.4686825,1080.0,0.006429350934922695,-0.004134234040975571,,0.5490389466285706,-0.0021332204341888428,-0.0768958330154419,105344,0.0,123.56191563606262,
0.0019711442291736603,0.00023678955039940774,1381,1763260201.57872,1080.0,0.001333129359409213,0.019496876746416092,,0.4856467843055725,-0.015493281185626984,0.09328365325927734,105472,0.001953125,123.67195320129395,
,,1388,1763260202.1789274,,,,500.0,,,,106159,,124.27216053009033,500.0
0.00013767462223768234,0.00023594469530507922,1395,1763260202.823561,1080.0,0.00706631550565362,-0.0030330857262015343,,0.5154166221618652,-8.612126111984253e-05,-0.13227391242980957,106880,0.0,124.91679406166077,
0.0003248099237680435,0.00023571428027935326,1399,1763260203.1909757,1080.0,745.0908813476562,-0.003941839560866356,,0.4567652940750122,-0.0004607550799846649,3.403425216674805e-05,107264,0.0,125.28420877456665,
0.0002846205607056618,0.00023533025523647666,1405,1763260203.7405705,1081.0,0.004392158705741167,0.001660333015024662,,0.4428177773952484,-0.004540078341960907,0.3661472797393799,107904,0.0,125.83380365371704,
,,1432,1763260206.1864605,,,,500.0,,,,110659,,128.27969360351562,500.0
6.585568189620972e-05,0.00023364055959973484,1433,1763260206.2754366,1081.0,1306.005126953125,0.0007042530924081802,,0.45270848274230957,-0.0012821722775697708,7.43865966796875e-05,110720,0.0,128.36866974830627,
0.00400268379598856,0.00023225806944537908,1455,1763260208.3440175,1082.0,0.002515807282179594,0.010936199687421322,,0.4018220901489258,-0.01852220669388771,0.3466208577156067,113024,0.005859375,130.43725061416626,
0.0011327294632792473,0.00023218126443680376,1456,1763260208.4550402,1082.0,0.0014630090445280075,-0.0031713200733065605,,0.47057390213012695,-0.00036073196679353714,-3.442030429840088,113152,0.001953125,130.54827332496643,
,,1457,1763260208.4587631,,,,500.0,,,,113159,,130.5519962310791,500.0
0.002675984986126423,0.00022864823404233903,1514,1763260213.714151,1084.0,0.002004757523536682,0.001737312413752079,,0.4460466504096985,-0.023286741226911545,-34.82499694824219,119040,0.001953125,135.80738401412964,
6.613321602344513e-05,0.00022826420899946243,1521,1763260214.2712638,1084.0,1298.334716796875,0.005007961764931679,,0.5015648007392883,-1.627206802368164e-05,4.267692565917969e-05,119680,0.0,136.36449694633484,
,,1525,1763260214.6568935,,,,500.0,,,,120123,,136.7501266002655,500.0
4.5754946768283844e-05,0.00022788018395658582,1527,1763260214.8588593,1084.0,0.006489896215498447,0.0014553526416420937,,0.45943450927734375,-0.0004719756543636322,-0.03432798385620117,120320,0.0,136.9520924091339,
0.0009464193135499954,0.00022772657393943518,1529,1763260215.0788493,1084.0,0.0008909029420465231,0.007573673501610756,,0.5150546431541443,-0.010211804881691933,-4.00687313079834,120576,0.0,137.17208242416382,
0.003672613762319088,0.0002274193539051339,1534,1763260215.5531635,1084.0,0.00022817222634330392,-0.0013276925310492516,,0.4778819680213928,-0.024683918803930283,0.006169021129608154,121088,0.001953125,137.6463966369629,
0.0014237063005566597,0.00022734254889655858,1536,1763260215.6636503,1085.0,913.3629150390625,0.01642822101712227,,0.462566077709198,-0.0012414436787366867,-8.690357208251953e-05,121216,0.0,137.75688338279724,
0.0006976276636123657,0.00022688171884510666,1543,1763260216.3291998,1085.0,0.0012565358774736524,0.0010397005826234818,,0.4188048243522644,-0.014305971562862396,0.05013495683670044,121984,0.0,138.4224328994751,
,,1545,1763260216.4775805,,,,500.0,,,,122123,,138.57081365585327,500.0
0.0005373889580368996,0.00022672810882795602,1546,1763260216.5838192,1085.0,561.822509765625,0.001920531503856182,,0.5172648429870605,-0.0004591420292854309,-5.638599395751953e-05,122240,0.0,138.6770522594452,
0.0006272336468100548,0.00022596005874220282,1558,1763260217.7678483,1085.0,0.00046284435666166246,-0.006314794532954693,,0.49712470173835754,-0.012355074286460876,-0.05645585060119629,123520,0.0,139.86108136177063,
,,1559,1763260217.80243,,,,500.0,,,,123623,,139.895663022995,500.0
4.534795880317688e-05,0.00022565283870790154,1563,1763260218.210964,1085.0,0.0001897984475363046,0.0012942850589752197,,0.5485374331474304,-0.0026958510279655457,-0.026696205139160156,124032,0.0,140.3041970729828,
0.00021356064826250076,0.0002254992286907509,1566,1763260218.4341137,1085.0,0.006150159984827042,0.0008818963542580605,,0.49119269847869873,-0.007602464407682419,0.03793066740036011,124288,0.0,140.52734684944153,
0.0009609237313270569,0.00022411673853639513,1588,1763260220.486614,1086.0,0.0004284837923478335,-0.006004702299833298,,0.53862464427948,-0.007034106180071831,-0.13055002689361572,126592,0.0,142.57984709739685,
,,1589,1763260220.4997008,,,,500.0,,,,126623,,142.59293389320374,500.0
0.0005495026707649231,0.0002235791034763679,1597,1763260221.2994618,1086.0,0.0011468024458736181,-0.0019185468554496765,,0.5745272636413574,-0.005537722259759903,0.06946903467178345,127488,0.0,143.39269495010376,
0.0010746987536549568,0.00022296466340776533,1607,1763260222.2186816,1086.0,0.00032041879603639245,0.005397832952439785,,0.5363216996192932,0.0027234144508838654,-0.17445027828216553,128512,0.0,144.3119146823883,
0.0002203145995736122,0.00022288785839919,1609,1763260222.3311455,1086.0,2125.036376953125,0.0020932620391249657,,0.5536704659461975,0.005343042314052582,0.00037741661071777344,128640,0.0,144.42437863349915,
0.0006615128368139267,0.0002228110533906147,1610,1763260222.4412222,1086.0,0.006584396120160818,-0.00010921061038970947,,0.5788784623146057,-0.00449751503765583,0.19685781002044678,128768,0.0,144.53445529937744,
0.0006703296676278114,0.00022265744337346405,1612,1763260222.6593926,1086.0,0.00024410955666098744,-0.002302435226738453,,0.5676204562187195,0.003695957362651825,0.14451980590820312,129024,0.0,144.75262570381165,
0.001998533494770527,0.00022181260283105075,1626,1763260223.9482343,1086.0,0.0013928951229900122,0.002774070017039776,,0.5540094971656799,-0.012748710811138153,0.03832954168319702,130432,0.0,146.0414674282074,
,,1638,1763260224.989518,,,,500.0,,,,131623,,147.0827510356903,500.0
,,1687,1763260229.4281273,,,,500.0,,,,136623,,151.52136039733887,500.0
0.00028473976999521255,0.00021536098211072385,1732,1763260233.5324876,1089.0,1840.9278564453125,-0.006060310639441013,,0.4571618139743805,-0.006648872047662735,0.0013511180877685547,141184,0.0,155.62572073936462,
,,1745,1763260234.709694,,,,500.0,,,,142581,,156.8029270172119,500.0
0.001125391572713852,0.0002140552969649434,1753,1763260235.4812121,1089.0,0.0012338145170360804,-0.0006262063980102539,,0.37996095418930054,0.011269956827163696,0.32317912578582764,143360,0.0,157.57444524765015,
0.0016069496050477028,0.0002139784919563681,1754,1763260235.589972,1089.0,0.0013893893919885159,0.014184140600264072,,0.42283201217651367,0.00046716630458831787,-1.8982303142547607,143488,0.0,157.68320512771606,
,,1765,1763260236.5275998,,,,500.0,,,,144570,,158.62083292007446,500.0
0.0007085241377353668,0.00021313363686203957,1768,1763260236.839288,1090.0,0.9783065915107727,0.008344925940036774,,0.29787299036979675,0.002630922943353653,0.44723671674728394,144896,0.0,158.93252110481262,
0.0009984225034713745,0.00021259600180201232,1777,1763260237.645415,1090.0,0.020337866619229317,-0.004004243761301041,,0.30379050970077515,0.005981959402561188,-1.2619175910949707,145792,0.0078125,159.73864817619324,
0.0011589573696255684,0.0002101382560795173,1818,1763260241.2911015,1091.0,0.007757488172501326,-0.0007207179442048073,,0.3306446373462677,-0.0010719150304794312,-0.06501734256744385,149888,0.0,163.38433456420898,
0.0004420960322022438,0.00020983103604521602,1823,1763260241.7678034,1091.0,0.007605602499097586,0.014218415133655071,,0.4076692759990692,-0.012067250907421112,-1.5234861373901367,150400,0.0,163.86103653907776,
,,1851,1763260244.2722967,,,,500.0,,,,153240,,166.3655297756195,500.0
,,1856,1763260244.7423098,,,,500.0,,,,153740,,166.8355429172516,500.0
0.0007019778713583946,0.00020698925072792917,1868,1763260246.0012684,1092.0,0.00035429003764875233,0.004354693926870823,,0.40958282351493835,0.00421098992228508,0.0027593374252319336,155136,0.0,168.09450149536133,
0.0013878382742404938,0.0002066820306936279,1873,1763260246.4464774,1092.0,0.00040856425766833127,-0.01641039364039898,,0.42559880018234253,0.0030537396669387817,-0.2709997892379761,155648,0.0,168.539710521698,
0.0008730795234441757,0.00020645161566790193,1877,1763260246.8076615,1092.0,0.0015106112696230412,0.004550255835056305,,0.3269209861755371,0.002706095576286316,0.01539391279220581,156032,0.0,168.90089464187622,
8.859764784574509e-05,0.0002059139806078747,1886,1763260247.5828547,1092.0,0.007475835271179676,-0.0003105020150542259,,0.3414570689201355,-0.001077156513929367,-0.4009758234024048,156928,0.0,169.67608785629272,
1.0905787348747253e-06,0.00020537634554784745,1895,1763260248.391445,1092.0,1136.4788818359375,-0.0002167513594031334,,0.3683139681816101,-0.00011527165770530701,-2.1696090698242188e-05,157824,0.0,170.48467803001404,
0.0005367910489439964,0.0002048387104878202,1903,1763260249.2008846,1092.0,0.00028766540344804525,-0.0029571810737252235,,0.34814977645874023,-0.009081214666366577,-0.4720519781112671,158720,0.0,171.2941176891327,
0.003098823130130768,0.00020468510047066957,1906,1763260249.422069,1092.0,0.004277944099158049,0.015100263059139252,,0.37865617871284485,-0.010121934115886688,-0.1739412546157837,158976,0.001953125,171.5153021812439,
,,1918,1763260250.4897237,,,,500.0,,,,160240,,172.58295679092407,500.0
5.515478551387787e-05,0.00020384024537634104,1920,1763260250.6737797,1093.0,0.008388620801270008,-0.0023507867008447647,,0.2703695595264435,-0.0014272257685661316,-0.17865145206451416,160384,0.0,172.76701283454895,
0.00026965513825416565,0.00020230414520483464,1945,1763260252.974902,1093.0,0.008256731554865837,0.004248199984431267,,0.22193047404289246,0.0001527741551399231,-0.23314106464385986,162944,0.0,175.06813502311707,
0.0004366151988506317,0.00020145929011050612,1959,1763260254.229381,1093.0,786.260009765625,0.004385054111480713,,0.29933011531829834,-0.0003868117928504944,-5.412101745605469e-05,164352,0.0,176.32261419296265,
0.000256463885307312,0.0002006144350161776,1973,1763260255.476017,1093.0,2086.282958984375,-0.001069929450750351,,0.3486115634441376,-0.0002528950572013855,0.0003070831298828125,165760,0.0,177.56925010681152,
0.0015431931242346764,0.0001998463849304244,1985,1763260256.612468,1094.0,0.0010309875942766666,-0.005280421115458012,,0.35353270173072815,0.0023604482412338257,0.07774674892425537,167040,0.00390625,178.7057011127472,
0.008643136359751225,0.0001994623598875478,1991,1763260257.1901903,1094.0,0.00018046089098788798,-0.03404708579182625,,0.3858780264854431,-0.019615396857261658,-0.09972953796386719,167680,0.01171875,179.2834234237671,
