charts/SPS,global_step,losses/value_loss,losses/old_approx_kl,_timestamp,charts/episodic_length,charts/episodic_return,losses/clipfrac,_step,losses/approx_kl,losses/policy_loss,charts/learning_rate,losses/explained_variance,_runtime,losses/entropy
535.0,38912,132.2007598876953,-0.0004838583990931511,1763260185.645153,,,0.0,612,1.3792887330055237e-06,-0.00027293525636196136,0.00027672809665091336,-0.017586588859558105,107.11407113075256,0.596196711063385
,39089,,,1763260185.8629959,343.0,343.0,,614,,,,,107.33191394805908,
538.0,40448,134.35865783691406,0.0006717834621667862,1763260188.0945365,,,0.0,630,4.1503459215164185e-05,-0.001064211130142212,0.00027580646565183997,0.6105679273605347,109.56345462799072,0.5675625205039978
539.0,41088,86.82183837890625,-0.01121390052139759,1763260189.0946598,,,0.009765625,636,0.0011668428778648376,0.009959854185581207,0.00027542244060896337,0.2416645884513855,110.56357789039612,0.5388549566268921
,41469,,,1763260189.571879,306.0,306.0,,640,,,,,111.04079699516296,
,42276,,,1763260190.9817176,218.0,218.0,,650,,,,,112.4506356716156,
543.0,43392,633.3128051757812,-3.1972303986549377e-06,1763260192.8322923,,,0.0,664,8.814968168735504e-06,-0.000768221914768219,0.0002740399504546076,-0.2684684991836548,114.30121040344238,0.5306544303894043
548.0,45440,87.23518371582031,-0.00179302878677845,1763260195.837962,,,0.0,684,0.00014392659068107605,0.0027245506644248962,0.0002728110703174025,0.022121310234069824,117.30687999725342,0.5362181067466736
549.0,45952,77.52772521972656,-0.0016138041391968727,1763260196.588112,,,0.0,689,0.000366884283721447,-0.006227634847164154,0.0002725038502831012,0.007275521755218506,118.05703020095825,0.5499119162559509
551.0,46848,69.61892700195312,0.004255661740899086,1763260197.867628,,,0.0,698,0.00035313330590724945,-0.005316730588674545,0.00027196621522307396,0.452645480632782,119.33654618263245,0.5594656467437744
552.0,47232,69.40078735351562,-8.216872811317444e-05,1763260198.4445314,,,0.0,702,4.507601261138916e-07,0.00013596564531326294,0.000271735800197348,-0.0014083385467529297,119.91344952583313,0.5078492164611816
553.0,47744,24.69409942626953,-0.0006997501477599144,1763260199.2034307,,,0.0,707,0.0002069314941763878,-0.004192128777503967,0.0002714285801630467,0.8172386884689331,120.67234873771667,0.49660295248031616
556.0,49664,71.78378295898438,0.001372150145471096,1763260202.1390247,,,0.0,729,0.00015173014253377914,-0.002418331801891327,0.0002702765050344169,0.8575010895729065,123.60794281959534,0.5106649398803711
562.0,52352,56.35765838623047,0.0014125695452094078,1763260206.0749218,,,0.0,757,1.8573366105556488e-05,-0.0020196065306663513,0.0002686635998543352,-0.12520098686218262,127.54383993148804,0.5222489833831787
,52792,,,1763260206.691754,429.0,429.0,,762,,,,,128.16067218780518,
563.0,53248,967.9757080078125,0.0025413688272237778,1763260207.4097204,,,0.0,767,0.001028750091791153,-0.0031114518642425537,0.00026812596479430795,0.010079741477966309,128.87863850593567,0.5132227540016174
565.0,54016,730.6549072265625,-0.0013849679380655289,1763260208.51337,,,0.0,775,0.0002970658242702484,-0.002092437818646431,0.000267665134742856,0.0005667209625244141,129.98228812217712,0.5639767050743103
567.0,55296,35.615928649902344,-0.00033496879041194916,1763260210.341444,,,0.0,788,1.86823308467865e-06,-0.00026904791593551636,0.0002668970846571028,0.05266660451889038,131.8103621006012,0.5182433128356934
,56144,,,1763260211.4429796,226.0,226.0,,797,,,,,132.91189765930176,
570.0,56960,1006.683349609375,-0.000415971502661705,1763260212.6910582,,,0.0,806,4.928559064865112e-06,0.00015659071505069733,0.00026589861954562366,0.1718374490737915,134.15997624397278,0.5100306868553162
,57802,,,1763260213.8235824,325.0,325.0,,815,,,,,135.29250049591064,
580.0,62336,593.2823486328125,-0.0024653440341353416,1763260220.329937,,,0.0,863,5.8696605265140533e-05,-0.0013720784336328506,0.0002626728091854602,0.47634047269821167,141.79885506629944,0.5281093120574951
581.0,63232,6.06524658203125,-5.657784640789032e-06,1763260221.613274,,,0.0,872,2.193264663219452e-06,-4.1676685214042664e-05,0.00026213517412543297,0.16228312253952026,143.0821921825409,0.4730539619922638
582.0,63616,10.638320922851562,-0.0020105112344026566,1763260222.1704063,,,0.0,876,5.955994129180908e-05,-0.001455649733543396,0.000261904759099707,-0.8950580358505249,143.639324426651,0.5348873138427734
589.0,68224,854.556640625,0.00395343080163002,1763260228.6687517,,,0.0,922,0.0002582855522632599,0.00858195498585701,0.0002591397787909955,0.001447439193725586,150.13766980171204,0.5353738069534302
590.0,69120,22.01871109008789,0.001798895187675953,1763260229.925362,,,0.0,930,7.341522723436356e-05,-0.0009164949879050255,0.00025860214373096824,0.24078309535980225,151.3942801952362,0.5404713153839111
592.0,69888,0.35010695457458496,0.000620582140982151,1763260230.9781098,,,0.0,938,0.00013802293688058853,0.004293806850910187,0.0002581413136795163,-0.23085343837738037,152.44702792167664,0.4773538112640381
,70153,,,1763260231.269943,500.0,500.0,,941,,,,,152.73886108398438,
593.0,70272,238.07852172851562,0.00129043310880661,1763260231.4067962,,,0.0,942,0.0003547724336385727,-0.004117093980312347,0.00025791089865379035,0.1373378038406372,152.875714302063,0.5110908150672913
594.0,70912,0.7643303871154785,-0.010629585944116116,1763260232.1525164,,,0.0,948,0.0014596646651625633,-0.012804064899682999,0.00025752687361091375,-0.4370574951171875,153.62143445014954,0.5265656113624573
,73508,,,1763260235.758602,500.0,500.0,,974,,,,,157.22751998901367,
599.0,74112,725.1798706054688,0.0016864314675331116,1763260236.6379068,,,0.01171875,980,0.003884699195623398,0.021664023399353027,0.00025560674839653075,-0.00040531158447265625,158.10682487487793,0.5267022252082825
599.0,74624,0.1009029895067215,0.013858793303370476,1763260237.345332,,,0.00390625,985,0.003311898559331894,-0.0036637503653764725,0.00025529952836222947,-0.3479447364807129,158.8142499923706,0.5017850399017334
600.0,75520,0.0178077332675457,0.013416079804301262,1763260238.6143048,,,0.0,995,0.0009711114689707756,-0.001571066677570343,0.0002547618933022022,0.30237728357315063,160.08322286605835,0.45504671335220337
,75748,,,1763260238.8389442,405.0,405.0,,997,,,,,160.30786228179932,
,77684,,,1763260241.5279026,500.0,500.0,,1015,,,,,162.99682068824768,
603.0,78080,1838.029296875,-0.0023983195424079895,1763260242.240732,,,0.0,1020,0.0002462752163410187,-0.0008681565523147583,0.0002532257931306958,0.0014841556549072266,163.70965003967285,0.4633217751979828
605.0,79232,0.0017622417071834207,0.054261717945337296,1763260243.681736,,,0.03125,1031,0.010076217353343964,-0.018749326467514038,0.00025253454805351794,-0.5171022415161133,165.1506540775299,0.5004757046699524
608.0,80896,817.0701293945312,0.0014625396579504013,1763260245.964527,,,0.0,1050,0.0005185399204492569,0.0033438485115766525,0.00025153611204586923,0.01076364517211914,167.43344497680664,0.46196770668029785
608.0,81152,1364.8822021484375,0.006566558964550495,1763260246.332924,,,0.0,1053,0.0009774276986718178,-0.001606859266757965,0.0002513825020287186,0.06572413444519043,167.80184197425842,0.4273431897163391
608.0,81664,0.006921603810042143,0.020534200593829155,1763260247.0468433,,,0.005859375,1058,0.0021613333374261856,-0.019369006156921387,0.0002510752819944173,0.09120756387710571,168.51576137542725,0.47344309091567993
610.0,83712,1296.8135986328125,0.006990715861320496,1763260250.157148,,,0.0,1083,0.0006520822644233704,0.0012855157256126404,0.0002498464018572122,0.04282420873641968,171.62606596946716,0.4851740598678589
610.0,84352,0.9120123982429504,-0.002372724935412407,1763260251.150803,,,0.0,1091,0.00020243600010871887,-0.002757769078016281,0.0002494623768143356,-5.115675926208496,172.6197211742401,0.41978979110717773
610.0,85376,563.916015625,0.00025680195540189743,1763260252.735035,,,0.0,1106,2.755783498287201e-06,-0.0008268840610980988,0.000248847936745733,0.15203243494033813,174.20395302772522,0.45480990409851074
611.0,86272,427.9823303222656,-0.002676568925380707,1763260254.0999262,,,0.0,1118,0.00017537921667099,0.00036697089672088623,0.0002483103016857058,0.6081396341323853,175.5688443183899,0.43516820669174194
611.0,86912,1078.4521484375,0.0026797447353601456,1763260254.9874675,,,0.0,1125,0.00010685622692108154,-0.0016480181366205215,0.0002479262766428292,0.14846688508987427,176.4563856124878,0.5227811336517334
,87471,,,1763260255.7851622,117.0,117.0,,1133,,,,,177.25408029556274,
613.0,88576,1.1575007438659668,-0.0003615468740463257,1763260257.4188495,,,0.0,1145,5.522184073925018e-05,0.0007470846176147461,0.00024692781153135,0.08195674419403076,178.88776755332947,0.44111886620521545
,90080,,,1763260259.4021904,173.0,173.0,,1164,,,,,180.8711085319519,
614.0,90112,823.19189453125,0.00035715941339731216,1763260259.5451567,,,0.0,1165,8.639227598905563e-05,-0.001445859670639038,0.0002460061514284462,0.5513350963592529,181.01407480239868,0.4465935230255127
,90640,,,1763260260.1577053,177.0,177.0,,1172,,,,,181.6266233921051,
617.0,91392,9.34370231628418,0.0017129890620708466,1763260260.829705,,,0.0,1181,0.00031852349638938904,-0.011170787736773491,0.00024523810134269297,-0.88645339012146,182.29862308502197,0.46325695514678955
,91781,,,1763260261.2034872,139.0,139.0,,1186,,,,,182.67240524291992,
621.0,92672,471.7721862792969,0.001206875778734684,1763260261.9929376,,,0.0,1197,0.0001307101920247078,0.0004092678427696228,0.00024447005125693977,0.5600136518478394,183.46185564994812,0.4530239701271057
625.0,94080,19.90435028076172,0.00044970959424972534,1763260263.449291,,,0.0,1213,4.303082823753357e-05,0.0010129455476999283,0.00024362519616261125,0.30920112133026123,184.91820907592773,0.43672317266464233
625.0,94208,228.84329223632812,0.0020682960748672485,1763260263.627499,,,0.0,1215,3.660283982753754e-05,-0.0014899149537086487,0.00024354839115403593,0.7044920921325684,185.0964171886444,0.4431813061237335
626.0,95232,152.07351684570312,0.016074752435088158,1763260264.898092,,,0.00390625,1226,0.002512219361960888,-0.04691578075289726,0.00024293395108543336,0.6710805296897888,186.36701011657715,0.4092589318752289
627.0,95616,61.75132751464844,0.001960151828825474,1763260265.3529675,,,0.0,1230,2.2464431822299957e-05,0.00036918744444847107,0.0002427035360597074,0.2867710590362549,186.8218855857849,0.4104965031147003
627.0,95872,473.8619384765625,-0.0013299444690346718,1763260265.723433,,,0.0,1234,9.265728294849396e-06,7.764250040054321e-05,0.00024254992604255676,0.5072282552719116,187.19235110282898,0.4076501429080963
628.0,96896,105.51081848144531,0.0001263907179236412,1763260267.0217278,,,0.0,1245,2.9639340937137604e-05,0.0006974190473556519,0.0002419354859739542,-2.9019041061401367,188.49064588546753,0.41061511635780334
630.0,97792,32.22581481933594,0.006775428541004658,1763260268.1177661,,,0.0,1254,0.00011718552559614182,0.003223661333322525,0.00024139785091392696,-1.1568305492401123,189.58668422698975,0.43595537543296814
,99429,,,1763260270.077614,347.0,347.0,,1271,,,,,191.54653215408325,
638.0,102144,730.8349609375,0.010629306547343731,1763260272.822379,,,0.0,1299,0.001486429013311863,-0.007176671177148819,0.00023878648062236607,0.5094576478004456,194.29129719734192,0.4824810326099396
645.0,106112,1071.6243896484375,-0.01673799753189087,1763260277.3429692,,,0.0,1339,0.0006307018920779228,-0.004742257297039032,0.00023640552535653114,-0.000861048698425293,198.8118872642517,0.5201640725135803
645.0,106240,0.008024390786886215,0.0027595069259405136,1763260277.5018182,,,0.0,1340,0.0005349665880203247,-0.0010526031255722046,0.00023632872034795582,-0.30158746242523193,198.9707362651825,0.4838152825832367
646.0,107136,589.4175415039062,-0.0012065907940268517,1763260278.65798,,,0.0,1349,0.0003764322027564049,-0.004318270832300186,0.00023579108528792858,-0.0049707889556884766,200.12689805030823,0.5376505255699158
648.0,108544,1569.2562255859375,-0.0050139231607317924,1763260280.4062974,,,0.0,1363,0.00012172665446996689,-0.0017803162336349487,0.00023494623019360006,-0.0006459951400756836,201.8752155303955,0.5522125959396362
648.0,108800,0.004360001999884844,-0.008597583509981632,1763260280.712909,,,0.00390625,1365,0.0011588511988520622,-0.013773024082183838,0.00023479262017644942,-7.915823936462402,202.18182706832886,0.5314927101135254
649.0,109312,0.0017682367470115423,-0.009915845468640327,1763260281.3136423,,,0.0,1370,0.000864226371049881,-0.0002708360552787781,0.00023448540014214814,-0.9393357038497925,202.78256034851074,0.5312587022781372
650.0,110336,0.008228391408920288,0.004293705336749554,1763260282.5843015,,,0.001953125,1380,0.00411731842905283,0.0021009985357522964,0.0002338709746254608,-8.933642387390137,204.05321955680847,0.4504587650299072
650.0,110464,0.0037637765053659678,0.0174180306494236,1763260282.7371352,,,0.001953125,1381,0.004118047654628754,-0.011747792363166809,0.00023379416961688548,-15.226686477661133,204.20605325698853,0.5145483613014221
651.0,111104,764.9165649414062,0.011234376579523087,1763260283.5175033,,,0.0,1388,0.0011459961533546448,0.013615116477012634,0.00023341014457400888,0.015895605087280273,204.98642134666443,0.5312185883522034
653.0,111872,0.002709942404180765,0.006239064037799835,1763260284.2194786,,,0.0,1395,0.00023080036044120789,0.001004071906208992,0.00023294931452255696,-4.254035949707031,205.688396692276,0.5325030088424683
654.0,112256,0.010881259106099606,0.004449663683772087,1763260284.555876,,,0.0,1399,0.0008919406682252884,0.009095944464206696,0.000232718899496831,-0.3580350875854492,206.0247941017151,0.5348837375640869
655.0,112896,0.10127714276313782,0.005188422277569771,1763260285.1429114,,,0.0,1405,0.0033747591078281403,0.01352141797542572,0.0002323348744539544,-21.855274200439453,206.61182951927185,0.5304057598114014
661.0,115584,1178.8800048828125,0.01516706682741642,1763260287.5522757,,,0.0,1432,0.0009619481861591339,-0.0009092483669519424,0.00023072196927387267,-0.00014698505401611328,209.02119374275208,0.5496625900268555
662.0,115712,0.008324891328811646,-0.0011393502354621887,1763260287.6659923,,,0.0,1433,4.8764050006866455e-05,0.0007527964189648628,0.00023064516426529735,-0.20156586170196533,209.13491034507751,0.5629681944847107
667.0,117888,1921.947998046875,0.020522404462099075,1763260289.6364427,,,0.00390625,1455,0.00249335914850235,0.02457270585000515,0.0002293394791195169,-0.0006372928619384766,211.10536074638367,0.5061385035514832
667.0,118016,0.021075259894132614,0.012681691907346249,1763260289.7466156,,,0.0,1456,0.0019431011751294136,-0.013782821595668793,0.0002292626741109416,-0.6048064231872559,211.21553373336792,0.5450631380081177
667.0,118144,0.0011364372912794352,0.005947922356426716,1763260289.88363,,,0.0,1457,0.00048490893095731735,0.004491063766181469,0.00022918586910236627,0.3938906788825989,211.352548122406,0.5238942503929138
673.0,123904,1338.7412109375,0.003208593465387821,1763260296.7982066,,,0.0,1514,0.002219480462372303,0.016237914562225342,0.00022572964371647686,0.000494539737701416,218.26712465286255,0.4637366533279419
674.0,124672,0.0014835254987701774,-0.0015007369220256805,1763260297.7558572,,,0.00390625,1521,0.0016579460352659225,-0.01048571988940239,0.00022526881366502494,0.137528657913208,219.22477531433105,0.4476422667503357
674.0,125056,0.0077462466433644295,-0.010570697486400604,1763260298.2078626,,,0.0,1525,0.0007084216922521591,-0.010607315227389336,0.00022503839863929898,0.028764784336090088,219.6767807006836,0.5677484273910522
675.0,125312,0.0012139027239754796,-0.006630829535424709,1763260298.5002732,,,0.021484375,1527,0.005917618982493877,-0.02745564468204975,0.00022488478862214833,-1.2147703170776367,219.96919131278992,0.5287378430366516
675.0,125440,725.0400390625,0.0008940612897276878,1763260298.6770887,,,0.0,1529,7.23404809832573e-05,-0.0022978857159614563,0.00022480798361357301,-0.00033783912658691406,220.14600682258606,0.444733202457428
675.0,125952,882.5221557617188,-0.0012980550527572632,1763260299.29998,,,0.0,1534,0.00014999322593212128,0.0002054274082183838,0.00022450076357927173,-0.0003924369812011719,220.7688980102539,0.5256136655807495
675.0,126208,0.0032277184072881937,0.020652562379837036,1763260299.6377733,,,0.056640625,1536,0.011753560043871403,-0.038544218987226486,0.0002243471535621211,-0.11629819869995117,221.10669136047363,0.5315756797790527
676.0,126848,2043.0321044921875,-0.0021211178973317146,1763260300.4526157,,,0.0,1543,0.0006475457921624184,-0.005197353661060333,0.0002239631285192445,0.00215071439743042,221.9215338230133,0.5115160346031189
676.0,127104,0.002828623866662383,0.008701404556632042,1763260300.7451422,,,0.0078125,1545,0.0017366576939821243,-0.010687336325645447,0.00022380951850209385,-0.30133605003356934,222.21406030654907,0.5160873532295227
676.0,127232,0.001361944479867816,0.0011367956176400185,1763260300.8884745,,,0.0,1546,0.0005719689652323723,-0.006444014608860016,0.00022373271349351853,0.05647420883178711,222.35739254951477,0.5609838366508484
678.0,128384,1585.3692626953125,0.0072095515206456184,1763260302.2290933,,,0.0,1558,0.0015165125951170921,-0.004711665213108063,0.00022304146841634065,0.0026605725288391113,223.69801139831543,0.48964107036590576
678.0,128512,0.0070199822075665,0.00715006235986948,1763260302.3572872,,,0.0,1559,0.0007946183905005455,0.0161546990275383,0.00022296466340776533,-0.7777267694473267,223.82620525360107,0.4216307997703552
679.0,128896,1477.223388671875,-0.005581106059253216,1763260302.7035136,,,0.005859375,1563,0.0017769178375601768,0.010780863463878632,0.00022273424838203937,0.0016958117485046387,224.1724317073822,0.4929657280445099
679.0,129280,0.0007603713311254978,0.0067274309694767,1763260303.0699706,,,0.015625,1566,0.0043060872703790665,-0.008440211415290833,0.0002225038333563134,-1.839001178741455,224.53888869285583,0.4290385842323303
684.0,131456,543.2379150390625,-0.0024383151903748512,1763260305.0381396,,,0.0,1588,2.3721717298030853e-05,-0.0017286725342273712,0.0002211981627624482,-0.0005440711975097656,226.50705766677856,0.4439607858657837
684.0,131584,0.00869952142238617,9.983032941818237e-05,1763260305.14751,,,0.0,1589,0.0007119178771972656,0.003636125475168228,0.00022112135775387287,0.17748099565505981,226.61642813682556,0.42642050981521606
686.0,132352,1307.4713134765625,0.0007352028042078018,1763260305.8149388,,,0.0,1597,0.00028005242347717285,0.0046968013048172,0.00022066052770242095,6.41942024230957e-05,227.2838568687439,0.3910055458545685
688.0,133376,1277.33544921875,0.008876818232238293,1763260306.7442052,,,0.005859375,1607,0.0030683306977152824,0.013996729627251625,0.0002200460876338184,0.0019512176513671875,228.2131233215332,0.49569252133369446
688.0,133632,0.0024480032734572887,-0.011412928812205791,1763260306.964608,,,0.02734375,1609,0.004426241852343082,0.008477695286273956,0.00021989247761666775,0.2822302579879761,228.43352603912354,0.369247704744339
688.0,133760,0.0008455205825157464,0.024821914732456207,1763260307.1126902,,,0.009765625,1610,0.004352963529527187,0.010407574474811554,0.00021981567260809243,-0.32274115085601807,228.58160829544067,0.411743700504303
689.0,133888,1706.259033203125,0.0064084492623806,1763260307.2264912,,,0.0,1612,0.0010414887219667435,0.00807921588420868,0.0002197388675995171,0.0002957582473754883,228.69540929794312,0.35968220233917236
,135342,,,1763260308.5004573,500.0,500.0,,1626,,,,,229.96937537193298,
694.0,136576,0.012660609558224678,0.0021491749212145805,1763260309.6312273,,,0.0,1638,0.0005920650437474251,-0.002785380929708481,0.00021812596241943538,-0.17579913139343262,231.10014533996582,0.3799583613872528
703.0,141568,0.00924946740269661,0.0010847356170415878,1763260314.1705334,,,0.0,1687,2.261810004711151e-05,-0.0002047969028353691,0.0002151305670849979,-0.3213557004928589,235.63945150375366,0.45027056336402893
709.0,146176,0.0011938236420974135,0.008626960217952728,1763260318.9332387,,,0.0,1732,0.0011142846196889877,-0.0025879181921482086,0.00021236558677628636,0.0052907466888427734,240.40215682983398,0.43769311904907227
710.0,147456,510.7220764160156,0.002726268023252487,1763260320.4828875,,,0.0,1745,0.00012070871889591217,0.00738057866692543,0.00021159753669053316,0.0006828904151916504,241.95180559158325,0.5095301866531372
,148342,,,1763260321.306146,500.0,500.0,,1753,,,,,242.77506399154663,
711.0,148352,2159.762451171875,-0.004282298497855663,1763260321.379989,,,0.0,1754,0.00021489057689905167,-0.002969801425933838,0.00021105990163050592,0.0005881190299987793,242.84890699386597,0.5191065073013306
712.0,149504,0.014001166447997093,-0.0016446299850940704,1763260322.6347146,,,0.0,1765,0.00047889724373817444,0.0031913742423057556,0.00021036865655332804,0.2499803900718689,244.10363268852234,0.38510188460350037
,149842,,,1763260323.0030315,500.0,500.0,,1768,,,,,244.47194957733154,
713.0,150784,0.0003986514639109373,0.0015329206362366676,1763260324.2067554,,,0.0,1777,0.00010316912084817886,0.0012615453451871872,0.00020960062101949006,-0.22892045974731445,245.67567348480225,0.42095980048179626
